model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.689216217616,0.53466796875,0.976142958585,52012,16,0,0,oracle_context,1,0,0
1,0,0.689216217616,0.53466796875,-0.892151261536,52012,16,0,0,learned_local_cue,1,0.121504601024,1.11022302463e-16
2,0,0.689216217616,0.53466796875,-0.947017019645,52012,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.689216217616,0.53466796875,-0.95572498363,52012,16,0,0,mismatched_encoder,0,0.219004744256,1.11022302463e-16
4,0,0.689216217616,0.53466796875,0.976142958585,52012,16,0,1,oracle_context,1,0,0
5,0,0.689216217616,0.53466796875,-0.941872988035,52012,16,0,1,learned_local_cue,0.23828125,0.195772288251,1.11022302463e-16
6,0,0.689216217616,0.53466796875,-0.947017019645,52012,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.689216217616,0.53466796875,-0.945491779221,52012,16,0,1,mismatched_encoder,0.26171875,0.193487128644,1.11022302463e-16
8,0,0.689216217616,0.53466796875,0.976142958585,52012,16,0,4,oracle_context,1,0,0
9,0,0.689216217616,0.53466796875,-0.944568725928,52012,16,0,4,learned_local_cue,0.25390625,0.194248848513,1.11022302463e-16
10,0,0.689216217616,0.53466796875,-0.947017019645,52012,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.689216217616,0.53466796875,-0.947738058264,52012,16,0,4,mismatched_encoder,0.2451171875,0.195105783366,1.11022302463e-16
12,0,0.689216217616,0.53466796875,0.976142958585,52012,64,0,0,oracle_context,1,0,0
13,0,0.689216217616,0.53466796875,0.75166515781,52012,64,0,0,learned_local_cue,1,0.0298384355875,1.11022302463e-16
14,0,0.689216217616,0.53466796875,-0.947017019645,52012,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.689216217616,0.53466796875,-0.949637996462,52012,64,0,0,mismatched_encoder,0,0.330376939305,1.11022302463e-16
16,0,0.689216217616,0.53466796875,0.976142958585,52012,64,0,1,oracle_context,1,0,0
17,0,0.689216217616,0.53466796875,-0.919964846288,52012,64,0,1,learned_local_cue,0.23828125,0.258765537924,1.11022302463e-16
18,0,0.689216217616,0.53466796875,-0.947017019645,52012,64,0,1,frozen_profile,0.25,0.1875,0
19,0,0.689216217616,0.53466796875,-0.932869810264,52012,64,0,1,mismatched_encoder,0.26171875,0.251721234226,1.11022302463e-16
20,0,0.689216217616,0.53466796875,0.976142958585,52012,64,0,4,oracle_context,1,0,0
21,0,0.689216217616,0.53466796875,-0.930099447396,52012,64,0,4,learned_local_cue,0.25390625,0.25406899494,1.11022302463e-16
22,0,0.689216217616,0.53466796875,-0.947017019645,52012,64,0,4,frozen_profile,0.25,0.1875,0
23,0,0.689216217616,0.53466796875,-0.942147147152,52012,64,0,4,mismatched_encoder,0.2451171875,0.256710772436,1.11022302463e-16
24,0,0.689216217616,0.53466796875,0.976142958585,52012,256,0,0,oracle_context,1,0,0
25,0,0.689216217616,0.53466796875,0.965276356135,52012,256,0,0,learned_local_cue,1,0.00226932440001,1.11022302463e-16
26,0,0.689216217616,0.53466796875,-0.947017019645,52012,256,0,0,frozen_profile,0.25,0.1875,0
27,0,0.689216217616,0.53466796875,-0.937439656506,52012,256,0,0,mismatched_encoder,0,0.447263103129,1.11022302463e-16
28,0,0.689216217616,0.53466796875,0.976142958585,52012,256,0,1,oracle_context,1,0,0
