model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.693481189274,0.51806640625,0.976202498538,52004,16,0,0,oracle_context,1,0,0
1,0,0.693481189274,0.51806640625,-0.889281290367,52004,16,0,0,learned_local_cue,1,0.121504601024,1.11022302463e-16
2,0,0.693481189274,0.51806640625,-0.944731522618,52004,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.693481189274,0.51806640625,-0.953268965888,52004,16,0,0,mismatched_encoder,0,0.219004744256,1.11022302463e-16
4,0,0.693481189274,0.51806640625,0.976202498538,52004,16,0,1,oracle_context,1,0,0
5,0,0.693481189274,0.51806640625,-0.942052315058,52004,16,0,1,learned_local_cue,0.25341796875,0.194296456005,1.11022302463e-16
6,0,0.693481189274,0.51806640625,-0.944731522618,52004,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.693481189274,0.51806640625,-0.944192776069,52004,16,0,1,mismatched_encoder,0.2607421875,0.193582343628,1.11022302463e-16
8,0,0.693481189274,0.51806640625,0.976202498538,52004,16,0,4,oracle_context,1,0,0
9,0,0.693481189274,0.51806640625,-0.944895756032,52004,16,0,4,learned_local_cue,0.2470703125,0.194915353399,1.11022302463e-16
10,0,0.693481189274,0.51806640625,-0.944731522618,52004,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.693481189274,0.51806640625,-0.94196419786,52004,16,0,4,mismatched_encoder,0.2392578125,0.195677073268,1.11022302463e-16
12,0,0.693481189274,0.51806640625,0.976202498538,52004,64,0,0,oracle_context,1,0,0
13,0,0.693481189274,0.51806640625,0.78393922485,52004,64,0,0,learned_local_cue,1,0.0298395361329,1.11022302463e-16
14,0,0.693481189274,0.51806640625,-0.944731522618,52004,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.693481189274,0.51806640625,-0.951064758297,52004,64,0,0,mismatched_encoder,0,0.330373733873,1.11022302463e-16
16,0,0.693481189274,0.51806640625,0.976202498538,52004,64,0,1,oracle_context,1,0,0
17,0,0.693481189274,0.51806640625,-0.926064131948,52004,64,0,1,learned_local_cue,0.25341796875,0.254213699353,1.11022302463e-16
18,0,0.693481189274,0.51806640625,-0.944731522618,52004,64,0,1,frozen_profile,0.25,0.1875,0
19,0,0.693481189274,0.51806640625,-0.933599285918,52004,64,0,1,mismatched_encoder,0.2607421875,0.252012358465,1.11022302463e-16
20,0,0.693481189274,0.51806640625,0.976202498538,52004,64,0,4,oracle_context,1,0,0
21,0,0.693481189274,0.51806640625,-0.933550335558,52004,64,0,4,learned_local_cue,0.2470703125,0.256120450234,1.11022302463e-16
22,0,0.693481189274,0.51806640625,-0.944731522618,52004,64,0,4,frozen_profile,0.25,0.1875,0
23,0,0.693481189274,0.51806640625,-0.925577834452,52004,64,0,4,mismatched_encoder,0.2392578125,0.258470403923,1.11022302463e-16
24,0,0.693481189274,0.51806640625,0.976202498538,52004,256,0,0,oracle_context,1,0,0
25,0,0.693481189274,0.51806640625,0.966944524854,52004,256,0,0,learned_local_cue,1,0.00226963896699,1.11022302463e-16
26,0,0.693481189274,0.51806640625,-0.944731522618,52004,256,0,0,frozen_profile,0.25,0.1875,0
27,0,0.693481189274,0.51806640625,-0.942555443398,52004,256,0,0,mismatched_encoder,0,0.447259638336,1.11022302463e-16
28,0,0.693481189274,0.51806640625,0.976202498538,52004,256,0,1,oracle_context,1,0,0
29,0,0.693481189274,0.51806640625,-0.906968998509,52004,256,0,1,learned_local_cue,0.25341796875,0.334490880288,1.11022302463e-16
30,0,0.693481189274,0.51806640625,-0.944731522618,52004,256,0,1,frozen_profile,0.25,0.1875,0
31,0,0.693481189274,0.51806640625,-0.918487969608,52004,256,0,1,mismatched_encoder,0.2607421875,0.331231661001,1.11022302463e-16
32,0,0.693481189274,0.51806640625,0.976202498538,52004,256,0,4,oracle_context,1,0,0
33,0,0.693481189274,0.51806640625,-0.917551075813,52004,256,0,4,learned_local_cue,0.2470703125,0.337315281794,1.11022302463e-16
34,0,0.693481189274,0.51806640625,-0.944731522618,52004,256,0,4,frozen_profile,0.25,0.1875,0
35,0,0.693481189274,0.51806640625,-0.906110248784,52004,256,0,4,mismatched_encoder,0.2392578125,0.340791400001,1.11022302463e-16
36,0,0.693481189274,0.51806640625,0.976202498538,52004,16,0.5,0,oracle_context,1,0,0
37,0,0.693481189274,0.51806640625,-0.89999562322,52004,16,0.5,0,learned_local_cue,0.56689453125,0.147321637616,2.22044604925e-16
38,0,0.693481189274,0.51806640625,-0.944731522618,52004,16,0.5,0,frozen_profile,0.25,0.1875,0
39,0,0.693481189274,0.51806640625,-0.947540913191,52004,16,0.5,0,mismatched_encoder,0.16015625,0.225472994989,2.22044604925e-16
40,0,0.693481189274,0.51806640625,0.976202498538,52004,16,0.5,1,oracle_context,1,0,0
41,0,0.693481189274,0.51806640625,-0.936297656089,52004,16,0.5,1,learned_local_cue,0.25146484375,0.206031614407,2.22044604925e-16
42,0,0.693481189274,0.51806640625,-0.944731522618,52004,16,0.5,1,frozen_profile,0.25,0.1875,0
43,0,0.693481189274,0.51806640625,-0.94904623978,52004,16,0.5,1,mismatched_encoder,0.265625,0.207037645848,2.22044604925e-16
44,0,0.693481189274,0.51806640625,0.976202498538,52004,16,0.5,4,oracle_context,1,0,0
45,0,0.693481189274,0.51806640625,-0.94338851095,52004,16,0.5,4,learned_local_cue,0.25341796875,0.208265294618,2.22044604925e-16
46,0,0.693481189274,0.51806640625,-0.944731522618,52004,16,0.5,4,frozen_profile,0.25,0.1875,0
47,0,0.693481189274,0.51806640625,-0.944429370408,52004,16,0.5,4,mismatched_encoder,0.2490234375,0.20826951702,2.22044604925e-16
48,0,0.693481189274,0.51806640625,0.976202498538,52004,64,0.5,0,oracle_context,1,0,0
49,0,0.693481189274,0.51806640625,-0.771257077356,52004,64,0.5,0,learned_local_cue,0.634765625,0.123390439488,2.22044604925e-16
50,0,0.693481189274,0.51806640625,-0.944731522618,52004,64,0.5,0,frozen_profile,0.25,0.1875,0
51,0,0.693481189274,0.51806640625,-0.94624915332,52004,64,0.5,0,mismatched_encoder,0.1142578125,0.288809346032,2.22044604925e-16
52,0,0.693481189274,0.51806640625,0.976202498538,52004,64,0.5,1,oracle_context,1,0,0
53,0,0.693481189274,0.51806640625,-0.929107838292,52004,64,0.5,1,learned_local_cue,0.2529296875,0.245043187317,2.22044604925e-16
54,0,0.693481189274,0.51806640625,-0.944731522618,52004,64,0.5,1,frozen_profile,0.25,0.1875,0
55,0,0.693481189274,0.51806640625,-0.947278787463,52004,64,0.5,1,mismatched_encoder,0.26220703125,0.24382911687,2.22044604925e-16
56,0,0.693481189274,0.51806640625,0.976202498538,52004,64,0.5,4,oracle_context,1,0,0
57,0,0.693481189274,0.51806640625,-0.935594538302,52004,64,0.5,4,learned_local_cue,0.251953125,0.248440543913,2.22044604925e-16
58,0,0.693481189274,0.51806640625,-0.944731522618,52004,64,0.5,4,frozen_profile,0.25,0.1875,0
59,0,0.693481189274,0.51806640625,-0.939838663137,52004,64,0.5,4,mismatched_encoder,0.25,0.246756840001,2.22044604925e-16
60,0,0.693481189274,0.51806640625,0.976202498538,52004,256,0.5,0,oracle_context,1,0,0
61,0,0.693481189274,0.51806640625,-0.587272520849,52004,256,0.5,0,learned_local_cue,0.658203125,0.115238349479,2.22044604925e-16
62,0,0.693481189274,0.51806640625,-0.944731522618,52004,256,0.5,0,frozen_profile,0.25,0.1875,0
63,0,0.693481189274,0.51806640625,-0.943100308865,52004,256,0.5,0,mismatched_encoder,0.099609375,0.323935194294,2.22044604925e-16
64,0,0.693481189274,0.51806640625,0.976202498538,52004,256,0.5,1,oracle_context,1,0,0
65,0,0.693481189274,0.51806640625,-0.920072307813,52004,256,0.5,1,learned_local_cue,0.25634765625,0.266112871766,2.22044604925e-16
66,0,0.693481189274,0.51806640625,-0.944731522618,52004,256,0.5,1,frozen_profile,0.25,0.1875,0
67,0,0.693481189274,0.51806640625,-0.94235789428,52004,256,0.5,1,mismatched_encoder,0.26513671875,0.262984354009,2.22044604925e-16
68,0,0.693481189274,0.51806640625,0.976202498538,52004,256,0.5,4,oracle_context,1,0,0
