model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.687599125967,0.54052734375,0.972040250189,52019,16,0,0,oracle_context,1,0,0
1,0,0.687599125967,0.54052734375,-0.901745772918,52019,16,0,0,learned_local_cue,1,0.121504601024,1.11022302463e-16
2,0,0.687599125967,0.54052734375,-0.951518163156,52019,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.687599125967,0.54052734375,-0.95162626208,52019,16,0,0,mismatched_encoder,0,0.219004744256,1.11022302463e-16
4,0,0.687599125967,0.54052734375,0.972040250189,52019,16,0,1,oracle_context,1,0,0
5,0,0.687599125967,0.54052734375,-0.947471678743,52019,16,0,1,learned_local_cue,0.2373046875,0.195867503235,1.11022302463e-16
6,0,0.687599125967,0.54052734375,-0.951518163156,52019,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.687599125967,0.54052734375,-0.950024295055,52019,16,0,1,mismatched_encoder,0.240234375,0.195581858284,1.11022302463e-16
8,0,0.687599125967,0.54052734375,0.972040250189,52019,16,0,4,oracle_context,1,0,0
9,0,0.687599125967,0.54052734375,-0.951830353461,52019,16,0,4,learned_local_cue,0.25634765625,0.194010811054,1.11022302463e-16
10,0,0.687599125967,0.54052734375,-0.951518163156,52019,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.687599125967,0.54052734375,-0.95339994117,52019,16,0,4,mismatched_encoder,0.2421875,0.195391428317,1.11022302463e-16
12,0,0.687599125967,0.54052734375,0.972040250189,52019,64,0,0,oracle_context,1,0,0
13,0,0.687599125967,0.54052734375,0.772744649869,52019,64,0,0,learned_local_cue,1,0.0298268288946,1.11022302463e-16
14,0,0.687599125967,0.54052734375,-0.951518163156,52019,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.687599125967,0.54052734375,-0.934574834908,52019,64,0,0,mismatched_encoder,0,0.330403825347,2.22044604925e-16
16,0,0.687599125967,0.54052734375,0.972040250189,52019,64,0,1,oracle_context,1,0,0
17,0,0.687599125967,0.54052734375,-0.929688157846,52019,64,0,1,learned_local_cue,0.2373046875,0.259076169363,1.11022302463e-16
18,0,0.687599125967,0.54052734375,-0.951518163156,52019,64,0,1,frozen_profile,0.25,0.1875,0
19,0,0.687599125967,0.54052734375,-0.934405168515,52019,64,0,1,mismatched_encoder,0.240234375,0.258195127756,2.22044604925e-16
20,0,0.687599125967,0.54052734375,0.972040250189,52019,64,0,4,oracle_context,1,0,0
21,0,0.687599125967,0.54052734375,-0.941421513524,52019,64,0,4,learned_local_cue,0.25634765625,0.253356368678,1.11022302463e-16
22,0,0.687599125967,0.54052734375,-0.951518163156,52019,64,0,4,frozen_profile,0.25,0.1875,0
23,0,0.687599125967,0.54052734375,-0.946034391095,52019,64,0,4,mismatched_encoder,0.2421875,0.257608481573,2.22044604925e-16
24,0,0.687599125967,0.54052734375,0.972040250189,52019,256,0,0,oracle_context,1,0,0
