model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.685214117131,0.56298828125,0.969542253887,52017,16,0,0,oracle_context,1,0,0
1,0,0.685214117131,0.56298828125,-0.886568487381,52017,16,0,0,learned_local_cue,1,0.121504601024,1.11022302463e-16
2,0,0.685214117131,0.56298828125,-0.946627256567,52017,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.685214117131,0.56298828125,-0.949283698262,52017,16,0,0,mismatched_encoder,0,0.219004744256,1.11022302463e-16
4,0,0.685214117131,0.56298828125,0.969542253887,52017,16,0,1,oracle_context,1,0,0
5,0,0.685214117131,0.56298828125,-0.947082191055,52017,16,0,1,learned_local_cue,0.24951171875,0.194677315939,1.11022302463e-16
6,0,0.685214117131,0.56298828125,-0.946627256567,52017,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.685214117131,0.56298828125,-0.944563852021,52017,16,0,1,mismatched_encoder,0.25,0.194629708448,1.11022302463e-16
8,0,0.685214117131,0.56298828125,0.969542253887,52017,16,0,4,oracle_context,1,0,0
9,0,0.685214117131,0.56298828125,-0.948393088746,52017,16,0,4,learned_local_cue,0.24267578125,0.195343820825,1.11022302463e-16
10,0,0.685214117131,0.56298828125,-0.946627256567,52017,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.685214117131,0.56298828125,-0.940405413295,52017,16,0,4,mismatched_encoder,0.26513671875,0.193153876201,1.11022302463e-16
12,0,0.685214117131,0.56298828125,0.969542253887,52017,64,0,0,oracle_context,1,0,0
13,0,0.685214117131,0.56298828125,0.802897685474,52017,64,0,0,learned_local_cue,1,0.0298419516485,1.11022302463e-16
14,0,0.685214117131,0.56298828125,-0.946627256567,52017,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.685214117131,0.56298828125,-0.938539988575,52017,64,0,0,mismatched_encoder,0,0.330370665231,2.22044604925e-16
16,0,0.685214117131,0.56298828125,0.969542253887,52017,64,0,1,oracle_context,1,0,0
17,0,0.685214117131,0.56298828125,-0.938539487284,52017,64,0,1,learned_local_cue,0.24951171875,0.255382910332,1.11022302463e-16
18,0,0.685214117131,0.56298828125,-0.946627256567,52017,64,0,1,frozen_profile,0.25,0.1875,0
19,0,0.685214117131,0.56298828125,-0.923943556147,52017,64,0,1,mismatched_encoder,0.25,0.255236856174,2.22044604925e-16
20,0,0.685214117131,0.56298828125,0.969542253887,52017,64,0,4,oracle_context,1,0,0
21,0,0.685214117131,0.56298828125,-0.939059025322,52017,64,0,4,learned_local_cue,0.24267578125,0.257438856218,1.11022302463e-16
22,0,0.685214117131,0.56298828125,-0.946627256567,52017,64,0,4,frozen_profile,0.25,0.1875,0
23,0,0.685214117131,0.56298828125,-0.913227296677,52017,64,0,4,mismatched_encoder,0.26513671875,0.250688767062,2.22044604925e-16
24,0,0.685214117131,0.56298828125,0.969542253887,52017,256,0,0,oracle_context,1,0,0
25,0,0.685214117131,0.56298828125,0.959982690703,52017,256,0,0,learned_local_cue,1,0.00226969465136,2.22044604925e-16
26,0,0.685214117131,0.56298828125,-0.946627256567,52017,256,0,0,frozen_profile,0.25,0.1875,0
