model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.703843821681,0.43896484375,0.975295844301,52013,16,0,0,oracle_context,1,0,0
1,0,0.703843821681,0.43896484375,-0.899291070923,52013,16,0,0,learned_local_cue,1,0.121504601024,1.11022302463e-16
2,0,0.703843821681,0.43896484375,-0.953371261171,52013,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.703843821681,0.43896484375,-0.959443264235,52013,16,0,0,mismatched_encoder,0,0.219004744256,1.11022302463e-16
4,0,0.703843821681,0.43896484375,0.975295844301,52013,16,0,1,oracle_context,1,0,0
5,0,0.703843821681,0.43896484375,-0.948046339303,52013,16,0,1,learned_local_cue,0.26513671875,0.193153876201,1.11022302463e-16
6,0,0.703843821681,0.43896484375,-0.953371261171,52013,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.703843821681,0.43896484375,-0.955494417028,52013,16,0,1,mismatched_encoder,0.23974609375,0.195629465776,1.11022302463e-16
8,0,0.703843821681,0.43896484375,0.975295844301,52013,16,0,4,oracle_context,1,0,0
9,0,0.703843821681,0.43896484375,-0.950096949607,52013,16,0,4,learned_local_cue,0.26123046875,0.193534736136,1.11022302463e-16
10,0,0.703843821681,0.43896484375,-0.953371261171,52013,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.703843821681,0.43896484375,-0.953607228855,52013,16,0,4,mismatched_encoder,0.24658203125,0.19496296089,1.11022302463e-16
12,0,0.703843821681,0.43896484375,0.975295844301,52013,64,0,0,oracle_context,1,0,0
13,0,0.703843821681,0.43896484375,0.843167322235,52013,64,0,0,learned_local_cue,1,0.0298289782062,2.22044604925e-16
14,0,0.703843821681,0.43896484375,-0.953371261171,52013,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.703843821681,0.43896484375,-0.954989376478,52013,64,0,0,mismatched_encoder,0,0.330400153734,2.22044604925e-16
16,0,0.703843821681,0.43896484375,0.975295844301,52013,64,0,1,oracle_context,1,0,0
17,0,0.703843821681,0.43896484375,-0.920782554261,52013,64,0,1,learned_local_cue,0.26513671875,0.250711782716,2.22044604925e-16
18,0,0.703843821681,0.43896484375,-0.953371261171,52013,64,0,1,frozen_profile,0.25,0.1875,0
19,0,0.703843821681,0.43896484375,-0.952938264499,52013,64,0,1,mismatched_encoder,0.23974609375,0.25833698057,2.22044604925e-16
20,0,0.703843821681,0.43896484375,0.975295844301,52013,64,0,4,oracle_context,1,0,0
21,0,0.703843821681,0.43896484375,-0.935092044549,52013,64,0,4,learned_local_cue,0.26123046875,0.25188189513,2.22044604925e-16
22,0,0.703843821681,0.43896484375,-0.953371261171,52013,64,0,4,frozen_profile,0.25,0.1875,0
23,0,0.703843821681,0.43896484375,-0.944443889465,52013,64,0,4,mismatched_encoder,0.24658203125,0.256284792405,2.22044604925e-16
24,0,0.703843821681,0.43896484375,0.975295844301,52013,256,0,0,oracle_context,1,0,0
25,0,0.703843821681,0.43896484375,0.967946567559,52013,256,0,0,learned_local_cue,1,0.00226942258264,1.11022302463e-16
26,0,0.703843821681,0.43896484375,-0.953371261171,52013,256,0,0,frozen_profile,0.25,0.1875,0
27,0,0.703843821681,0.43896484375,-0.946866335145,52013,256,0,0,mismatched_encoder,0,0.447260252152,1.11022302463e-16
28,0,0.703843821681,0.43896484375,0.975295844301,52013,256,0,1,oracle_context,1,0,0
29,0,0.703843821681,0.43896484375,-0.889420191145,52013,256,0,1,learned_local_cue,0.26513671875,0.329278982934,1.11022302463e-16
30,0,0.703843821681,0.43896484375,-0.953371261171,52013,256,0,1,frozen_profile,0.25,0.1875,0
31,0,0.703843821681,0.43896484375,-0.946541606039,52013,256,0,1,mismatched_encoder,0.23974609375,0.340575362982,1.11022302463e-16
32,0,0.703843821681,0.43896484375,0.975295844301,52013,256,0,4,oracle_context,1,0,0
