model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.695642997486,0.501953125,0.980494121236,52003,16,0,0,oracle_context,1,0,0
1,0,0.695642997486,0.501953125,-0.912592773297,52003,16,0,0,learned_local_cue,1,0.121504601024,1.11022302463e-16
2,0,0.695642997486,0.501953125,-0.961245633594,52003,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.695642997486,0.501953125,-0.966909012244,52003,16,0,0,mismatched_encoder,0,0.219004744256,1.11022302463e-16
4,0,0.695642997486,0.501953125,0.980494121236,52003,16,0,1,oracle_context,1,0,0
5,0,0.695642997486,0.501953125,-0.96023474373,52003,16,0,1,learned_local_cue,0.24560546875,0.195058175874,1.11022302463e-16
6,0,0.695642997486,0.501953125,-0.961245633594,52003,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.695642997486,0.501953125,-0.957905524047,52003,16,0,1,mismatched_encoder,0.2529296875,0.194344063497,1.11022302463e-16
8,0,0.695642997486,0.501953125,0.980494121236,52003,16,0,4,oracle_context,1,0,0
9,0,0.695642997486,0.501953125,-0.959543570476,52003,16,0,4,learned_local_cue,0.25537109375,0.194106026038,1.11022302463e-16
10,0,0.695642997486,0.501953125,-0.961245633594,52003,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.695642997486,0.501953125,-0.959091671844,52003,16,0,4,mismatched_encoder,0.25146484375,0.194486885972,1.11022302463e-16
12,0,0.695642997486,0.501953125,0.980494121236,52003,64,0,0,oracle_context,1,0,0
13,0,0.695642997486,0.501953125,0.844215126128,52003,64,0,0,learned_local_cue,1,0.029840939024,1.11022302463e-16
14,0,0.695642997486,0.501953125,-0.961245633594,52003,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.695642997486,0.501953125,-0.957973272272,52003,64,0,0,mismatched_encoder,0,0.330377529718,1.11022302463e-16
16,0,0.695642997486,0.501953125,0.980494121236,52003,64,0,1,oracle_context,1,0,0
