seed,task,phase,step,common_rate,optimizer,rate,rule,selected_rate,validation_nmse,test_nmse,extension_clipped_steps,extension_projected_steps
1116,gated_conflict,extension,4096,True,adam,0.03,exact,True,0.0004409179658348339,0.0004649908853138277,0,0
1116,gated_conflict,extension,4096,True,adam,0.03,unit_broadcast,True,0.0026174372955470823,0.0027221084243240655,0,0
1116,gated_conflict,extension,4096,True,adam,0.03,calibrated_broadcast,True,0.002883753703807097,0.0030050105704740445,0,0
1116,gated_conflict,extension,4096,True,sgd,0.3,exact,True,0.0007404852862123387,0.000762750378353797,0,0
1116,gated_conflict,extension,4096,True,sgd,0.3,unit_broadcast,True,0.0006765949875168052,0.0006866305036219801,0,0
1116,gated_conflict,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.0011382846770836277,0.0011602437711572004,0,0
1116,gated_conflict,extension,8192,True,adam,0.03,exact,True,1.006139909584082e-05,1.0792305187955336e-05,0,0
1116,gated_conflict,extension,8192,True,adam,0.03,unit_broadcast,True,0.0020992202615788703,0.0021952145356955227,0,0
1116,gated_conflict,extension,8192,True,adam,0.03,calibrated_broadcast,True,0.0026812581052325724,0.0027498289375033967,0,0
1116,gated_conflict,extension,8192,True,sgd,0.3,exact,True,0.00048267322988281225,0.0004830971539153912,0,0
1116,gated_conflict,extension,8192,True,sgd,0.3,unit_broadcast,True,0.0005761127123140179,0.0005780041565409983,0,0
1116,gated_conflict,extension,8192,True,sgd,0.3,calibrated_broadcast,True,0.0008142072852473928,0.0008154490766792372,0,0
1116,gated_conflict,extension,12288,True,adam,0.03,exact,True,3.071982390106588e-06,3.0176194752122624e-06,0,0
1116,gated_conflict,extension,12288,True,adam,0.03,unit_broadcast,True,0.0026064349033164133,0.002635433826678955,0,914
1116,gated_conflict,extension,12288,True,adam,0.03,calibrated_broadcast,True,0.00259483808048837,0.0026238118587017336,0,22
1116,gated_conflict,extension,12288,True,sgd,0.3,exact,True,0.0004002284753780843,0.0003963199793462503,0,0
