seed,task,phase,step,common_rate,optimizer,rate,rule,selected_rate,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
1111,gated_conflict,extension,4096,True,adam,0.03,exact,True,0.8983657262403338,1.2234054536853005,0.5532166608345743,0.8749111965283923,0.8983100698056095,1.223538197699167,0.5532578676058759,0.8739523351891434,0.9594645297035246,0.9676894916788048
1111,gated_conflict,extension,4096,True,adam,0.03,unit_broadcast,True,0.9030844280573871,1.2121886358387985,0.5442644270714194,0.8663960767305853,0.9155075757671359,1.1830216177088777,0.5456153723786438,0.8536291781441099,0.9564562338025295,0.9719556690623641
1111,gated_conflict,extension,4096,True,adam,0.03,calibrated_broadcast,True,0.902744373983682,1.2129944776468844,0.5439055731122564,0.8642303036634454,0.9128606906954564,1.1891908735625307,0.5450486756390688,0.8524815797896337,0.9565659695520089,0.9714495460898321
1111,gated_conflict,extension,4096,True,sgd,0.3,exact,True,0.8895284740256401,1.244609496463268,0.5485745819125676,0.8698310905819622,0.8933696037394179,1.2353620555740354,0.54857344159377,0.8738658142469107,0.9671908897452671,0.9696223814126866
1111,gated_conflict,extension,4096,True,sgd,0.3,unit_broadcast,True,0.8930514339602837,1.2361262451866162,0.5475004037621983,0.8469204928716407,0.8947610550510903,1.2320238766208031,0.5477869872933979,0.8524814868788839,0.9640838173329747,0.9821016312524601
1111,gated_conflict,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.8914929699557671,1.2398741169429428,0.5451380028525122,0.8455744230623742,0.8914967202616288,1.239865088668475,0.5452203145450804,0.8466038501193484,0.9649481379512451,0.9838059678530693
1111,gated_conflict,extension,8192,True,adam,0.03,exact,True,0.8897624399535533,1.2440448827990913,0.543359420496386,0.8566974654409437,0.9495278827135186,1.1060103943418487,0.5418717201095217,0.827762445948406,0.9663015782936349,0.988479420128296
1111,gated_conflict,extension,8192,True,adam,0.03,unit_broadcast,True,0.8933370441825379,1.2354402430697315,0.550410897722076,0.8713556568902437,0.8940298806550233,1.2337772271809937,0.5508402512005219,0.8682117882589815,0.9640218959984743,0.9783183388856009
1111,gated_conflict,extension,8192,True,adam,0.03,calibrated_broadcast,True,0.8956894903417426,1.2298000037662786,0.5514585249255642,0.8686232932186425,0.8963486160584091,1.2282229154476243,0.551961011159974,0.8655536980608186,0.9619778507657971,0.9775008414011125
1111,gated_conflict,extension,8192,True,sgd,0.3,exact,True,0.8895066692598579,1.2446621252133792,0.5485386862725926,0.8697668797700271,0.8932191827599183,1.2357233004139954,0.5485417650341309,0.8737725480004431,0.9672481756586727,0.9655304504099153
1111,gated_conflict,extension,8192,True,sgd,0.3,unit_broadcast,True,0.8926537638181145,1.237081840179533,0.5481187562137967,0.8498017149210811,0.8949537791482269,1.2315620151634987,0.5484069389887637,0.8557846763469739,0.9643418153802085,0.9799054214660897
1111,gated_conflict,extension,8192,True,sgd,0.3,calibrated_broadcast,True,0.8913296731197011,1.240267272141644,0.5450011518282271,0.8451409812993664,0.8917868548667405,1.2391667714709398,0.5452794551970308,0.8486047824974317,0.9650741774517215,0.9831062658783878
1111,gated_conflict,extension,12288,True,adam,0.03,exact,True,0.8891857879577808,1.2454367895086143,0.5430102137091458,0.8525808387508376,0.9245468815487875,1.1621419126741659,0.541725097246581,0.8298880192898445,0.9667137124081675,0.994487526919888
1111,gated_conflict,extension,12288,True,adam,0.03,unit_broadcast,True,0.8859374527717223,1.253297056550403,0.548414662350953,0.8606777369107075,0.8897966910278496,1.2439622416202203,0.5483479262965406,0.8541570183163257,0.9688950557427591,0.9856169872170285
1111,gated_conflict,extension,12288,True,adam,0.03,calibrated_broadcast,True,0.8863334849815084,1.2523369809746276,0.5485257689621172,0.8620726133378916,0.891860380019298,1.2389898485736495,0.5484969383425464,0.8545052995918927,0.9686983477440463,0.9860124029099592
1111,gated_conflict,extension,12288,True,sgd,0.3,exact,True,0.8894935960416035,1.2446936799145423,0.5484819808078767,0.8697703146839774,0.8915891030234973,1.2396427058347075,0.5484889605167015,0.87261155918671,0.9672629866716147,0.9663785241628831
1111,gated_conflict,extension,12288,True,sgd,0.3,unit_broadcast,True,0.8922589604673701,1.2380310498710405,0.5487485620185762,0.8531736648859721,0.8941775617288725,1.2334229492146187,0.5489702409262869,0.8581849218621371,0.9646249382241978,0.9812350103127058
1111,gated_conflict,extension,12288,True,sgd,0.3,calibrated_broadcast,True,0.8911805922958541,1.2406262751450945,0.5450847972199727,0.8458345984477198,0.8913283182555297,1.2402705344836475,0.5452665567150662,0.8481177089259686,0.9651486271506964,0.9850760905736514
