seed,task,phase,step,common_rate,optimizer,rate,rule,selected_rate,validation_nmse,test_nmse,extension_clipped_steps,extension_projected_steps
1104,gated_conflict,extension,4096,True,adam,0.03,exact,True,0.000736380364343004,0.0007875000856614103,0,0
1104,gated_conflict,extension,4096,True,adam,0.03,unit_broadcast,True,0.00013707375865396957,0.0001373800624811357,0,0
1104,gated_conflict,extension,4096,True,adam,0.03,calibrated_broadcast,True,0.0002962905483907939,0.0002990104725773969,0,0
1104,gated_conflict,extension,4096,True,sgd,0.3,exact,True,0.00021737350188695025,0.00023259254927084243,0,0
1104,gated_conflict,extension,4096,True,sgd,0.3,unit_broadcast,True,0.0008286674257708647,0.0008523979706436034,0,0
1104,gated_conflict,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.00035195496754864545,0.0003537682185208497,0,0
1104,gated_conflict,extension,8192,True,adam,0.03,exact,True,1.4380736071667572e-06,1.3966826574338996e-06,0,0
1104,gated_conflict,extension,8192,True,adam,0.03,unit_broadcast,True,0.00015383701928681312,0.00015157923036277337,0,0
1104,gated_conflict,extension,8192,True,adam,0.03,calibrated_broadcast,True,0.0002256263810611328,0.00021894228767963897,0,0
1104,gated_conflict,extension,8192,True,sgd,0.3,exact,True,0.00017783297794723063,0.00019600480546323775,0,0
1104,gated_conflict,extension,8192,True,sgd,0.3,unit_broadcast,True,0.0007946176350243244,0.0008188145614448672,0,0
1104,gated_conflict,extension,8192,True,sgd,0.3,calibrated_broadcast,True,0.00027367174009569406,0.0002826373358862948,0,0
1104,gated_conflict,extension,12288,True,adam,0.03,exact,True,2.939968721230395e-06,2.9818246500855294e-06,0,0
1104,gated_conflict,extension,12288,True,adam,0.03,unit_broadcast,True,9.760802552715984e-05,0.00010644088797824554,0,0
1104,gated_conflict,extension,12288,True,adam,0.03,calibrated_broadcast,True,0.0001565907492657649,0.00016013489558854994,0,0
1104,gated_conflict,extension,12288,True,sgd,0.3,exact,True,0.00015739217315055676,0.00017330937132336785,0,0
1104,gated_conflict,extension,12288,True,sgd,0.3,unit_broadcast,True,0.0008061015549489436,0.0008210574788476394,0,0
1104,gated_conflict,extension,12288,True,sgd,0.3,calibrated_broadcast,True,0.0002475526678125526,0.00025402292959656294,0,0
1104,gated_conflict,extension,16384,True,adam,0.03,exact,True,4.5814849493952487e-07,4.5133544006478303e-07,0,0
1104,gated_conflict,extension,16384,True,adam,0.03,unit_broadcast,True,7.054816840736323e-05,7.531124215328126e-05,0,0
1104,gated_conflict,extension,16384,True,adam,0.03,calibrated_broadcast,True,0.0001086836721265851,0.0001158997787878085,0,0
1104,gated_conflict,extension,16384,True,sgd,0.3,exact,True,0.00014207845743124286,0.00015716719106518138,0,0
1104,gated_conflict,extension,16384,True,sgd,0.3,unit_broadcast,True,0.0008029052537954021,0.0008184713796894427,0,0
1104,gated_conflict,extension,16384,True,sgd,0.3,calibrated_broadcast,True,0.00022629045206053538,0.00023402600479107224,0,0
1104,ungated_independent,extension,4096,True,adam,0.03,exact,True,0.00015354617420663077,0.00014747400170465037,0,0
1104,ungated_independent,extension,4096,True,adam,0.03,unit_broadcast,True,8.563175415864813e-06,8.352745591194738e-06,0,0
1104,ungated_independent,extension,4096,True,adam,0.03,calibrated_broadcast,True,2.7260501024705563e-05,2.6297455279646807e-05,0,0
1104,ungated_independent,extension,4096,True,sgd,0.3,exact,True,0.0006526864710644388,0.0006849670361358633,0,0
1104,ungated_independent,extension,4096,True,sgd,0.3,unit_broadcast,True,8.474333212186783e-06,8.85046687547561e-06,0,0
1104,ungated_independent,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.0005725459042369438,0.0005923363248673691,0,0
1104,ungated_independent,extension,8192,True,adam,0.03,exact,True,0.00010856971035510159,0.00010758039258878868,0,0
1104,ungated_independent,extension,8192,True,adam,0.03,unit_broadcast,True,4.101440095333561e-06,3.7842731099117243e-06,0,0
1104,ungated_independent,extension,8192,True,adam,0.03,calibrated_broadcast,True,6.044470875375704e-06,5.649144176735107e-06,0,0
1104,ungated_independent,extension,8192,True,sgd,0.3,exact,True,0.00037131223934690373,0.0003889371589646437,0,0
1104,ungated_independent,extension,8192,True,sgd,0.3,unit_broadcast,True,3.5006352835934183e-06,3.513331809351232e-06,0,0
1104,ungated_independent,extension,8192,True,sgd,0.3,calibrated_broadcast,True,0.0003222974196878096,0.00032978409770213074,0,0
1104,ungated_independent,extension,12288,True,adam,0.03,exact,True,8.934713299197475e-06,8.935205986548223e-06,0,0
1104,ungated_independent,extension,12288,True,adam,0.03,unit_broadcast,True,7.79742129539239e-06,7.02543494000747e-06,0,0
1104,ungated_independent,extension,12288,True,adam,0.03,calibrated_broadcast,True,1.191786503039755e-06,1.1982423770658144e-06,0,0
1104,ungated_independent,extension,12288,True,sgd,0.3,exact,True,0.0002884248352058687,0.00029483167368506206,0,0
1104,ungated_independent,extension,12288,True,sgd,0.3,unit_broadcast,True,2.864662587508076e-06,2.8655978667978807e-06,0,0
1104,ungated_independent,extension,12288,True,sgd,0.3,calibrated_broadcast,True,0.0002630890874207967,0.00026380975546547793,0,0
1104,ungated_independent,extension,16384,True,adam,0.03,exact,True,8.032821399767434e-08,7.872721599266427e-08,0,0
1104,ungated_independent,extension,16384,True,adam,0.03,unit_broadcast,True,1.4931911256196642e-07,1.3699120942562035e-07,0,0
1104,ungated_independent,extension,16384,True,adam,0.03,calibrated_broadcast,True,2.5526530392427906e-07,2.4059199133713635e-07,0,0
1104,ungated_independent,extension,16384,True,sgd,0.3,exact,True,0.00024735791788168437,0.0002482997947949886,0,0
1104,ungated_independent,extension,16384,True,sgd,0.3,unit_broadcast,True,2.4750183600551534e-06,2.449487521050711e-06,0,0
1104,ungated_independent,extension,16384,True,sgd,0.3,calibrated_broadcast,True,0.00022863785180430787,0.00022547767708964476,0,0
