seed,task,phase,step,common_rate,optimizer,rate,rule,selected_rate,validation_nmse,test_nmse,extension_clipped_steps,extension_projected_steps
1102,gated_conflict,extension,4096,True,adam,0.03,exact,True,0.0002736008261088585,0.0003016405693818468,0,0
1102,gated_conflict,extension,4096,True,adam,0.03,unit_broadcast,True,0.0005110885238648218,0.0005545409996081562,0,0
1102,gated_conflict,extension,4096,True,adam,0.03,calibrated_broadcast,True,0.0005324129662376245,0.0005774379768417086,0,0
1102,gated_conflict,extension,4096,True,sgd,0.3,exact,True,7.528046686024877e-05,8.215215762059894e-05,0,0
1102,gated_conflict,extension,4096,True,sgd,0.3,unit_broadcast,True,0.00043616432827950385,0.0004710689618304268,0,0
1102,gated_conflict,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.00013440603802180118,0.00014395129944649607,0,0
1102,gated_conflict,extension,8192,True,adam,0.03,exact,True,2.4780108189558795e-06,2.620596883904421e-06,0,0
1102,gated_conflict,extension,8192,True,adam,0.03,unit_broadcast,True,0.0006277828140841413,0.0006909329874460143,0,0
1102,gated_conflict,extension,8192,True,adam,0.03,calibrated_broadcast,True,0.0006323235074384167,0.000692214290222458,0,0
1102,gated_conflict,extension,8192,True,sgd,0.3,exact,True,6.0663705283144575e-05,6.757312698558992e-05,0,0
1102,gated_conflict,extension,8192,True,sgd,0.3,unit_broadcast,True,0.00043394134668958597,0.0004708410226091622,0,0
1102,gated_conflict,extension,8192,True,sgd,0.3,calibrated_broadcast,True,0.00010566035526643116,0.00011652107197425895,0,0
1102,gated_conflict,extension,12288,True,adam,0.03,exact,True,2.609284349175792e-07,2.7781163351686074e-07,0,0
1102,gated_conflict,extension,12288,True,adam,0.03,unit_broadcast,True,0.00038289339928323227,0.0004142649740374509,0,0
1102,gated_conflict,extension,12288,True,adam,0.03,calibrated_broadcast,True,0.00041838330504078244,0.00045220389504726984,0,0
1102,gated_conflict,extension,12288,True,sgd,0.3,exact,True,5.537571796825386e-05,6.164779206439689e-05,0,0
1102,gated_conflict,extension,12288,True,sgd,0.3,unit_broadcast,True,0.0004326674872443242,0.00047151625059527874,0,0
1102,gated_conflict,extension,12288,True,sgd,0.3,calibrated_broadcast,True,0.0001026251782192336,0.00011317443649878931,0,0
1102,gated_conflict,extension,16384,True,adam,0.03,exact,True,2.459985579392159e-08,2.5728337550415514e-08,0,0
1102,gated_conflict,extension,16384,True,adam,0.03,unit_broadcast,True,0.0003414262660244005,0.00036566001259860756,0,800
1102,gated_conflict,extension,16384,True,adam,0.03,calibrated_broadcast,True,0.00034692000340971063,0.00037082247545734204,0,791
1102,gated_conflict,extension,16384,True,sgd,0.3,exact,True,5.106771953120878e-05,5.67463144022774e-05,0,0
1102,gated_conflict,extension,16384,True,sgd,0.3,unit_broadcast,True,0.0004308552692776316,0.0004648353733096318,0,0
1102,gated_conflict,extension,16384,True,sgd,0.3,calibrated_broadcast,True,9.958102333874818e-05,0.00010942836306019094,0,0
1102,ungated_independent,extension,4096,True,adam,0.03,exact,True,9.054131778912359e-05,8.970939593637481e-05,0,0
1102,ungated_independent,extension,4096,True,adam,0.03,unit_broadcast,True,1.7707083483616807e-05,1.7833197251184374e-05,0,0
1102,ungated_independent,extension,4096,True,adam,0.03,calibrated_broadcast,True,2.0364741606481445e-05,2.0412278018969826e-05,0,0
1102,ungated_independent,extension,4096,True,sgd,0.3,exact,True,0.00021972721473107186,0.0002127959031227871,0,0
1102,ungated_independent,extension,4096,True,sgd,0.3,unit_broadcast,True,2.648764167948492e-05,2.7813024435798053e-05,0,0
1102,ungated_independent,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.00023526993077574912,0.00022598148325203612,0,0
1102,ungated_independent,extension,8192,True,adam,0.03,exact,True,4.807386096752121e-05,4.809772727659064e-05,0,0
1102,ungated_independent,extension,8192,True,adam,0.03,unit_broadcast,True,7.393037253236442e-06,7.743886892870537e-06,0,0
1102,ungated_independent,extension,8192,True,adam,0.03,calibrated_broadcast,True,8.68564233021445e-06,8.900350917834507e-06,0,0
1102,ungated_independent,extension,8192,True,sgd,0.3,exact,True,0.00014886030370631244,0.00014450044869177513,0,0
1102,ungated_independent,extension,8192,True,sgd,0.3,unit_broadcast,True,1.414598068256289e-05,1.5926427638566752e-05,0,0
1102,ungated_independent,extension,8192,True,sgd,0.3,calibrated_broadcast,True,0.00014373955710114363,0.0001379303880212271,0,0
1102,ungated_independent,extension,12288,True,adam,0.03,exact,True,2.5827182644545967e-06,2.5246922383210616e-06,0,0
1102,ungated_independent,extension,12288,True,adam,0.03,unit_broadcast,True,5.56470371681461e-07,5.789872559978255e-07,0,0
1102,ungated_independent,extension,12288,True,adam,0.03,calibrated_broadcast,True,1.4698628495761098e-06,1.509003217694022e-06,0,0
1102,ungated_independent,extension,12288,True,sgd,0.3,exact,True,0.00011035004267436643,0.00010696319185732735,0,0
