seed,task,phase,step,common_rate,optimizer,rate,rule,selected_rate,validation_nmse,test_nmse,extension_clipped_steps,extension_projected_steps
1108,gated_conflict,extension,4096,True,adam,0.03,exact,True,0.0003457586726026568,0.00030133519006101924,0,0
1108,gated_conflict,extension,4096,True,adam,0.03,unit_broadcast,True,0.0001744977846255459,0.00016023614553220823,0,0
1108,gated_conflict,extension,4096,True,adam,0.03,calibrated_broadcast,True,0.0002127572660350683,0.00019697790520502116,0,0
1108,gated_conflict,extension,4096,True,sgd,0.3,exact,True,0.00012019118072553559,0.00011171629321948458,0,0
1108,gated_conflict,extension,4096,True,sgd,0.3,unit_broadcast,True,0.0004492443863378935,0.00041679179294809414,0,0
1108,gated_conflict,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.0003683588728701168,0.0003340559590521858,0,0
1108,gated_conflict,extension,8192,True,adam,0.03,exact,True,4.364367416260999e-05,4.358615801750666e-05,0,0
1108,gated_conflict,extension,8192,True,adam,0.03,unit_broadcast,True,0.00021273524251110468,0.00019917841915417924,0,0
1108,gated_conflict,extension,8192,True,adam,0.03,calibrated_broadcast,True,0.00025458239641466113,0.00023513953330636238,0,0
1108,gated_conflict,extension,8192,True,sgd,0.3,exact,True,0.00010065927681657388,9.396078732432306e-05,0,0
1108,gated_conflict,extension,8192,True,sgd,0.3,unit_broadcast,True,0.00013006952971536363,0.00012141987313978477,0,0
1108,gated_conflict,extension,8192,True,sgd,0.3,calibrated_broadcast,True,0.00031855201048052595,0.0002882157546589163,0,0
1108,gated_conflict,extension,12288,True,adam,0.03,exact,True,7.198236465183558e-06,7.158142923500643e-06,0,0
1108,gated_conflict,extension,12288,True,adam,0.03,unit_broadcast,True,0.0002592196102559443,0.00024104929677025005,0,0
1108,gated_conflict,extension,12288,True,adam,0.03,calibrated_broadcast,True,0.00031413130104415303,0.00029265078704634605,0,0
1108,gated_conflict,extension,12288,True,sgd,0.3,exact,True,9.185545689005658e-05,8.589026767784345e-05,0,0
1108,gated_conflict,extension,12288,True,sgd,0.3,unit_broadcast,True,0.00013942071635293028,0.00013929610366342332,0,0
1108,gated_conflict,extension,12288,True,sgd,0.3,calibrated_broadcast,True,0.00027603377501551164,0.0002584722293802783,0,0
1108,gated_conflict,extension,16384,True,adam,0.03,exact,True,3.130023132636196e-07,3.6759063345625217e-07,0,0
1108,gated_conflict,extension,16384,True,adam,0.03,unit_broadcast,True,0.00020230688831587957,0.00018083868398879345,0,0
1108,gated_conflict,extension,16384,True,adam,0.03,calibrated_broadcast,True,0.00018743828725216943,0.00016798436950957554,0,0
