seed,task,phase,common_rate,optimizer,rate,rule,selected_rate,best_step,validation_nmse,test_nmse,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
1112,gated_conflict,extension,True,adam,0.03,exact,True,16384,1.208919036319947e-06,1.3838371094555225e-06,0.8776568477594151,1.2734807738813294,0.5146638571633744,0.8536173066623132,0.9281732237955675,1.1538488798350193,0.5139354468413252,0.8674785035992912,0.9776717287565553,0.9959734957999756
1112,gated_conflict,extension,True,adam,0.03,unit_broadcast,True,12288,2.4546198540104416e-05,2.7745254903257505e-05,0.8807488759020401,1.2659198712475317,0.5094673121389912,0.8500574427104013,0.8777184338339669,1.2733299018913322,0.5090167732650392,0.8546035360218202,0.976826804976657,0.99087403295159
1112,gated_conflict,extension,True,adam,0.03,calibrated_broadcast,True,12288,2.777651978899081e-05,3.173345386131264e-05,0.8812281637760162,1.2647504273979528,0.509166533547832,0.8502579477288078,0.8780129066852005,1.2726086640522172,0.5086995430356943,0.8545421305962475,0.9766625051064559,0.9894311735679441
1112,gated_conflict,extension,True,sgd,0.3,exact,True,16384,0.00010359155411916325,0.00010789377482408521,0.881527464088296,1.2640204968532742,0.5148181740298787,0.8545619330375652,0.8801741429382406,1.2673231062036125,0.5147745554405138,0.8552163591334243,0.9756951006799736,0.9816385953405125
1112,gated_conflict,extension,True,sgd,0.3,unit_broadcast,True,16384,0.0006137058166308124,0.0006414447579271852,0.8885427787605272,1.2469901059168456,0.5036073959646489,0.8357335093565438,0.8938753538843023,1.2341480032579863,0.5039261044849597,0.8333134387796333,0.9717220725789814,0.9856427830563615
1112,gated_conflict,extension,True,sgd,0.3,calibrated_broadcast,True,16384,0.00011945444149243903,0.000128101371193968,0.8828258106268573,1.2608572376318534,0.5077446495606509,0.8440724060179672,0.8802836247268427,1.2670557255080697,0.5076528327471262,0.8456068774362829,0.9754854938012499,0.9896128839777454
1112,ungated_independent,extension,True,adam,0.03,exact,True,16384,4.0680362120235005e-07,4.400281936089689e-07,0.9999999999999999,1.0000000000000004,0.6529275049521592,0.9828371145489534,1.0000000000000002,0.9999999999999997,0.652927504952159,0.9828371145489534,0.9938949131973722,0.9938203665827869
1112,ungated_independent,extension,True,adam,0.03,unit_broadcast,True,16384,2.102564456419207e-06,2.1770447457536582e-06,0.9999999999999989,1.0000000000000022,0.6533852513983714,0.9833884778063867,0.9999999999999998,1.0000000000000004,0.6533852513983714,0.9833884778063866,0.994193188041202,0.9905515751473134
1112,ungated_independent,extension,True,adam,0.03,calibrated_broadcast,True,16384,1.182707000312865e-06,1.1618700671359708e-06,0.999999999999999,1.000000000000002,0.6522400474325858,0.9820560754643032,1.0000000000000007,0.9999999999999989,0.6522400474325861,0.9820560754643033,0.9937008744649682,0.9899066608637662
1112,ungated_independent,extension,True,sgd,0.3,exact,True,16384,0.00012541002995722494,0.00012922853346625444,0.9999999999999977,1.0000000000000047,0.649780783663814,0.9782446485628906,1.0,1.0,0.6497807836638139,0.9782446485628904,0.9923932300365204,0.9922267915859997
1112,ungated_independent,extension,True,sgd,0.3,unit_broadcast,True,16384,3.8401575177819826e-06,3.902366574757449e-06,0.9999999999999981,1.0000000000000038,0.6451410104993388,0.9736529693480442,1.0,1.0,0.6451410104993387,0.9736529693480447,0.990516309902289,0.9863113794660127
1112,ungated_independent,extension,True,sgd,0.3,calibrated_broadcast,True,16384,0.00013320486920951732,0.00013618756340221625,1.0000000000000029,0.999999999999994,0.6451154910367046,0.9726593390998156,1.0,1.0,0.6451154910367043,0.9726593390998153,0.9902391259729041,0.9898471018201616
