seed,task,phase,common_rate,optimizer,rate,rule,selected_rate,best_step,validation_nmse,test_nmse,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
1117,gated_conflict,extension,True,adam,0.03,exact,True,16384,1.9327007326401518e-06,1.912135062083975e-06,0.8838515910370389,1.2583616750947328,0.5223981968131914,0.786616187978498,0.8861580525563231,1.2527622105307301,0.5225822042365136,0.8064577240131704,0.9670448753741673,0.9854539021533713
1117,gated_conflict,extension,True,adam,0.03,unit_broadcast,True,16384,4.234494940883552e-05,4.303962281627767e-05,0.8860982557032104,1.2529071735846902,0.515592922108414,0.7733533135856103,0.9005528275307283,1.2181972324933539,0.5157203961397637,0.7576153861045591,0.9660683663268118,0.9921629671125337
1117,gated_conflict,extension,True,adam,0.03,calibrated_broadcast,True,12288,6.34887873728059e-05,6.562761454048198e-05,0.8884498134692659,1.2472147898243229,0.5149042149470863,0.7766668026638165,0.8926381763930906,1.2371193068870212,0.5150464148637637,0.7703014339023828,0.9647438318644399,0.9886726801976016
1117,gated_conflict,extension,True,sgd,0.3,exact,True,16384,9.287072876913938e-05,0.00010064974047527313,0.8875583870500602,1.2493706190158391,0.5240114396723137,0.7911627571625421,0.9057908058628561,1.2057892019635552,0.5241677129602044,0.7727709623353248,0.9643469155691955,0.9747258416531862
1117,gated_conflict,extension,True,sgd,0.3,unit_broadcast,True,16384,0.0003748070059525028,0.0003729839910045123,0.8929854262826489,1.2362848253010652,0.5159397871394396,0.7646152783131395,0.8975540637479933,1.2253423332906448,0.5161482489890199,0.7578130463027519,0.9596732594370625,0.9818235017936437
1117,gated_conflict,extension,True,sgd,0.3,calibrated_broadcast,True,16384,0.00011519412408697988,0.00011400800193060613,0.8896908503875565,1.2442176264995517,0.512412119432754,0.7603854821376314,0.8892582868841472,1.2452617357975986,0.512402994226076,0.7612759533850937,0.9632266524204162,0.9828604434216884
1117,ungated_independent,extension,True,adam,0.03,exact,True,16384,1.3947339312381184e-06,1.432043870496511e-06,0.9999999999999988,1.0000000000000024,0.6466763195273004,0.8906097982228212,1.0,1.0,0.6466763195273006,0.890609798222821,0.9631021853115653,0.9544713262654317
1117,ungated_independent,extension,True,adam,0.03,unit_broadcast,True,16384,4.2073405625905264e-08,4.097029397703844e-08,1.000000000000003,0.9999999999999934,0.6458287591783766,0.8886412793988966,0.9999999999999998,1.0000000000000004,0.6458287591783769,0.8886412793988969,0.9633524489476664,0.9461560847810526
1117,ungated_independent,extension,True,adam,0.03,calibrated_broadcast,True,12288,5.835825693771898e-06,5.740915354681879e-06,0.9999999999999959,1.000000000000008,0.6405005547982663,0.8759523087812081,0.9999999999999998,1.0000000000000004,0.6405005547982663,0.875952308781208,0.9589355046312601,0.925498765788997
1117,ungated_independent,extension,True,sgd,0.3,exact,True,16384,0.00014789292990592876,0.00015026167683321074,1.0000000000000018,0.9999999999999964,0.6491369066672895,0.895174857249031,1.0000000000000002,0.9999999999999999,0.6491369066672893,0.8951748572490312,0.9647960190285733,0.9584686499200225
1117,ungated_independent,extension,True,sgd,0.3,unit_broadcast,True,16384,1.0377426704017346e-05,9.594754434765362e-06,1.0000000000000024,0.999999999999995,0.6424602803953906,0.8800756807401477,1.0,1.0,0.6424602803953903,0.8800756807401475,0.9603336792004564,0.9461998993656867
1117,ungated_independent,extension,True,sgd,0.3,calibrated_broadcast,True,16384,0.0001373049939800972,0.00013953660505032473,1.0000000000000009,0.9999999999999982,0.6373646687446818,0.8669880248180267,1.0,1.0,0.6373646687446818,0.866988024818027,0.9552208734263624,0.9448306439808487
