seed,task,phase,common_rate,optimizer,rate,rule,selected_rate,best_step,validation_nmse,test_nmse,path_ancestry_three_oracle_capture,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_ancestry_three_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
2106,opposed_strong,extension,True,adam,0.03,exact,True,16384,1.5393550750848451e-07,1.4241113853068487e-07,0.9997833165345879,0.8893747658045449,1.2449805241086918,0.5443907464539065,0.8883484016772661,0.999776661317488,0.9162225729455885,1.1813593862983105,0.5435707208357302,0.8914158113949069,0.7225978284458258,0.7124045153114098
2106,opposed_strong,extension,True,adam,0.03,unit_broadcast,True,8192,0.009629250464005588,0.00930447298077233,0.983178680572306,0.8457553044520422,1.353008858302567,0.4813377397445455,0.817389093300235,0.9830042118978372,0.8428516970874615,1.3603691790930657,0.4811394209987716,0.8200030610207725,0.5459719415348494,0.5539055804700816
2106,opposed_strong,extension,True,adam,0.03,calibrated_broadcast,True,8192,0.009629245049356104,0.009304469354723914,0.9831787122085116,0.8457552958332636,1.353008880123627,0.4813377691939417,0.8173891320383443,0.9830042375755945,0.8428516217712506,1.3603693702404416,0.48113944369185924,0.8200031941682013,0.5459717408016933,0.5539050995979633
2106,opposed_strong,extension,True,adam,0.03,ancestry_three_oracle,True,16384,1.3130687021590181e-08,1.2269071354283048e-08,0.9998159371202632,0.8881375459058803,1.2479696951320378,0.5429029974093268,0.8870950879674455,0.9998113763022455,0.9550001365283061,1.0940317577301988,0.541576427191475,0.8915862902530103,0.7199852402440867,0.7482137749584727
2106,opposed_strong,extension,True,sgd,0.3,exact,True,16384,0.0001400927051927182,0.00013638306466473552,0.99964514272641,0.8754901419053308,1.2787957740425135,0.5284263079735648,0.8746713764804511,0.9996513521230532,0.9225149454756175,1.166809735411145,0.531051537159326,0.8727420223481028,0.6556132158742393,0.660734729351095
2106,opposed_strong,extension,True,sgd,0.3,unit_broadcast,True,16384,0.04911699324609763,0.04893692440298994,0.999370809654736,0.8400165642618408,1.3675727453454731,0.4995067583551603,0.8377811728189803,0.9993712047890361,0.8409168244959452,1.3652835861356543,0.4995080554068773,0.8374238746941752,0.5177697843767637,0.5208895106117419
2106,opposed_strong,extension,True,sgd,0.3,calibrated_broadcast,True,16384,0.11542566821367468,0.11515366633980172,0.9995822924391567,0.8398870140325937,1.3679022951236406,0.5000349367250637,0.8381030616629962,0.999582307143246,0.8396301438258189,1.3685558194409697,0.500034941889199,0.8382424583272863,0.5248493731866015,0.538708331471256
2106,opposed_strong,extension,True,sgd,0.3,ancestry_three_oracle,True,16384,0.00013654195163264503,0.00013297337699377424,0.9996191208456444,0.8754879690474574,1.2788011109883057,0.5282923028080857,0.8746402659148725,0.9996259848815295,0.9206394450045309,1.1711314888011486,0.5308434826836459,0.8727178798232844,0.6552867398638593,0.6600852112998133
2106,aligned_strong,extension,True,adam,0.03,exact,True,12288,1.1204990151463947e-07,1.1564596137988156e-07,0.9931157735599444,0.9009991528874645,1.2171363431500706,0.5420656474138638,0.884196664822436,0.9931706860408176,0.9039458398372221,1.2101490607365024,0.5397367702487743,0.8794845554745001,0.7508133124945562,0.7041419698050447
2106,aligned_strong,extension,True,adam,0.03,unit_broadcast,True,12288,0.00011088862712651155,0.00011650248573676764,0.9990939491593098,0.8748531074318638,1.280361034274441,0.5388909888671214,0.8742495780132451,0.9992065069417885,0.8773955003337405,1.274121140078588,0.5354903324902465,0.8733465656445828,0.652179093805658,0.6818044179476429
2106,aligned_strong,extension,True,adam,0.03,calibrated_broadcast,True,12288,0.0001108671889742686,0.00011648129077430874,0.9990953343478947,0.8748416357394779,1.2803892321517063,0.5388740582537908,0.8742387923871634,0.9992075480697014,0.8773756261379893,1.2741698450038212,0.5354807738377999,0.873339282029875,0.6521130533373493,0.6817435335106607
2106,aligned_strong,extension,True,adam,0.03,ancestry_three_oracle,True,16384,3.5317175039314243e-07,3.499110662787257e-07,0.9933425846580346,0.8970881493159489,1.2264551327187732,0.5382742212254361,0.8812905654307506,0.993042793709144,0.9242737765300112,1.1627684226791855,0.5508691432784436,0.9075236552273591,0.7378168518790373,0.8159248775678659
2106,aligned_strong,extension,True,sgd,0.3,exact,True,16384,0.0001178729877977758,0.0001134983965077145,0.9999863019618446,0.8940602927974312,1.233704264507446,0.5517035006366556,0.8928573377101878,0.9999847892439275,0.9117533638965786,1.1917791095704686,0.5557122848689506,0.895407935360449,0.7485222710768578,0.7728005879010484
2106,aligned_strong,extension,True,sgd,0.3,unit_broadcast,True,16384,0.0005776062452679348,0.00057872917579676,0.9996325846483849,0.9000000478052935,1.2195120813675384,0.5552790363253829,0.8960246344549562,0.9996317371849862,0.9028029532906918,1.212855631695967,0.5602530474451922,0.9012539497583713,0.7675094643340961,0.7775204227186621
2106,aligned_strong,extension,True,sgd,0.3,calibrated_broadcast,True,4096,0.0006931867119199,0.0006916657132674011,0.9997425124436148,0.8965696740375118,1.2276943094752955,0.5532497501425073,0.8947526452156986,0.9997438394574414,0.9037937752302972,1.2105089230648853,0.5554846699968915,0.8950804464200287,0.7559107314478991,0.7673171043896353
2106,aligned_strong,extension,True,sgd,0.3,ancestry_three_oracle,True,16384,0.00011489684587623979,0.0001106435310191754,0.9999592855754065,0.8941212678464101,1.2335579864921218,0.5519441409496123,0.8928493985532577,0.9999581970926977,0.911235799786451,1.1929903237747341,0.5564112906315039,0.8961590071528382,0.7488883114678293,0.7756477023952875
