seed,task,phase,step,common_rate,optimizer,rate,rule,selected_rate,validation_nmse,test_nmse,extension_clipped_steps,extension_projected_steps
2103,opposed_strong,extension,4096,True,adam,0.03,exact,True,1.0974719306219457e-05,1.0943327842601138e-05,0,0
2103,opposed_strong,extension,4096,True,adam,0.03,unit_broadcast,True,0.993387741033839,0.9966919109518829,0,0
2103,opposed_strong,extension,4096,True,adam,0.03,calibrated_broadcast,True,0.9933877697095613,0.996691918417005,0,0
2103,opposed_strong,extension,4096,True,adam,0.03,ancestry_three_oracle,True,1.139835396333429e-05,1.136515477762174e-05,0,0
2103,opposed_strong,extension,4096,True,sgd,0.3,exact,True,0.0001634650894940525,0.00015799917201586504,0,0
2103,opposed_strong,extension,4096,True,sgd,0.3,unit_broadcast,True,1.0021976044394745,1.0062136806502806,0,0
2103,opposed_strong,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.9509744291920603,0.9796332432601838,0,0
2103,opposed_strong,extension,4096,True,sgd,0.3,ancestry_three_oracle,True,0.00016497857900897215,0.00015926458233078705,0,0
2103,opposed_strong,extension,8192,True,adam,0.03,exact,True,1.4059200322111719e-07,1.3407992114033353e-07,0,0
2103,opposed_strong,extension,8192,True,adam,0.03,unit_broadcast,True,1.009695314179479,1.0186834576471582,0,69
2103,opposed_strong,extension,8192,True,adam,0.03,calibrated_broadcast,True,1.009695294556424,1.0186834130728069,0,69
2103,opposed_strong,extension,8192,True,adam,0.03,ancestry_three_oracle,True,1.6977227092710521e-07,1.6225118874534056e-07,0,0
2103,opposed_strong,extension,8192,True,sgd,0.3,exact,True,0.00014712239075020172,0.00014327783608151173,0,0
2103,opposed_strong,extension,8192,True,sgd,0.3,unit_broadcast,True,0.9988802336043318,1.020447699812385,0,0
2103,opposed_strong,extension,8192,True,sgd,0.3,calibrated_broadcast,True,0.9230391365290387,0.9376015225530565,0,0
2103,opposed_strong,extension,8192,True,sgd,0.3,ancestry_three_oracle,True,0.00014912978536314094,0.00014510423753636803,0,0
2103,opposed_strong,extension,12288,True,adam,0.03,exact,True,2.710408298565659e-06,2.5884083458845812e-06,0,0
2103,opposed_strong,extension,12288,True,adam,0.03,unit_broadcast,True,1.008828609559624,1.0176194130967688,0,3326
2103,opposed_strong,extension,12288,True,adam,0.03,calibrated_broadcast,True,1.008828549856229,1.0176193340270627,0,3326
2103,opposed_strong,extension,12288,True,adam,0.03,ancestry_three_oracle,True,1.70919167239658e-05,1.647161614780074e-05,0,0
2103,opposed_strong,extension,12288,True,sgd,0.3,exact,True,0.00013303988177718217,0.00013099451226498282,0,0
2103,opposed_strong,extension,12288,True,sgd,0.3,unit_broadcast,True,0.9761525319288428,0.99342732563149,0,58
2103,opposed_strong,extension,12288,True,sgd,0.3,calibrated_broadcast,True,0.8757567565204325,0.9064570274834249,0,0
2103,opposed_strong,extension,12288,True,sgd,0.3,ancestry_three_oracle,True,0.000135667201336896,0.0001335163556148244,0,0
2103,opposed_strong,extension,16384,True,adam,0.03,exact,True,3.7784908885375695e-08,3.6171864477004445e-08,0,0
2103,opposed_strong,extension,16384,True,adam,0.03,unit_broadcast,True,1.001230962798163,1.0067646448616936,0,7422
2103,opposed_strong,extension,16384,True,adam,0.03,calibrated_broadcast,True,1.0012309853539554,1.0067646770142447,0,7422
2103,opposed_strong,extension,16384,True,adam,0.03,ancestry_three_oracle,True,4.030305639857646e-05,3.8715669421583315e-05,0,0
2103,opposed_strong,extension,16384,True,sgd,0.3,exact,True,0.00012350632051352678,0.0001190605024280957,0,0
2103,opposed_strong,extension,16384,True,sgd,0.3,unit_broadcast,True,0.9859568838028381,1.0000162915382647,0,139
2103,opposed_strong,extension,16384,True,sgd,0.3,calibrated_broadcast,True,0.8394456416721441,0.8565127773190809,0,0
2103,opposed_strong,extension,16384,True,sgd,0.3,ancestry_three_oracle,True,0.00012702994046690495,0.00012237619058105896,0,0
2103,aligned_strong,extension,4096,True,adam,0.03,exact,True,1.5232041675159982e-05,1.3799115055417623e-05,0,0
2103,aligned_strong,extension,4096,True,adam,0.03,unit_broadcast,True,0.0002988469468967453,0.00029047994776781796,0,0
