seed,task,phase,step,common_rate,optimizer,rate,rule,selected_rate,validation_nmse,test_nmse,extension_clipped_steps,extension_projected_steps
2113,opposed_strong,extension,4096,True,adam,0.03,exact,True,3.5183177995243556e-05,3.3901183511494764e-05,0,0
2113,opposed_strong,extension,4096,True,adam,0.03,unit_broadcast,True,1.002109635485793,1.007094614356243,0,0
2113,opposed_strong,extension,4096,True,adam,0.03,calibrated_broadcast,True,1.0021096576307695,1.007094613986605,0,0
2113,opposed_strong,extension,4096,True,adam,0.03,ancestry_three_oracle,True,3.6238380450650585e-05,3.5051455898929556e-05,0,0
2113,opposed_strong,extension,4096,True,sgd,0.3,exact,True,0.00015747668994137558,0.00014575420557434468,0,0
2113,opposed_strong,extension,4096,True,sgd,0.3,unit_broadcast,True,1.0059099435097798,1.0009951943574777,0,0
2113,opposed_strong,extension,4096,True,sgd,0.3,calibrated_broadcast,True,1.0014003944968082,1.0003719095091668,0,0
2113,opposed_strong,extension,4096,True,sgd,0.3,ancestry_three_oracle,True,0.00015283469192601344,0.0001421944935153861,0,0
2113,opposed_strong,extension,8192,True,adam,0.03,exact,True,6.586382804314393e-06,6.098010257784509e-06,0,0
2113,opposed_strong,extension,8192,True,adam,0.03,unit_broadcast,True,1.0048982661028691,1.0071703621588721,0,288
2113,opposed_strong,extension,8192,True,adam,0.03,calibrated_broadcast,True,1.0048982735814553,1.0071703823901006,0,288
2113,opposed_strong,extension,8192,True,adam,0.03,ancestry_three_oracle,True,3.0319745449734407e-07,2.8651715623131073e-07,0,0
2113,opposed_strong,extension,8192,True,sgd,0.3,exact,True,0.00014535490770509752,0.0001337968811104406,0,0
2113,opposed_strong,extension,8192,True,sgd,0.3,unit_broadcast,True,1.0023714997830009,1.0046590964585314,0,3870
2113,opposed_strong,extension,8192,True,sgd,0.3,calibrated_broadcast,True,1.0026869890208132,1.0051161652583105,0,3243
2113,opposed_strong,extension,8192,True,sgd,0.3,ancestry_three_oracle,True,0.00014137032196332762,0.00013078397648504648,0,0
2113,opposed_strong,extension,12288,True,adam,0.03,exact,True,2.5217274708661993e-05,2.3343040192840165e-05,0,0
2113,opposed_strong,extension,12288,True,adam,0.03,unit_broadcast,True,0.9999349138999092,0.9991392636883757,0,2984
2113,opposed_strong,extension,12288,True,adam,0.03,calibrated_broadcast,True,0.9999349116978556,0.9991392709178156,0,2984
2113,opposed_strong,extension,12288,True,adam,0.03,ancestry_three_oracle,True,4.3885935791747725e-08,4.225159918884956e-08,0,0
2113,opposed_strong,extension,12288,True,sgd,0.3,exact,True,0.00013830061890103472,0.00012789871406562324,0,0
2113,opposed_strong,extension,12288,True,sgd,0.3,unit_broadcast,True,1.0019367221885735,1.0020847138278075,0,7279
2113,opposed_strong,extension,12288,True,sgd,0.3,calibrated_broadcast,True,1.0008133300768711,1.0000662025151685,0,6608
2113,opposed_strong,extension,12288,True,sgd,0.3,ancestry_three_oracle,True,0.00013520434873558388,0.0001256132225678242,0,0
2113,opposed_strong,extension,16384,True,adam,0.03,exact,True,1.440813709336459e-07,1.35480416000047e-07,0,0
2113,opposed_strong,extension,16384,True,adam,0.03,unit_broadcast,True,0.9988844839029476,1.0023199597808452,0,7016
2113,opposed_strong,extension,16384,True,adam,0.03,calibrated_broadcast,True,0.9988844808915205,1.0023199484793697,0,7016
2113,opposed_strong,extension,16384,True,adam,0.03,ancestry_three_oracle,True,9.30915492680423e-06,9.122736737475294e-06,0,0
2113,opposed_strong,extension,16384,True,sgd,0.3,exact,True,0.0001295926015013393,0.0001200689304734692,0,0
2113,opposed_strong,extension,16384,True,sgd,0.3,unit_broadcast,True,1.0066505322679018,1.01137856640951,0,9778
2113,opposed_strong,extension,16384,True,sgd,0.3,calibrated_broadcast,True,1.0034685884008192,1.0080864333853468,0,9658
2113,opposed_strong,extension,16384,True,sgd,0.3,ancestry_three_oracle,True,0.0001271454600530999,0.00011826764550932732,0,0
2113,aligned_strong,extension,4096,True,adam,0.03,exact,True,1.7637508003916132e-05,1.6580965795616835e-05,0,0
2113,aligned_strong,extension,4096,True,adam,0.03,unit_broadcast,True,0.0012168264801869647,0.0011267426599690308,0,0
2113,aligned_strong,extension,4096,True,adam,0.03,calibrated_broadcast,True,0.001216730270777695,0.0011266525759905251,0,0
2113,aligned_strong,extension,4096,True,adam,0.03,ancestry_three_oracle,True,2.2338593047283504e-05,2.02195486587251e-05,0,0
2113,aligned_strong,extension,4096,True,sgd,0.3,exact,True,0.0002546357297739756,0.00023371873150492098,0,0
2113,aligned_strong,extension,4096,True,sgd,0.3,unit_broadcast,True,0.0011000093477252,0.0010283422251888355,0,0
2113,aligned_strong,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.0014262065041568538,0.0013115842978424497,0,0
2113,aligned_strong,extension,4096,True,sgd,0.3,ancestry_three_oracle,True,0.0002410611556520387,0.0002199372780222434,0,0
2113,aligned_strong,extension,8192,True,adam,0.03,exact,True,7.3903461437954025e-06,7.280053257079409e-06,0,0
2113,aligned_strong,extension,8192,True,adam,0.03,unit_broadcast,True,0.0012286135489320022,0.0011550880390170236,0,403
2113,aligned_strong,extension,8192,True,adam,0.03,calibrated_broadcast,True,0.0012286143549727695,0.001155088115914543,0,391
2113,aligned_strong,extension,8192,True,adam,0.03,ancestry_three_oracle,True,3.0415857693768777e-06,2.924422537971464e-06,0,0
