seed,task,phase,step,common_rate,optimizer,rate,rule,selected_rate,path_ancestry_three_oracle_capture,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_ancestry_three_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
2114,opposed_strong,extension,4096,True,adam,0.03,exact,True,0.9951923036628808,0.8743701392181773,1.2815485169697367,0.5290984121095003,0.8594303677309509,0.9952130476702249,0.8829471793008608,1.2605617993938636,0.5267509305971505,0.8476617712069572,0.6197421977806322,0.5578862064551128
2114,opposed_strong,extension,4096,True,adam,0.03,unit_broadcast,True,0.6577976442514316,0.8577619890011197,1.3227735762329857,0.4364970641200666,0.5306507810121541,0.6433094621408018,0.8638477146900986,1.307582126547834,0.4376366198410333,0.5169663899517983,0.01651550556739223,0.016962016636571153
2114,opposed_strong,extension,4096,True,adam,0.03,calibrated_broadcast,True,0.6577979887865845,0.8577618779818645,1.322773854219383,0.436497172954218,0.5306509986420683,0.6433095857256881,0.8638477044784582,1.3075821519583277,0.437636735143614,0.5169663963494309,0.016516573311732285,0.01696286175156647
2114,opposed_strong,extension,4096,True,adam,0.03,ancestry_three_oracle,True,0.9950002894514373,0.8738058093707259,1.282936892996059,0.5276291081807315,0.8586054569597201,0.9950250879818144,0.8871119236382872,1.250451283419909,0.524626692357544,0.843293419175483,0.6190033388455114,0.541801747749941
2114,opposed_strong,extension,4096,True,sgd,0.3,exact,True,0.9963231242703829,0.8730101302014187,1.2848959849865094,0.5294852372367633,0.8641260978205453,0.9963230458713596,0.8753929004203715,1.2790346307108353,0.5293839504420489,0.869897539037813,0.6268256186900669,0.6444025198670746
2114,opposed_strong,extension,4096,True,sgd,0.3,unit_broadcast,True,0.8976617861745263,0.9999994318046361,1.0000011363913734,0.4840045425372838,0.75243952209689,0.8976721066155281,0.999999433661086,1.0000011326784695,0.4839918716725204,0.7524087814703179,0.8906636968987097,0.8906594714330127
2114,opposed_strong,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.8805204552827974,0.9999972548552666,1.0000054903045386,0.45954453454973476,0.7222935496935453,0.8805498318649212,0.9999972658867274,1.0000054682414958,0.4595202326493575,0.7222257833453392,0.7420805309558218,0.7605704222909482
2114,opposed_strong,extension,4096,True,sgd,0.3,ancestry_three_oracle,True,0.9962208169660232,0.8729744900991272,1.2849837789040963,0.5294392596571159,0.8638643687237567,0.9962205109788906,0.875171684139187,1.2795781115748128,0.5294117560839176,0.8695572241914896,0.626102145779717,0.6435195285132306
2114,opposed_strong,extension,8192,True,adam,0.03,exact,True,0.9956788381671463,0.8782610255460326,1.2720011570510303,0.5332546008594046,0.863983990258398,0.9956909839638077,0.8813246502528508,1.264515087683199,0.5319385771469126,0.8576031004575358,0.6357707954507689,0.588906529862723
2114,opposed_strong,extension,8192,True,adam,0.03,unit_broadcast,True,0.6658467511317061,0.8558885912831596,1.3274687907153966,0.4399026065121864,0.5365314230216269,0.6519090288347243,0.8616103160880763,1.3131561784420083,0.4408533486985871,0.5233525304273828,0.0271825217571654,0.02571349519004884
2114,opposed_strong,extension,8192,True,adam,0.03,calibrated_broadcast,True,0.6658479724210664,0.8558884500475193,1.3274691450120355,0.4399032390081815,0.5365323847295438,0.651910503996462,0.861610038667144,1.3131568703890462,0.4408539489781834,0.5233537330893415,0.027184794599589335,0.02571520996391974
2114,opposed_strong,extension,8192,True,adam,0.03,ancestry_three_oracle,True,0.9954370606224809,0.8767850971402523,1.2756175595771255,0.5300319610757326,0.8622543134072141,0.9953976195499511,0.9044456595619156,1.2089667861279896,0.5353756969479428,0.8895458159918511,0.6327242367152348,0.6957803071572846
2114,opposed_strong,extension,8192,True,sgd,0.3,exact,True,0.9963340123810096,0.8732360565966274,1.284339534000053,0.5296656734144406,0.8643089201996409,0.9963339039990992,0.8743368478144659,1.281630395839704,0.5296238278754402,0.8685552944211385,0.6274599325274355,0.639603169030314
2114,opposed_strong,extension,8192,True,sgd,0.3,unit_broadcast,True,0.8996132079570726,0.9999997394697757,1.0000005210605847,0.48667629270344326,0.7556210197093464,0.8996191675532285,0.999999740230249,1.0000005195396369,0.4866659255077313,0.7556004129079865,0.9573113333055181,0.9553105446937471
2114,opposed_strong,extension,8192,True,sgd,0.3,calibrated_broadcast,True,0.8935901683284175,0.9999996016168102,1.0000007967666968,0.4779420924483418,0.7448723545540871,0.8936016687334859,0.9999996040306495,1.0000007919390146,0.4779292656847447,0.744840211531206,0.7760915018592958,0.7899804544642113
2114,opposed_strong,extension,8192,True,sgd,0.3,ancestry_three_oracle,True,0.9962367636720021,0.8731988454760997,1.2844311740612346,0.529617142955331,0.8640520472853543,0.996236491442891,0.8742366032882385,1.2818769624275035,0.5296278060596126,0.8682932250379303,0.6267587890414987,0.6387669103024649
