seed,task,phase,step,common_rate,optimizer,rate,rule,selected_rate,validation_nmse,test_nmse,extension_clipped_steps,extension_projected_steps
2115,opposed_strong,extension,4096,True,adam,0.03,exact,True,1.0339005197888076e-05,1.0440468806189066e-05,0,0
2115,opposed_strong,extension,4096,True,adam,0.03,unit_broadcast,True,0.0751653110178489,0.07617350779365951,0,0
2115,opposed_strong,extension,4096,True,adam,0.03,calibrated_broadcast,True,0.0751654744426919,0.07617367214888644,0,0
2115,opposed_strong,extension,4096,True,adam,0.03,ancestry_three_oracle,True,1.0502508203618989e-05,1.0618778826313634e-05,0,0
2115,opposed_strong,extension,4096,True,sgd,0.3,exact,True,0.00010848982382487446,0.00011007234395556893,0,0
2115,opposed_strong,extension,4096,True,sgd,0.3,unit_broadcast,True,0.198037383605526,0.19939377454281923,0,0
2115,opposed_strong,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.29733636611741704,0.2984138558413598,0,0
2115,opposed_strong,extension,4096,True,sgd,0.3,ancestry_three_oracle,True,0.00010547533088061542,0.0001070104207687864,0,0
2115,opposed_strong,extension,8192,True,adam,0.03,exact,True,4.5812367811040983e-08,4.8059612110189236e-08,0,0
2115,opposed_strong,extension,8192,True,adam,0.03,unit_broadcast,True,0.004767911134805406,0.0047942957298523665,0,4096
2115,opposed_strong,extension,8192,True,adam,0.03,calibrated_broadcast,True,0.004767967869423812,0.004794352868675754,0,4096
2115,opposed_strong,extension,8192,True,adam,0.03,ancestry_three_oracle,True,3.921462184967447e-06,3.994566044268651e-06,0,0
2115,opposed_strong,extension,8192,True,sgd,0.3,exact,True,0.00010337185071668098,0.00010320704618274619,0,0
2115,opposed_strong,extension,8192,True,sgd,0.3,unit_broadcast,True,0.13036220831327172,0.1313783113504293,0,4094
2115,opposed_strong,extension,8192,True,sgd,0.3,calibrated_broadcast,True,0.2925941276769863,0.2941015841574391,0,1271
2115,opposed_strong,extension,8192,True,sgd,0.3,ancestry_three_oracle,True,9.897715710936413e-05,9.878580333491119e-05,0,0
2115,opposed_strong,extension,12288,True,adam,0.03,exact,True,6.377602445512229e-08,6.497132726612398e-08,0,0
2115,opposed_strong,extension,12288,True,adam,0.03,unit_broadcast,True,0.0004985310198684991,0.0005050292741278978,0,8192
2115,opposed_strong,extension,12288,True,adam,0.03,calibrated_broadcast,True,0.0004985332624225008,0.0005050312652348154,0,8192
2115,opposed_strong,extension,12288,True,adam,0.03,ancestry_three_oracle,True,1.503319866924503e-08,1.550930130048144e-08,0,0
2115,opposed_strong,extension,12288,True,sgd,0.3,exact,True,9.848061832794374e-05,9.813005828020134e-05,0,0
2115,opposed_strong,extension,12288,True,sgd,0.3,unit_broadcast,True,0.08455947481126856,0.0847064347703617,0,8190
2115,opposed_strong,extension,12288,True,sgd,0.3,calibrated_broadcast,True,0.27524318828225036,0.2758490887721252,0,5364
2115,opposed_strong,extension,12288,True,sgd,0.3,ancestry_three_oracle,True,9.285753214452568e-05,9.248381020554073e-05,0,0
2115,opposed_strong,extension,16384,True,adam,0.03,exact,True,1.8179395405417137e-08,2.0436573415922372e-08,0,0
2115,opposed_strong,extension,16384,True,adam,0.03,unit_broadcast,True,0.0008973151814556333,0.0009696968268419886,0,11243
