seed,task,phase,common_rate,optimizer,rate,rule,selected_rate,best_step,validation_nmse,test_nmse,path_ancestry_three_oracle_capture,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_ancestry_three_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
2115,opposed_strong,extension,True,adam,0.03,exact,True,16384,1.8179395405417137e-08,2.0436573415922372e-08,0.9886706260455567,0.8758879482327657,1.2778189176671593,0.5296403956734329,0.8576446039689577,0.988588383747846,0.8751835873042854,1.279548864457365,0.5298029246527873,0.8623255859514021,0.6360302645102858,0.6484355978260095
2115,opposed_strong,extension,True,adam,0.03,unit_broadcast,True,12288,0.0004985310198684991,0.0005050292741278978,0.9997572595059562,0.8443490068294046,1.3565714437503937,0.5092785703250945,0.8434326190251407,0.9997570794886503,0.8443123543962264,1.3566643518565051,0.5092855117176812,0.84365163145173,0.5679533426822401,0.6080603244230331
2115,opposed_strong,extension,True,adam,0.03,calibrated_broadcast,True,12288,0.0004985332624225008,0.0005050312652348154,0.9997572631508244,0.8443486203585457,1.3565724233779421,0.5092781766527263,0.8434322583686994,0.9997570831424929,0.8443119693522386,1.356665327897009,0.5092851155881061,0.843651253078779,0.5679516281616904,0.6080586009556759
2115,opposed_strong,extension,True,adam,0.03,ancestry_three_oracle,True,12288,1.503319866924503e-08,1.550930130048144e-08,0.9890299829110505,0.87443913456162,1.2813788358232885,0.5284837921730411,0.85637633605675,0.9892055932891433,0.8905678202535815,1.2421026424081145,0.5279327441075262,0.8458779001382388,0.6327149657194899,0.6078070852967647
2115,opposed_strong,extension,True,sgd,0.3,exact,True,16384,9.326298899486025e-05,9.311861197200923e-05,0.9902429315634658,0.8715949146111901,1.2883849143530524,0.523133549711281,0.8559793939073658,0.9900357425409845,0.8879593316083566,1.2484006646017427,0.524013978984195,0.8713755098264795,0.6034547586116679,0.6374724442723133
2115,opposed_strong,extension,True,sgd,0.3,unit_broadcast,True,16384,0.06135493023513294,0.06181080503688281,0.9968170369487339,0.8393712375444558,1.3692146554006592,0.5025082174247926,0.8331764271423606,0.996813472794739,0.8389170792638735,1.3703706642570255,0.5025121864984944,0.834255429067983,0.5259443496433738,0.5529684492686711
2115,opposed_strong,extension,True,sgd,0.3,calibrated_broadcast,True,16384,0.26810358381065796,0.2695862083600754,0.99375918631576,0.8400991547316182,1.3673626691225014,0.5011266665432736,0.8289533748721163,0.99374047155823,0.8391933594704385,1.3696673760062312,0.5011313869486723,0.831171104584407,0.5268458883017977,0.5458347496355341
2115,opposed_strong,extension,True,sgd,0.3,ancestry_three_oracle,True,16384,8.660936514992707e-05,8.641608359576096e-05,0.9898313047593927,0.8720055832202666,1.2873719111118034,0.5231950281773291,0.8559199995141826,0.9896128023211714,0.8886696538110225,1.2466835108336558,0.5241214465286709,0.8715533690302267,0.6050514954173605,0.6397933068286252
2115,aligned_strong,extension,True,adam,0.03,exact,True,12288,7.768987035397281e-08,7.869023456042778e-08,0.9707635293734518,0.9066075388769993,1.2038628858713978,0.5418663412533459,0.8522042304815415,0.9701068933374013,0.9066272767443834,1.2038163611851862,0.548041236467055,0.8692441832317702,0.737009222042007,0.8436932674656994
2115,aligned_strong,extension,True,adam,0.03,unit_broadcast,True,8192,0.00022835190339301988,0.0002501843735875518,0.9205791465575731,0.9676565303541398,1.0667744697561468,0.6477015900394866,0.8292433138511717,0.9133873537724404,0.9685997948585096,1.0647682156229858,0.6577633204929095,0.8261258831759583,0.7624094654683407,0.7785320713123096
