seed,task,phase,step,common_rate,optimizer,rate,rule,selected_rate,path_ancestry_three_oracle_capture,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_ancestry_three_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
2115,opposed_strong,extension,4096,True,adam,0.03,exact,True,0.9901942138388545,0.8722052370674416,1.286879593239408,0.5278113318457576,0.856272070791551,0.9901635730938455,0.8714006561382932,1.2888642602373719,0.5278377620203145,0.8583188739556569,0.6222025449486536,0.6057632082508577
2115,opposed_strong,extension,4096,True,adam,0.03,unit_broadcast,True,0.9965777482388293,0.8392587001834665,1.3695010690108553,0.5020975923223902,0.8326736726887286,0.996551421135432,0.845625355440744,1.3533378819257957,0.5021206710626532,0.8397987244659527,0.5248700002385837,0.5787417194784474
2115,opposed_strong,extension,4096,True,adam,0.03,calibrated_broadcast,True,0.9965777498086758,0.8392586999715032,1.3695010695503367,0.5020975934072323,0.8326736751306482,0.9965514227606935,0.845625333549871,1.3533379373553198,0.5021206720815764,0.839798716654715,0.5248700014319487,0.5787416583340961
2115,opposed_strong,extension,4096,True,adam,0.03,ancestry_three_oracle,True,0.9902750382606975,0.8719394800467247,1.2875349368679725,0.5273748125609509,0.8560144478118251,0.9902463513721289,0.8711477193776928,1.289488557418324,0.5274118131593152,0.8579586758659624,0.623689318703875,0.6064422034360109
2115,opposed_strong,extension,4096,True,sgd,0.3,exact,True,0.9905048685892478,0.8712012963354628,1.2893563040861524,0.5228873862772629,0.8559137107731306,0.9903198018167619,0.8848742867443666,1.2558768234860815,0.52372858526107,0.8701400238727778,0.6016179208833139,0.6324401154927382
2115,opposed_strong,extension,4096,True,sgd,0.3,unit_broadcast,True,0.9926653865803513,0.8403390927244658,1.3667524422734372,0.5004931614734967,0.8274629255184948,0.992628898464212,0.8393704620052435,1.3692166291045276,0.5004961825411157,0.8309380398221959,0.5213516872461824,0.5429310672381602
2115,opposed_strong,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.9916195161607204,0.84413609170336,1.3571111894099386,0.5018108956493808,0.8297323261125262,0.9916012119057488,0.843286693547105,1.3592653839509317,0.5018224221031954,0.8312166592997213,0.5283517315652948,0.5440867309936797
2115,opposed_strong,extension,4096,True,sgd,0.3,ancestry_three_oracle,True,0.9900702816994598,0.8716204589007764,1.2883218899811504,0.5229504223679879,0.8558350023245557,0.9898785533047265,0.8847657969310665,1.256140269614142,0.5238109189331392,0.8699629099857283,0.6033075832642942,0.6339753447112881
2115,opposed_strong,extension,8192,True,adam,0.03,exact,True,0.988998671745007,0.875298615517406,1.2792662511645174,0.5297175080431872,0.8574459430155054,0.9888564952915841,0.8770245076100663,1.2750305085303333,0.530015591836768,0.865820182568586,0.63461142433011,0.6694391962142477
2115,opposed_strong,extension,8192,True,adam,0.03,unit_broadcast,True,0.9993702957667071,0.8386766534390664,1.370982803963941,0.5031210688588219,0.8369691702793999,0.9993717600259917,0.8414293482566857,1.3639810794089418,0.5031202599440276,0.8349628009976443,0.5349366453166055,0.5445277180342305
