seed,task,phase,step,common_rate,optimizer,rate,rule,selected_rate,path_ancestry_three_oracle_capture,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_ancestry_three_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
2109,opposed_strong,extension,4096,True,adam,0.03,exact,True,0.9928795535252064,0.8812010993300812,1.264816445195508,0.5410440474778497,0.873412331189331,0.9928902055858436,0.881606844894207,1.263826949067833,0.5406346032165209,0.8736816433516632,0.6982831086105983,0.767559218063192
2109,opposed_strong,extension,4096,True,adam,0.03,unit_broadcast,True,0.9493323754311224,0.9999999955227937,1.0000000089544125,0.5353387775956365,0.7930625439295362,0.9493337304879397,0.9999999957316613,1.0000000085366776,0.5353348891718288,0.7930519203431842,0.8169505847607864,0.8239218205419087
2109,opposed_strong,extension,4096,True,adam,0.03,calibrated_broadcast,True,0.9493325289799436,0.9999999955227904,1.0000000089544194,0.5353392594404341,0.7930626358905268,0.9493338840312752,0.9999999957316588,1.0000000085366825,0.5353353710011272,0.7930520123156467,0.8169496605768446,0.8239208030877931
2109,opposed_strong,extension,4096,True,adam,0.03,ancestry_three_oracle,True,0.9927161410740826,0.8810661966441884,1.2651455436731198,0.5410235397295893,0.8730419326720653,0.9927261806831982,0.8814567600708129,1.264192904732834,0.5406382416543434,0.8733138818067535,0.6998180663867372,0.76965563978912
2109,opposed_strong,extension,4096,True,sgd,0.3,exact,True,0.9909916672752883,0.8748770577878494,1.2803021645664125,0.532690791159671,0.8649810833457526,0.9909695536938835,0.8848324303596747,1.2559784591721137,0.5331069559341921,0.8617664246051966,0.650521392699686,0.6492754586945659
2109,opposed_strong,extension,4096,True,sgd,0.3,unit_broadcast,True,0.816038259432287,0.9999995912215162,1.000000817557302,0.5140411837948211,0.5897953208807367,0.8160024116069216,0.9999995984138509,1.0000008031726209,0.5140607132767944,0.5898496277271736,0.7180347910994485,0.7330188572516443
2109,opposed_strong,extension,4096,True,sgd,0.3,calibrated_broadcast,True,0.9986231304057599,0.9999995306754986,1.0000009386494433,0.6596181718974958,0.8957359283110496,0.9986230365774116,0.9999995423404461,1.000000915319527,0.6596050566797143,0.8957360879574263,0.998100396537607,0.9981546798671059
2109,opposed_strong,extension,4096,True,sgd,0.3,ancestry_three_oracle,True,0.9907476904264404,0.8748782336220712,1.2802992744215569,0.5328050826050188,0.8647034051242992,0.9907214969178709,0.8886310832433774,1.2467767117114215,0.5332622141449799,0.8607945559964961,0.6510936860577243,0.6481197345497338
2109,opposed_strong,extension,8192,True,adam,0.03,exact,True,0.9944443501109514,0.8857001992201341,1.253872448138058,0.5440651352776549,0.8794107134034882,0.9944338672284289,0.8862958179823768,1.2524282737187722,0.5446122275677916,0.8793666096311804,0.7185285555665308,0.690650451747268
2109,opposed_strong,extension,8192,True,adam,0.03,unit_broadcast,True,0.9978977891034179,0.9999999997439958,1.0000000005120084,0.6470715089697752,0.8935969289026422,0.9978977915286125,0.999999999747141,1.000000000505718,0.6470710738335126,0.8935962276951351,0.9561299203854564,0.9621439682902255
2109,opposed_strong,extension,8192,True,adam,0.03,calibrated_broadcast,True,0.9978978222480551,0.9999999997439876,1.0000000005120249,0.6470728950028001,0.8935973726826195,0.9978978246734255,0.9999999997471322,1.0000000005057357,0.6470724598508628,0.8935966714422485,0.9561298935488878,0.9621438667761931
2109,opposed_strong,extension,8192,True,adam,0.03,ancestry_three_oracle,True,0.9942132905531151,0.8854226071879496,1.2545458905308358,0.5441506989485835,0.8788105753484843,0.9941710026193964,0.894878086066162,1.2317433984909996,0.5463473963231782,0.8785344084116243,0.7196876347869493,0.7439614955812872
2109,opposed_strong,extension,8192,True,sgd,0.3,exact,True,0.9912757208266114,0.875222203222966,1.2794539845852977,0.5329773604502195,0.8656865608786193,0.9912530763291151,0.8841458149532712,1.2576464680575812,0.5334921855009839,0.8628564029698627,0.6521897922213257,0.6514120981354784
2109,opposed_strong,extension,8192,True,sgd,0.3,unit_broadcast,True,0.8186612015668089,0.9999997248436309,1.0000005503128895,0.517044580821857,0.5943159958971745,0.8186385822115593,0.9999997272084934,1.000000545583162,0.5170566591978009,0.5943505925111342,0.9133276784799739,0.9092314556209605
2109,opposed_strong,extension,8192,True,sgd,0.3,calibrated_broadcast,True,0.9957933394480821,0.9999998455720078,1.000000308856032,0.6642783856815375,0.8923510520862922,0.9957932416867625,0.9999998466717757,1.0000003066564958,0.6642755328663162,0.8923569929016487,0.999156071373757,0.99921131153999
