seed,depth__serial_bp__aligned__d4_d3,depth__serial_bp__aligned__d4_d1,depth__serial_bp__rewired_tree__d4_d3,depth__serial_bp__rewired_tree__d4_d1,placement_interaction__serial_bp__d4_d3,placement_interaction__serial_bp__d4_d1,depth__grouped_bp__aligned__d4_d3,depth__grouped_bp__aligned__d4_d1,depth__grouped_bp__rewired_tree__d4_d3,depth__grouped_bp__rewired_tree__d4_d1,placement_interaction__grouped_bp__d4_d3,placement_interaction__grouped_bp__d4_d1,depth__shared_local__aligned__d4_d3,depth__shared_local__aligned__d4_d1,depth__shared_local__rewired_tree__d4_d3,depth__shared_local__rewired_tree__d4_d1,placement_interaction__shared_local__d4_d3,placement_interaction__shared_local__d4_d1,depth__path_local__aligned__d4_d3,depth__path_local__aligned__d4_d1,depth__path_local__rewired_tree__d4_d3,depth__path_local__rewired_tree__d4_d1,placement_interaction__path_local__d4_d3,placement_interaction__path_local__d4_d1,serial_minus_grouped__aligned__d1,serial_minus_grouped__aligned__d2,serial_minus_grouped__aligned__d3,serial_minus_grouped__aligned__d4,serial_minus_grouped__rewired_tree__d1,serial_minus_grouped__rewired_tree__d2,serial_minus_grouped__rewired_tree__d3,serial_minus_grouped__rewired_tree__d4,architecture_placement_interaction__d4,depth__additive_bp__aligned__d4_d3,shunting_additive_depth_interaction__aligned__d4_d3
10400,-0.021499991416931152,0.26910001039505005,-0.009100019931793213,-0.006200015544891357,-0.01239997148513794,0.2753000259399414,-0.000299990177154541,0.00020003318786621094,0.0004000067710876465,-0.0004000067710876465,-0.0006999969482421875,0.0006000399589538574,0.051599979400634766,0.12579995393753052,-0.004999995231628418,-0.007799983024597168,0.056599974632263184,0.13359993696212769,0.000599980354309082,0.16749995946884155,-0.006200015544891357,-0.008099973201751709,0.0067999958992004395,0.17559993267059326,0.0,0.11609995365142822,0.29009997844696045,0.26889997720718384,-0.00020003318786621094,0.000299990177154541,0.0034999847412109375,-0.006000041961669922,0.27490001916885376,-0.009700000286102295,-0.011799991130828857
10401,-0.009799957275390625,0.2628999948501587,-0.009100019931793213,0.0023000240325927734,-0.0006999373435974121,0.2605999708175659,0.0,0.0004000067710876465,0.00019997358322143555,0.00010001659393310547,-0.00019997358322143555,0.000299990177154541,0.053099989891052246,0.11689996719360352,-0.004199981689453125,0.002200007438659668,0.05729997158050537,0.11469995975494385,0.004499971866607666,0.14879995584487915,-0.004100024700164795,0.001699984073638916,0.008599996566772461,0.14709997177124023,0.0,0.11779999732971191,0.27229994535446167,0.26249998807907104,0.0,0.001399993896484375,0.011500000953674316,0.002200007438659668,0.2602999806404114,-0.00830000638961792,-0.001499950885772705
10402,-0.01639997959136963,0.26260000467300415,-0.011599957942962646,-0.0018000006675720215,-0.004800021648406982,0.26440000534057617,0.000500023365020752,0.0004000067710876465,-0.0009000301361083984,-0.000800013542175293,0.0014000535011291504,0.0012000203132629395,0.04700005054473877,0.10940003395080566,-0.008499979972839355,-0.0037999749183654785,0.055500030517578125,0.11320000886917114,0.009000003337860107,0.18189996480941772,-0.006699979305267334,-0.001900017261505127,0.01569998264312744,0.18379998207092285,0.0,0.11049997806549072,0.2791000008583069,0.2621999979019165,-0.000599980354309082,0.001999974250793457,0.009099960327148438,-0.0015999674797058105,0.2637999653816223,0.0340999960899353,-0.05049997568130493
10403,-0.015599966049194336,0.2583000063896179,-0.012499988079071045,-0.003399968147277832,-0.003099977970123291,0.26169997453689575,0.000599980354309082,0.00019997358322143555,0.000800013542175293,0.000800013542175293,-0.00020003318786621094,-0.0006000399589538574,0.04240000247955322,0.0997999906539917,-0.0065999627113342285,-0.004799962043762207,0.04899996519088745,0.1045999526977539,0.0,0.19870001077651978,-0.009400010108947754,-0.0034999847412109375,0.009400010108947754,0.2021999955177307,0.0,0.11599999666213989,0.2742999792098999,0.2581000328063965,-0.00020003318786621094,-0.0009000301361083984,0.008899986743927002,-0.004400014877319336,0.2625000476837158,0.006099998950958252,-0.021699965000152588
10404,-0.012700021266937256,0.2645999789237976,-0.007600009441375732,-0.000299990177154541,-0.0051000118255615234,0.26489996910095215,-0.00010001659393310547,0.000299990177154541,-0.0004999637603759766,-0.00010001659393310547,0.0003999471664428711,0.0004000067710876465,0.06019997596740723,0.12529999017715454,-0.001600027084350586,-0.00020003318786621094,0.06180000305175781,0.12550002336502075,0.006099998950958252,0.17500001192092896,-0.0029000043869018555,0.0018000006675720215,0.009000003337860107,0.17320001125335693,0.0,0.12740004062652588,0.2768999934196472,0.26429998874664307,0.00019997358322143555,-0.002400040626525879,0.007100045680999756,0.0,0.26429998874664307,0.002499997615814209,-0.015200018882751465
10405,-0.01759999990463257,0.27300000190734863,-0.011700034141540527,-0.001900017261505127,-0.005899965763092041,0.27490001916885376,0.00019997358322143555,0.00010001659393310547,0.0004000067710876465,-0.0006000399589538574,-0.00020003318786621094,0.0007000565528869629,0.04490000009536743,0.11650002002716064,-0.006700038909912109,-0.0031999945640563965,0.05160003900527954,0.11970001459121704,0.028600037097930908,0.17010003328323364,-0.00830000638961792,-0.003899991512298584,0.03690004348754883,0.17400002479553223,0.0,0.11079996824264526,0.29069995880126953,0.2728999853134155,-0.00010001659393310547,-0.000899970531463623,0.010700047016143799,-0.001399993896484375,0.2742999792098999,-0.02399998903274536,0.006399989128112793
10406,-0.015799999237060547,0.25599998235702515,-0.008199989795684814,-0.0012999773025512695,-0.007600009441375732,0.2572999596595764,0.001600027084350586,0.0007000565528869629,0.00020003318786621094,-0.00019997358322143555,0.001399993896484375,0.0009000301361083984,0.06000000238418579,0.13109999895095825,-0.0042999982833862305,-0.0009999871253967285,0.06430000066757202,0.13209998607635498,-0.007700026035308838,0.15399998426437378,-0.004800021648406982,0.000599980354309082,-0.0029000043869018555,0.1534000039100647,-9.995698928833008e-05,0.11619997024536133,0.272599995136261,0.25519996881484985,-0.000299990177154541,-0.0006999969482421875,0.00700002908706665,-0.001399993896484375,0.25659996271133423,0.03839999437332153,-0.05419999361038208
10407,-0.010299980640411377,0.25209999084472656,-0.011700034141540527,-0.004900038242340088,0.0014000535011291504,0.25700002908706665,0.0007999539375305176,-0.00010001659393310547,-0.000299990177154541,-0.000899970531463623,0.0010999441146850586,0.0007999539375305176,0.0656999945640564,0.12929999828338623,-0.009400010108947754,-0.008199989795684814,0.07510000467300415,0.13749998807907104,-0.004600048065185547,0.1686999797821045,-0.007499992847442627,-0.008099973201751709,0.00289994478225708,0.1767999529838562,0.00010001659393310547,0.12000000476837158,0.26339995861053467,0.2523000240325928,-0.00019997358322143555,-0.006200015544891357,0.007200002670288086,-0.0042000412940979,0.2565000653266907,-0.012499988079071045,0.002200007438659668
10408,-0.02039998769760132,0.2249000072479248,-0.012100040912628174,-0.001300036907196045,-0.008299946784973145,0.22620004415512085,-9.995698928833008e-05,-0.0003999471664428711,0.0009999871253967285,0.0015000104904174805,-0.0010999441146850586,-0.0018999576568603516,0.05449998378753662,0.10999995470046997,-0.01230001449584961,-0.005200028419494629,0.06679999828338623,0.1151999831199646,0.011900007724761963,0.16079998016357422,-0.009600043296813965,-0.0031999945640563965,0.021500051021575928,0.16399997472763062,0.0,0.10009998083114624,0.24559998512268066,0.22529995441436768,0.000500023365020752,0.0012000203132629395,0.010800004005432129,-0.0023000240325927734,0.22759997844696045,-0.022899985313415527,0.002499997615814209
10409,-0.0056999921798706055,0.23909997940063477,-0.016099989414215088,-0.012099981307983398,0.010399997234344482,0.25119996070861816,-0.00019997358322143555,0.000500023365020752,-0.0004000067710876465,-0.0004000067710876465,0.00020003318786621094,0.0009000301361083984,0.047599971294403076,0.10490000247955322,-0.008199989795684814,-0.010699987411499023,0.05579996109008789,0.11559998989105225,0.011799991130828857,0.15530002117156982,-0.0076999664306640625,-0.009700000286102295,0.01949995756149292,0.16500002145767212,0.0,0.11320000886917114,0.24409997463226318,0.238599956035614,0.0,-0.0039000511169433594,0.0040000081062316895,-0.011699974536895752,0.25029993057250977,-0.0591999888420105,0.05349999666213989
