left,right,functional_similarity,tree_distance_um,shared_path_um,shared_path_fraction,lca_depth,euclidean_distance_um,path_depth_difference_um,same_major_branch
0,1,0.30521667710243405,241.93334547374604,0.0,0.0,0.0,107.69141484816701,18.0772175640259,False
0,2,0.1113728768221494,326.9640703990297,0.0,0.0,0.0,163.36609528295642,103.10794248930956,False
0,3,0.008983822070499366,157.02695007387757,0.0,0.0,0.0,99.95371312762731,66.82917783584257,False
0,4,0.2145987583291553,228.08524571388503,0.0,0.0,0.0,85.61258262662093,4.2291178041649005,False
0,5,0.24094546210104825,292.1903143352728,0.0,0.0,0.0,149.70542958757378,68.33418642555266,False
0,6,0.24108248422070236,246.6834805963822,0.0,0.0,0.0,119.30700888045088,22.82735268666208,False
0,7,0.19521436665717418,221.53718915684047,0.0,0.0,0.0,52.94480627974764,2.31893875287966,False
0,8,0.3254749135868261,200.4097797301686,0.0,0.0,0.0,80.60982411592278,23.446348179551535,False
0,9,0.044800967656326955,210.96932669554423,0.0,0.0,0.0,62.27512119618887,12.886801214175904,False
0,10,0.23636307838718854,199.68736541288075,15.747388406105452,0.1406920467458124,1.0,85.57164764102653,7.326014315371538,True
0,11,0.3163987009771097,201.7572923762176,0.0,0.0,0.0,68.25862946177578,22.09883553350251,False
0,12,0.09247823371810328,286.67533308276546,0.0,0.0,0.0,163.32426132084603,62.81920517304535,False
1,2,0.11183283093610012,283.47980043101893,30.78074376601832,0.23676533296492863,4.0,76.20211860571852,85.03072492528366,True
1,3,-0.09127389767444191,151.67399590158283,11.715085868160315,0.2597644171797016,1.0,83.65395770673378,84.90639539986847,True
1,4,0.3204566857232933,217.36537063663945,14.398546320635749,0.12395743511155768,2.0,81.47649005694831,13.848099759861,True
1,5,0.22397305530001332,248.70604436726202,30.78074376601832,0.23676533296492863,4.0,50.870112246780074,50.25696886152676,True
1,6,0.20459499393462416,264.7606981604081,0.0,0.0,0.0,114.37251977638684,4.7501351226361805,False
1,7,0.06198971666980432,239.61440672086638,0.0,0.0,0.0,87.03470608900798,20.39615631690556,False
1,8,0.302266884705654,218.4869972941945,0.0,0.0,0.0,101.16381898682954,41.523565743577436,False
1,9,0.0671902093814297,229.0465442595701,0.0,0.0,0.0,84.714991731098,30.964018778201805,False
1,10,0.34175495337210915,249.25935978911758,0.0,0.0,0.0,133.76364995020134,10.751203248654363,False
1,11,0.48946045416954265,219.83450994024352,0.0,0.0,0.0,54.279379657472155,40.17605309752841,False
1,12,0.19226267751252926,243.19106311475477,30.78074376601832,0.23676533296492863,4.0,81.09620913458285,44.741987609019446,True
2,3,-0.05033493820557348,236.7047208268665,11.715085868160315,0.2597644171797016,1.0,92.44357414120243,169.93712032515214,True
2,4,0.09465436407357286,302.3960955619231,14.398546320635749,0.12395743511155768,2.0,143.23594856040847,98.87882468514466,True
2,5,-0.042065858048057146,178.93784158978167,108.18020761740036,0.6001268007533718,8.0,30.121407669629143,34.773756063756906,True
2,6,0.22913952317361844,349.7914230856918,0.0,0.0,0.0,134.474350386979,80.28058980264748,False
