post_soma_id,routes,method,capture,null_sd
291175,8,dense SVD oracle,0.7136279149829483,
291175,8,morphology-selected actual routes,0.7023722360593965,
291175,8,random actual routes,0.2552258855252251,0.11732296452432578
291175,8,depth-preserving ancestry shuffle,0.21375748910429515,0.029837673650700166
291175,8,depth bins,0.29519123172188255,
291175,16,dense SVD oracle,0.8598460249052725,
291175,16,morphology-selected actual routes,0.8256433059286772,
291175,16,random actual routes,0.46380741411914217,0.12147297704596681
291175,16,depth-preserving ancestry shuffle,0.307842894040639,0.03644868626445469
291175,16,depth bins,0.3674238343730698,
256459,1,dense SVD oracle,0.6431978635298113,
256459,1,morphology-selected actual routes,0.6427745419589491,
256459,1,random actual routes,0.05962154023430213,0.12616842132836756
256459,1,depth-preserving ancestry shuffle,0.37297951042286726,0.04142042294627221
256459,1,depth bins,0.257372003169578,
256459,2,dense SVD oracle,0.7580476292780227,
256459,2,morphology-selected actual routes,0.7576046975522518,
256459,2,random actual routes,0.14205672671779573,0.186010735437231
256459,2,depth-preserving ancestry shuffle,0.38712811573908196,0.044369713312712215
256459,2,depth bins,0.27949730609169876,
256459,4,dense SVD oracle,0.8380168697853921,
256459,4,morphology-selected actual routes,0.829416972760548,
256459,4,random actual routes,0.266847872180665,0.23356713684951075
256459,4,depth-preserving ancestry shuffle,0.4116984244947848,0.04781307674250216
256459,4,depth bins,0.5390746534932811,
256459,8,dense SVD oracle,0.9212689205949363,
256459,8,morphology-selected actual routes,0.916404694678198,
256459,8,random actual routes,0.46352101566306486,0.23434937098917757
256459,8,depth-preserving ancestry shuffle,0.4678209420252701,0.04849371825863814
256459,8,depth bins,0.5781306249798273,
256459,16,dense SVD oracle,0.9835761727413305,
256459,16,morphology-selected actual routes,0.9820197629999174,
256459,16,random actual routes,0.788362912074418,0.1633352841188586
256459,16,depth-preserving ancestry shuffle,0.5706499872303972,0.048219005843802815
256459,16,depth bins,0.6498165178672584,
256606,1,dense SVD oracle,0.4519062747863111,
256606,1,morphology-selected actual routes,0.39457001013589943,
256606,1,random actual routes,0.05305685012295505,0.0875456602168735
256606,1,depth-preserving ancestry shuffle,0.3579437074790529,0.007139008671986952
256606,1,depth bins,0.39457001013589943,
256606,2,dense SVD oracle,0.5740260403222337,
256606,2,morphology-selected actual routes,0.5632846596382345,
256606,2,random actual routes,0.09865425578293346,0.11365137499125214
256606,2,depth-preserving ancestry shuffle,0.39318136284624644,0.01322362566277772
256606,2,depth bins,0.421344739266617,
256606,4,dense SVD oracle,0.6531535986482325,
256606,4,morphology-selected actual routes,0.6452854461668143,
256606,4,random actual routes,0.19059609899234442,0.1407495272687673
256606,4,depth-preserving ancestry shuffle,0.41511646973539973,0.013437851315745682
256606,4,depth bins,0.44764646382603623,
256606,8,dense SVD oracle,0.7611946778261599,
