post_soma_id,pre_soma_id,m_type_pre,n_contacts,n_axonal_clumps,actual_pair_tree_distance_um,matched_pair_tree_distance_um,tree_distance_delta_um,tree_distance_null_sd,actual_shared_path_fraction,matched_shared_path_fraction,shared_path_delta,shared_path_null_sd,actual_route_overlap,matched_route_overlap,route_overlap_delta,route_overlap_null_sd,control
255117,294649,PTC,3,3,150.88186566587413,164.02682944735574,-13.144963781481607,39.458606573272704,0.2403524149477327,0.23731661707704035,0.0030357978706923583,0.10820426616231724,0.0,0.11314802954105316,-0.11314802954105316,0.145716670970757,joint path-distance and 3D matched
255117,294825,DTC,6,6,201.907207759878,188.0376387140907,13.869569045787301,14.228970456490753,0.1873862665327509,0.2198482903272713,-0.0324620237945204,0.04171704765472718,0.06666666666666667,0.08512430746994014,-0.018457640803273473,0.05124160279326592,joint path-distance and 3D matched
255117,296398,DTC,4,4,192.84303947066542,176.26742221909052,16.575617251574897,12.180531223479331,0.0,0.021582649957301334,-0.021582649957301334,0.03265847535559984,0.0,0.019468069883741983,-0.019468069883741983,0.04173176462992802,joint path-distance and 3D matched
255117,298937,DTC,2,2,225.9708702501979,227.5554776267211,-1.5846073765232234,5.114932382328557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
255117,301085,DTC,5,5,275.04910447564725,276.1317124339896,-1.0826079583423507,26.355486066802055,0.12032422308286397,0.11436429034746855,0.005959932735395426,0.1000882542245704,0.1,0.09115502492963835,0.008844975070361652,0.09385794042993355,joint path-distance and 3D matched
255117,303149,DTC,10,10,203.51092994282496,188.09292494351132,15.418004999313638,15.045725046960431,0.0067373603498389984,0.03125346414183099,-0.024516103791991994,0.019602510039493908,0.0,0.02028693143658772,-0.02028693143658772,0.018886826079473548,joint path-distance and 3D matched
255156,255129,DTC,2,2,182.70824176654472,172.50604829348205,10.202193473062664,57.86623664785801,0.0,0.11490142703223259,-0.11490142703223259,0.29287724794203085,0.0,0.094,-0.094,0.2921209840779627,joint path-distance and 3D matched
255156,256424,PTC,4,4,180.89828515134022,161.54496221675382,19.3533229345864,29.05560937206429,0.06097113975857757,0.055723330488397636,0.005247809270179933,0.061158639565526626,0.054207108868874365,0.039046729903294414,0.015160378965579951,0.06666498309156456,joint path-distance and 3D matched
255156,256446,DTC,10,10,172.68009957095362,160.79460126567724,11.885498305276371,10.842422594078103,0.009504737210775714,0.034199693574918345,-0.02469495636414263,0.01899838435056376,0.0,0.03694806169855352,-0.03694806169855352,0.02258389021600676,joint path-distance and 3D matched
255156,256514,PTC,2,2,197.57431159302828,185.15075375298224,12.423557840046044,30.594861643617918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
255156,258234,PTC,4,4,118.08126350391804,149.78145643430537,-31.70019293038733,32.76372215833654,0.16355901582855817,0.17338373680398633,-0.009824720975428164,0.11667471621310004,0.0818856579497746,0.09350228865161474,-0.01161663070184013,0.10735254577933734,joint path-distance and 3D matched
255156,260505,DTC,3,3,168.12711173727007,183.30048525064373,-15.173373513373662,20.71760190662426,0.0,0.01323619820358801,-0.01323619820358801,0.04668687828514924,0.0,0.005333333333333333,-0.005333333333333333,0.041866920251626395,joint path-distance and 3D matched
255156,262678,DTC,2,2,110.58386066896598,162.8705330973231,-52.28667242835711,32.251952624673976,0.0,0.0009749142248511779,-0.0009749142248511779,0.015399293984430391,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
255156,267006,DTC,2,2,268.1647026371948,171.8962258839578,96.268476753237,72.70729740784864,0.0,0.1968041095586112,-0.1968041095586112,0.30773501402533093,0.0,0.11,-0.11,0.31320311681841473,joint path-distance and 3D matched
255156,269485,DTC,3,3,195.06978126172444,182.56809562342752,12.50168563829692,26.454285147344226,0.0,0.007681192297181201,-0.007681192297181201,0.03683626391967657,0.0,0.0026666666666666666,-0.0026666666666666666,0.029724482628177118,joint path-distance and 3D matched
255156,291116,DTC,3,3,206.20871767787068,180.4746268315551,25.73409084631558,24.316761593156976,0.0,0.0739654270178486,-0.0739654270178486,0.11737633453421055,0.0,0.050666666666666665,-0.050666666666666665,0.11979348369276299,joint path-distance and 3D matched
255156,291204,DTC,2,2,0.0,143.33857865926691,-143.33857865926691,90.63970566925185,1.0,0.34960365483720984,0.6503963451627901,0.41446486118470915,1.0,0.282,0.718,0.4504239819626106,joint path-distance and 3D matched
255156,292624,STC,2,2,154.8308464279661,159.1253166835861,-4.294470255620013,38.26626817588675,0.0,0.0016812136609886728,-0.0016812136609886728,0.01900769152932799,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
255156,292649,PTC,4,4,158.4772398309307,154.046854015169,4.430385815761696,35.03891371390606,0.09976854111708544,0.1379071894345249,-0.03813864831743946,0.09581849392924698,0.0,0.08103767954900101,-0.08103767954900101,0.09818088256616467,joint path-distance and 3D matched
255156,292669,PTC,4,4,135.64125929547035,157.06516709538812,-21.42390779991777,24.71445421529366,0.0,0.039138142206505216,-0.039138142206505216,0.0471665901846882,0.0,0.029175254758918655,-0.029175254758918655,0.055745886850822324,joint path-distance and 3D matched
255156,292864,DTC,2,2,285.38298456937343,276.1701318893564,9.212852680017022,15.849238231799866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
255156,294825,DTC,3,3,160.03001912834543,178.05922184329077,-18.02920271494534,23.677794909291187,0.0,0.07217192110938038,-0.07217192110938038,0.09374038325887953,0.0,0.03620366849382013,-0.03620366849382013,0.09786214418727716,joint path-distance and 3D matched
255156,301085,DTC,4,4,153.37072255949468,175.35512671621242,-21.984404156717744,26.72566981533429,0.16666666666666666,0.035737287010529764,0.13092937965613688,0.05862694240207885,0.16666666666666666,0.02170832031824417,0.14495834634842247,0.056169405725563136,joint path-distance and 3D matched
255156,303149,DTC,2,2,52.9497642081014,151.4918798491583,-98.5421156410569,59.45827258340835,0.7035600813355023,0.21756016645178902,0.4859999148837133,0.2974376440602504,0.6705995671282419,0.14296659197247635,0.5276329751557656,0.293638313570631,joint path-distance and 3D matched
255213,256424,PTC,11,11,132.76502061537698,143.6138217968118,-10.848801181434823,18.582952506495356,0.08506019161676519,0.0866183801739707,-0.001558188557205506,0.026323440458899967,0.06576388059030507,0.050271450022187775,0.01549243056811729,0.02675794904300095,joint path-distance and 3D matched
255213,256446,DTC,6,6,166.55493981436015,173.3082019649295,-6.7532621505693555,20.16232705043626,0.23687002831743523,0.1045387874002877,0.13233124091714754,0.06435609910694988,0.2,0.0821504833132918,0.1178495166867082,0.0668400358068882,joint path-distance and 3D matched
255213,256514,PTC,6,6,117.40478668097272,138.38360722754365,-20.97882054657093,24.826454192876565,0.02642827007092748,0.045351148234375756,-0.018922878163448276,0.03915212694067624,0.0,0.03198674594141803,-0.03198674594141803,0.04010561056049505,joint path-distance and 3D matched
255213,256622,PTC,2,2,109.85418466508847,147.70321420557067,-37.849029540482206,35.393843761336434,0.0,0.01596193114567288,-0.01596193114567288,0.06292377845496604,0.0,0.010525218829059817,-0.010525218829059817,0.0834367884011142,joint path-distance and 3D matched
255213,258234,PTC,4,4,111.34030200242034,135.41616810418859,-24.07586610176824,24.915102413658207,0.16666666666666666,0.07760922287345531,0.08905744379321134,0.07117721367807425,0.16666666666666663,0.0622041491753993,0.10446251749126734,0.0814468700221146,joint path-distance and 3D matched
255213,258292,PTC,2,2,149.00058189847647,178.2742166725403,-29.273634774063822,21.306535468399364,0.0,0.008926867114785885,-0.008926867114785885,0.038301856278522686,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
255213,260505,DTC,3,3,176.42200893547803,194.0469087132961,-17.624899777818058,20.527465720033263,0.04388226743668202,0.015797404657887596,0.028084862778794423,0.045242010243720744,0.0,0.004666666666666666,-0.004666666666666666,0.03920269736560555,joint path-distance and 3D matched
255213,291116,DTC,10,10,221.19082242760533,210.84916122361338,10.341661203991947,14.884976503172055,0.09201046442580714,0.09603971873919105,-0.004029254313383912,0.02460463624984482,0.044444444444444446,0.04057117065564881,0.0038732737887956364,0.030068753278619395,joint path-distance and 3D matched
255213,292864,DTC,2,2,257.18678742173995,178.67886374493173,78.50792367680822,93.83790392052288,0.12251492059382374,0.34834900336441565,-0.22583408277059192,0.33730250727846356,0.0,0.204,-0.204,0.4033725558806342,joint path-distance and 3D matched
255213,292890,STC,2,2,215.249279465432,205.5594011153931,9.689878350038924,25.386834811371934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
255213,294825,DTC,5,5,212.02032103706196,207.7722372231757,4.248083813886268,16.85010516676637,0.11304275291771429,0.13451897730655135,-0.021476224388837062,0.03986251505640043,0.0,0.02030532743936679,-0.02030532743936679,0.04175028584962722,joint path-distance and 3D matched
255213,303149,DTC,5,5,201.4825923122791,199.68314970403136,1.7994426082477446,21.23013671774906,0.0,0.03188210319055146,-0.03188210319055146,0.03840484583480258,0.0,0.014066892890673787,-0.014066892890673787,0.03334024906082646,joint path-distance and 3D matched
256512,256446,DTC,3,3,188.4025567795643,173.327560124928,15.074996654636294,28.373476254836998,0.08424914359290951,0.16956720746872067,-0.08531806387581116,0.11570505103856099,0.0,0.10933333333333334,-0.10933333333333334,0.1566516714209735,joint path-distance and 3D matched
256512,256622,PTC,6,6,94.74302156869553,102.08729846088836,-7.344276892192838,24.335476642046178,0.0,0.05876908500939455,-0.05876908500939455,0.05099821997024007,0.09631743587784701,0.10422260178157,-0.007905165903722991,0.056677188781362055,joint path-distance and 3D matched
256512,258234,PTC,3,3,196.2727391138353,183.76586500588292,12.506874107952399,26.18988374784588,0.0,0.01744601778918549,-0.01744601778918549,0.05523689003911762,0.0,0.008666666666666666,-0.008666666666666666,0.05309817898007216,joint path-distance and 3D matched
256512,258249,PTC,2,2,0.0,72.03860558226306,-72.03860558226306,55.29158031179599,1.0,0.16731704974633455,0.8326829502536655,0.28606426204804514,1.0,0.3026594321573202,0.6973405678426798,0.27957512086893105,joint path-distance and 3D matched
256512,258292,PTC,4,4,149.7009492530963,166.66435732446163,-16.963408071365336,21.041797074566805,0.042124571796454756,0.0935050668058021,-0.05138049500934735,0.06064023113626557,0.0,0.04779948161279161,-0.04779948161279161,0.07899289443039119,joint path-distance and 3D matched
256512,262678,DTC,2,2,226.77370488331002,173.7497772670802,53.02392761622983,77.38083961709783,0.0,0.18108542808348288,-0.18108542808348288,0.3532251016683836,0.0,0.152,-0.152,0.35938045107828903,joint path-distance and 3D matched
256512,267006,DTC,2,2,184.23961405463723,202.87292152232402,-18.63330746768679,34.44754331794287,0.30198780336769593,0.2715473149810655,0.030440488386630438,0.05093866258576513,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
256512,269334,DTC,2,2,333.93291669805944,290.16171347471254,43.7712032233469,37.54916509293464,0.13440632163211644,0.16922353521963832,-0.03481721358752188,0.04372616975702591,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
256512,291116,DTC,7,7,207.04708610796123,204.33435761130258,2.712728496658656,15.508780713628813,0.08492078726189745,0.11823826986828322,-0.03331748260638577,0.05964935953860161,0.047619047619047616,0.08154680164752298,-0.033927754028475365,0.061428166239707864,joint path-distance and 3D matched
256512,291125,STC,2,2,266.0676350525332,173.38444750436722,92.68318754816599,82.68614968806466,0.1630976138147731,0.4607739399855976,-0.2976763261708245,0.26842102800730994,0.0,0.13737422834151775,-0.13737422834151775,0.1946210898480561,joint path-distance and 3D matched
256512,292669,PTC,8,8,100.61986751754797,140.73842094439,-40.11855342684201,24.94160686347831,0.11171130641771858,0.09914930737853231,0.01256199903918627,0.02823822959191805,0.10407366458898423,0.05270898773070005,0.051364676858284185,0.03739058985333648,joint path-distance and 3D matched
256512,294506,PTC,2,2,227.75025742397372,184.3855754918871,43.364681932086626,39.19497566359219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
256512,296530,PTC,2,2,185.8145390782596,145.28153958291898,40.53299949534062,46.93542243003122,0.0,0.059883747118966886,-0.059883747118966886,0.17703902650863043,0.0,0.03971865167733788,-0.03971865167733788,0.17900356926475208,joint path-distance and 3D matched
256521,256446,DTC,2,2,276.3890812189638,226.2017429882168,50.187338230746974,34.543634025121705,0.15748591550120122,0.25443593852643703,-0.09695002302523581,0.08020143370828489,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
256521,256514,PTC,4,4,82.65270974897037,145.38056618275394,-62.72785643378357,42.75910915197574,0.10194898630348158,0.08849470448513731,0.013454281818344266,0.061191015711833545,0.26734907307864686,0.08540398058417724,0.1819450924944696,0.07903569585175908,joint path-distance and 3D matched
256521,256622,PTC,5,5,49.57066844061363,124.11604317096112,-74.54537473034749,39.58072528738785,0.22050016936534717,0.09796684255867447,0.1225333268066727,0.07476825418420993,0.2949500542201532,0.11624763354045498,0.17870242067969822,0.08944844078467912,joint path-distance and 3D matched
256521,258249,PTC,4,4,200.90732885274,198.83037786868465,2.076950984055344,34.01244586138429,0.06252924078724346,0.05570025854353264,0.006828982243710827,0.049969881246913206,0.11436842955207709,0.037075809163684845,0.07729262038839224,0.064703246207448,joint path-distance and 3D matched
256521,260505,DTC,10,10,201.58937812823888,206.97434167126727,-5.384963543028391,13.337297775634308,0.06636022194253303,0.06984550384343378,-0.0034852819009007496,0.03028623378615747,0.03858010095276862,0.043385285166385276,-0.004805184213616656,0.029075833893429485,joint path-distance and 3D matched
256521,260541,DTC,2,2,214.2196249022143,222.2898539413956,-8.0702290391813,64.40841719454116,0.15385670194382303,0.1383084621168125,0.015548239827010535,0.23702798253003302,0.0,0.050219417144696424,-0.050219417144696424,0.18673041342893454,joint path-distance and 3D matched
256521,260620,PTC,4,4,209.6878059310133,214.42887999348233,-4.741074062469039,19.02231142827957,0.0,0.02610333732819781,-0.02610333732819781,0.04800884063946219,0.0,0.019406246342610213,-0.019406246342610213,0.04832486914996329,joint path-distance and 3D matched
256521,260707,DTC,3,3,239.82208420902575,217.21265767716923,22.609426531856514,40.26539506593967,0.04429738530184447,0.1430441463203448,-0.09874676101850033,0.13228362191010926,0.0,0.10733333333333332,-0.10733333333333332,0.15590364082913807,joint path-distance and 3D matched
256521,260803,PTC,3,3,172.98154013411502,187.14284864524288,-14.161308511127856,54.14734428078752,0.26796110369816756,0.206080290192738,0.061880813505429566,0.20382243230214242,0.0,0.1374506716475753,-0.1374506716475753,0.2070097918861545,joint path-distance and 3D matched
256521,262678,DTC,3,3,216.34800117547647,257.96553857615123,-41.61753740067476,38.42890759724788,0.14614099109266498,0.07892411863294123,0.06721687245972376,0.13468670981199662,0.0,0.06866666666666665,-0.06866666666666665,0.13494516728703562,joint path-distance and 3D matched
256521,264792,DTC,2,2,175.73893708360845,171.4688014599852,4.270135623623247,91.43107165407413,0.25603743510027577,0.2661375369708713,-0.010100101870595513,0.3906542147681535,0.0,0.204,-0.204,0.4033725558806342,joint path-distance and 3D matched
256521,269585,DTC,2,2,214.14385522604573,227.4931646995556,-13.349309473509862,21.63515098117013,0.0,0.03405718496121797,-0.03405718496121797,0.06773678236587126,0.0,0.002,-0.002,0.044721359549995794,joint path-distance and 3D matched
256521,291116,DTC,4,4,240.83695193362928,242.46625532331092,-1.6293033896816382,25.083331718114483,0.16666666666666666,0.03845951677163237,0.1282071498950343,0.056332488612259805,0.16666666666666666,0.027997020956875705,0.13866964570979096,0.058008436900955376,joint path-distance and 3D matched
256521,292649,PTC,7,7,182.79423741809038,192.04361657544075,-9.249379157350376,21.620400090588177,0.05866969090520053,0.04441711022837516,0.014252580676825367,0.03504167035386137,0.023662279550153233,0.027981756552351415,-0.004319477002198181,0.03154852781297555,joint path-distance and 3D matched
256521,292669,PTC,4,4,124.52660392692827,170.37065706758412,-45.844053140655845,36.881855226638244,0.18812742371545577,0.11412052164754811,0.07400690206790765,0.056716115146800625,0.08625349026770172,0.03706548057514811,0.049188009692553616,0.06573755504692952,joint path-distance and 3D matched
256521,294825,DTC,5,5,188.18187850464105,210.8936471815877,-22.71176867694666,24.24663182476868,0.21202552429477933,0.15711839499555755,0.054907129299221785,0.09059065335129117,0.1,0.10540000000000001,-0.005400000000000002,0.09321060257752727,joint path-distance and 3D matched
256521,296738,PTC,2,2,236.85702072858348,253.84141756105637,-16.984396832472896,18.68743887569957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
256521,298930,PTC,3,3,86.90114490846476,162.80116304798804,-75.90001813952328,45.006048573951055,0.10614389534708063,0.08551356736154976,0.02063032798553087,0.07183978306603202,0.0,0.03581184304870648,-0.03581184304870648,0.0927905931751765,joint path-distance and 3D matched
256521,303149,DTC,8,8,232.6855098031862,234.8554104249564,-2.1699006217702106,10.792543948449266,0.03562711093698331,0.050653970156691173,-0.015026859219707867,0.019510288649205423,0.0,0.020285714285714285,-0.020285714285714285,0.02449272677512208,joint path-distance and 3D matched
256530,256424,PTC,5,5,105.13514445033033,91.2580580091819,13.877086441148435,23.89010224175915,0.0,0.07328275043245482,-0.07328275043245482,0.07954550370432743,0.0,0.13565370266122903,-0.13565370266122903,0.09259460923277497,joint path-distance and 3D matched
256530,256446,DTC,4,4,190.7415096434539,215.21765200127916,-24.476142357825267,28.58638595542708,0.16666666666666666,0.04793981736644176,0.1187268493002249,0.07513726899767374,0.16666666666666666,0.04,0.12666666666666665,0.07579461048974337,joint path-distance and 3D matched
256530,256514,PTC,4,4,120.08460314346989,144.5435674902639,-24.45896434679402,31.627618547734397,0.030316929119681937,0.06715620648420548,-0.03683927736452354,0.05219569974822385,0.12233908325401066,0.07690446090052898,0.04543462235348168,0.06905758546445795,joint path-distance and 3D matched
256530,256622,PTC,7,7,93.07690212556501,109.12858523690386,-16.051683111338846,25.930402607138046,0.008556170487415948,0.043677711111523354,-0.035121540624107404,0.03448819671266839,0.012400831083265708,0.06525042320612927,-0.05284959212286356,0.03964098107399842,joint path-distance and 3D matched
256530,258234,PTC,8,8,174.19700255914066,171.93034194287802,2.266660616262641,24.033198147234422,0.03319005575031024,0.05239178331924093,-0.01920172756893069,0.022349868539994402,0.0,0.029143014526786425,-0.029143014526786425,0.02558694043670124,joint path-distance and 3D matched
256530,258292,PTC,4,4,151.38365689704395,180.7402500809398,-29.356593183895853,31.401223226631412,0.213931170180604,0.12208575887596487,0.09184541130463914,0.1079074540539311,0.16666666666666666,0.08449090656310443,0.08217576010356223,0.10949882659683306,joint path-distance and 3D matched
256530,260505,DTC,11,11,200.25283021199576,198.1022875192898,2.1505426927059546,12.734048726644417,0.044079907264863036,0.04356296230834024,0.0005169449565227968,0.01585006171248559,0.03636363636363636,0.029027357158272617,0.0073362792053637445,0.01684194143269845,joint path-distance and 3D matched
256530,260622,DTC,3,3,234.00781758587073,214.49037413200446,19.517443453866264,27.174801273927237,0.0,0.023452599167187088,-0.023452599167187088,0.08092870889484995,0.0,0.020666666666666663,-0.020666666666666663,0.08046568978292712,joint path-distance and 3D matched
256530,260803,PTC,5,5,190.91078086242598,172.31961105326045,18.591169809165535,20.54876203719219,0.0,0.038134958027416156,-0.038134958027416156,0.04773582275324628,0.0,0.03505745107534874,-0.03505745107534874,0.04861033078565685,joint path-distance and 3D matched
256530,262678,DTC,4,4,224.7792775865549,193.72616745507406,31.05311013148085,25.98770036110191,0.0,0.09829356418531807,-0.09829356418531807,0.08934953440349562,0.0,0.06301628281467624,-0.06301628281467624,0.08842077853559129,joint path-distance and 3D matched
256530,264792,DTC,3,3,309.7445834958567,293.81733786267694,15.92724563317978,26.369218167019778,0.05180198237818489,0.09260922978471237,-0.040807247406527476,0.11148463552233373,0.0,0.056,-0.056,0.1247469047598416,joint path-distance and 3D matched
256530,269414,DTC,2,2,159.5227947466548,197.26375332438968,-37.74095857773489,37.38337177859788,0.0,0.03280733795057886,-0.03280733795057886,0.14471503106259853,0.0,0.02,-0.02,0.14014021035061358,joint path-distance and 3D matched
256530,269485,DTC,4,4,107.66539965181823,155.14909590140317,-47.48369624958494,32.41023086848515,0.2083633724371746,0.1570721584572173,0.051291213979957284,0.06618531030410411,0.12448651950290164,0.06889995275924139,0.05558656674366025,0.08813702568220065,joint path-distance and 3D matched
256530,291116,DTC,4,4,224.20505612979605,216.7493152227493,7.45574090704676,23.465846745987157,0.08070953793800284,0.10312551839190753,-0.022415980453904694,0.05130969895763795,0.0,0.020666666666666663,-0.020666666666666663,0.05498527160540697,joint path-distance and 3D matched
256530,292649,PTC,4,4,137.72552278827231,139.98610914097563,-2.2605863527033137,26.338539251608044,0.0,0.026637016593870314,-0.026637016593870314,0.03787437267645036,0.0,0.044027302327418326,-0.044027302327418326,0.0394394454606436,joint path-distance and 3D matched
256530,292669,PTC,5,5,177.106870082034,162.89598003517924,14.210890046854757,25.262579226972203,0.019241396797721574,0.03972027576572584,-0.02047887896800427,0.04035496973269172,0.05505091358615142,0.045754524093688416,0.009296389492463003,0.04342291475029762,joint path-distance and 3D matched
256530,292670,DTC,3,3,235.99275802743955,209.5406772600644,26.45208076737515,26.085247859495883,0.0,0.04494946073787314,-0.04494946073787314,0.1016737396646237,0.0,0.033333333333333326,-0.033333333333333326,0.10010015025043828,joint path-distance and 3D matched
256530,294749,PTC,2,2,51.01618683178182,134.194853950203,-83.17866711842117,54.92169061753305,0.0,0.0006746538429166544,-0.0006746538429166544,0.011021071916658404,0.0,0.0014915413647645665,-0.0014915413647645665,0.033351878828663806,joint path-distance and 3D matched
256530,294825,DTC,5,5,197.84907349687646,220.61428368675703,-22.765210189880577,13.880184631062606,0.08258108310637227,0.05250026265123606,0.030080820455136215,0.035204914107486045,0.0,0.009600000000000001,-0.009600000000000001,0.029488627609921655,joint path-distance and 3D matched
256530,296398,DTC,2,2,201.79960485939762,176.1202246840704,25.679380175327225,70.30523186340558,0.0,0.1679877333399926,-0.1679877333399926,0.32870354580251576,0.0,0.13,-0.13,0.33664024314780494,joint path-distance and 3D matched
256530,296735,DTC,2,2,172.5420099070617,211.79027442609282,-39.248264519031125,23.557655673526572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
256530,298937,DTC,2,2,238.66255386093923,247.8736257298898,-9.211071868950569,8.010913245508586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joint path-distance and 3D matched
256530,303149,DTC,2,2,197.70026732531676,206.86760149928665,-9.167334173969891,21.567213418327423,0.15984613763038202,0.04526436658336792,0.11458177104701411,0.08373995917853398,0.0,0.0019890898124462165,-0.0019890898124462165,0.03141874228778495,joint path-distance and 3D matched
