synapse_id,pre_soma_id,post_soma_id,pre_pt_root_id,post_pt_root_id,m_type_pre,m_type_post,ctr_pt_position_um_x,ctr_pt_position_um_y,ctr_pt_position_um_z,ctr_pt_position_x,ctr_pt_position_y,ctr_pt_position_z,pre_pt_position_x,pre_pt_position_y,pre_pt_position_z,post_pt_position_x,post_pt_position_y,post_pt_position_z,synapse_size,dist_to_root,is_apical,is_soma,is_dendrite,is_proximal,syn_depth_um,soma_depth_um,valence,syn_in_conn,is_multisyn,syn_clump_comp,syn_in_clump,is_clumped,clump_in_conn,nearest_skeleton_um,segment_id,mapping_pass,compartment,x_um,y_um,z_um,path_length_um,topological_depth,major_branch_id,descendant_input_count,descendant_input_fraction,descendant_input_size,descendant_size_fraction,route_specificity_bits,is_clump_representative
146240809,256622,255117,864691135661637872,864691135938349828,PTC,L2a,626.4053745835813,122.24241580663028,840.9600000000003,167312,115586,21024,167392,115524,21031,167306,115560,21021,3484,30.44097399902344,False,False,True,True,122.24241580663028,100.27259980860948,Exc,10,True,521,2,True,6,1.0451338114430844,4343,True,other_dendrite,626.4053745835813,122.24241580663028,840.9600000000003,85.81839341285158,2,2198,99.0,0.014864864864864866,854096.0,0.014335714361005492,6.0719498418790145,False
135448323,256622,255117,864691135661637872,864691135938349828,PTC,L2a,619.6254359113301,87.38686933837774,839.8800000000002,164864,107053,20997,164806,107004,20990,164954,106946,20995,5964,31.75011376953125,True,False,True,True,87.38686933837774,100.27259980860948,Exc,10,True,732,1,False,6,1.1839251931214918,3105,True,apical,619.6254359113301,87.38686933837774,839.8800000000002,111.30073202633304,2,327,144.0,0.021621621621621623,1455836.0,0.024435718060345432,5.531381460516312,True
157784691,260707,255117,864691135503188917,864691135938349828,DTC,L2a,658.0518230643452,136.7678592268619,814.6000000000003,175510,118514,20365,175498,118582,20360,175504,118514,20372,3084,53.05308337402344,False,False,True,True,136.7678592268619,100.27259980860948,Exc,1,False,1104,1,False,1,0.4342552208059687,4393,True,other_dendrite,658.0518230643452,136.7678592268619,814.6000000000003,80.34178884613637,3,3727,72.0,0.010810810810810811,745360.0,0.01251061713919636,6.531381460516312,True
145663402,260505,255117,864691135386843521,864691135938349828,DTC,L2a,640.0244127347067,102.24128284276564,879.1200000000002,170268,110308,21978,170212,110274,21973,170294,110258,21971,4084,67.01012890625,True,False,True,False,102.24128284276564,100.27259980860948,Exc,21,True,76,3,True,15,1.4227972783058205,4282,True,apical,640.0244127347067,102.24128284276564,879.1200000000002,86.01623316273788,4,327,79.0,0.011861861861861863,771148.0,0.012943460053741808,6.397525713781522,True
145026419,260505,255117,864691135386843521,864691135938349828,DTC,L2a,645.6672351493705,82.99585254888632,866.3600000000002,171254,105392,21659,171220,105376,21660,171288,105448,21664,4304,34.11397302246094,True,False,True,True,82.99585254888632,100.27259980860948,Exc,21,True,78,2,True,15,0.7027903249418427,1476,True,apical,645.6672351493705,82.99585254888632,866.3600000000002,166.91676604636083,3,8,202.0,0.03033033033033033,1730824.0,0.029051299237056457,5.043094979206829,True
144191378,260505,255117,864691135386843521,864691135938349828,DTC,L2a,631.4482656688398,118.62014890561083,885.6800000000003,168489,114574,22142,168540,114564,22135,168536,114514,22138,408,57.97722280883789,False,False,True,True,118.62014890561083,100.27259980860948,Exc,21,True,80,3,True,15,0.5275517233590972,3897,True,other_dendrite,631.4482656688398,118.62014890561083,885.6800000000003,102.53225972495613,3,3826,118.0,0.017717717717717716,1107560.0,0.01859002243035355,5.818663412596783,False
164385011,260505,255117,864691135386843521,864691135938349828,DTC,L2a,675.7936405951045,137.29215561750456,902.7600000000002,179940,118258,22569,179910,118250,22575,179914,118258,22570,228,115.34211309051514,True,False,True,False,137.29215561750456,100.27259980860948,Exc,21,True,259,2,True,15,1.2671967779918776,2478,True,apical,675.7936405951045,137.29215561750456,902.7600000000002,122.97270054447736,3,8,131.0,0.01966966966966967,1088000.0,0.018261714403034292,5.667883460421174,False
150730333,260505,255117,864691135386843521,864691135938349828,DTC,L2a,646.4693642539261,82.45570729099272,865.4000000000002,171442,105240,21635,171508,105182,21629,171418,105244,21633,3504,34.11397302246094,True,False,True,True,82.45570729099272,100.27259980860948,Exc,21,True,78,2,True,15,1.7571608498787916,1476,True,apical,646.4693642539261,82.45570729099272,865.4000000000002,166.91676604636083,3,8,202.0,0.03033033033033033,1730824.0,0.029051299237056457,5.043094979206829,False
146243751,260505,255117,864691135386843521,864691135938349828,DTC,L2a,637.0001391298529,126.25307213808853,840.6400000000002,170038,116354,21016,170096,116344,21016,170034,116420,21022,236,25.970553955078124,False,False,False,True,126.25307213808853,100.27259980860948,Exc,21,True,343,1,False,15,9.611154871452472,2198,False,other_dendrite,637.0001391298529,126.25307213808853,840.6400000000002,26.74483668897721,1,2198,358.0,0.053753753753753755,3123556.0,0.0524278378620259,4.217490684694368,False
151524039,260505,255117,864691135386843521,864691135938349828,DTC,L2a,646.4960584611883,126.39322938110726,825.5600000000003,172406,116182,20639,172398,116154,20636,172344,116246,20640,2868,32.714219116210934,False,False,True,True,126.39322938110726,100.27259980860948,Exc,21,True,344,1,False,15,0.43497846276064667,3809,True,other_dendrite,646.4960584611883,126.39322938110726,825.5600000000003,102.59739910467292,3,3727,108.0,0.016216216216216217,967676.0,0.016242116495101665,5.946418959795156,True
142638763,260505,255117,864691135386843521,864691135938349828,DTC,L2a,628.9256694057631,97.841220057051,787.7200000000003,167408,109454,19693,167446,109426,19691,167334,109498,19694,2920,59.7773955078125,False,False,True,True,97.841220057051,100.27259980860948,Exc,21,True,345,1,False,15,0.24866047826175391,3295,True,other_dendrite,628.9256694057631,97.841220057051,787.7200000000003,110.00979637147893,2,1569,154.0,0.02312312312312312,1241368.0,0.02083594474730319,5.434519921263723,True
166437964,260505,255117,864691135386843521,864691135938349828,DTC,L2a,683.7960335911946,90.25060281218,886.1600000000002,180908,106368,22154,180870,106320,22155,180974,106410,22148,3288,67.65373944091797,True,False,True,False,90.25060281218,100.27259980860948,Exc,21,True,375,1,False,15,0.4759317377860714,2643,True,apical,683.7960335911946,90.25060281218,886.1600000000002,118.91617133767272,5,8,85.0,0.012762762762762763,802240.0,0.01346532882600205,6.291915525820922,True
144687013,260505,255117,864691135386843521,864691135938349828,DTC,L2a,638.7079978749338,98.28750440727268,878.4800000000002,169854,109352,21962,169886,109382,21961,169882,109400,21953,260,64.44642022705078,True,False,True,True,98.28750440727268,100.27259980860948,Exc,21,True,76,3,True,15,0.6891158973097442,4282,True,apical,638.7079978749338,98.28750440727268,878.4800000000002,86.01623316273788,4,327,79.0,0.011861861861861863,771148.0,0.012943460053741808,6.397525713781522,False
150721459,260505,255117,864691135386843521,864691135938349828,DTC,L2a,659.7728897627048,113.97512684524968,826.8000000000003,175442,112800,20670,175306,112768,20676,175434,112842,20666,3272,51.72564511108399,False,False,True,True,113.97512684524968,100.27259980860948,Exc,21,True,641,1,False,15,0.4149000107515742,4651,True,other_dendrite,659.7728897627048,113.97512684524968,826.8000000000003,50.62284327147127,3,3490,19.0,0.002852852852852853,203548.0,0.003416484782452963,8.45337894851504,True
135836781,260505,255117,864691135386843521,864691135938349828,DTC,L2a,614.814097582266,160.73865927893254,784.2400000000001,165264,125426,19606,165274,125488,19600,165262,125398,19610,4472,100.61213488769532,False,False,True,False,160.73865927893254,100.27259980860948,Exc,21,True,696,1,False,15,2.072555658896255,3809,True,other_dendrite,614.814097582266,160.73865927893254,784.2400000000001,102.59739910467292,3,3727,108.0,0.016216216216216217,967676.0,0.016242116495101665,5.946418959795156,True
144191486,260505,255117,864691135386843521,864691135938349828,DTC,L2a,631.9786241864743,117.2852931670486,883.3600000000002,168592,114230,22084,168566,114220,22079,168554,114162,22091,3148,55.03698599243164,False,False,True,True,117.2852931670486,100.27259980860948,Exc,21,True,697,1,False,15,0.7395143933780252,3897,True,other_dendrite,631.9786241864743,117.2852931670486,883.3600000000002,102.53225972495613,3,3826,118.0,0.017717717717717716,1107560.0,0.01859002243035355,5.818663412596783,True
164385465,260505,255117,864691135386843521,864691135938349828,DTC,L2a,677.6261366766438,137.09110310907923,903.5200000000002,180392,118168,22588,180442,118128,22590,180388,118204,22589,2264,117.58703618621826,True,False,True,False,137.09110310907923,100.27259980860948,Exc,21,True,259,2,True,15,1.2016957515000115,2478,True,apical,677.6261366766438,137.09110310907923,903.5200000000002,122.97270054447736,3,8,131.0,0.01966966966966967,1088000.0,0.018261714403034292,5.667883460421174,True
144191120,260505,255117,864691135386843521,864691135938349828,DTC,L2a,630.7024220164598,119.20537129599292,887.0400000000003,168316,114736,22176,168286,114786,22176,168320,114728,22179,3224,57.97722280883789,False,False,True,True,119.20537129599292,100.27259980860948,Exc,21,True,80,3,True,15,1.2228803496182283,3897,True,other_dendrite,630.7024220164598,119.20537129599292,887.0400000000003,102.53225972495613,3,3826,118.0,0.017717717717717716,1107560.0,0.01859002243035355,5.818663412596783,True
180515087,260505,255117,864691135386843521,864691135938349828,DTC,L2a,713.4287960718975,133.11638548043703,861.7200000000003,189222,116398,21543,189166,116340,21542,189262,116370,21545,4872,92.03559436035157,False,False,True,False,133.11638548043703,100.27259980860948,Exc,21,True,1067,1,False,15,0.5975186142522985,3715,True,other_dendrite,713.4287960718975,133.11638548043703,861.7200000000003,102.99816970572053,3,2070,140.0,0.021021021021021023,1250288.0,0.020985663949945714,5.572023445013658,True
145662531,260505,255117,864691135386843521,864691135938349828,DTC,L2a,638.7206151419742,99.65781853351254,878.7600000000002,169887,109693,21969,169894,109690,21977,169924,109684,21963,3424,64.44642022705078,True,False,True,True,99.65781853351254,100.27259980860948,Exc,21,True,76,3,True,15,0.5753498205154761,4282,True,apical,638.7206151419742,99.65781853351254,878.7600000000002,86.01623316273788,4,327,79.0,0.011861861861861863,771148.0,0.012943460053741808,6.397525713781522,False
138717746,260505,255117,864691135386843521,864691135938349828,DTC,L2a,626.2979408207962,100.61475254897309,814.3600000000002,166814,110202,20359,166824,110134,20361,166834,110268,20352,5088,38.32853845214844,False,False,True,True,100.61475254897309,100.27259980860948,Exc,21,True,1068,1,False,15,1.0835293416655096,2586,True,other_dendrite,626.2979408207962,100.61475254897309,814.3600000000002,120.97860594119501,3,2482,126.0,0.01891891891891892,1198764.0,0.020120850923381433,5.724026538458708,True
146030903,260505,255117,864691135386843521,864691135938349828,DTC,L2a,634.2157090779117,142.29142383911582,807.6000000000003,169694,120409,20190,169746,120458,20185,169732,120380,20193,2592,60.825458862304686,False,False,True,True,142.29142383911582,100.27259980860948,Exc,21,True,1174,1,False,15,1.0347918723135199,3809,True,other_dendrite,634.2157090779117,142.29142383911582,807.6000000000003,102.59739910467292,3,3727,108.0,0.016216216216216217,967676.0,0.016242116495101665,5.946418959795156,True
144191905,260505,255117,864691135386843521,864691135938349828,DTC,L2a,633.0785351301331,118.48170944745438,885.2400000000002,168892,114504,22131,168916,114480,22124,168908,114550,22134,1628,57.97722280883789,False,False,True,True,118.48170944745438,100.27259980860948,Exc,21,True,80,3,True,15,1.6020664326972296,3897,True,other_dendrite,633.0785351301331,118.48170944745438,885.2400000000002,102.53225972495613,3,3826,118.0,0.017717717717717716,1107560.0,0.01859002243035355,5.818663412596783,False
179014540,260505,255117,864691135386843521,864691135938349828,DTC,L2a,716.7514332497282,135.98488790931827,815.4000000000002,190112,117040,20385,190076,117114,20376,190142,117058,20389,2772,105.00109893798827,False,False,True,False,135.98488790931827,100.27259980860948,Exc,21,True,1175,1,False,15,0.7169547679839798,3560,True,other_dendrite,716.7514332497282,135.98488790931827,815.4000000000002,105.39930693881999,3,3490,89.0,0.013363363363363363,839248.0,0.01408649567032879,6.225573030992226,True
159937803,264649,255117,864691135408247241,864691135938349828,DTC,L2a,668.5320622295549,135.20331870645106,858.0400000000003,178086,117896,21451,178006,117928,21445,178024,117846,21454,2340,58.69849987792968,False,False,True,True,135.20331870645106,100.27259980860948,Exc,1,False,451,1,False,1,0.49447715221221866,4021,True,other_dendrite,668.5320622295549,135.20331870645106,858.0400000000003,96.19719708933859,3,3727,59.0,0.008858858858858858,620660.0,0.010417569541716234,6.818663412596783,True
171116958,300835,255117,864691135575425822,864691135938349828,DTC,L2a,711.0287523388942,61.048969611129785,795.8000000000003,187054,98502,19895,187082,98446,19897,187004,98574,19891,6944,106.881056640625,False,False,True,False,61.048969611129785,100.27259980860948,Exc,1,False,56,1,False,1,0.32428010160587883,2181,True,other_dendrite,711.0287523388942,61.048969611129785,795.8000000000003,126.04803339565021,3,2070,221.0,0.03318318318318318,1990920.0,0.033416923197875946,4.913403902567193,True
144938329,296398,255117,864691135489264442,864691135938349828,DTC,L2a,631.8527369128251,102.3856236272792,783.0800000000002,168236,110522,19577,168184,110466,19581,168194,110534,19578,1552,68.76816784667969,False,False,True,False,102.3856236272792,100.27259980860948,Exc,4,True,315,1,False,4,0.9855982056665579,3295,True,other_dendrite,631.8527369128251,102.3856236272792,783.0800000000002,110.00979637147893,2,1569,154.0,0.02312312312312312,1241368.0,0.02083594474730319,5.434519921263723,True
143524151,296398,255117,864691135489264442,864691135938349828,DTC,L2a,637.2296955700295,111.512988833006,841.1600000000002,169774,112678,21029,169710,112664,21024,169828,112724,21031,5164,12.472599365234377,False,False,True,True,111.512988833006,100.27259980860948,Exc,4,True,316,1,False,4,0.4175786737702377,2198,True,other_dendrite,637.2296955700295,111.512988833006,841.1600000000002,26.74483668897721,1,2198,358.0,0.053753753753753755,3123556.0,0.0524278378620259,4.217490684694368,True
117277253,296398,255117,864691135489264442,864691135938349828,DTC,L2a,566.8022239053092,114.8113816105582,792.6000000000003,152306,115034,19815,152292,115044,19813,152294,114956,19819,1688,95.43166143798828,False,False,True,False,114.8113816105582,100.27259980860948,Exc,4,True,387,1,False,4,0.40190274134683723,1850,True,other_dendrite,566.8022239053092,114.8113816105582,792.6000000000003,136.12119683902714,3,1733,141.0,0.02117117117117117,1374556.0,0.023071460572589342,5.561755109559831,True
170536727,296398,255117,864691135489264442,864691135938349828,DTC,L2a,700.3793497042789,52.88976477696578,817.0000000000002,184224,96702,20425,184176,96650,20429,184148,96780,20427,6384,94.60154196166992,False,False,True,False,52.88976477696578,100.27259980860948,Exc,4,True,638,1,False,4,0.3804176848385041,2815,True,other_dendrite,700.3793497042789,52.88976477696578,817.0000000000002,112.81024904184756,2,1861,158.0,0.023723723723723725,1462348.0,0.024545019792140063,5.397525713781522,True
159217218,258292,255117,864691135100167712,864691135938349828,PTC,L2a,667.6601939436459,99.8247040686218,836.6800000000003,177098,109104,20917,177042,109164,20912,177090,109170,20925,2440,28.17095489501953,False,False,True,True,99.8247040686218,100.27259980860948,Exc,1,False,227,1,False,1,0.5243286840897616,2181,True,other_dendrite,667.6601939436459,99.8247040686218,836.6800000000003,126.04803339565021,3,2070,221.0,0.03318318318318318,1990920.0,0.033416923197875946,4.913403902567193,True
152246780,291116,255117,864691135383669466,864691135938349828,DTC,L2a,656.9494210340613,95.6713941019437,823.0000000000002,174340,108303,20575,174416,108312,20590,174326,108288,20580,8648,34.48231829833984,False,False,True,True,95.6713941019437,100.27259980860948,Exc,16,True,101,1,False,13,0.34199840878478605,4555,True,other_dendrite,656.9494210340613,95.6713941019437,823.0000000000002,75.14093782699072,3,2070,75.0,0.01126126126126126,799676.0,0.013422292947574311,6.472487771462744,True
130542530,291116,255117,864691135383669466,864691135938349828,DTC,L2a,602.5258776112371,74.74845163908782,841.9600000000003,160330,104278,21049,160400,104218,21052,160346,104342,21053,3788,57.81907318115234,False,False,True,True,74.74845163908782,100.27259980860948,Exc,16,True,225,1,False,13,0.5259103947353503,2912,True,other_dendrite,602.5258776112371,74.74845163908782,841.9600000000003,112.7608177551984,3,1569,144.0,0.021621621621621623,1478020.0,0.02480806904593083,5.531381460516312,True
151524151,291116,255117,864691135383669466,864691135938349828,DTC,L2a,647.1145878890721,125.74868508717408,827.3600000000002,172546,116008,20684,172576,116014,20683,172472,116052,20679,4236,32.714219116210934,False,False,True,True,125.74868508717408,100.27259980860948,Exc,16,True,303,1,False,13,0.6506864909358359,3738,True,other_dendrite,647.1145878890721,125.74868508717408,827.3600000000002,32.316640961327465,2,3727,195.0,0.02927927927927928,1826420.0,0.030655845974255413,5.093976148209014,True
160273773,291116,255117,864691135383669466,864691135938349828,DTC,L2a,657.3016297971812,149.19777515827124,796.7200000000003,175594,121626,19918,175532,121552,19914,175518,121698,19921,2280,75.75385571289063,False,False,True,False,149.19777515827124,100.27259980860948,Exc,16,True,348,1,False,13,0.5079568347825603,4393,True,other_dendrite,657.3016297971812,149.19777515827124,796.7200000000003,80.34178884613637,3,3727,72.0,0.010810810810810811,745360.0,0.01251061713919636,6.531381460516312,True
163714793,291116,255117,864691135383669466,864691135938349828,DTC,L2a,678.3533207618793,107.20877007924074,870.2800000000002,179922,110710,21757,179946,110686,21754,179928,110764,21760,4344,58.6792043762207,True,False,True,True,107.20877007924074,100.27259980860948,Exc,16,True,358,1,False,13,0.6137250008206361,2478,True,apical,678.3533207618793,107.20877007924074,870.2800000000002,122.97270054447736,3,8,131.0,0.01966966966966967,1088000.0,0.018261714403034292,5.667883460421174,True
160274833,291116,255117,864691135383669466,864691135938349828,DTC,L2a,661.5678376079777,136.6458357497536,791.7200000000003,176383,118407,19793,176358,118360,19797,176404,118324,19797,3712,83.70982577514648,False,False,True,False,136.6458357497536,100.27259980860948,Exc,16,True,547,2,True,13,0.3175317376663284,4222,True,other_dendrite,661.5678376079777,136.6458357497536,791.7200000000003,89.42133713115513,3,3490,83.0,0.012462462462462463,884908.0,0.014852883427353188,6.3262670306116995,True
179014343,291116,255117,864691135383669466,864691135938349828,DTC,L2a,716.3761342724979,133.06908292995328,817.4000000000002,189955,116322,20435,189980,116298,20436,189944,116420,20441,5336,100.5705903930664,False,False,True,False,133.06908292995328,100.27259980860948,Exc,16,True,564,3,True,13,1.0372244896864269,3560,True,other_dendrite,716.3761342724979,133.06908292995328,817.4000000000002,105.39930693881999,3,3490,89.0,0.013363363363363363,839248.0,0.01408649567032879,6.225573030992226,True
136538481,291116,255117,864691135383669466,864691135938349828,DTC,L2a,627.5889331266234,58.55120544621087,899.2000000000003,166219,99698,22480,166176,99714,22477,166214,99602,22487,4592,81.38867077636719,True,False,True,False,58.55120544621087,100.27259980860948,Exc,16,True,572,1,False,13,0.5694655912253661,1476,True,apical,627.5889331266234,58.55120544621087,899.2000000000003,166.91676604636083,3,8,202.0,0.03033033033033033,1730824.0,0.029051299237056457,5.043094979206829,True
156436017,291116,255117,864691135383669466,864691135938349828,DTC,L2a,678.4647751458367,52.32965235746705,908.7200000000004,178754,97040,22718,178804,96972,22710,178712,97014,22721,4476,108.14295123291016,True,False,True,False,52.32965235746705,100.27259980860948,Exc,16,True,607,1,False,13,1.014086307516965,118,True,apical,678.4647751458367,52.32965235746705,908.7200000000004,123.61488340440417,5,8,690.0,0.1036036036036036,5872172.0,0.09856243381387379,3.270853910293093,True
159467419,291116,255117,864691135383669466,864691135938349828,DTC,L2a,663.7404795027111,127.18720100697752,794.9600000000003,176718,116004,19874,176726,116038,19875,176788,115974,19875,2812,73.98161911010742,False,False,True,False,127.18720100697752,100.27259980860948,Exc,16,True,547,2,True,13,1.3893811488434404,4222,True,other_dendrite,663.7404795027111,127.18720100697752,794.9600000000003,89.42133713115513,3,3490,83.0,0.012462462462462463,884908.0,0.014852883427353188,6.3262670306116995,False
172475636,291116,255117,864691135383669466,864691135938349828,DTC,L2a,696.5521161675227,100.99525531032506,857.4000000000002,184319,108766,21435,184290,108708,21442,184336,108716,21435,3960,72.90092123413086,True,False,True,False,100.99525531032506,100.27259980860948,Exc,16,True,649,1,False,13,1.5335181617910751,2065,True,apical,696.5521161675227,100.99525531032506,857.4000000000002,131.41901587680505,4,8,144.0,0.021621621621621623,1219004.0,0.020460572522202587,5.531381460516312,True
179014463,291116,255117,864691135383669466,864691135938349828,DTC,L2a,716.6657334016874,133.56822253404482,816.0800000000003,190038,116440,20402,190032,116490,20408,190110,116422,20394,2804,102.04688848876953,False,False,True,False,133.56822253404482,100.27259980860948,Exc,16,True,564,3,True,13,1.2879007681452754,3560,True,other_dendrite,716.6657334016874,133.56822253404482,816.0800000000003,105.39930693881999,3,3490,89.0,0.013363363363363363,839248.0,0.01408649567032879,6.225573030992226,False
159217606,291116,255117,864691135383669466,864691135938349828,DTC,L2a,668.6040355837391,99.63825579583208,836.5200000000002,177329,109037,20913,177348,109042,20906,177236,109070,20908,2864,29.17440496826172,False,False,True,True,99.63825579583208,100.27259980860948,Exc,16,True,661,1,False,13,0.5686892477776031,2181,True,other_dendrite,668.6040355837391,99.63825579583208,836.5200000000002,126.04803339565021,3,2070,221.0,0.03318318318318318,1990920.0,0.033416923197875946,4.913403902567193,True
166886547,291116,255117,864691135383669466,864691135938349828,DTC,L2a,680.520180522034,84.0936643952984,892.0000000000002,179958,104906,22300,180022,104918,22291,179952,104854,22303,1304,71.66654437255859,True,False,True,False,84.0936643952984,100.27259980860948,Exc,16,True,811,1,False,13,1.53030905920525,118,True,apical,680.520180522034,84.0936643952984,892.0000000000002,123.61488340440417,5,8,690.0,0.1036036036036036,5872172.0,0.09856243381387379,3.270853910293093,True
179014285,291116,255117,864691135383669466,864691135938349828,DTC,L2a,715.8687993264178,135.42583392496437,815.2800000000002,189880,116920,20382,189820,116944,20381,189886,116904,20377,276,102.04688848876953,False,False,True,False,135.42583392496437,100.27259980860948,Exc,16,True,564,3,True,13,1.5896452877366645,3560,True,other_dendrite,715.8687993264178,135.42583392496437,815.2800000000002,105.39930693881999,3,3490,89.0,0.013363363363363363,839248.0,0.01408649567032879,6.225573030992226,False
172139193,291116,255117,864691135383669466,864691135938349828,DTC,L2a,698.6233556592085,70.2989670824614,807.4800000000002,184166,101076,20187,184148,101032,20188,184194,101042,20178,5916,86.38117095947266,False,False,True,False,70.2989670824614,100.27259980860948,Exc,16,True,864,1,False,13,0.503157739557069,2181,True,other_dendrite,698.6233556592085,70.2989670824614,807.4800000000002,126.04803339565021,3,2070,221.0,0.03318318318318318,1990920.0,0.033416923197875946,4.913403902567193,True
164236657,267317,255117,864691136904355506,864691135938349828,DTC,L2a,690.9359765917753,21.49123971195595,958.0000000000002,181188,89088,23950,181136,89162,23947,181198,89124,23956,968,168.73394625854493,True,False,True,False,21.49123971195595,100.27259980860948,Exc,4,True,174,3,True,2,0.9151709702691772,1261,True,apical,690.9359765917753,21.49123971195595,958.0000000000002,180.8757874433776,8,8,63.0,0.00945945945945946,476356.0,0.007995475391702025,6.724026538458708,False
