,slanted_x_um,slanted_y_um,slanted_z_um
raw_x,0.003984778792366985,0.0003486229709906291,3.467085206679448e-19
raw_y,-0.0003486229709906349,0.003984778792366982,-3.469446951953614e-18
raw_z,1.824908926797306e-18,1.8482355863377873e-18,0.04000000000000001
intercept,-1.462625605196026e-14,-396.67103221028447,-2.002190339198393e-13
