post_soma_id,segment_id,parent_segment_id,edge_length_um,mean_radius_um,x_um,y_um,z_um,n_skeleton_nodes,topological_depth,path_length_um,n_children,is_leaf,is_branchpoint,major_branch_id,input_count,input_size,known_inhibitory_count,known_inhibitory_size,descendant_input_count,descendant_input_size,descendant_input_fraction,descendant_size_fraction,route_specificity_bits
255117,321,275,45.50953156145886,0.2704055513827982,751.877,34.187,1096.04,46,10,325.7431843109299,0,True,False,8,29,209060.0,0,0.0,29.0,209060.0,0.004354354354354354,0.0035090018502742177,7.843325466831052
255117,327,0,15.67837642552271,2.595365377714861,632.593,88.333,847.672,6,1,15.67837642552271,2,False,True,327,14,59748.0,0,0.0,1498.0,13411464.0,0.2249249249249249,0.225106916631044,2.1524845534998733
255117,333,327,5.94517596029884,0.6289816341179538,629.355,83.918,849.604,6,2,21.62355238582155,2,False,True,327,2,14468.0,0,0.0,1340.0,11895880.0,0.2012012012012012,0.19966834846761725,2.3132891766134898
255117,339,333,5.983291225077674,0.5836207206372418,629.127,79.83,853.907,6,3,27.606843610899226,2,False,True,327,4,24600.0,0,0.0,869.0,7648336.0,0.13048048048048047,0.12837474971548316,2.9380940951442245
255117,353,339,13.976327239660119,0.5462424291300345,634.548,70.399,862.331,14,4,41.58317085055934,2,False,True,327,11,92880.0,0,0.0,786.0,6852588.0,0.11801801801801802,0.11501838692799628,3.082920959700018
255117,384,353,30.92690000577825,0.562078109432801,651.687,64.716,884.897,31,5,72.51007085633759,2,False,True,327,47,495196.0,3,12420.0,682.0,5821172.0,0.1024024024024024,0.09770641595123156,3.287678532934452
255117,414,384,29.8336093969292,0.5563519771909916,657.496,55.394,909.732,30,6,102.3436802532668,2,False,True,327,68,564748.0,1,1540.0,523.0,4211168.0,0.07852852852852853,0.07068303981543853,3.670639325711683
255117,445,414,30.97489733844481,0.4729337159432716,660.607,59.22,939.951,31,7,133.3185775917116,2,False,True,327,57,450812.0,1,328.0,448.0,3553376.0,0.06726726726726727,0.05964222213106285,3.8939515399010203
255117,493,445,47.959272995091226,0.45441152532146856,665.845,51.105,985.906,48,8,181.27785058680283,2,False,True,327,76,637080.0,1,4928.0,378.0,2997704.0,0.05675675675675676,0.05031545433164845,4.139064037737552
255117,523,493,29.946209109248745,0.4226994783524176,679.024,45.933,1011.202,30,9,211.22405969605157,2,False,True,327,36,317404.0,0,0.0,269.0,2061672.0,0.04039039039039039,0.03460447174332033,4.629844099402001
255117,637,523,113.50947392136632,0.34352519500214046,657.295,9.263,1086.852,114,10,324.7335336174179,0,True,False,327,112,870924.0,0,0.0,112.0,870924.0,0.016816816816816817,0.014618166686349483,5.89395153990102
255117,743,523,103.69307365908809,0.3613184981834103,618.461,9.786,1047.017,106,10,314.91713335513964,0,True,False,327,121,873344.0,0,0.0,121.0,873344.0,0.01816816816816817,0.014658785573165056,5.78244322468403
255117,754,275,10.069734388225228,0.26136635823493354,739.501,34.658,1045.806,11,10,290.3033871376963,0,True,False,8,1,9056.0,0,0.0,1.0,9056.0,0.00015015015015015014,0.00015200191694290306,12.701306461958625
255117,868,172,112.30626872065332,0.32264016611837454,787.509,2.789,1013.12,114,9,289.8329911920224,0,True,False,8,121,1009736.0,1,4164.0,121.0,1009736.0,0.01816816816816817,0.016948079461821905,5.78244322468403
255117,878,275,8.7316757525974,0.19738992371819528,739.91,34.481,1064.04,10,10,288.9653285020685,0,True,False,8,2,6032.0,0,0.0,2.0,6032.0,0.0003003003003003003,0.0001012450930874107,11.701306461958625
255117,887,275,7.673410834370244,0.21816585801329125,739.626,33.228,1062.88,9,10,287.9070635838413,0,True,False,8,2,25580.0,0,0.0,2.0,25580.0,0.0003003003003003003,0.0004293517044389864,11.701306461958625
255117,928,493,39.90189088413686,0.26425226269630214,686.778,65.167,1012.32,41,9,221.1797414709397,0,True,False,327,33,298952.0,0,0.0,33.0,298952.0,0.004954954954954955,0.005017808864169033,7.6569123426001715
255117,935,333,6.151602207271599,0.5238165895496651,623.346,83.315,849.914,7,3,27.77515459309315,2,False,True,327,5,22960.0,0,0.0,469.0,4233076.0,0.07042042042042042,0.07105075823376726,3.827862349443248
255117,1084,935,148.29553849871093,0.46742604438965957,500.695,31.277,851.679,149,4,176.07069309180406,2,False,True,327,265,2302884.0,2,7092.0,332.0,2845848.0,0.04984984984984985,0.04776660239930729,4.3262670306116995
255117,1124,1084,39.2560434888596,0.32079042948414493,466.08,34.625,853.733,40,5,215.32673658066366,0,True,False,327,49,372384.0,0,0.0,49.0,372384.0,0.007357357357357357,0.00625034030906206,7.0865966178434165
255117,1143,1084,17.81904792160021,0.358410564828261,490.37,19.138,856.2,19,5,193.88974101340426,0,True,False,327,18,170580.0,0,0.0,18.0,170580.0,0.002702702702702703,0.002863127980578667,8.531381460516313
255117,1194,121,50.0997110294748,0.4060083292772505,726.485,24.019,921.501,51,7,176.69289914960856,2,False,True,8,74,682352.0,3,5632.0,88.0,762544.0,0.013213213213213212,0.012799044804914872,6.241874843321328
255117,1209,1194,14.589802639573522,0.28603581314771165,738.376,24.574,928.96,15,8,191.28270178918208,0,True,False,8,11,62732.0,0,0.0,11.0,62732.0,0.0016516516516516516,0.0010529355403778927,9.241874843321327
255117,1218,1194,8.212977257438833,0.21655739296094859,734.366,22.535,921.002,9,8,184.9058764070474,0,True,False,8,3,17460.0,0,0.0,3.0,17460.0,0.00045045045045045046,0.00029306023297516427,11.116343961237469
255117,1261,134,41.304225699306016,0.32846831843350377,690.194,13.998,966.2,43,8,180.8757874433776,0,True,False,8,63,476356.0,3,5508.0,63.0,476356.0,0.00945945945945946,0.007995475391702025,6.724026538458708
255117,1295,118,33.2173260897352,0.41129489719895446,677.166,12.595,918.325,34,6,156.83220949413936,2,False,True,8,40,356280.0,0,0.0,71.0,663688.0,0.01066066066066066,0.011139780063162704,6.551559342453943
255117,1309,1295,13.605736766861112,0.3327880825706769,683.676,3.133,913.0,14,7,170.43794626100046,0,True,False,8,21,183400.0,0,0.0,21.0,183400.0,0.003153153153153153,0.003078307372717361,8.308989039179865
255117,1321,1295,10.713130416977139,0.2831857733402788,674.371,3.563,922.52,12,7,167.5453399111165,0,True,False,8,10,124008.0,0,0.0,10.0,124008.0,0.0015015015015015015,0.002081432610010548,9.379378367071261
255117,1338,8,15.980069353208464,0.44537906345937867,645.728,84.784,863.884,17,2,29.96478436196824,2,False,True,8,13,87332.0,1,9052.0,332.0,2850820.0,0.04984984984984985,0.04785005574858292,4.3262670306116995
255117,1476,1338,136.9519816843926,0.40937260356917843,643.502,5.769,944.76,138,3,166.91676604636083,0,True,False,8,202,1730824.0,4,15352.0,202.0,1730824.0,0.03033033033033033,0.029051299237056457,5.043094979206829
255117,1515,384,38.32501668139785,0.4320770029913093,652.274,30.919,894.932,39,6,110.83508753773543,2,False,True,327,48,560412.0,1,4276.0,112.0,1114808.0,0.016816816816816817,0.018711677674832585,5.89395153990102
255117,1553,1515,37.36281146821787,0.312691080109205,632.729,4.751,906.04,38,7,148.1978990059533,0,True,False,327,36,344624.0,0,0.0,36.0,344624.0,0.005405405405405406,0.0057843980371611115,7.531381460516312
255117,1563,445,9.00844763455679,0.3436756255020288,660.204,62.882,946.063,10,8,142.3270252262684,0,True,False,327,13,104860.0,0,0.0,13.0,104860.0,0.001951951951951952,0.0017600398642483234,9.000866743817532
255117,1569,0,15.260151715570696,2.524844860578139,635.538,93.412,829.772,6,1,15.260151715570696,2,False,True,1569,8,31692.0,2,8212.0,478.0,4358628.0,0.07177177177177177,0.07315810636495271,3.800439653977876
255117,1572,1569,2.7882693165283503,0.5091058043950873,633.284,92.305,830.954,3,2,18.048421032099046,2,False,True,1569,2,4000.0,0,0.0,316.0,3085568.0,0.04744744744744745,0.05179022204700525,4.397525713781522
255117,1696,1572,122.74026604340013,0.3916247465836635,608.171,32.58,764.137,124,3,140.78868707549918,0,True,False,1569,170,1603548.0,5,29908.0,170.0,1603548.0,0.025525525525525526,0.026915014345180913,5.291915525820922
255117,1724,1515,26.62813066778734,0.33047450395955386,667.547,11.623,887.92,28,7,137.46321820552276,0,True,False,327,28,209772.0,0,0.0,28.0,209772.0,0.004204204204204204,0.003520952531023262,7.89395153990102
255117,1733,0,20.09453821760225,2.317104474881509,622.191,105.343,837.065,9,1,20.09453821760225,2,False,True,1733,12,59032.0,0,0.0,531.0,4710492.0,0.07972972972972973,0.07906402536928107,3.6487384111544707
255117,1744,1733,10.984603166107494,0.4444536584562353,612.917,104.234,831.495,11,2,31.079141383709743,2,False,True,1733,11,101624.0,0,0.0,280.0,2637968.0,0.042042042042042045,0.04427740645252166,4.572023445013658
255117,1850,1744,105.0420554553174,0.35234250272022327,535.164,123.564,777.194,106,3,136.12119683902714,0,True,False,1733,141,1374556.0,2,2868.0,141.0,1374556.0,0.02117117117117117,0.023071460572589342,5.561755109559831
255117,1861,0,19.97829322059122,1.9530163939494283,641.218,87.761,827.127,11,1,19.97829322059122,2,False,True,1861,15,61412.0,1,11224.0,361.0,3148848.0,0.0542042042042042,0.05285235558324056,4.205451435071454
255117,1925,1861,63.80734373170381,0.4165298663556838,605.98,64.899,784.214,64,2,83.78563695229502,3,False,True,1861,72,716600.0,9,37496.0,188.0,1625088.0,0.02822822822822823,0.027276556007167455,5.146717610280987
255117,1975,1925,49.76188528802777,0.37605359045973946,592.995,69.252,741.144,50,3,133.5475222403228,0,True,False,1861,97,732648.0,1,8912.0,97.0,732648.0,0.014564564564564564,0.01229725049076679,6.101393619771497
255117,2065,37,88.55765339863544,0.413595379989882,732.781,134.928,836.365,90,4,131.41901587680505,0,True,False,8,144,1219004.0,5,17824.0,144.0,1219004.0,0.021621621621621623,0.020460572522202587,5.531381460516312
255117,2070,0,16.334495460840515,2.7596063178319676,656.348,102.455,839.116,5,1,16.334495460840515,2,False,True,2070,7,39700.0,1,6980.0,466.0,4395704.0,0.06996996996996997,0.07378041456642964,3.837120317304344
255117,2072,2070,1.967766198401189,0.5149361735619076,658.131,101.689,838.834,2,2,18.302261659241704,2,False,True,2070,1,5904.0,0,0.0,297.0,2796500.0,0.0445945945945946,0.04693831280154908,4.4869873411578585
255117,2181,2072,107.7457717364085,0.4671655519225534,716.896,53.925,783.48,109,3,126.04803339565021,0,True,False,2070,221,1990920.0,14,46024.0,221.0,1990920.0,0.03318318318318318,0.033416923197875946,4.913403902567193
255117,2198,0,26.74483668897721,1.7032711568241627,628.155,120.867,837.592,17,1,26.74483668897721,2,False,True,2198,41,278476.0,4,25092.0,358.0,3123556.0,0.053753753753753755,0.0524278378620259,4.217490684694368
255117,2209,2198,10.781789974061557,0.4718753577595302,623.153,126.293,829.95,11,2,37.52662666303877,2,False,True,2198,12,111720.0,0,0.0,218.0,1990984.0,0.032732732732732736,0.03341799741637024,4.933122137181698
255117,2298,2209,87.50823413995926,0.3447143988205514,566.121,147.011,792.36,89,3,125.03486080299803,0,True,False,2198,111,1019768.0,1,5212.0,111.0,1019768.0,0.016666666666666666,0.017116463210802825,5.906890595608519
255117,2394,1744,93.62574857756891,0.3900487269446821,582.888,62.39,771.6,96,3,124.70488996127865,0,True,False,1733,128,1161788.0,1,420.0,128.0,1161788.0,0.01921921921921922,0.01950022118830184,5.701306461958625
255117,2478,35,82.10778354394427,0.3684746878279929,678.917,140.055,902.56,84,3,122.97270054447736,0,True,False,8,131,1088000.0,10,49152.0,131.0,1088000.0,0.01966966966966967,0.018261714403034292,5.667883460421174
255117,2482,0,18.044694740654947,2.9241599540404613,641.132,97.626,824.177,4,1,18.044694740654947,2,False,True,2482,6,39372.0,0,0.0,331.0,2934744.0,0.0496996996996997,0.04925869188788462,4.3306190551514065
255117,2488,2482,5.849214323804057,0.39616581484875507,636.973,97.826,820.181,6,2,23.893909064459002,2,False,True,2482,7,28780.0,1,544.0,240.0,2196252.0,0.036036036036036036,0.03686335182085741,4.794415866350106
255117,2586,2488,97.08469687673602,0.3703347247647984,571.077,133.421,782.837,98,3,120.97860594119501,0,True,False,2482,126,1198764.0,4,7960.0,126.0,1198764.0,0.01891891891891892,0.020120850923381433,5.724026538458708
255117,2643,58,55.190710210601914,0.3877274110276498,721.242,110.905,898.68,57,5,118.91617133767272,0,True,False,8,85,802240.0,3,8208.0,85.0,802240.0,0.012762762762762763,0.01346532882600205,6.291915525820922
255117,2720,353,75.64693029140933,0.4118176204466546,610.635,21.309,819.893,77,5,117.23010114196867,0,True,False,327,93,938536.0,1,1728.0,93.0,938536.0,0.013963963963963964,0.015753011386917457,6.162147650850593
255117,2815,1861,92.83195582125634,0.44664823758648103,713.802,47.246,812.16,95,2,112.81024904184756,0,True,False,1861,158,1462348.0,10,45308.0,158.0,1462348.0,0.023723723723723725,0.024545019792140063,5.397525713781522
255117,2912,1572,94.71239672309936,0.42695472585225397,564.599,59.24,861.801,97,3,112.7608177551984,0,True,False,1569,144,1478020.0,6,24040.0,144.0,1478020.0,0.021621621621621623,0.02480806904593083,5.531381460516312
255117,3008,0,111.77853839632498,0.873227076335807,680.777,70.055,916.6,96,1,111.77853839632498,0,True,False,3008,154,1429132.0,3,12264.0,154.0,1429132.0,0.02312312312312312,0.02398750039360037,5.434519921263723
255117,3105,327,95.62235560081032,0.4148392296754573,570.258,62.096,832.28,97,2,111.30073202633304,0,True,False,327,144,1455836.0,7,20824.0,144.0,1455836.0,0.021621621621621623,0.024435718060345432,5.531381460516312
255117,3190,935,82.93068748527288,0.4109809110596582,563.368,114.076,873.711,85,4,110.70584207836603,0,True,False,327,132,1364268.0,5,21900.0,132.0,1364268.0,0.01981981981981982,0.02289877994963124,5.6569123426001715
255117,3199,414,8.09459682318413,0.27692286182360176,657.551,56.025,917.8,9,7,110.43827707645093,0,True,False,327,7,93044.0,0,0.0,7.0,93044.0,0.001051051051051051,0.0015617122747388994,9.893951539901021
255117,3295,1569,94.74964465590823,0.374947429603201,634.248,126.775,754.72,96,2,110.00979637147893,0,True,False,1569,154,1241368.0,6,16852.0,154.0,1241368.0,0.02312312312312312,0.02083594474730319,5.434519921263723
255117,3375,1338,78.49419948334742,0.4054750503124552,601.898,32.911,854.08,80,3,108.45898384531566,0,True,False,8,117,1032664.0,5,21364.0,117.0,1032664.0,0.01756756756756757,0.017332918237403495,5.83094174237522
255117,3396,1733,19.95411190328954,0.4575403458377879,609.823,117.147,846.313,21,2,40.04865012089179,2,False,True,1733,39,284508.0,1,5880.0,239.0,2013492.0,0.035885885885885885,0.03379578663308302,4.800439653977876
255117,3412,3396,15.975331577179608,0.33332308639978997,609.028,115.917,861.388,16,3,56.0239816980714,2,False,True,1733,16,126504.0,0,0.0,109.0,897604.0,0.016366366366366368,0.015065981521159184,5.933122137181698
255117,3463,3412,50.447879261009476,0.3653047875893853,604.754,120.324,905.4,51,4,106.47186095908089,0,True,False,1733,88,716032.0,2,7048.0,88.0,716032.0,0.013213213213213212,0.012018356514185155,6.241874843321328
255117,3490,0,36.24069607065921,1.2896658535087864,661.344,113.854,819.855,27,1,36.24069607065921,2,False,True,3490,53,338368.0,4,21012.0,363.0,3417212.0,0.0545045045045045,0.05735675514579193,4.197480723962874
255117,3510,3490,19.82787510442115,0.49661961752346706,679.304,120.772,821.344,20,2,56.068571175080365,2,False,True,3490,35,290816.0,3,7904.0,203.0,1925672.0,0.03048048048048048,0.03232175744294104,5.035970544773448
255117,3560,3510,49.330735763739625,0.39428429743183724,716.388,136.744,814.559,50,3,105.39930693881999,0,True,False,3490,89,839248.0,4,11188.0,89.0,839248.0,0.013363363363363363,0.01408649567032879,6.225573030992226
255117,3627,3396,65.27195796850792,0.35691153326576497,570.548,147.446,833.96,67,3,105.32060808939971,0,True,False,1733,91,831380.0,0,0.0,91.0,831380.0,0.013663663663663663,0.013954433934186258,6.1935118217599285
255117,3629,2070,1.4005929192390263,0.43841509810121443,656.377,103.448,839.625,2,2,17.735088380079542,2,False,True,2070,0,0.0,0,0.0,162.0,1559504.0,0.024324324324324326,0.02617575060513749,5.361456459074
255117,3715,3629,85.26308132564098,0.40343070474622705,720.97,134.805,866.881,86,3,102.99816970572053,0,True,False,2070,140,1250288.0,7,15928.0,140.0,1250288.0,0.021021021021021023,0.020985663949945714,5.572023445013658
255117,3727,0,21.322013007832638,1.9551825708720183,646.424,119.251,835.139,12,1,21.322013007832638,2,False,True,3727,18,105920.0,1,4096.0,334.0,3270920.0,0.05015015015015015,0.054901293083798645,4.317602169484572
255117,3738,3727,10.994627953494831,0.48913909801029604,646.536,126.18,826.655,11,2,32.316640961327465,2,False,True,3727,15,113384.0,2,9944.0,195.0,1826420.0,0.02927927927927928,0.030655845974255413,5.093976148209014
255117,3809,3738,70.28075814334545,0.3697951521969425,614.697,156.706,785.504,71,3,102.59739910467292,0,True,False,3727,108,967676.0,8,24404.0,108.0,967676.0,0.016216216216216217,0.016242116495101665,5.946418959795156
255117,3826,0,32.48319803835654,2.0191343453391575,626.074,105.924,865.968,17,1,32.48319803835654,2,False,True,3826,29,197064.0,1,2416.0,297.0,2785812.0,0.0445945945945946,0.04675891831300162,4.4869873411578585
255117,3830,3826,4.000051404202974,0.4705008198948487,626.162,107.943,869.42,4,2,36.48324944255951,2,False,True,3826,6,65552.0,0,0.0,169.0,1635812.0,0.025375375375375375,0.02745655474361795,5.3004270256764405
255117,3897,3830,66.04901028239662,0.40005088281940915,622.8,148.23,909.115,67,3,102.53225972495613,0,True,False,3826,118,1107560.0,6,17616.0,118.0,1107560.0,0.017717717717717716,0.01859002243035355,5.818663412596783
255117,3944,3510,45.817475609691925,0.394636736521562,716.669,119.122,822.52,47,3,101.88604678477229,0,True,False,3490,79,795608.0,3,8904.0,79.0,795608.0,0.011861861861861863,0.013354012934530613,6.397525713781522
255117,3982,3727,36.87491221529299,0.44751991190204915,666.869,134.208,859.105,38,2,58.196925223125625,2,False,True,3727,54,617660.0,1,1048.0,121.0,1338580.0,0.01816816816816817,0.022467615501483126,5.78244322468403
255117,4021,3982,38.00027186621296,0.36918768561075616,688.068,152.58,862.88,39,3,96.19719708933859,0,True,False,3727,59,620660.0,3,17228.0,59.0,620660.0,0.008858858858858858,0.010417569541716234,6.818663412596783
255117,4094,2488,71.5203192119149,0.3588041310957242,628.116,135.0,769.96,73,3,95.4142282763739,0,True,False,2482,107,968708.0,1,1416.0,107.0,968708.0,0.016066066066066066,0.01625943826832219,5.9598394755574775
255117,4104,1925,9.469400021828605,0.2468468633309931,605.454,66.612,792.559,10,3,93.25503697412363,0,True,False,1861,9,91024.0,1,8176.0,9.0,91024.0,0.0013513513513513514,0.0015278072535126776,9.531381460516313
255117,4113,1925,8.19191355384708,0.3020400367116861,604.52,66.37,790.08,9,3,91.97755050614211,0,True,False,1861,10,84816.0,0,0.0,10.0,84816.0,0.0015015015015015015,0.0014236080595659527,9.379378367071261
255117,4167,2209,53.08303878953643,0.3925008666433598,634.203,148.707,789.807,54,3,90.6096654525752,0,True,False,2198,95,859496.0,5,19304.0,95.0,859496.0,0.014264264264264264,0.014426351546461729,6.131450853627677
255117,4171,3490,3.042320911388135,0.5788661959140228,662.903,115.755,821.234,4,2,39.28301698204734,2,False,True,3490,5,64716.0,0,0.0,107.0,1153172.0,0.016066066066066066,0.019355604523507226,5.9598394755574775
255117,4222,4171,50.13832014910779,0.417525408207726,662.484,138.723,793.368,51,3,89.42133713115513,0,True,False,3490,83,884908.0,6,23424.0,83.0,884908.0,0.012462462462462463,0.014852883427353188,6.3262670306116995
255117,4282,339,58.40938955183865,0.3827440089732817,640.182,112.462,889.72,60,4,86.01623316273788,0,True,False,327,79,771148.0,3,7768.0,79.0,771148.0,0.011861861861861863,0.012943460053741808,6.397525713781522
255117,4343,2198,59.07355672387437,0.39145851306494833,627.071,150.335,876.44,61,2,85.81839341285158,0,True,False,2198,99,854096.0,5,16524.0,99.0,854096.0,0.014864864864864866,0.014335714361005492,6.0719498418790145
255117,4393,3738,48.0251478848089,0.39417852451435836,659.609,148.797,798.08,50,3,80.34178884613637,0,True,False,3727,72,745360.0,4,10544.0,72.0,745360.0,0.010810810810810811,0.01251061713919636,6.531381460516312
255117,4407,3826,13.38518288820736,0.400482836693215,614.62,109.515,863.956,14,2,45.8683809265639,2,False,True,3826,18,138016.0,0,0.0,99.0,952936.0,0.014864864864864866,0.015994710548134086,6.0719498418790145
255117,4438,4407,30.578914361324696,0.3386462082123667,611.299,138.25,862.295,31,3,76.4472952878886,0,True,False,3826,44,437056.0,5,12936.0,44.0,437056.0,0.006606606606606606,0.007335838097548304,7.241874843321328
255117,4497,2482,58.10308941948039,0.4133194636379602,649.31,67.703,778.88,59,2,76.14778416013533,0,True,False,2482,85,699120.0,3,9900.0,85.0,699120.0,0.012762762762762763,0.011734494277067402,6.291915525820922
255117,4555,2072,56.83867616774902,0.3872908898339546,656.542,90.18,795.142,58,3,75.14093782699072,0,True,False,2070,75,799676.0,2,8948.0,75.0,799676.0,0.01126126126126126,0.013422292947574311,6.472487771462744
255117,4592,3830,35.763280684904785,0.32202048991468474,605.663,123.793,890.48,37,3,72.2465301274643,0,True,False,3826,45,462700.0,2,3304.0,45.0,462700.0,0.006756756756756757,0.007766264020481587,7.20945336562895
255117,4618,4407,24.39312186783245,0.3567150299142129,596.702,115.205,861.467,26,3,70.26150279439635,0,True,False,3826,37,377864.0,0,0.0,37.0,377864.0,0.005555555555555556,0.006342320267636167,7.491853096329675
255117,4629,3982,9.866917825528441,0.3323473107007789,671.627,135.723,863.16,11,3,68.06384304865406,0,True,False,3727,8,100260.0,0,0.0,8.0,100260.0,0.0012012012012012011,0.0016828304099707886,9.701306461958625
255117,4638,3412,6.584240364561276,0.2966310926400732,611.383,113.853,860.28,9,4,62.60822206263268,0,True,False,1733,5,55068.0,0,0.0,5.0,55068.0,0.0007507507507507507,0.0009242978756859305,10.379378367071261
255117,4651,4171,11.339826289423923,0.4623356830890377,659.938,114.351,826.74,13,3,50.62284327147127,0,True,False,3490,19,203548.0,2,6604.0,19.0,203548.0,0.002852852852852853,0.003416484782452963,8.45337894851504
255117,4682,3629,29.81784780499739,0.3991251745011206,669.894,104.67,864.72,31,3,47.55293618507693,0,True,False,2070,22,309216.0,0,0.0,22.0,309216.0,0.003303303303303303,0.005190086655191775,8.241874843321327
255156,0,-1,0.0,5.51,646.526,80.244,843.88,1,0,0.0,11,False,True,0,16,80100.0,0,0.0,4438.0,32783544.0,1.0,1.0,-0.0
255156,10,0,14.934070554782547,1.4736209187295028,639.775,68.312,849.275,10,1,14.934070554782547,2,False,True,10,9,35424.0,1,952.0,1038.0,8099696.0,0.2338891392519153,0.24706590599234787,2.0961032238391306
255156,28,10,17.97639927825361,0.5121612068581396,639.816,55.735,861.441,18,2,32.91046983303616,2,False,True,10,4,12932.0,0,0.0,744.0,5842220.0,0.1676430824695809,0.1782058706038615,2.57653514108898
255156,36,28,7.963544647362737,0.638032236110758,636.458,52.002,867.449,8,3,40.8740144803989,2,False,True,10,11,63908.0,0,0.0,556.0,4448692.0,0.1252816584046868,0.1356989348070483,2.9967528794735037
255156,49,36,12.987480592703742,0.5282869253037538,628.575,52.631,877.682,13,4,53.86149507310264,2,False,True,10,11,44192.0,0,0.0,512.0,4135328.0,0.11536728255971158,0.1261403587116756,3.1156939521970113
255156,86,49,36.86488508327024,0.479423975134565,608.853,40.642,904.064,37,5,90.72638015637287,2,False,True,10,40,180928.0,1,4044.0,448.0,3753308.0,0.10094637223974763,0.1144875611983866,3.308339030139407
255156,95,86,8.991810053421379,0.44117919043401665,608.066,37.264,912.288,9,6,99.71819020979424,2,False,True,10,10,93376.0,0,0.0,381.0,3270180.0,0.08584948174853538,0.09975065538978946,3.5420467647036893
255156,174,95,78.83315306856426,0.33179115800045056,638.854,23.193,980.441,79,7,178.5513432783585,2,False,True,10,55,523412.0,0,0.0,100.0,933564.0,0.02253267237494367,0.028476603993759796,5.471837762422287
255156,244,174,69.8154697532575,0.2429091572659093,681.375,14.696,1030.11,70,8,248.366813031616,0,True,False,10,22,168272.0,0,0.0,22.0,168272.0,0.004957187922487607,0.005132819075326329,7.656262333559714
255156,258,95,13.316221984600087,0.5148085245751944,603.292,39.037,924.084,14,7,113.03441219439433,2,False,True,10,10,81024.0,0,0.0,271.0,2243240.0,0.06106354213609734,0.06842579313572687,4.03354491084314
255156,270,258,11.981576660598348,0.3964273521932078,596.786,36.75,933.613,12,8,125.01598885499268,2,False,True,10,15,124484.0,0,0.0,183.0,1555800.0,0.04123479044614691,0.04745673622107482,4.5999941139129685
255156,333,270,62.734295552644305,0.3785150582967225,556.642,39.735,975.502,63,9,187.750284407637,2,False,True,10,56,482348.0,0,0.0,110.0,899752.0,0.024785939612438034,0.02744523288879323,5.334334238672351
255156,390,333,55.296645722823996,0.2446136920813795,566.277,27.835,1013.04,57,10,243.046930130461,0,True,False,10,22,169616.0,0,0.0,22.0,169616.0,0.004957187922487607,0.00517381525316482,7.656262333559714
255156,445,333,54.61166647592643,0.261078539256345,513.366,13.616,960.581,55,10,242.36195088356342,0,True,False,10,32,247788.0,0,0.0,32.0,247788.0,0.007210455159981974,0.007558304251669679,7.115693952197011
255156,555,270,108.16689260079049,0.26782114333331064,524.959,-1.667,979.9,110,9,233.18288145578316,0,True,False,10,58,531564.0,0,0.0,58.0,531564.0,0.013068949977467327,0.016214354372425386,6.257712957069439
