task_id,family,candidate_id,shape,normalized_mse,mean_restart_error,restart_std,centered_cut_bound,centered_cut_sum,full_cut_bound,pilot_error,optimization_gap_above_bound
matching_018,quadratic_matching,balanced_p1,balanced,0.5,0.5625,0.125,0.5,2.0,0.5,0.5,0.0
matching_018,quadratic_matching,balanced_p2,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_018,quadratic_matching,balanced_p3,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_018,quadratic_matching,comb_p0,comb,0.75,0.7500000881072869,1.7621457381230182e-07,0.5,1.75,0.5,0.750087069225557,0.25
matching_018,quadratic_matching,comb_p1,comb,0.75,0.7500000261915313,5.2383062554284265e-08,0.5,2.0,0.5,0.7500757973792117,0.25
matching_018,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7500132706157892,0.0
matching_018,quadratic_matching,comb_p3,comb,0.75,0.75,6.409875621278546e-17,0.75,3.0,0.5,0.750013270615789,0.0
matching_018,quadratic_matching,mixed_p0,mixed,0.5,0.5625,0.125,0.25,1.25,0.25,0.5,0.25
matching_018,quadratic_matching,mixed_p1,mixed,0.5,0.625,0.14433756729740643,0.25,1.5,0.25,0.5000000455439104,0.25
matching_018,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_018,quadratic_matching,mixed_p3,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_019,quadratic_matching,balanced_p0,balanced,0.5,0.5625,0.125,0.5,2.0,0.5,0.5,0.0
matching_019,quadratic_matching,balanced_p1,balanced,0.5,0.5625,0.125,0.5,2.0,0.5,0.5,0.0
matching_019,quadratic_matching,balanced_p2,balanced,0.4999999999999999,0.5625,0.125,0.5,2.0,0.5,0.5,-1.1102230246251565e-16
matching_019,quadratic_matching,balanced_p3,balanced,0.5,0.625,0.14433756729740643,0.5,2.0,0.5,0.5,0.0
matching_019,quadratic_matching,comb_p0,comb,0.75,0.7500522408741591,8.660905119504989e-05,0.5,2.0,0.5,0.7501377135991361,0.25
matching_019,quadratic_matching,comb_p1,comb,0.75,0.7500522408741591,8.660905119504989e-05,0.5,2.0,0.5,0.7501377135991361,0.25
matching_019,quadratic_matching,comb_p2,comb,0.75,0.7500073533448318,1.4285875853740477e-05,0.75,2.5,0.5,0.7502317947661319,0.0
matching_019,quadratic_matching,comb_p3,comb,0.75,0.75,1.2819751242557092e-16,0.5,2.25,0.5,0.7500374124273355,0.25
matching_019,quadratic_matching,mixed_p0,mixed,0.5,0.5625,0.125,0.25,1.5,0.25,0.5,0.25
matching_019,quadratic_matching,mixed_p1,mixed,0.5,0.5625,0.125,0.25,1.5,0.25,0.5,0.25
matching_019,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.25,0.5,0.75,0.0
matching_019,quadratic_matching,mixed_p3,mixed,0.4999999999999999,0.5625,0.125,0.5,1.5,0.5,0.4999999999999999,-1.1102230246251565e-16
matching_020,quadratic_matching,balanced_p0,balanced,0.5,0.5,0.0,0.5,2.0,0.5,0.5,0.0
matching_020,quadratic_matching,balanced_p1,balanced,0.5,0.5625,0.125,0.5,1.75,0.5,0.5,0.0
matching_020,quadratic_matching,balanced_p2,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_020,quadratic_matching,balanced_p3,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_020,quadratic_matching,comb_p0,comb,0.75,0.7500097953710978,1.9590742195491677e-05,0.5,2.0,0.5,0.7500650040042007,0.25
matching_020,quadratic_matching,comb_p1,comb,0.75,0.7500096473131095,1.9294626219011777e-05,0.5,1.75,0.5,0.7500949082888448,0.25
matching_020,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7500000057692083,0.0
matching_020,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7500000057692083,0.0
matching_020,quadratic_matching,mixed_p0,mixed,0.4999999999999999,0.5,6.409875621278546e-17,0.25,1.5,0.25,0.5,0.2499999999999999
matching_020,quadratic_matching,mixed_p1,mixed,0.5,0.5,0.0,0.25,1.25,0.25,0.5,0.25
matching_020,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_020,quadratic_matching,mixed_p3,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_021,quadratic_matching,balanced_p0,balanced,0.5,0.5625,0.125,0.5,1.75,0.5,0.5,0.0
matching_021,quadratic_matching,balanced_p1,balanced,0.5,0.5625,0.125,0.5,1.75,0.5,0.5,0.0
matching_021,quadratic_matching,balanced_p2,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_021,quadratic_matching,balanced_p3,balanced,0.4999999999999999,0.625,0.14433756729740646,0.5,1.75,0.5,0.5,-1.1102230246251565e-16
matching_021,quadratic_matching,comb_p0,comb,0.7500000000000064,0.7500000000198584,2.5865235673219275e-11,0.5,1.75,0.5,0.7661242390804524,0.25000000000000644
matching_021,quadratic_matching,comb_p1,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7543800441348711,0.25
matching_021,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.8414253633431662,0.0
matching_021,quadratic_matching,comb_p3,comb,0.7500000000020866,0.7500000126463812,2.318350000022695e-08,0.75,2.5,0.5,0.763064176389455,2.0865531524805192e-12
matching_021,quadratic_matching,mixed_p0,mixed,0.2499999999999999,0.24999999999999997,5.777783805466598e-17,0.25,1.0,0.25,0.25,-1.1102230246251565e-16
matching_021,quadratic_matching,mixed_p1,mixed,0.5,0.5,0.0,0.5,1.75,0.5,0.5,0.0
matching_021,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_021,quadratic_matching,mixed_p3,mixed,0.75,0.75,0.0,0.75,2.25,0.5,0.7500000000000231,0.0
matching_022,quadratic_matching,balanced_p0,balanced,0.5,0.5625,0.125,0.5,2.0,0.5,0.5,0.0
matching_022,quadratic_matching,balanced_p1,balanced,0.4999999999999999,0.5625,0.12500000000000003,0.5,1.75,0.5,0.4999999999999999,-1.1102230246251565e-16
matching_022,quadratic_matching,balanced_p2,balanced,0.5,0.625,0.14433756729740643,0.5,1.75,0.5,0.5000000000000002,0.0
matching_022,quadratic_matching,balanced_p3,balanced,0.5,0.5625,0.125,0.5,2.0,0.5,0.5,0.0
matching_022,quadratic_matching,comb_p0,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7500000007677798,0.25
matching_022,quadratic_matching,comb_p1,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7500000007677798,0.25
matching_022,quadratic_matching,comb_p2,comb,0.75,0.7500336993403462,6.739868069249866e-05,0.75,2.5,0.5,0.7500000000026878,0.0
matching_022,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.5,2.0,0.5,0.7500000000000173,0.25
matching_022,quadratic_matching,mixed_p0,mixed,0.5,0.5625,0.125,0.5,1.75,0.5,0.5,0.0
matching_022,quadratic_matching,mixed_p1,mixed,0.5,0.625,0.14433756729740643,0.5,1.75,0.5,0.5,0.0
matching_022,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.25,0.5,0.7500000000000001,0.0
matching_022,quadratic_matching,mixed_p3,mixed,0.25,0.25,0.0,0.25,1.0,0.25,0.25,0.0
matching_023,quadratic_matching,balanced_p0,balanced,0.5,0.5625,0.12499999999999999,0.5,2.0,0.5,0.5,0.0
matching_023,quadratic_matching,balanced_p1,balanced,0.25,0.25,0.0,0.25,0.5,0.25,0.25,0.0
matching_023,quadratic_matching,balanced_p2,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_023,quadratic_matching,balanced_p3,balanced,0.5,0.5,0.0,0.5,2.0,0.5,0.5000000000124457,0.0
matching_023,quadratic_matching,comb_p0,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7500000003708951,0.25
matching_023,quadratic_matching,comb_p1,comb,0.75,0.75,0.0,0.4999999999999999,1.25,0.25,0.7500000013327484,0.2500000000000001
matching_023,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7500000003910399,0.0
matching_023,quadratic_matching,comb_p3,comb,0.75,0.7500000379996252,7.59992504576849e-08,0.75,2.5,0.5,0.7500000011653596,0.0
matching_023,quadratic_matching,mixed_p0,mixed,0.5,0.5,0.0,0.5,1.75,0.5,0.5,0.0
matching_023,quadratic_matching,mixed_p1,mixed,0.5,0.5,0.0,0.25,1.25,0.25,0.5,0.25
matching_023,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.7500017842559301,0.0
matching_023,quadratic_matching,mixed_p3,mixed,0.75,0.75,0.0,0.75,2.25,0.5,0.7500000000063842,0.0
matching_024,quadratic_matching,balanced_p0,balanced,0.5,0.5625,0.125,0.5,2.0,0.5,0.5,0.0
matching_024,quadratic_matching,balanced_p1,balanced,0.5,0.5625,0.125,0.5,2.0,0.5,0.5,0.0
matching_024,quadratic_matching,balanced_p2,balanced,0.5,0.5,0.0,0.5,1.75,0.5,0.5,0.0
matching_024,quadratic_matching,balanced_p3,balanced,0.5,0.5625,0.125,0.5,1.75,0.5,0.5000000000053499,0.0
matching_024,quadratic_matching,comb_p0,comb,0.75,0.75,0.0,0.5,2.0,0.5,0.7531570678380899,0.25
matching_024,quadratic_matching,comb_p1,comb,0.75,0.75,0.0,0.5,2.0,0.5,0.7531570678380897,0.25
matching_024,quadratic_matching,comb_p2,comb,0.7499999999999999,0.750019793759078,3.95870636742336e-05,0.75,2.25,0.5,0.7505666255912836,-1.1102230246251565e-16
matching_024,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.75,2.75,0.5,0.7501010301545966,0.0
matching_024,quadratic_matching,mixed_p0,mixed,0.25,0.25,0.0,0.25,1.25,0.25,0.25,0.0
matching_024,quadratic_matching,mixed_p1,mixed,0.25,0.25,0.0,0.25,1.25,0.25,0.25,0.0
matching_024,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.0,0.5,0.75,0.0
matching_024,quadratic_matching,mixed_p3,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_025,quadratic_matching,balanced_p0,balanced,0.5,0.625,0.14433756729740643,0.5,2.0,0.5,0.5,0.0
matching_025,quadratic_matching,balanced_p1,balanced,0.4999999999999999,0.5,5.551115123125783e-17,0.5,2.0,0.5,0.5,-1.1102230246251565e-16
matching_025,quadratic_matching,balanced_p2,balanced,0.5,0.5,0.0,0.5,1.5,0.5,0.5000031172501609,0.0
matching_025,quadratic_matching,balanced_p3,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_025,quadratic_matching,comb_p0,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7500000109633647,0.25
matching_025,quadratic_matching,comb_p1,comb,0.7499999999999999,0.75,0.0,0.5,2.0,0.5,0.7500301370128843,0.2499999999999999
matching_025,quadratic_matching,comb_p2,comb,0.75,0.75,6.409875621278546e-17,0.75,2.25,0.5,0.7500005544346122,0.0
matching_025,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7500000114056613,0.0
matching_025,quadratic_matching,mixed_p0,mixed,0.5,0.5,0.0,0.5,1.75,0.5,0.5,0.0
matching_025,quadratic_matching,mixed_p1,mixed,0.25,0.25,0.0,0.25,1.25,0.25,0.25,0.0
matching_025,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.0,0.5,0.75,0.0
matching_025,quadratic_matching,mixed_p3,mixed,0.75,0.75,0.0,0.75,2.25,0.5,0.75,0.0
matching_026,quadratic_matching,balanced_p0,balanced,0.5,0.5625,0.12499999999999999,0.5,1.75,0.5,0.5,0.0
matching_026,quadratic_matching,balanced_p1,balanced,0.5,0.5625,0.12499999999999999,0.5,1.75,0.5,0.5,0.0
matching_026,quadratic_matching,balanced_p2,balanced,0.5,0.5625,0.12499999999999999,0.5,1.75,0.5,0.5,0.0
matching_026,quadratic_matching,balanced_p3,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_026,quadratic_matching,comb_p0,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7500008154010589,0.25
matching_026,quadratic_matching,comb_p1,comb,0.75,0.7500494822223474,9.896444469459057e-05,0.5,1.75,0.5,0.7500076113557783,0.25
matching_026,quadratic_matching,comb_p2,comb,0.75,0.7500494822223474,9.896444469459057e-05,0.5,1.75,0.5,0.7500076113557783,0.25
matching_026,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7500043093681563,0.0
matching_026,quadratic_matching,mixed_p0,mixed,0.4999999994412067,0.4999999998603017,2.793966447089962e-10,0.5,1.75,0.5,0.5,-5.587932894179914e-10
matching_026,quadratic_matching,mixed_p1,mixed,0.25,0.25,0.0,0.25,1.0,0.25,0.25,0.0
matching_026,quadratic_matching,mixed_p2,mixed,0.4999999999999999,0.49999999999999994,6.409875621278546e-17,0.25,1.25,0.25,0.4999999999999999,0.2499999999999999
matching_026,quadratic_matching,mixed_p3,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_027,quadratic_matching,balanced_p0,balanced,0.5,0.5625,0.12499999999999999,0.5,2.0,0.5,0.5,0.0
matching_027,quadratic_matching,balanced_p1,balanced,0.5,0.5625,0.12499999999999999,0.5,2.0,0.5,0.5,0.0
matching_027,quadratic_matching,balanced_p2,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_027,quadratic_matching,balanced_p3,balanced,0.5,0.5,0.0,0.5,1.5,0.5,0.5000007363595467,0.0
matching_027,quadratic_matching,comb_p0,comb,0.75,0.75,0.0,0.5,2.0,0.5,0.7500000074844795,0.25
matching_027,quadratic_matching,comb_p1,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7501502249694418,0.25
matching_027,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7639100543066762,0.0
matching_027,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.75,2.75,0.5,0.7763003014669301,0.0
matching_027,quadratic_matching,mixed_p0,mixed,0.25,0.25,0.0,0.25,1.25,0.25,0.25,0.0
matching_027,quadratic_matching,mixed_p1,mixed,0.5,0.5,0.0,0.5,1.75,0.5,0.5,0.0
matching_027,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_027,quadratic_matching,mixed_p3,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.7500000000969409,0.0
matching_028,quadratic_matching,balanced_p0,balanced,0.5,0.5625,0.12499999999999999,0.5,2.0,0.5,0.5,0.0
matching_028,quadratic_matching,balanced_p1,balanced,0.5,0.5,0.0,0.25,1.0,0.25,0.5,0.25
matching_028,quadratic_matching,balanced_p2,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_028,quadratic_matching,balanced_p3,balanced,0.5,0.5,0.0,0.5,1.75,0.5,0.5,0.0
matching_028,quadratic_matching,comb_p0,comb,0.7499999999999999,0.75,0.0,0.5,2.25,0.5,0.7500174230206909,0.2499999999999999
matching_028,quadratic_matching,comb_p1,comb,0.75,0.7500009389936679,1.8778556921029332e-06,0.4999999999999999,1.5,0.25,0.7500110979745109,0.2500000000000001
matching_028,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7501331232723019,0.0
matching_028,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.75,2.75,0.5,0.7503545879057236,0.0
matching_028,quadratic_matching,mixed_p0,mixed,0.5,0.5,0.0,0.5,1.75,0.5,0.5,0.0
matching_028,quadratic_matching,mixed_p1,mixed,0.4999999999999999,0.49999999999999994,6.409875621278546e-17,0.25,1.5,0.25,0.5000000000008065,0.2499999999999999
matching_028,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_028,quadratic_matching,mixed_p3,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_029,quadratic_matching,balanced_p0,balanced,0.5,0.625,0.14433756729740643,0.5,1.75,0.5,0.5000000166460308,0.0
matching_029,quadratic_matching,balanced_p1,balanced,0.5,0.5,0.0,0.5,2.0,0.5,0.5,0.0
matching_029,quadratic_matching,balanced_p2,balanced,0.5,0.5625,0.12499999999999999,0.5,2.0,0.5,0.5,0.0
matching_029,quadratic_matching,balanced_p3,balanced,0.5,0.625,0.14433756729740643,0.5,1.75,0.5,0.5000000005291654,0.0
matching_029,quadratic_matching,comb_p0,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7500000018899999,0.25
matching_029,quadratic_matching,comb_p1,comb,0.75,0.75,6.409875621278546e-17,0.5,2.25,0.5,0.7500000018899999,0.25
matching_029,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.5,2.0,0.5,0.750000097263698,0.25
matching_029,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7500001035233129,0.25
matching_029,quadratic_matching,mixed_p0,mixed,0.5,0.5625,0.12499999999999999,0.5,1.75,0.5,0.5,0.0
matching_029,quadratic_matching,mixed_p1,mixed,0.5,0.5625,0.12499999999999999,0.5,1.75,0.5,0.5,0.0
matching_029,quadratic_matching,mixed_p2,mixed,0.5,0.5625,0.12499999999999999,0.25,1.5,0.25,0.5,0.25
matching_029,quadratic_matching,mixed_p3,mixed,0.4999999999999999,0.5625,0.125,0.5,1.5,0.5,0.5000000000000202,-1.1102230246251565e-16
matching_030,quadratic_matching,balanced_p0,balanced,0.2499999999999999,0.24999999999999997,5.314788097156787e-17,0.25,0.5,0.25,0.2499999999999999,-1.1102230246251565e-16
matching_030,quadratic_matching,balanced_p1,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_030,quadratic_matching,balanced_p2,balanced,0.5,0.5,0.0,0.5,2.0,0.5,0.5,0.0
matching_030,quadratic_matching,balanced_p3,balanced,0.5,0.5625,0.125,0.5,2.0,0.5,0.5,0.0
matching_030,quadratic_matching,comb_p0,comb,0.75,0.7500045871058445,9.174211689129871e-06,0.4999999999999999,1.25,0.25,0.7500182337097612,0.2500000000000001
matching_030,quadratic_matching,comb_p1,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7500029499081123,0.0
matching_030,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7500001937273304,0.25
matching_030,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.5,2.0,0.5,0.7500209248939675,0.25
matching_030,quadratic_matching,mixed_p0,mixed,0.5,0.5,0.0,0.25,1.0,0.25,0.5,0.25
matching_030,quadratic_matching,mixed_p1,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_030,quadratic_matching,mixed_p2,mixed,0.5,0.5625,0.125,0.5,1.75,0.5,0.5,0.0
matching_030,quadratic_matching,mixed_p3,mixed,0.5,0.5,0.0,0.25,1.5,0.25,0.5000000011782996,0.25
matching_031,quadratic_matching,balanced_p0,balanced,0.5,0.5,0.0,0.25,1.0,0.25,0.5,0.25
matching_031,quadratic_matching,balanced_p1,balanced,0.4999999999999999,0.5,6.409875621278546e-17,0.5,2.0,0.5,0.5,-1.1102230246251565e-16
matching_031,quadratic_matching,balanced_p2,balanced,0.5,0.5,0.0,0.5,2.0,0.5,0.5,0.0
matching_031,quadratic_matching,balanced_p3,balanced,0.5,0.5,0.0,0.25,1.0,0.25,0.5,0.25
matching_031,quadratic_matching,comb_p0,comb,0.75,0.7500000000127005,2.5331676106347958e-11,0.4999999999999999,1.5,0.25,0.7500001701326484,0.2500000000000001
matching_031,quadratic_matching,comb_p1,comb,0.75,0.7500019554049663,2.3671812978261356e-06,0.75,2.5,0.5,0.75000004423681,0.0
matching_031,quadratic_matching,comb_p2,comb,0.75,0.75,6.409875621278546e-17,0.75,2.75,0.5,0.7500004165516105,0.0
matching_031,quadratic_matching,comb_p3,comb,0.75,0.7500000000127005,2.533172241615138e-11,0.4999999999999999,1.5,0.25,0.7500001701326484,0.2500000000000001
matching_031,quadratic_matching,mixed_p0,mixed,0.5,0.5,0.0,0.25,1.25,0.25,0.500000003799856,0.25
matching_031,quadratic_matching,mixed_p1,mixed,0.75,0.75,0.0,0.75,2.25,0.5,0.75,0.0
matching_031,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_031,quadratic_matching,mixed_p3,mixed,0.5,0.5,0.0,0.25,1.5,0.25,0.5,0.25
matching_032,quadratic_matching,balanced_p0,balanced,0.4999999999999999,0.5,6.409875621278546e-17,0.25,1.0,0.25,0.5,0.2499999999999999
matching_032,quadratic_matching,balanced_p1,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_032,quadratic_matching,balanced_p2,balanced,0.4999999999999999,0.5,6.409875621278546e-17,0.5,1.75,0.5,0.5,-1.1102230246251565e-16
matching_032,quadratic_matching,balanced_p3,balanced,0.5,0.5,0.0,0.5,2.0,0.5,0.5,0.0
matching_032,quadratic_matching,comb_p0,comb,0.75,0.7500016879679203,3.3735937026550326e-06,0.4999999999999999,1.5,0.25,0.7500000476066568,0.2500000000000001
matching_032,quadratic_matching,comb_p1,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7500002504395826,0.0
matching_032,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.75,2.75,0.5,0.7500000568659235,0.0
matching_032,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.5,2.0,0.5,0.7500000001262985,0.25
matching_032,quadratic_matching,mixed_p0,mixed,0.4999999999999999,0.49999999999999994,6.409875621278546e-17,0.25,1.25,0.25,0.5,0.2499999999999999
matching_032,quadratic_matching,mixed_p1,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_032,quadratic_matching,mixed_p2,mixed,0.75,0.75,6.409875621278546e-17,0.75,2.5,0.5,0.75,0.0
matching_032,quadratic_matching,mixed_p3,mixed,0.25,0.25,0.0,0.25,1.25,0.25,0.25,0.0
matching_033,quadratic_matching,balanced_p0,balanced,0.5,0.5625,0.12499999999999999,0.5,1.75,0.5,0.5000000000131548,0.0
matching_033,quadratic_matching,balanced_p1,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_033,quadratic_matching,balanced_p2,balanced,0.75,0.75,6.409875621278546e-17,0.75,2.5,0.5,0.75,0.0
matching_033,quadratic_matching,balanced_p3,balanced,0.5,0.625,0.14433756729740643,0.5,1.75,0.5,0.5000000000000111,0.0
matching_033,quadratic_matching,comb_p0,comb,0.75,0.7500000001179601,2.359202771411932e-10,0.75,2.25,0.5,0.7505062372688484,0.0
matching_033,quadratic_matching,comb_p1,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7500594581779234,0.0
matching_033,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7500594581779234,0.0
matching_033,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.5,1.75,0.5,0.7500002281821172,0.25
matching_033,quadratic_matching,mixed_p0,mixed,0.75,0.75,0.0,0.75,2.0,0.5,0.75,0.0
matching_033,quadratic_matching,mixed_p1,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_033,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_033,quadratic_matching,mixed_p3,mixed,0.5,0.625,0.14433756729740643,0.25,1.25,0.25,0.5,0.25
matching_034,quadratic_matching,balanced_p0,balanced,0.4999999999999999,0.5625,0.125,0.5,2.0,0.5,0.5,-1.1102230246251565e-16
matching_034,quadratic_matching,balanced_p1,balanced,0.5,0.5625,0.125,0.5,1.75,0.5,0.5,0.0
matching_034,quadratic_matching,balanced_p2,balanced,0.5,0.5625,0.125,0.5,2.0,0.5,0.5,0.0
matching_034,quadratic_matching,balanced_p3,balanced,0.5,0.5625,0.125,0.5,2.0,0.5,0.4999999999999999,0.0
matching_034,quadratic_matching,comb_p0,comb,0.75,0.7500000124786166,2.4957233104213234e-08,0.75,2.5,0.5,0.7506471768468872,0.0
matching_034,quadratic_matching,comb_p1,comb,0.75,0.7500022709658836,4.473849692124809e-06,0.75,2.5,0.5,0.7565183348432617,0.0
matching_034,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.75,2.75,0.5,0.7500835157806913,0.0
matching_034,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7536885458314833,0.25
matching_034,quadratic_matching,mixed_p0,mixed,0.75,0.75,0.0,0.75,2.25,0.5,0.75,0.0
matching_034,quadratic_matching,mixed_p1,mixed,0.75,0.75,0.0,0.75,2.25,0.5,0.75,0.0
matching_034,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_034,quadratic_matching,mixed_p3,mixed,0.5,0.5625,0.125,0.5,1.75,0.5,0.4999999999999999,0.0
matching_035,quadratic_matching,balanced_p0,balanced,0.5,0.5625,0.12499999999999994,0.5,2.0,0.5,0.5,0.0
matching_035,quadratic_matching,balanced_p1,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_035,quadratic_matching,balanced_p2,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_035,quadratic_matching,balanced_p3,balanced,0.5,0.5625,0.125,0.5,2.0,0.5,0.5,0.0
matching_035,quadratic_matching,comb_p0,comb,0.75,0.7500042274545847,8.454909169453018e-06,0.75,2.5,0.5,0.750002871227265,0.0
matching_035,quadratic_matching,comb_p1,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.75002543180935,0.0
matching_035,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.75002543180935,0.0
matching_035,quadratic_matching,comb_p3,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7500081493857638,0.25
matching_035,quadratic_matching,mixed_p0,mixed,0.75,0.75,0.0,0.75,2.25,0.5,0.75,0.0
matching_035,quadratic_matching,mixed_p1,mixed,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_035,quadratic_matching,mixed_p2,mixed,0.75,0.75,0.0,0.75,2.25,0.5,0.75,0.0
matching_035,quadratic_matching,mixed_p3,mixed,0.5,0.5625,0.125,0.5,1.75,0.5,0.5,0.0
matching_036,quadratic_matching,balanced_p0,balanced,0.5,0.625,0.14433756729740643,0.5,1.75,0.5,0.5000000000000133,0.0
matching_036,quadratic_matching,balanced_p1,balanced,0.5,0.5,0.0,0.5,1.75,0.5,0.5,0.0
matching_036,quadratic_matching,balanced_p2,balanced,0.75,0.75,0.0,0.75,2.5,0.5,0.75,0.0
matching_036,quadratic_matching,balanced_p3,balanced,0.5,0.5625,0.12499999999999999,0.5,2.0,0.5,0.5,0.0
matching_036,quadratic_matching,comb_p0,comb,0.75,0.7500002307214639,4.437907757425516e-07,0.75,2.25,0.5,0.7641827005854789,0.0
matching_036,quadratic_matching,comb_p1,comb,0.75,0.75,0.0,0.5,2.25,0.5,0.7500000431130212,0.25
matching_036,quadratic_matching,comb_p2,comb,0.75,0.75,0.0,0.75,3.0,0.5,0.7757271367974946,0.0
matching_036,quadratic_matching,comb_p3,comb,0.7499999999999999,0.7500166896306697,2.5251519846505916e-05,0.5,2.0,0.5,0.7500184216920407,0.2499999999999999
matching_036,quadratic_matching,mixed_p0,mixed,0.75,0.75,0.0,0.75,2.0,0.5,0.75,0.0
