task_id,family,policy,candidate_id,normalized_mse,regret
matching_047,quadratic_matching,uniform_random_expectation,average,0.6041666666666666,0.10416666666666674
matching_048,quadratic_matching,centered_cut_bound,mixed_p2,0.5,1.1102230246251565e-16
matching_048,quadratic_matching,centered_cut_sum,mixed_p2,0.5,1.1102230246251565e-16
matching_048,quadratic_matching,full_cut_bound,mixed_p2,0.5,1.1102230246251565e-16
matching_048,quadratic_matching,two_sweep_pilot,mixed_p1,0.4999999999999999,0.0
matching_048,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,1.1102230246251565e-16
matching_048,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,1.1102230246251565e-16
matching_048,quadratic_matching,uniform_random_expectation,average,0.625,0.1250000000000001
matching_049,quadratic_matching,centered_cut_bound,balanced_p1,0.25,0.0
matching_049,quadratic_matching,centered_cut_sum,balanced_p1,0.25,0.0
matching_049,quadratic_matching,full_cut_bound,balanced_p1,0.25,0.0
matching_049,quadratic_matching,two_sweep_pilot,balanced_p1,0.25,0.0
matching_049,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.25
matching_049,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_049,quadratic_matching,uniform_random_expectation,average,0.6041666666666666,0.35416666666666663
matching_050,quadratic_matching,centered_cut_bound,mixed_p2,0.25,0.0
matching_050,quadratic_matching,centered_cut_sum,mixed_p2,0.25,0.0
matching_050,quadratic_matching,full_cut_bound,mixed_p2,0.25,0.0
matching_050,quadratic_matching,two_sweep_pilot,mixed_p2,0.25,0.0
matching_050,quadratic_matching,fixed_balanced_p0,balanced_p0,0.4999999999999999,0.2499999999999999
matching_050,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_050,quadratic_matching,uniform_random_expectation,average,0.6041666666666666,0.35416666666666663
matching_051,quadratic_matching,centered_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_051,quadratic_matching,centered_cut_sum,balanced_p0,0.5,1.1102230246251565e-16
matching_051,quadratic_matching,full_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_051,quadratic_matching,two_sweep_pilot,mixed_p1,0.4999999999999999,0.0
matching_051,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,1.1102230246251565e-16
matching_051,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,1.1102230246251565e-16
matching_051,quadratic_matching,uniform_random_expectation,average,0.625,0.1250000000000001
matching_052,quadratic_matching,centered_cut_bound,balanced_p1,3.24841629941491e-31,0.0
matching_052,quadratic_matching,centered_cut_sum,balanced_p1,3.24841629941491e-31,0.0
matching_052,quadratic_matching,full_cut_bound,balanced_p1,3.24841629941491e-31,0.0
matching_052,quadratic_matching,two_sweep_pilot,balanced_p1,3.24841629941491e-31,0.0
matching_052,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.75
matching_052,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.5
matching_052,quadratic_matching,uniform_random_expectation,average,0.6041666666666666,0.6041666666666666
matching_053,quadratic_matching,centered_cut_bound,balanced_p3,0.5,0.25
matching_053,quadratic_matching,centered_cut_sum,balanced_p3,0.5,0.25
matching_053,quadratic_matching,full_cut_bound,balanced_p3,0.5,0.25
matching_053,quadratic_matching,two_sweep_pilot,mixed_p2,0.25,0.0
matching_053,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.5
matching_053,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_053,quadratic_matching,uniform_random_expectation,average,0.6041666666666666,0.35416666666666663
matching_054,quadratic_matching,centered_cut_bound,balanced_p2,0.2499999999999999,0.0
matching_054,quadratic_matching,centered_cut_sum,balanced_p2,0.2499999999999999,0.0
matching_054,quadratic_matching,full_cut_bound,balanced_p2,0.2499999999999999,0.0
matching_054,quadratic_matching,two_sweep_pilot,balanced_p2,0.2499999999999999,0.0
matching_054,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.2500000000000001
matching_054,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.2499999999999999,0.0
matching_054,quadratic_matching,uniform_random_expectation,average,0.5833333333333334,0.3333333333333335
matching_055,quadratic_matching,centered_cut_bound,mixed_p1,0.25,0.0
matching_055,quadratic_matching,centered_cut_sum,mixed_p1,0.25,0.0
matching_055,quadratic_matching,full_cut_bound,mixed_p1,0.25,0.0
matching_055,quadratic_matching,two_sweep_pilot,mixed_p1,0.25,0.0
matching_055,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.5
matching_055,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_055,quadratic_matching,uniform_random_expectation,average,0.625,0.375
matching_056,quadratic_matching,centered_cut_bound,mixed_p1,0.25,0.0
matching_056,quadratic_matching,centered_cut_sum,mixed_p2,0.25,0.0
matching_056,quadratic_matching,full_cut_bound,mixed_p1,0.25,0.0
matching_056,quadratic_matching,two_sweep_pilot,mixed_p1,0.25,0.0
matching_056,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.5
matching_056,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_056,quadratic_matching,uniform_random_expectation,average,0.6041666666666666,0.35416666666666663
matching_057,quadratic_matching,centered_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_057,quadratic_matching,centered_cut_sum,mixed_p2,0.4999999999999999,0.0
matching_057,quadratic_matching,full_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_057,quadratic_matching,two_sweep_pilot,balanced_p0,0.5,1.1102230246251565e-16
matching_057,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,1.1102230246251565e-16
matching_057,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.4999999999999999,0.0
matching_057,quadratic_matching,uniform_random_expectation,average,0.625,0.1250000000000001
matching_058,quadratic_matching,centered_cut_bound,balanced_p3,0.25,0.0
matching_058,quadratic_matching,centered_cut_sum,balanced_p3,0.25,0.0
matching_058,quadratic_matching,full_cut_bound,balanced_p3,0.25,0.0
matching_058,quadratic_matching,two_sweep_pilot,balanced_p3,0.25,0.0
matching_058,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.5
matching_058,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_058,quadratic_matching,uniform_random_expectation,average,0.6041666666666666,0.35416666666666663
matching_059,quadratic_matching,centered_cut_bound,balanced_p1,0.25,0.0
matching_059,quadratic_matching,centered_cut_sum,balanced_p1,0.25,0.0
matching_059,quadratic_matching,full_cut_bound,balanced_p1,0.25,0.0
matching_059,quadratic_matching,two_sweep_pilot,balanced_p1,0.25,0.0
matching_059,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.5
matching_059,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_059,quadratic_matching,uniform_random_expectation,average,0.625,0.375
matching_060,quadratic_matching,centered_cut_bound,mixed_p0,0.25,0.0
matching_060,quadratic_matching,centered_cut_sum,mixed_p0,0.25,0.0
matching_060,quadratic_matching,full_cut_bound,mixed_p0,0.25,0.0
matching_060,quadratic_matching,two_sweep_pilot,mixed_p0,0.25,0.0
matching_060,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.25
matching_060,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_060,quadratic_matching,uniform_random_expectation,average,0.625,0.375
matching_061,quadratic_matching,centered_cut_bound,balanced_p2,0.25,0.0
matching_061,quadratic_matching,centered_cut_sum,balanced_p2,0.25,0.0
matching_061,quadratic_matching,full_cut_bound,balanced_p2,0.25,0.0
matching_061,quadratic_matching,two_sweep_pilot,balanced_p2,0.25,0.0
matching_061,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.25
matching_061,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.25,0.0
matching_061,quadratic_matching,uniform_random_expectation,average,0.5833333333333334,0.33333333333333337
matching_062,quadratic_matching,centered_cut_bound,balanced_p0,0.5,0.0
matching_062,quadratic_matching,centered_cut_sum,mixed_p0,0.5,0.0
matching_062,quadratic_matching,full_cut_bound,balanced_p0,0.5,0.0
matching_062,quadratic_matching,two_sweep_pilot,mixed_p2,0.5,0.0
matching_062,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.0
matching_062,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.0
matching_062,quadratic_matching,uniform_random_expectation,average,0.625,0.125
matching_063,quadratic_matching,centered_cut_bound,mixed_p2,0.5,0.0
matching_063,quadratic_matching,centered_cut_sum,comb_p2,0.75,0.25
matching_063,quadratic_matching,full_cut_bound,mixed_p2,0.5,0.0
matching_063,quadratic_matching,two_sweep_pilot,balanced_p1,0.5,0.0
matching_063,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.0
matching_063,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.0
matching_063,quadratic_matching,uniform_random_expectation,average,0.6458333333333334,0.14583333333333337
matching_064,quadratic_matching,centered_cut_bound,balanced_p2,0.2499999999999999,0.0
matching_064,quadratic_matching,centered_cut_sum,balanced_p2,0.2499999999999999,0.0
matching_064,quadratic_matching,full_cut_bound,balanced_p2,0.2499999999999999,0.0
matching_064,quadratic_matching,two_sweep_pilot,balanced_p2,0.2499999999999999,0.0
matching_064,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.2500000000000001
matching_064,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.2499999999999999,0.0
matching_064,quadratic_matching,uniform_random_expectation,average,0.6458333333333334,0.3958333333333335
matching_065,quadratic_matching,centered_cut_bound,mixed_p2,0.25,0.0
matching_065,quadratic_matching,centered_cut_sum,mixed_p2,0.25,0.0
matching_065,quadratic_matching,full_cut_bound,mixed_p2,0.25,0.0
matching_065,quadratic_matching,two_sweep_pilot,mixed_p2,0.25,0.0
matching_065,quadratic_matching,fixed_balanced_p0,balanced_p0,0.4999999999999999,0.2499999999999999
matching_065,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_065,quadratic_matching,uniform_random_expectation,average,0.625,0.375
matching_066,quadratic_matching,centered_cut_bound,balanced_p0,0.5,0.0
matching_066,quadratic_matching,centered_cut_sum,balanced_p0,0.5,0.0
matching_066,quadratic_matching,full_cut_bound,balanced_p0,0.5,0.0
matching_066,quadratic_matching,two_sweep_pilot,mixed_p2,0.5,0.0
matching_066,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.0
matching_066,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.0
matching_066,quadratic_matching,uniform_random_expectation,average,0.6875,0.1875
matching_067,quadratic_matching,centered_cut_bound,balanced_p1,0.5,1.1102230246251565e-16
matching_067,quadratic_matching,centered_cut_sum,balanced_p1,0.5,1.1102230246251565e-16
matching_067,quadratic_matching,full_cut_bound,balanced_p0,0.75,0.2500000000000001
matching_067,quadratic_matching,two_sweep_pilot,mixed_p2,0.4999999999999999,0.0
matching_067,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.2500000000000001
matching_067,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,1.1102230246251565e-16
matching_067,quadratic_matching,uniform_random_expectation,average,0.6875,0.1875000000000001
matching_068,quadratic_matching,centered_cut_bound,mixed_p2,0.25,0.0
matching_068,quadratic_matching,centered_cut_sum,mixed_p2,0.25,0.0
matching_068,quadratic_matching,full_cut_bound,mixed_p2,0.25,0.0
matching_068,quadratic_matching,two_sweep_pilot,mixed_p2,0.25,0.0
matching_068,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.5
matching_068,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_068,quadratic_matching,uniform_random_expectation,average,0.6458333333333334,0.39583333333333337
matching_069,quadratic_matching,centered_cut_bound,balanced_p2,4.3359752511971625e-31,0.0
matching_069,quadratic_matching,centered_cut_sum,balanced_p2,4.3359752511971625e-31,0.0
matching_069,quadratic_matching,full_cut_bound,balanced_p2,4.3359752511971625e-31,0.0
matching_069,quadratic_matching,two_sweep_pilot,balanced_p2,4.3359752511971625e-31,0.0
matching_069,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.5
matching_069,quadratic_matching,best_fixed_in_hindsight,balanced_p2,4.3359752511971625e-31,0.0
matching_069,quadratic_matching,uniform_random_expectation,average,0.6458333333333334,0.6458333333333334
matching_070,quadratic_matching,centered_cut_bound,mixed_p1,0.25,0.0
matching_070,quadratic_matching,centered_cut_sum,mixed_p1,0.25,0.0
matching_070,quadratic_matching,full_cut_bound,mixed_p1,0.25,0.0
matching_070,quadratic_matching,two_sweep_pilot,mixed_p1,0.25,0.0
matching_070,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.5
matching_070,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_070,quadratic_matching,uniform_random_expectation,average,0.6458333333333334,0.39583333333333337
matching_071,quadratic_matching,centered_cut_bound,mixed_p2,0.25,0.0
matching_071,quadratic_matching,centered_cut_sum,mixed_p2,0.25,0.0
matching_071,quadratic_matching,full_cut_bound,mixed_p2,0.25,0.0
matching_071,quadratic_matching,two_sweep_pilot,mixed_p2,0.25,0.0
matching_071,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.5
matching_071,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_071,quadratic_matching,uniform_random_expectation,average,0.6666666666666666,0.41666666666666663
matching_072,quadratic_matching,centered_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_072,quadratic_matching,centered_cut_sum,balanced_p2,0.4999999999999999,0.0
matching_072,quadratic_matching,full_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_072,quadratic_matching,two_sweep_pilot,balanced_p0,0.5,1.1102230246251565e-16
matching_072,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,1.1102230246251565e-16
matching_072,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.4999999999999999,0.0
matching_072,quadratic_matching,uniform_random_expectation,average,0.6458333333333334,0.14583333333333348
matching_073,quadratic_matching,centered_cut_bound,mixed_p2,0.5,0.0
matching_073,quadratic_matching,centered_cut_sum,comb_p2,0.75,0.25
matching_073,quadratic_matching,full_cut_bound,mixed_p2,0.5,0.0
matching_073,quadratic_matching,two_sweep_pilot,mixed_p3,0.5,0.0
matching_073,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.25
matching_073,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.0
matching_073,quadratic_matching,uniform_random_expectation,average,0.625,0.125
matching_074,quadratic_matching,centered_cut_bound,balanced_p1,0.5,1.1102230246251565e-16
matching_074,quadratic_matching,centered_cut_sum,balanced_p3,0.5,1.1102230246251565e-16
matching_074,quadratic_matching,full_cut_bound,balanced_p0,0.75,0.2500000000000001
matching_074,quadratic_matching,two_sweep_pilot,mixed_p2,0.5,1.1102230246251565e-16
matching_074,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.2500000000000001
matching_074,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.4999999999999999,0.0
matching_074,quadratic_matching,uniform_random_expectation,average,0.6666666666666666,0.16666666666666674
matching_075,quadratic_matching,centered_cut_bound,balanced_p3,0.2499999999999999,0.0
matching_075,quadratic_matching,centered_cut_sum,balanced_p3,0.2499999999999999,0.0
matching_075,quadratic_matching,full_cut_bound,balanced_p3,0.2499999999999999,0.0
matching_075,quadratic_matching,two_sweep_pilot,balanced_p3,0.2499999999999999,0.0
matching_075,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.2500000000000001
matching_075,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.2500000000000001
matching_075,quadratic_matching,uniform_random_expectation,average,0.5833333333333334,0.3333333333333335
matching_076,quadratic_matching,centered_cut_bound,mixed_p3,0.25,0.0
matching_076,quadratic_matching,centered_cut_sum,mixed_p3,0.25,0.0
matching_076,quadratic_matching,full_cut_bound,mixed_p3,0.25,0.0
matching_076,quadratic_matching,two_sweep_pilot,mixed_p3,0.25,0.0
matching_076,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.25
matching_076,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_076,quadratic_matching,uniform_random_expectation,average,0.6041666666666666,0.35416666666666663
matching_077,quadratic_matching,centered_cut_bound,mixed_p3,0.5,1.1102230246251565e-16
matching_077,quadratic_matching,centered_cut_sum,comb_p3,0.7499999999999999,0.25
matching_077,quadratic_matching,full_cut_bound,mixed_p3,0.5,1.1102230246251565e-16
matching_077,quadratic_matching,two_sweep_pilot,balanced_p0,0.5,1.1102230246251565e-16
matching_077,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,1.1102230246251565e-16
matching_077,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,1.1102230246251565e-16
matching_077,quadratic_matching,uniform_random_expectation,average,0.6041666666666666,0.10416666666666674
matching_078,quadratic_matching,centered_cut_bound,balanced_p1,0.5,0.0
matching_078,quadratic_matching,centered_cut_sum,balanced_p1,0.5,0.0
matching_078,quadratic_matching,full_cut_bound,balanced_p1,0.5,0.0
matching_078,quadratic_matching,two_sweep_pilot,balanced_p1,0.5,0.0
matching_078,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.0
matching_078,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.0
matching_078,quadratic_matching,uniform_random_expectation,average,0.625,0.125
matching_079,quadratic_matching,centered_cut_bound,mixed_p3,0.25,0.0
matching_079,quadratic_matching,centered_cut_sum,mixed_p3,0.25,0.0
matching_079,quadratic_matching,full_cut_bound,mixed_p3,0.25,0.0
matching_079,quadratic_matching,two_sweep_pilot,mixed_p3,0.25,0.0
matching_079,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.25
matching_079,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_079,quadratic_matching,uniform_random_expectation,average,0.625,0.375
matching_080,quadratic_matching,centered_cut_bound,mixed_p2,0.25,0.0
matching_080,quadratic_matching,centered_cut_sum,mixed_p2,0.25,0.0
matching_080,quadratic_matching,full_cut_bound,mixed_p2,0.25,0.0
matching_080,quadratic_matching,two_sweep_pilot,mixed_p2,0.25,0.0
matching_080,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.25
matching_080,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_080,quadratic_matching,uniform_random_expectation,average,0.6041666666666666,0.35416666666666663
matching_081,quadratic_matching,centered_cut_bound,balanced_p0,0.75,0.2500000000000001
matching_081,quadratic_matching,centered_cut_sum,balanced_p0,0.75,0.2500000000000001
matching_081,quadratic_matching,full_cut_bound,balanced_p0,0.75,0.2500000000000001
matching_081,quadratic_matching,two_sweep_pilot,balanced_p2,0.5,1.1102230246251565e-16
matching_081,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.2500000000000001
matching_081,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,1.1102230246251565e-16
matching_081,quadratic_matching,uniform_random_expectation,average,0.6875,0.1875000000000001
matching_082,quadratic_matching,centered_cut_bound,mixed_p3,0.4999999999999999,0.0
matching_082,quadratic_matching,centered_cut_sum,comb_p3,0.75,0.2500000000000001
matching_082,quadratic_matching,full_cut_bound,mixed_p3,0.4999999999999999,0.0
matching_082,quadratic_matching,two_sweep_pilot,mixed_p3,0.4999999999999999,0.0
matching_082,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.2500000000000001
matching_082,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.75,0.2500000000000001
matching_082,quadratic_matching,uniform_random_expectation,average,0.6875,0.1875000000000001
matching_083,quadratic_matching,centered_cut_bound,balanced_p1,0.5,0.0
matching_083,quadratic_matching,centered_cut_sum,balanced_p3,0.5,0.0
matching_083,quadratic_matching,full_cut_bound,balanced_p0,0.75,0.25
matching_083,quadratic_matching,two_sweep_pilot,mixed_p3,0.5,0.0
matching_083,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.25
matching_083,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.75,0.25
matching_083,quadratic_matching,uniform_random_expectation,average,0.6875,0.1875
matching_084,quadratic_matching,centered_cut_bound,mixed_p3,0.25,0.0
matching_084,quadratic_matching,centered_cut_sum,mixed_p3,0.25,0.0
matching_084,quadratic_matching,full_cut_bound,mixed_p3,0.25,0.0
matching_084,quadratic_matching,two_sweep_pilot,mixed_p3,0.25,0.0
matching_084,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.25
matching_084,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.25
matching_084,quadratic_matching,uniform_random_expectation,average,0.625,0.375
matching_085,quadratic_matching,centered_cut_bound,balanced_p1,0.25,0.0
matching_085,quadratic_matching,centered_cut_sum,balanced_p1,0.25,0.0
matching_085,quadratic_matching,full_cut_bound,balanced_p1,0.25,0.0
matching_085,quadratic_matching,two_sweep_pilot,balanced_p1,0.25,0.0
matching_085,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.5
matching_085,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.75,0.5
matching_085,quadratic_matching,uniform_random_expectation,average,0.6458333333333334,0.39583333333333337
matching_086,quadratic_matching,centered_cut_bound,balanced_p3,0.25,0.0
matching_086,quadratic_matching,centered_cut_sum,balanced_p3,0.25,0.0
matching_086,quadratic_matching,full_cut_bound,balanced_p3,0.25,0.0
matching_086,quadratic_matching,two_sweep_pilot,balanced_p3,0.25,0.0
matching_086,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.5
matching_086,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.75,0.5
matching_086,quadratic_matching,uniform_random_expectation,average,0.6666666666666666,0.41666666666666663
matching_087,quadratic_matching,centered_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_087,quadratic_matching,centered_cut_sum,balanced_p0,0.5,1.1102230246251565e-16
matching_087,quadratic_matching,full_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_087,quadratic_matching,two_sweep_pilot,balanced_p2,0.5,1.1102230246251565e-16
matching_087,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,1.1102230246251565e-16
matching_087,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,1.1102230246251565e-16
matching_087,quadratic_matching,uniform_random_expectation,average,0.625,0.1250000000000001
matching_088,quadratic_matching,centered_cut_bound,balanced_p1,0.5,1.1102230246251565e-16
matching_088,quadratic_matching,centered_cut_sum,balanced_p1,0.5,1.1102230246251565e-16
matching_088,quadratic_matching,full_cut_bound,balanced_p1,0.5,1.1102230246251565e-16
matching_088,quadratic_matching,two_sweep_pilot,balanced_p1,0.5,1.1102230246251565e-16
matching_088,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.2500000000000001
matching_088,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.75,0.2500000000000001
matching_088,quadratic_matching,uniform_random_expectation,average,0.6666666666666666,0.16666666666666674
matching_089,quadratic_matching,centered_cut_bound,balanced_p3,3.4530737805760424e-31,0.0
matching_089,quadratic_matching,centered_cut_sum,balanced_p3,3.4530737805760424e-31,0.0
matching_089,quadratic_matching,full_cut_bound,balanced_p3,3.4530737805760424e-31,0.0
matching_089,quadratic_matching,two_sweep_pilot,balanced_p3,3.4530737805760424e-31,0.0
matching_089,quadratic_matching,fixed_balanced_p0,balanced_p0,0.75,0.75
matching_089,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.75,0.75
matching_089,quadratic_matching,uniform_random_expectation,average,0.6458333333333334,0.6458333333333334
matching_090,quadratic_matching,centered_cut_bound,mixed_p0,0.2499999999999999,0.0
matching_090,quadratic_matching,centered_cut_sum,mixed_p0,0.2499999999999999,0.0
matching_090,quadratic_matching,full_cut_bound,mixed_p0,0.2499999999999999,0.0
matching_090,quadratic_matching,two_sweep_pilot,mixed_p0,0.2499999999999999,0.0
matching_090,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.2500000000000001
matching_090,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.2500000000000001
matching_090,quadratic_matching,uniform_random_expectation,average,0.6458333333333334,0.3958333333333335
matching_091,quadratic_matching,centered_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_091,quadratic_matching,centered_cut_sum,mixed_p0,0.4999999999999999,0.0
matching_091,quadratic_matching,full_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_091,quadratic_matching,two_sweep_pilot,balanced_p0,0.5,1.1102230246251565e-16
matching_091,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,1.1102230246251565e-16
matching_091,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,1.1102230246251565e-16
matching_091,quadratic_matching,uniform_random_expectation,average,0.6458333333333334,0.14583333333333348
matching_092,quadratic_matching,centered_cut_bound,balanced_p2,0.5,1.1102230246251565e-16
matching_092,quadratic_matching,centered_cut_sum,balanced_p2,0.5,1.1102230246251565e-16
matching_092,quadratic_matching,full_cut_bound,balanced_p2,0.5,1.1102230246251565e-16
matching_092,quadratic_matching,two_sweep_pilot,balanced_p2,0.5,1.1102230246251565e-16
matching_092,quadratic_matching,fixed_balanced_p0,balanced_p0,0.4999999999999999,0.0
matching_092,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,1.1102230246251565e-16
matching_092,quadratic_matching,uniform_random_expectation,average,0.625,0.1250000000000001
matching_093,quadratic_matching,centered_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_093,quadratic_matching,centered_cut_sum,mixed_p1,0.4999999999999999,0.0
matching_093,quadratic_matching,full_cut_bound,balanced_p0,0.5,1.1102230246251565e-16
matching_093,quadratic_matching,two_sweep_pilot,balanced_p2,0.5,1.1102230246251565e-16
matching_093,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,1.1102230246251565e-16
matching_093,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,1.1102230246251565e-16
matching_093,quadratic_matching,uniform_random_expectation,average,0.6666666666666666,0.16666666666666674
matching_094,quadratic_matching,centered_cut_bound,balanced_p0,0.5,0.0
matching_094,quadratic_matching,centered_cut_sum,balanced_p3,0.5,0.0
matching_094,quadratic_matching,full_cut_bound,balanced_p0,0.5,0.0
matching_094,quadratic_matching,two_sweep_pilot,balanced_p0,0.5,0.0
matching_094,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.0
matching_094,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.0
matching_094,quadratic_matching,uniform_random_expectation,average,0.6666666666666666,0.16666666666666663
matching_095,quadratic_matching,centered_cut_bound,balanced_p2,0.5,0.0
matching_095,quadratic_matching,centered_cut_sum,balanced_p2,0.5,0.0
matching_095,quadratic_matching,full_cut_bound,balanced_p2,0.5,0.0
matching_095,quadratic_matching,two_sweep_pilot,balanced_p0,0.5,0.0
matching_095,quadratic_matching,fixed_balanced_p0,balanced_p0,0.5,0.0
matching_095,quadratic_matching,best_fixed_in_hindsight,balanced_p2,0.5,0.0
matching_095,quadratic_matching,uniform_random_expectation,average,0.6666666666666666,0.16666666666666663
matching_096,quadratic_matching,centered_cut_bound,balanced_p0,0.4999999999999999,0.0
matching_096,quadratic_matching,centered_cut_sum,balanced_p0,0.4999999999999999,0.0
matching_096,quadratic_matching,full_cut_bound,balanced_p0,0.4999999999999999,0.0
matching_096,quadratic_matching,two_sweep_pilot,balanced_p0,0.4999999999999999,0.0
matching_096,quadratic_matching,fixed_balanced_p0,balanced_p0,0.4999999999999999,0.0
