task_id,task_index,family,candidate_id,shape,permutation_index,restart,seed,sweep,normalized_mse,mse,variance,parameter_count,edges,credit_rank,credit_effective_rank,dead_coordinate_blocks,minimum_coordinate_rank,final_parameter_norm,maximum_parameter_norm,centered_cut_bound,centered_cut_sum,full_cut_bound,fit_seconds
matching_000,0,quadratic_matching,balanced_p0,balanced,0,0,4609050,0,1.6014205463006266,1.6014205463006266,1.0,28,14,8,8,0,4,2.645751311064591,2.645751311064592,0.0,0.0,7.949934575356089e-34,0.0997447200352326
matching_000,0,quadratic_matching,balanced_p0,balanced,0,0,4609050,2,5.383902266639861e-31,5.383902266639861e-31,1.0,28,14,8,8,0,4,2.645751311064591,2.645751311064592,0.0,0.0,7.949934575356089e-34,0.099755989969708
matching_000,0,quadratic_matching,balanced_p0,balanced,0,0,4609050,8,7.087279789622583e-31,7.087279789622583e-31,1.0,28,14,8,8,0,4,2.645751311064591,2.645751311064592,0.0,0.0,7.949934575356089e-34,0.0997641689609736
matching_000,0,quadratic_matching,balanced_p0,balanced,0,0,4609050,32,7.692712294009371e-31,7.692712294009371e-31,1.0,28,14,8,8,0,4,2.645751311064591,2.645751311064592,0.0,0.0,7.949934575356089e-34,0.0997717529535293
matching_000,0,quadratic_matching,balanced_p0,balanced,0,1,4609051,0,1.32674735309697,1.32674735309697,1.0,28,14,8,8,0,4,2.6457513110645907,6.138433338421391,0.0,0.0,7.949934575356089e-34,0.07828299398534
matching_000,0,quadratic_matching,balanced_p0,balanced,0,1,4609051,2,4.899352674240345e-31,4.899352674240345e-31,1.0,28,14,8,8,0,4,2.6457513110645907,6.138433338421391,0.0,0.0,7.949934575356089e-34,0.0782943919766694
matching_000,0,quadratic_matching,balanced_p0,balanced,0,1,4609051,8,7.271036635852318e-31,7.271036635852318e-31,1.0,28,14,8,8,0,4,2.6457513110645907,6.138433338421391,0.0,0.0,7.949934575356089e-34,0.0783025559503585
matching_000,0,quadratic_matching,balanced_p0,balanced,0,1,4609051,32,4.294314154494808e-31,4.294314154494808e-31,1.0,28,14,8,8,0,4,2.6457513110645907,6.138433338421391,0.0,0.0,7.949934575356089e-34,0.0783100080443546
matching_000,0,quadratic_matching,balanced_p0,balanced,0,2,4609052,0,0.992662463964172,0.992662463964172,1.0,28,14,8,8,0,4,2.645751311064591,7.839442814161859,0.0,0.0,7.949934575356089e-34,0.0781862160656601
matching_000,0,quadratic_matching,balanced_p0,balanced,0,2,4609052,2,4.628767616348658e-31,4.628767616348658e-31,1.0,28,14,8,8,0,4,2.645751311064591,7.839442814161859,0.0,0.0,7.949934575356089e-34,0.0781977110309526
matching_000,0,quadratic_matching,balanced_p0,balanced,0,2,4609052,8,4.946752451212496e-31,4.946752451212496e-31,1.0,28,14,8,8,0,4,2.645751311064591,7.839442814161859,0.0,0.0,7.949934575356089e-34,0.0782055020099505
matching_000,0,quadratic_matching,balanced_p0,balanced,0,2,4609052,32,5.984414999585903e-31,5.984414999585903e-31,1.0,28,14,8,8,0,4,2.645751311064591,7.839442814161859,0.0,0.0,7.949934575356089e-34,0.0782128790160641
matching_000,0,quadratic_matching,balanced_p0,balanced,0,3,4609053,0,0.9709424249611358,0.9709424249611358,1.0,28,14,8,8,0,4,2.6457513110645907,3.044496705499512,0.0,0.0,7.949934575356089e-34,0.0782108990242704
matching_000,0,quadratic_matching,balanced_p0,balanced,0,3,4609053,2,5.748412067473651e-31,5.748412067473651e-31,1.0,28,14,8,8,0,4,2.6457513110645907,3.044496705499512,0.0,0.0,7.949934575356089e-34,0.0782225040020421
matching_000,0,quadratic_matching,balanced_p0,balanced,0,3,4609053,8,1.0209670595779177e-30,1.0209670595779177e-30,1.0,28,14,8,8,0,4,2.6457513110645907,3.044496705499512,0.0,0.0,7.949934575356089e-34,0.0782306770561263
matching_000,0,quadratic_matching,balanced_p0,balanced,0,3,4609053,32,1.0701780056717007e-30,1.0701780056717007e-30,1.0,28,14,8,8,0,4,2.6457513110645907,3.044496705499512,0.0,0.0,7.949934575356089e-34,0.0782382470788434
matching_000,0,quadratic_matching,balanced_p1,balanced,1,0,4609050,0,1.2137245805794636,1.2137245805794636,1.0,28,14,8,8,0,4,2.5000000000000004,13.79866644293707,0.75,2.5,0.5,0.0772697139764204
matching_000,0,quadratic_matching,balanced_p1,balanced,1,0,4609050,2,0.75,0.75,1.0,28,14,8,8,0,4,2.5000000000000004,13.79866644293707,0.75,2.5,0.5,0.0772818269906565
matching_000,0,quadratic_matching,balanced_p1,balanced,1,0,4609050,8,0.75,0.75,1.0,28,14,8,8,0,4,2.5000000000000004,13.79866644293707,0.75,2.5,0.5,0.077289780951105
matching_000,0,quadratic_matching,balanced_p1,balanced,1,0,4609050,32,0.75,0.75,1.0,28,14,8,8,0,4,2.5000000000000004,13.79866644293707,0.75,2.5,0.5,0.0772972349077463
matching_000,0,quadratic_matching,balanced_p1,balanced,1,1,4609051,0,1.099749769707223,1.099749769707223,1.0,28,14,8,8,0,4,2.5,2.638351700116436,0.75,2.5,0.5,0.0768700330518186
matching_000,0,quadratic_matching,balanced_p1,balanced,1,1,4609051,2,0.75,0.75,1.0,28,14,8,8,0,4,2.5,2.638351700116436,0.75,2.5,0.5,0.0768810710869729
matching_000,0,quadratic_matching,balanced_p1,balanced,1,1,4609051,8,0.75,0.75,1.0,28,14,8,8,0,4,2.5,2.638351700116436,0.75,2.5,0.5,0.076888611074537
matching_000,0,quadratic_matching,balanced_p1,balanced,1,1,4609051,32,0.7499999999999999,0.7499999999999999,1.0,28,14,8,8,0,4,2.5,2.638351700116436,0.75,2.5,0.5,0.0768957200925797
matching_000,0,quadratic_matching,balanced_p1,balanced,1,2,4609052,0,1.0014376203712207,1.0014376203712207,1.0,28,14,8,8,0,4,2.5,10.160900249324786,0.75,2.5,0.5,0.0776267109904438
matching_000,0,quadratic_matching,balanced_p1,balanced,1,2,4609052,2,0.75,0.75,1.0,28,14,8,8,0,4,2.5,10.160900249324786,0.75,2.5,0.5,0.0776386659126728
matching_000,0,quadratic_matching,balanced_p1,balanced,1,2,4609052,8,0.75,0.75,1.0,28,14,8,8,0,4,2.5,10.160900249324786,0.75,2.5,0.5,0.0776469039265066
matching_000,0,quadratic_matching,balanced_p1,balanced,1,2,4609052,32,0.75,0.75,1.0,28,14,8,8,0,4,2.5,10.160900249324786,0.75,2.5,0.5,0.0776546580018475
