task_id,family,policy,candidate_id,shape,permutation_index,score_tie_count,nmse,regret,oracle_nmse
matching_034,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.4999999999999999,0.0,0.4999999999999999
matching_034,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_034,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6458333333333334,0.14583333333333348,0.4999999999999999
matching_035,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,4,0.5,0.0,0.5
matching_035,quadratic_matching,centered_cut_sum,mixed_p3,mixed,3,1,0.5,0.0,0.5
matching_035,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.5,0.0,0.5
matching_035,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,3,0.5,0.0,0.5
matching_035,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.0,0.5
matching_035,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.25,0.5
matching_035,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6875,0.1875,0.5
matching_036,quadratic_matching,centered_cut_bound,mixed_p3,mixed,3,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_036,quadratic_matching,centered_cut_sum,mixed_p1,mixed,1,2,0.4999999999999999,0.0,0.4999999999999999
matching_036,quadratic_matching,full_cut_bound,mixed_p3,mixed,3,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_036,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,5,0.5,1.1102230246251565e-16,0.4999999999999999
matching_036,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_036,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.2500000000000001,0.4999999999999999
matching_036,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6458333333333334,0.14583333333333348,0.4999999999999999
matching_037,quadratic_matching,centered_cut_bound,mixed_p3,mixed,3,1,0.25,0.0,0.25
matching_037,quadratic_matching,centered_cut_sum,mixed_p3,mixed,3,1,0.25,0.0,0.25
matching_037,quadratic_matching,full_cut_bound,mixed_p3,mixed,3,1,0.25,0.0,0.25
matching_037,quadratic_matching,two_sweep_pilot,mixed_p3,mixed,3,1,0.25,0.0,0.25
matching_037,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25
matching_037,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_037,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.625,0.375,0.25
matching_038,quadratic_matching,centered_cut_bound,balanced_p3,balanced,3,2,0.5,0.0,0.5
matching_038,quadratic_matching,centered_cut_sum,balanced_p3,balanced,3,1,0.5,0.0,0.5
matching_038,quadratic_matching,full_cut_bound,balanced_p3,balanced,3,3,0.5,0.0,0.5
matching_038,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,3,0.5,0.0,0.5
matching_038,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.0,0.5
matching_038,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.25,0.5
matching_038,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6666666666666666,0.16666666666666663,0.5
matching_039,quadratic_matching,centered_cut_bound,mixed_p1,mixed,1,1,0.25,0.0,0.25
matching_039,quadratic_matching,centered_cut_sum,mixed_p1,mixed,1,1,0.25,0.0,0.25
matching_039,quadratic_matching,full_cut_bound,mixed_p1,mixed,1,1,0.25,0.0,0.25
matching_039,quadratic_matching,two_sweep_pilot,mixed_p1,mixed,1,1,0.25,0.0,0.25
matching_039,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25
matching_039,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_039,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6041666666666666,0.35416666666666663,0.25
matching_040,quadratic_matching,centered_cut_bound,mixed_p3,mixed,3,1,0.25,0.0,0.25
matching_040,quadratic_matching,centered_cut_sum,mixed_p3,mixed,3,1,0.25,0.0,0.25
matching_040,quadratic_matching,full_cut_bound,mixed_p3,mixed,3,1,0.25,0.0,0.25
matching_040,quadratic_matching,two_sweep_pilot,mixed_p3,mixed,3,1,0.25,0.0,0.25
matching_040,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25
matching_040,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_040,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6458333333333334,0.39583333333333337,0.25
matching_041,quadratic_matching,centered_cut_bound,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_041,quadratic_matching,centered_cut_sum,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_041,quadratic_matching,full_cut_bound,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_041,quadratic_matching,two_sweep_pilot,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_041,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.4999999999999999,0.2499999999999999,0.25
matching_041,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_041,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.625,0.375,0.25
matching_042,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,7,0.5,1.1102230246251565e-16,0.4999999999999999
matching_042,quadratic_matching,centered_cut_sum,mixed_p1,mixed,1,1,0.4999999999999999,0.0,0.4999999999999999
matching_042,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.5,1.1102230246251565e-16,0.4999999999999999
matching_042,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,5,0.5,1.1102230246251565e-16,0.4999999999999999
matching_042,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_042,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.2500000000000001,0.4999999999999999
matching_042,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6458333333333334,0.14583333333333348,0.4999999999999999
matching_043,quadratic_matching,centered_cut_bound,balanced_p3,balanced,3,2,0.25,0.0,0.25
matching_043,quadratic_matching,centered_cut_sum,balanced_p3,balanced,3,1,0.25,0.0,0.25
matching_043,quadratic_matching,full_cut_bound,balanced_p3,balanced,3,3,0.25,0.0,0.25
matching_043,quadratic_matching,two_sweep_pilot,balanced_p3,balanced,3,1,0.25,0.0,0.25
matching_043,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25
matching_043,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.5,0.25
matching_043,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6458333333333334,0.39583333333333337,0.25
matching_044,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,8,0.5,1.1102230246251565e-16,0.4999999999999999
matching_044,quadratic_matching,centered_cut_sum,balanced_p0,balanced,0,5,0.5,1.1102230246251565e-16,0.4999999999999999
matching_044,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.5,1.1102230246251565e-16,0.4999999999999999
matching_044,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,6,0.5,1.1102230246251565e-16,0.4999999999999999
matching_044,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_044,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_044,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.625,0.1250000000000001,0.4999999999999999
matching_045,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,2,0.5,1.1102230246251565e-16,0.4999999999999999
matching_045,quadratic_matching,centered_cut_sum,mixed_p0,mixed,0,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_045,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,2,0.5,1.1102230246251565e-16,0.4999999999999999
matching_045,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,6,0.5,1.1102230246251565e-16,0.4999999999999999
matching_045,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_045,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_045,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6041666666666666,0.10416666666666674,0.4999999999999999
matching_046,quadratic_matching,centered_cut_bound,balanced_p2,balanced,2,6,0.5,1.1102230246251565e-16,0.4999999999999999
matching_046,quadratic_matching,centered_cut_sum,balanced_p2,balanced,2,2,0.5,1.1102230246251565e-16,0.4999999999999999
matching_046,quadratic_matching,full_cut_bound,balanced_p2,balanced,2,8,0.5,1.1102230246251565e-16,0.4999999999999999
matching_046,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,5,0.5,1.1102230246251565e-16,0.4999999999999999
matching_046,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_046,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_046,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.5833333333333334,0.08333333333333348,0.4999999999999999
matching_047,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,2,0.5,1.1102230246251565e-16,0.4999999999999999
matching_047,quadratic_matching,centered_cut_sum,comb_p1,comb,1,3,0.75,0.2500000000000001,0.4999999999999999
matching_047,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,2,0.5,1.1102230246251565e-16,0.4999999999999999
matching_047,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,5,0.5,1.1102230246251565e-16,0.4999999999999999
matching_047,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_047,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_047,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6041666666666666,0.10416666666666674,0.4999999999999999
matching_048,quadratic_matching,centered_cut_bound,mixed_p2,mixed,2,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_048,quadratic_matching,centered_cut_sum,mixed_p2,mixed,2,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_048,quadratic_matching,full_cut_bound,mixed_p2,mixed,2,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_048,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,6,0.5,1.1102230246251565e-16,0.4999999999999999
matching_048,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_048,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_048,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.625,0.1250000000000001,0.4999999999999999
matching_049,quadratic_matching,centered_cut_bound,balanced_p1,balanced,1,5,0.25,0.0,0.25
matching_049,quadratic_matching,centered_cut_sum,balanced_p1,balanced,1,1,0.25,0.0,0.25
matching_049,quadratic_matching,full_cut_bound,balanced_p1,balanced,1,6,0.25,0.0,0.25
matching_049,quadratic_matching,two_sweep_pilot,balanced_p1,balanced,1,1,0.25,0.0,0.25
matching_049,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25
matching_049,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_049,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6041666666666666,0.35416666666666663,0.25
matching_050,quadratic_matching,centered_cut_bound,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_050,quadratic_matching,centered_cut_sum,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_050,quadratic_matching,full_cut_bound,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_050,quadratic_matching,two_sweep_pilot,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_050,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.4999999999999999,0.2499999999999999,0.25
matching_050,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_050,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6041666666666666,0.35416666666666663,0.25
matching_051,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,8,0.5,1.1102230246251565e-16,0.4999999999999999
matching_051,quadratic_matching,centered_cut_sum,balanced_p0,balanced,0,3,0.5,1.1102230246251565e-16,0.4999999999999999
matching_051,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.5,1.1102230246251565e-16,0.4999999999999999
matching_051,quadratic_matching,two_sweep_pilot,balanced_p2,balanced,2,4,0.5,1.1102230246251565e-16,0.4999999999999999
matching_051,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_051,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_051,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.625,0.1250000000000001,0.4999999999999999
matching_052,quadratic_matching,centered_cut_bound,balanced_p1,balanced,1,1,3.24841629941491e-31,0.0,3.24841629941491e-31
matching_052,quadratic_matching,centered_cut_sum,balanced_p1,balanced,1,1,3.24841629941491e-31,0.0,3.24841629941491e-31
matching_052,quadratic_matching,full_cut_bound,balanced_p1,balanced,1,1,3.24841629941491e-31,0.0,3.24841629941491e-31
matching_052,quadratic_matching,two_sweep_pilot,balanced_p1,balanced,1,1,3.24841629941491e-31,0.0,3.24841629941491e-31
matching_052,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.75,0.75,3.24841629941491e-31
matching_052,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.5,3.24841629941491e-31
matching_052,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6041666666666666,0.6041666666666666,3.24841629941491e-31
matching_053,quadratic_matching,centered_cut_bound,balanced_p3,balanced,3,3,0.5,0.25,0.25
matching_053,quadratic_matching,centered_cut_sum,balanced_p3,balanced,3,2,0.5,0.25,0.25
matching_053,quadratic_matching,full_cut_bound,balanced_p3,balanced,3,4,0.5,0.25,0.25
matching_053,quadratic_matching,two_sweep_pilot,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_053,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.75,0.5,0.25
matching_053,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_053,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6041666666666666,0.35416666666666663,0.25
matching_054,quadratic_matching,centered_cut_bound,balanced_p2,balanced,2,3,0.2499999999999999,0.0,0.2499999999999999
matching_054,quadratic_matching,centered_cut_sum,balanced_p2,balanced,2,1,0.2499999999999999,0.0,0.2499999999999999
matching_054,quadratic_matching,full_cut_bound,balanced_p2,balanced,2,4,0.2499999999999999,0.0,0.2499999999999999
matching_054,quadratic_matching,two_sweep_pilot,balanced_p2,balanced,2,2,0.2499999999999999,0.0,0.2499999999999999
matching_054,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.2500000000000001,0.2499999999999999
matching_054,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.2499999999999999,0.0,0.2499999999999999
matching_054,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.5833333333333334,0.3333333333333335,0.2499999999999999
matching_055,quadratic_matching,centered_cut_bound,mixed_p1,mixed,1,2,0.25,0.0,0.25
matching_055,quadratic_matching,centered_cut_sum,mixed_p1,mixed,1,2,0.25,0.0,0.25
matching_055,quadratic_matching,full_cut_bound,mixed_p1,mixed,1,2,0.25,0.0,0.25
matching_055,quadratic_matching,two_sweep_pilot,mixed_p1,mixed,1,1,0.25,0.0,0.25
matching_055,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.75,0.5,0.25
matching_055,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_055,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.625,0.375,0.25
matching_056,quadratic_matching,centered_cut_bound,mixed_p1,mixed,1,2,0.25,0.0,0.25
matching_056,quadratic_matching,centered_cut_sum,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_056,quadratic_matching,full_cut_bound,mixed_p1,mixed,1,2,0.25,0.0,0.25
matching_056,quadratic_matching,two_sweep_pilot,mixed_p1,mixed,1,1,0.25,0.0,0.25
matching_056,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.75,0.5,0.25
matching_056,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_056,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6041666666666666,0.35416666666666663,0.25
matching_057,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,8,0.5,1.1102230246251565e-16,0.4999999999999999
matching_057,quadratic_matching,centered_cut_sum,mixed_p2,mixed,2,1,0.4999999999999999,0.0,0.4999999999999999
matching_057,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.5,1.1102230246251565e-16,0.4999999999999999
matching_057,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,6,0.5,1.1102230246251565e-16,0.4999999999999999
matching_057,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_057,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.4999999999999999,0.0,0.4999999999999999
matching_057,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.625,0.1250000000000001,0.4999999999999999
matching_058,quadratic_matching,centered_cut_bound,balanced_p3,balanced,3,3,0.25,0.0,0.25
matching_058,quadratic_matching,centered_cut_sum,balanced_p3,balanced,3,1,0.25,0.0,0.25
matching_058,quadratic_matching,full_cut_bound,balanced_p3,balanced,3,4,0.25,0.0,0.25
matching_058,quadratic_matching,two_sweep_pilot,balanced_p3,balanced,3,1,0.25,0.0,0.25
matching_058,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.75,0.5,0.25
matching_058,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_058,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6041666666666666,0.35416666666666663,0.25
matching_059,quadratic_matching,centered_cut_bound,balanced_p1,balanced,1,3,0.25,0.0,0.25
matching_059,quadratic_matching,centered_cut_sum,balanced_p1,balanced,1,1,0.25,0.0,0.25
matching_059,quadratic_matching,full_cut_bound,balanced_p1,balanced,1,3,0.25,0.0,0.25
matching_059,quadratic_matching,two_sweep_pilot,balanced_p1,balanced,1,1,0.25,0.0,0.25
matching_059,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.75,0.5,0.25
matching_059,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_059,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.625,0.375,0.25
matching_060,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,1,0.25,0.0,0.25
matching_060,quadratic_matching,centered_cut_sum,mixed_p0,mixed,0,1,0.25,0.0,0.25
matching_060,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,1,0.25,0.0,0.25
matching_060,quadratic_matching,two_sweep_pilot,mixed_p0,mixed,0,1,0.25,0.0,0.25
matching_060,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25
matching_060,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_060,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.625,0.375,0.25
matching_061,quadratic_matching,centered_cut_bound,balanced_p2,balanced,2,4,0.25,0.0,0.25
matching_061,quadratic_matching,centered_cut_sum,balanced_p2,balanced,2,1,0.25,0.0,0.25
matching_061,quadratic_matching,full_cut_bound,balanced_p2,balanced,2,4,0.25,0.0,0.25
matching_061,quadratic_matching,two_sweep_pilot,balanced_p2,balanced,2,2,0.25,0.0,0.25
matching_061,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25
matching_061,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.25,0.0,0.25
matching_061,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.5833333333333334,0.33333333333333337,0.25
matching_062,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,8,0.5,0.0,0.5
matching_062,quadratic_matching,centered_cut_sum,mixed_p0,mixed,0,1,0.5,0.0,0.5
matching_062,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.5,0.0,0.5
matching_062,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,3,0.5,0.0,0.5
matching_062,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.0,0.5
matching_062,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.0,0.5
matching_062,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.625,0.125,0.5
matching_063,quadratic_matching,centered_cut_bound,mixed_p2,mixed,2,1,0.5,0.0,0.5
matching_063,quadratic_matching,centered_cut_sum,comb_p2,comb,2,3,0.75,0.25,0.5
matching_063,quadratic_matching,full_cut_bound,mixed_p2,mixed,2,1,0.5,0.0,0.5
matching_063,quadratic_matching,two_sweep_pilot,balanced_p1,balanced,1,4,0.5,0.0,0.5
matching_063,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.0,0.5
matching_063,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.0,0.5
matching_063,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6458333333333334,0.14583333333333337,0.5
matching_064,quadratic_matching,centered_cut_bound,balanced_p2,balanced,2,3,0.2499999999999999,0.0,0.2499999999999999
matching_064,quadratic_matching,centered_cut_sum,balanced_p2,balanced,2,1,0.2499999999999999,0.0,0.2499999999999999
matching_064,quadratic_matching,full_cut_bound,balanced_p2,balanced,2,3,0.2499999999999999,0.0,0.2499999999999999
matching_064,quadratic_matching,two_sweep_pilot,balanced_p2,balanced,2,1,0.2499999999999999,0.0,0.2499999999999999
matching_064,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.2500000000000001,0.2499999999999999
matching_064,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.2499999999999999,0.0,0.2499999999999999
matching_064,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6458333333333334,0.3958333333333335,0.2499999999999999
matching_065,quadratic_matching,centered_cut_bound,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_065,quadratic_matching,centered_cut_sum,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_065,quadratic_matching,full_cut_bound,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_065,quadratic_matching,two_sweep_pilot,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_065,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.4999999999999999,0.2499999999999999,0.25
matching_065,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_065,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.625,0.375,0.25
matching_066,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,4,0.5,0.0,0.5
matching_066,quadratic_matching,centered_cut_sum,balanced_p0,balanced,0,2,0.5,0.0,0.5
matching_066,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.5,0.0,0.5
matching_066,quadratic_matching,two_sweep_pilot,mixed_p2,mixed,2,1,0.5,0.0,0.5
matching_066,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.0,0.5
matching_066,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.0,0.5
matching_066,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6875,0.1875,0.5
matching_067,quadratic_matching,centered_cut_bound,balanced_p1,balanced,1,4,0.5,1.1102230246251565e-16,0.4999999999999999
matching_067,quadratic_matching,centered_cut_sum,balanced_p1,balanced,1,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_067,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.75,0.2500000000000001,0.4999999999999999
matching_067,quadratic_matching,two_sweep_pilot,mixed_p2,mixed,2,1,0.4999999999999999,0.0,0.4999999999999999
matching_067,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.75,0.2500000000000001,0.4999999999999999
matching_067,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999
matching_067,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6875,0.1875000000000001,0.4999999999999999
matching_068,quadratic_matching,centered_cut_bound,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_068,quadratic_matching,centered_cut_sum,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_068,quadratic_matching,full_cut_bound,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_068,quadratic_matching,two_sweep_pilot,mixed_p2,mixed,2,1,0.25,0.0,0.25
matching_068,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.75,0.5,0.25
matching_068,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25
matching_068,quadratic_matching,uniform_random_expectation,all12_expectation,mixed_expectation,-1,12,0.6458333333333334,0.39583333333333337,0.25
matching_069,quadratic_matching,centered_cut_bound,balanced_p2,balanced,2,1,4.3359752511971625e-31,0.0,4.3359752511971625e-31
matching_069,quadratic_matching,centered_cut_sum,balanced_p2,balanced,2,1,4.3359752511971625e-31,0.0,4.3359752511971625e-31
matching_069,quadratic_matching,full_cut_bound,balanced_p2,balanced,2,1,4.3359752511971625e-31,0.0,4.3359752511971625e-31
matching_069,quadratic_matching,two_sweep_pilot,balanced_p2,balanced,2,1,4.3359752511971625e-31,0.0,4.3359752511971625e-31
matching_069,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.5,4.3359752511971625e-31
matching_069,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,4.3359752511971625e-31,0.0,4.3359752511971625e-31
