family,shape,mean_nmse,mean_bound,mean_optimization_gap
quadratic_matching,balanced,0.5458333333333333,0.5333333333333333,0.012499999999999992
quadratic_matching,comb,0.7500000000107522,0.6357142857142857,0.11428571429646653
quadratic_matching,mixed,0.6214285714272408,0.5785714285714286,0.04285714285581238
quartic_partition,balanced,0.4857142857142857,0.4857142857142857,-3.96508223080412e-18
quartic_partition,comb,0.5,0.5,-1.5860328923216522e-18
quartic_partition,mixed,0.5,0.5,-3.96508223080413e-18
