task_id,candidate_id,family,best_restart,best_nmse,best_restart_parameter_norm,minimum_norm_equivalent_restart,equivalent_nmse,minimum_equivalent_parameter_norm,n_equivalent_restarts
matching_024,balanced_p1,quadratic_matching,1,0.5,2.549509756796392,1,0.5,2.549509756796392,3
matching_024,balanced_p2,quadratic_matching,0,0.5,2.345207879911716,0,0.5,2.345207879911716,4
matching_024,balanced_p3,quadratic_matching,1,0.5,2.5495097567963927,2,0.5,2.549509756796392,3
matching_024,comb_p0,quadratic_matching,0,0.75,2.5000000000000155,1,0.75,2.5,4
matching_024,comb_p1,quadratic_matching,0,0.75,2.500000000000023,2,0.75,2.5,4
matching_024,comb_p2,quadratic_matching,3,0.7499999999999999,2.5,3,0.7499999999999999,2.5,3
matching_024,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_024,mixed_p0,quadratic_matching,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_024,mixed_p1,quadratic_matching,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_024,mixed_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_024,mixed_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_025,balanced_p0,quadratic_matching,2,0.5,2.549509756796392,2,0.5,2.549509756796392,2
matching_025,balanced_p1,quadratic_matching,2,0.4999999999999999,2.5495097567963927,1,0.5,2.549509756796392,4
matching_025,balanced_p2,quadratic_matching,0,0.5,2.549509756796392,1,0.5,2.3452078799117144,4
matching_025,balanced_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_025,comb_p0,quadratic_matching,0,0.75,2.500000000000001,1,0.75,2.499999999999997,4
matching_025,comb_p1,quadratic_matching,0,0.7499999999999999,2.500000000000001,1,0.75,2.4999999999999947,4
matching_025,comb_p2,quadratic_matching,0,0.75,2.5000000000000004,1,0.7500000000000001,2.5,4
matching_025,comb_p3,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_025,mixed_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_025,mixed_p1,quadratic_matching,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_025,mixed_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_025,mixed_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_026,balanced_p0,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_026,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_026,balanced_p2,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_026,balanced_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_026,comb_p0,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_026,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_026,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_026,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_026,mixed_p0,quadratic_matching,2,0.4999999994412067,219381405803.29587,3,0.5,2.549509756796392,4
matching_026,mixed_p1,quadratic_matching,0,0.25,2.5980762113533165,0,0.25,2.5980762113533165,4
matching_026,mixed_p2,quadratic_matching,0,0.4999999999999999,2.549509756796392,0,0.4999999999999999,2.549509756796392,4
matching_026,mixed_p3,quadratic_matching,0,0.75,101.8700045343124,2,0.75,2.5,4
matching_027,balanced_p0,quadratic_matching,0,0.5,2.549509756796393,1,0.5,2.549509756796392,3
matching_027,balanced_p1,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_027,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_027,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_027,comb_p0,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_027,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_027,comb_p2,quadratic_matching,0,0.75,2.0615528128088303,0,0.75,2.0615528128088303,4
matching_027,comb_p3,quadratic_matching,1,0.75,2.5000000000000004,0,0.7500000000000001,2.5,4
matching_027,mixed_p0,quadratic_matching,0,0.25,2.5980762113533165,2,0.25,2.598076211353316,4
matching_027,mixed_p1,quadratic_matching,0,0.5,2.549509756796393,1,0.5,2.5495097567963927,4
matching_027,mixed_p2,quadratic_matching,0,0.75,2.435135389141562,0,0.75,2.435135389141562,4
matching_027,mixed_p3,quadratic_matching,0,0.75,2.123880779475452,3,0.75,2.0615543974951107,4
matching_028,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_028,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_028,balanced_p2,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_028,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_028,comb_p0,quadratic_matching,0,0.7499999999999999,2.5,0,0.7499999999999999,2.5,4
matching_028,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_028,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_028,comb_p3,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_028,mixed_p0,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_028,mixed_p1,quadratic_matching,0,0.4999999999999999,2.5495097567963927,2,0.5,2.3452078799117144,4
matching_028,mixed_p2,quadratic_matching,0,0.75,2.494001901969199,0,0.75,2.494001901969199,4
matching_028,mixed_p3,quadratic_matching,0,0.75,2.0615528128088303,0,0.75,2.0615528128088303,4
matching_029,balanced_p0,quadratic_matching,0,0.5,2.549509756796393,0,0.5,2.549509756796393,2
matching_029,balanced_p1,quadratic_matching,0,0.5,2.549509756796393,1,0.5,2.549509756796392,4
matching_029,balanced_p2,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,3
matching_029,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,2
matching_029,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_029,comb_p1,quadratic_matching,0,0.75,2.5,3,0.75,2.499999999999999,4
matching_029,comb_p2,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_029,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_029,mixed_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_029,mixed_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_029,mixed_p2,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_029,mixed_p3,quadratic_matching,3,0.4999999999999999,2.5495097567963936,0,0.5,2.549509756796392,3
matching_030,balanced_p0,quadratic_matching,0,0.2499999999999999,2.5980762113533165,1,0.25,2.598076211353316,4
matching_030,balanced_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_030,balanced_p2,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,4
matching_030,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_030,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_030,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_030,comb_p2,quadratic_matching,0,0.75,2.2912878474779204,0,0.75,2.2912878474779204,4
matching_030,comb_p3,quadratic_matching,0,0.75,2.500000000000001,1,0.75,2.5,4
matching_030,mixed_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_030,mixed_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_030,mixed_p2,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_030,mixed_p3,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_031,balanced_p0,quadratic_matching,0,0.5,2.549509756796393,1,0.5,2.549509756796392,4
matching_031,balanced_p1,quadratic_matching,3,0.4999999999999999,2.549509756796392,0,0.5,2.549509756796392,4
matching_031,balanced_p2,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_031,balanced_p3,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_031,comb_p0,quadratic_matching,1,0.75,2.4999999999999987,1,0.75,2.4999999999999987,4
matching_031,comb_p1,quadratic_matching,1,0.75,2.4999999999999765,1,0.75,2.4999999999999765,2
matching_031,comb_p2,quadratic_matching,0,0.75,2.5,1,0.75,2.29128784747792,4
matching_031,comb_p3,quadratic_matching,1,0.75,2.5,1,0.75,2.5,4
matching_031,mixed_p0,quadratic_matching,0,0.5,5.292622320713758,3,0.5,2.549509756796392,4
matching_031,mixed_p1,quadratic_matching,0,0.75,2.5000000000000617,3,0.75,2.499999999999972,4
matching_031,mixed_p2,quadratic_matching,0,0.75,5.142956348249519,1,0.75,2.485225464432786,4
matching_031,mixed_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_032,balanced_p0,quadratic_matching,0,0.4999999999999999,2.5495097567963927,1,0.5,2.549509756796392,4
matching_032,balanced_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_032,balanced_p2,quadratic_matching,1,0.4999999999999999,2.549509756796393,0,0.5,2.5495097567963927,4
matching_032,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_032,comb_p0,quadratic_matching,2,0.75,2.5,2,0.75,2.5,3
matching_032,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_032,comb_p2,quadratic_matching,0,0.75,2.5,2,0.75,2.2912878474779204,4
matching_032,comb_p3,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.499999999999997,4
matching_032,mixed_p0,quadratic_matching,0,0.4999999999999999,2.5495097567963927,0,0.4999999999999999,2.5495097567963927,4
matching_032,mixed_p1,quadratic_matching,0,0.75,2.637043998434361,0,0.75,2.637043998434361,4
matching_032,mixed_p2,quadratic_matching,0,0.75,2.3811810371232216,2,0.75,2.291287847880067,4
matching_032,mixed_p3,quadratic_matching,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_033,balanced_p0,quadratic_matching,0,0.5,2.345207916277936,0,0.5,2.345207916277936,3
matching_033,balanced_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_033,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_033,balanced_p3,quadratic_matching,1,0.5,2.549509756796393,3,0.5,2.345207879911716,2
matching_033,comb_p0,quadratic_matching,1,0.75,2.5000000000000004,2,0.75,2.5,4
matching_033,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_033,comb_p2,quadratic_matching,0,0.75,2.0615528128088303,0,0.75,2.0615528128088303,4
matching_033,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_033,mixed_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_033,mixed_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_033,mixed_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_033,mixed_p3,quadratic_matching,1,0.5,2.5495097567963927,1,0.5,2.5495097567963927,2
matching_034,balanced_p0,quadratic_matching,1,0.4999999999999999,2.549509756796392,1,0.4999999999999999,2.549509756796392,3
matching_034,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_034,balanced_p2,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,3
matching_034,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_034,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_034,comb_p1,quadratic_matching,2,0.75,2.500000000000001,0,0.7500000000000009,2.500000000000001,2
matching_034,comb_p2,quadratic_matching,0,0.75,2.5,2,0.75,2.29128784747792,4
matching_034,comb_p3,quadratic_matching,0,0.75,2.5,3,0.75,2.499999999999999,4
matching_034,mixed_p0,quadratic_matching,0,0.75,2.500000000000001,2,0.75,2.4999999999999982,4
matching_034,mixed_p1,quadratic_matching,0,0.75,2.500000000000032,2,0.75,2.4999999999999982,4
matching_034,mixed_p2,quadratic_matching,0,0.75,2.3492674937979885,0,0.75,2.3492674937979885,4
matching_034,mixed_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_035,balanced_p0,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_035,balanced_p1,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_035,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_035,balanced_p3,quadratic_matching,0,0.5,2.549509756796393,2,0.5,2.5495097567963927,3
matching_035,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_035,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_035,comb_p2,quadratic_matching,0,0.75,2.5,2,0.75,2.0615528128088303,4
matching_035,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_035,mixed_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_035,mixed_p1,quadratic_matching,0,0.75,20.815109676198805,2,0.75,2.4479489798960667,4
matching_035,mixed_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_035,mixed_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_036,balanced_p0,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,2
matching_036,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_036,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_036,balanced_p3,quadratic_matching,0,0.5,2.5495097567963927,3,0.5,2.549509756796392,3
matching_036,comb_p0,quadratic_matching,1,0.75,2.500000000000001,2,0.7500000000000001,2.5000000000000004,3
matching_036,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_036,comb_p2,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.0615528128088303,4
matching_036,comb_p3,quadratic_matching,2,0.7499999999999999,2.5,2,0.7499999999999999,2.5,2
matching_036,mixed_p0,quadratic_matching,0,0.75,2.4999999999999982,0,0.75,2.4999999999999982,4
matching_036,mixed_p1,quadratic_matching,1,0.4999999999999999,2.549509756796392,1,0.4999999999999999,2.549509756796392,4
matching_036,mixed_p2,quadratic_matching,0,0.75,2.502934954320102,1,0.75,2.5,4
matching_036,mixed_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_037,balanced_p0,quadratic_matching,2,0.5,2.549509756796392,2,0.5,2.549509756796392,2
matching_037,balanced_p1,quadratic_matching,1,0.4999999999999999,2.5495097567963927,2,0.5,2.549509756796392,4
matching_037,balanced_p2,quadratic_matching,0,0.5,2.549509756796393,2,0.5,2.549509756796392,3
matching_037,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_037,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_037,comb_p1,quadratic_matching,1,0.75,2.5,0,0.7500000000000001,2.5,4
matching_037,comb_p2,quadratic_matching,0,0.75,2.5,2,0.75,2.2912878474779204,4
matching_037,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_037,mixed_p0,quadratic_matching,0,0.75,2.5,2,0.75,2.291287848371818,4
matching_037,mixed_p1,quadratic_matching,0,0.75,2.269955759242434,0,0.75,2.269955759242434,4
matching_037,mixed_p2,quadratic_matching,0,0.75,2.5,2,0.75,2.4593096392264364,4
matching_037,mixed_p3,quadratic_matching,0,0.25,2.5980762113533165,0,0.25,2.5980762113533165,4
matching_038,balanced_p0,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_038,balanced_p1,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,4
matching_038,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_038,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_038,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_038,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_038,comb_p2,quadratic_matching,0,0.75,2.2912878474779204,0,0.75,2.2912878474779204,4
matching_038,comb_p3,quadratic_matching,0,0.75,2.499999999999999,0,0.75,2.499999999999999,4
matching_038,mixed_p0,quadratic_matching,0,0.75,3.374849197733466,3,0.75,2.29128790649914,4
matching_038,mixed_p1,quadratic_matching,0,0.75,148.42570059015932,1,0.75,2.581432374370531,4
matching_038,mixed_p2,quadratic_matching,0,0.75,2.4999999999999902,0,0.75,2.4999999999999902,4
matching_038,mixed_p3,quadratic_matching,0,0.5,2.5495097567963927,2,0.5,2.549509756796392,4
matching_039,balanced_p0,quadratic_matching,1,0.5,2.5495097567963927,1,0.5,2.5495097567963927,1
matching_039,balanced_p1,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,2
matching_039,balanced_p2,quadratic_matching,0,0.5,2.345207903936364,0,0.5,2.345207903936364,2
matching_039,balanced_p3,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,2
matching_039,comb_p0,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,3
matching_039,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_039,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_039,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_039,mixed_p0,quadratic_matching,0,0.75,2.5,1,0.75,2.499999999999683,4
matching_039,mixed_p1,quadratic_matching,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_039,mixed_p2,quadratic_matching,1,0.7499999999999999,2.499999999999737,1,0.7499999999999999,2.499999999999737,4
matching_039,mixed_p3,quadratic_matching,0,0.4999999999999999,2.549509756796392,0,0.4999999999999999,2.549509756796392,3
matching_040,balanced_p0,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_040,balanced_p1,quadratic_matching,0,0.75,2.5,3,0.75,2.499999999999999,4
matching_040,balanced_p2,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_040,balanced_p3,quadratic_matching,2,0.5,2.5495097567963927,2,0.5,2.5495097567963927,2
matching_040,comb_p0,quadratic_matching,0,0.75,2.500000000000003,1,0.75,2.499999999999997,4
matching_040,comb_p1,quadratic_matching,0,0.75,2.0615528128088303,0,0.75,2.0615528128088303,4
matching_040,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,2
matching_040,comb_p3,quadratic_matching,0,0.75,2.5000000000001004,1,0.75,2.5,4
matching_040,mixed_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_040,mixed_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_040,mixed_p2,quadratic_matching,3,0.7499999999999999,2.4999999999999987,3,0.7499999999999999,2.4999999999999987,4
matching_040,mixed_p3,quadratic_matching,0,0.25,2.5980762113533165,2,0.25,2.598076211353316,4
matching_041,balanced_p0,quadratic_matching,0,0.4999999999999999,2.5495097567963936,1,0.5,2.549509756796393,4
matching_041,balanced_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_041,balanced_p2,quadratic_matching,0,0.5,2.549509756796392,3,0.5,2.3452078799117166,3
matching_041,balanced_p3,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_041,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_041,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_041,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_041,comb_p3,quadratic_matching,0,0.75,2.500000000000001,1,0.75,2.5,4
matching_041,mixed_p0,quadratic_matching,0,0.75,2.291287849810213,0,0.75,2.291287849810213,4
matching_041,mixed_p1,quadratic_matching,0,0.75,2.5,1,0.75,2.4999999999999987,4
matching_041,mixed_p2,quadratic_matching,0,0.25,2.5980762113533165,0,0.25,2.5980762113533165,4
matching_041,mixed_p3,quadratic_matching,0,0.5,2.5495097567963927,3,0.5,2.549509756796392,4
matching_042,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_042,balanced_p1,quadratic_matching,1,0.5,2.549509756796392,1,0.5,2.549509756796392,2
matching_042,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_042,balanced_p3,quadratic_matching,0,0.5,2.5495097567963927,3,0.5,2.549509756796392,3
matching_042,comb_p0,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_042,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_042,comb_p2,quadratic_matching,0,0.75,2.5,1,0.75,2.2912878474779204,4
matching_042,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_042,mixed_p0,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_042,mixed_p1,quadratic_matching,0,0.4999999999999999,2.549509756796392,0,0.4999999999999999,2.549509756796392,3
matching_042,mixed_p2,quadratic_matching,3,0.7499999999999999,2.5,0,0.75,2.5,4
matching_042,mixed_p3,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,3
matching_043,balanced_p0,quadratic_matching,1,0.5,2.5495097567963927,2,0.5,2.549509756796392,3
matching_043,balanced_p1,quadratic_matching,1,0.5,2.549509756796392,1,0.5,2.549509756796392,3
matching_043,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_043,balanced_p3,quadratic_matching,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_043,comb_p0,quadratic_matching,0,0.75,2.499999999999992,0,0.75,2.499999999999992,4
matching_043,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_043,comb_p2,quadratic_matching,0,0.75,3.222597575735316,1,0.75,2.5,4
matching_043,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_043,mixed_p0,quadratic_matching,0,0.75,2.5,2,0.75,2.462991378509524,4
matching_043,mixed_p1,quadratic_matching,0,0.75,2.5,2,0.75,2.3350419045641577,4
matching_043,mixed_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_043,mixed_p3,quadratic_matching,3,0.4999999999999999,2.5495097567963927,0,0.5,2.549509756796392,4
matching_044,balanced_p0,quadratic_matching,0,0.5,2.5495097567963936,3,0.5,2.357571953712978,2
matching_044,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_044,balanced_p2,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_044,balanced_p3,quadratic_matching,0,0.5,2.5495097567963927,3,0.5,2.357571953713352,3
matching_044,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_044,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_044,comb_p2,quadratic_matching,0,0.75,2.5,3,0.75,2.291287847477921,4
matching_044,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_044,mixed_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_044,mixed_p1,quadratic_matching,0,0.75,2.5,3,0.7500000000000001,2.3070459422568894,4
matching_044,mixed_p2,quadratic_matching,3,0.4999999999999999,2.5495097567963927,0,0.5,2.5495097567963927,4
matching_044,mixed_p3,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_045,balanced_p0,quadratic_matching,1,0.5,2.549509756796392,1,0.5,2.549509756796392,2
matching_045,balanced_p1,quadratic_matching,3,0.5,2.549509756796392,3,0.5,2.549509756796392,1
matching_045,balanced_p2,quadratic_matching,1,0.5,2.549509756796393,3,0.5,2.549509756796392,3
matching_045,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_045,comb_p0,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_045,comb_p1,quadratic_matching,0,0.75,2.5,2,0.75,2.499999999999999,4
matching_045,comb_p2,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_045,comb_p3,quadratic_matching,2,0.7499999999999999,2.500000000000001,0,0.75,2.5000000000000004,3
matching_045,mixed_p0,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_045,mixed_p1,quadratic_matching,0,0.5,2.549509756796392,1,0.5,2.3452078799117144,4
matching_045,mixed_p2,quadratic_matching,0,0.4999999999999999,2.549509756796393,1,0.5,2.549509756796392,4
matching_045,mixed_p3,quadratic_matching,0,0.75,2.5000000000000004,3,0.75,2.4999999999999987,4
matching_046,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_046,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,2,0.5,2.3452078799117144,2
matching_046,balanced_p2,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_046,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_046,comb_p0,quadratic_matching,0,0.75,2.499999999999968,0,0.75,2.499999999999968,4
matching_046,comb_p1,quadratic_matching,0,0.75,2.5,3,0.75,2.499999999999996,4
matching_046,comb_p2,quadratic_matching,0,0.75,2.499999999999996,0,0.75,2.499999999999996,3
matching_046,comb_p3,quadratic_matching,0,0.75,2.5000000000000115,2,0.75,2.5,3
matching_046,mixed_p0,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,4
matching_046,mixed_p1,quadratic_matching,0,0.5,2.345207879911715,0,0.5,2.345207879911715,4
matching_046,mixed_p2,quadratic_matching,1,0.4999999999999999,2.549509756796393,3,0.5,2.549509756796392,4
matching_046,mixed_p3,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,4
matching_047,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_047,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,1,0.5,2.345207879911715,4
matching_047,balanced_p2,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_047,balanced_p3,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_047,comb_p0,quadratic_matching,3,0.75,2.5,3,0.75,2.5,4
matching_047,comb_p1,quadratic_matching,1,0.75,2.5000000000000004,3,0.75,2.5,4
matching_047,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_047,comb_p3,quadratic_matching,1,0.75,2.5000000000000004,1,0.75,2.5000000000000004,3
matching_047,mixed_p0,quadratic_matching,0,0.5,2.549509756796393,2,0.5,2.5495097567963927,4
matching_047,mixed_p1,quadratic_matching,0,0.4999999999999999,2.5495097567963927,2,0.4999999999999999,2.549509756796392,4
matching_047,mixed_p2,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_047,mixed_p3,quadratic_matching,0,0.7499999999999999,2.500000000000001,0,0.7499999999999999,2.500000000000001,4
