task_id,family,permutation_index,left_shape,right_shape,nmse_left_minus_right,bound_left_minus_right
matching_036,quadratic_matching,1,mixed,balanced,-1.1102230246251565e-16,0.0
matching_036,quadratic_matching,1,comb,mixed,0.2500000000000001,0.0
matching_036,quadratic_matching,2,comb,balanced,0.0,0.0
matching_036,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_036,quadratic_matching,2,comb,mixed,0.0,0.0
matching_036,quadratic_matching,3,comb,balanced,0.2499999999999999,0.0
matching_036,quadratic_matching,3,mixed,balanced,0.0,-0.25
matching_036,quadratic_matching,3,comb,mixed,0.2499999999999999,0.25
matching_037,quadratic_matching,0,comb,balanced,0.25,0.25
matching_037,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_037,quadratic_matching,0,comb,mixed,0.0,0.0
matching_037,quadratic_matching,1,comb,balanced,0.2500000000000001,0.25
matching_037,quadratic_matching,1,mixed,balanced,0.2500000000000001,0.25
matching_037,quadratic_matching,1,comb,mixed,0.0,0.0
matching_037,quadratic_matching,2,comb,balanced,0.25,0.25
matching_037,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_037,quadratic_matching,2,comb,mixed,0.0,0.0
matching_037,quadratic_matching,3,comb,balanced,0.25,0.0
matching_037,quadratic_matching,3,mixed,balanced,-0.25,-0.25
matching_037,quadratic_matching,3,comb,mixed,0.5,0.25
matching_038,quadratic_matching,0,comb,balanced,0.25,0.25
matching_038,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_038,quadratic_matching,0,comb,mixed,0.0,0.0
matching_038,quadratic_matching,1,comb,balanced,0.25,0.25
matching_038,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_038,quadratic_matching,1,comb,mixed,0.0,0.0
matching_038,quadratic_matching,2,comb,balanced,0.0,0.0
matching_038,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_038,quadratic_matching,2,comb,mixed,0.0,0.0
matching_038,quadratic_matching,3,comb,balanced,0.25,0.2499999999999999
matching_038,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_038,quadratic_matching,3,comb,mixed,0.25,0.2499999999999999
matching_039,quadratic_matching,0,comb,balanced,0.25,0.25
matching_039,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_039,quadratic_matching,0,comb,mixed,0.0,0.0
matching_039,quadratic_matching,1,comb,balanced,0.25,0.0
matching_039,quadratic_matching,1,mixed,balanced,-0.25,-0.25
matching_039,quadratic_matching,1,comb,mixed,0.5,0.25
matching_039,quadratic_matching,2,comb,balanced,0.25,0.25
matching_039,quadratic_matching,2,mixed,balanced,0.2499999999999999,0.25
matching_039,quadratic_matching,2,comb,mixed,1.1102230246251565e-16,0.0
matching_039,quadratic_matching,3,comb,balanced,0.25,0.0
matching_039,quadratic_matching,3,mixed,balanced,-1.1102230246251565e-16,0.0
matching_039,quadratic_matching,3,comb,mixed,0.2500000000000001,0.0
matching_040,quadratic_matching,0,comb,balanced,0.25,0.25
matching_040,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_040,quadratic_matching,0,comb,mixed,0.0,0.0
matching_040,quadratic_matching,1,comb,balanced,0.0,0.0
matching_040,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_040,quadratic_matching,1,comb,mixed,0.0,0.0
matching_040,quadratic_matching,2,comb,balanced,0.25,0.25
matching_040,quadratic_matching,2,mixed,balanced,0.2499999999999999,0.25
matching_040,quadratic_matching,2,comb,mixed,1.1102230246251565e-16,0.0
matching_040,quadratic_matching,3,comb,balanced,0.25,0.0
matching_040,quadratic_matching,3,mixed,balanced,-0.25,-0.25
matching_040,quadratic_matching,3,comb,mixed,0.5,0.25
matching_041,quadratic_matching,0,comb,balanced,0.2500000000000001,0.25
matching_041,quadratic_matching,0,mixed,balanced,0.2500000000000001,0.25
matching_041,quadratic_matching,0,comb,mixed,0.0,0.0
matching_041,quadratic_matching,1,comb,balanced,0.0,0.0
matching_041,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_041,quadratic_matching,1,comb,mixed,0.0,0.0
matching_041,quadratic_matching,2,comb,balanced,0.25,0.0
matching_041,quadratic_matching,2,mixed,balanced,-0.25,-0.25
matching_041,quadratic_matching,2,comb,mixed,0.5,0.25
matching_041,quadratic_matching,3,comb,balanced,0.25,0.0
matching_041,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_041,quadratic_matching,3,comb,mixed,0.25,0.0
matching_042,quadratic_matching,0,comb,balanced,0.25,0.25
matching_042,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_042,quadratic_matching,0,comb,mixed,0.0,0.0
matching_042,quadratic_matching,1,comb,balanced,0.25,0.0
matching_042,quadratic_matching,1,mixed,balanced,-1.1102230246251565e-16,0.0
matching_042,quadratic_matching,1,comb,mixed,0.2500000000000001,0.0
matching_042,quadratic_matching,2,comb,balanced,0.0,0.0
matching_042,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,0.0
matching_042,quadratic_matching,2,comb,mixed,1.1102230246251565e-16,0.0
matching_042,quadratic_matching,3,comb,balanced,0.25,0.0
matching_042,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_042,quadratic_matching,3,comb,mixed,0.25,0.0
matching_043,quadratic_matching,0,comb,balanced,0.25,0.25
matching_043,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_043,quadratic_matching,0,comb,mixed,0.0,0.0
matching_043,quadratic_matching,1,comb,balanced,0.25,0.25
matching_043,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_043,quadratic_matching,1,comb,mixed,0.0,0.0
matching_043,quadratic_matching,2,comb,balanced,0.0,0.0
matching_043,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_043,quadratic_matching,2,comb,mixed,0.0,0.0
matching_043,quadratic_matching,3,comb,balanced,0.5,0.2499999999999999
matching_043,quadratic_matching,3,mixed,balanced,0.2499999999999999,0.0
matching_043,quadratic_matching,3,comb,mixed,0.2500000000000001,0.2499999999999999
matching_044,quadratic_matching,0,comb,balanced,0.25,0.25
matching_044,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_044,quadratic_matching,0,comb,mixed,0.0,0.0
matching_044,quadratic_matching,1,comb,balanced,0.25,0.25
matching_044,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_044,quadratic_matching,1,comb,mixed,0.0,0.0
matching_044,quadratic_matching,2,comb,balanced,0.25,0.0
matching_044,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,0.0
matching_044,quadratic_matching,2,comb,mixed,0.2500000000000001,0.0
matching_044,quadratic_matching,3,comb,balanced,0.25,0.0
matching_044,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_044,quadratic_matching,3,comb,mixed,0.25,0.0
matching_045,quadratic_matching,0,comb,balanced,0.25,0.0
matching_045,quadratic_matching,0,mixed,balanced,0.0,-0.25
matching_045,quadratic_matching,0,comb,mixed,0.25,0.25
matching_045,quadratic_matching,1,comb,balanced,0.25,0.0
matching_045,quadratic_matching,1,mixed,balanced,0.0,-0.25
matching_045,quadratic_matching,1,comb,mixed,0.25,0.25
matching_045,quadratic_matching,2,comb,balanced,0.25,0.0
matching_045,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,0.0
matching_045,quadratic_matching,2,comb,mixed,0.2500000000000001,0.0
matching_045,quadratic_matching,3,comb,balanced,0.2499999999999999,0.25
matching_045,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_045,quadratic_matching,3,comb,mixed,-1.1102230246251565e-16,0.0
matching_046,quadratic_matching,0,comb,balanced,0.25,0.0
matching_046,quadratic_matching,0,mixed,balanced,0.0,-0.25
matching_046,quadratic_matching,0,comb,mixed,0.25,0.25
matching_046,quadratic_matching,1,comb,balanced,0.25,0.0
matching_046,quadratic_matching,1,mixed,balanced,0.0,-0.25
matching_046,quadratic_matching,1,comb,mixed,0.25,0.25
matching_046,quadratic_matching,2,comb,balanced,0.25,0.2499999999999999
matching_046,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,0.0
matching_046,quadratic_matching,2,comb,mixed,0.2500000000000001,0.2499999999999999
matching_046,quadratic_matching,3,comb,balanced,0.25,0.2499999999999999
matching_046,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_046,quadratic_matching,3,comb,mixed,0.25,0.2499999999999999
matching_047,quadratic_matching,0,comb,balanced,0.25,0.0
matching_047,quadratic_matching,0,mixed,balanced,0.0,-0.25
matching_047,quadratic_matching,0,comb,mixed,0.25,0.25
matching_047,quadratic_matching,1,comb,balanced,0.25,0.0
matching_047,quadratic_matching,1,mixed,balanced,-1.1102230246251565e-16,-0.25
matching_047,quadratic_matching,1,comb,mixed,0.2500000000000001,0.25
matching_047,quadratic_matching,2,comb,balanced,0.25,0.0
matching_047,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_047,quadratic_matching,2,comb,mixed,0.25,0.0
matching_047,quadratic_matching,3,comb,balanced,0.25,0.25
matching_047,quadratic_matching,3,mixed,balanced,0.2499999999999999,0.25
matching_047,quadratic_matching,3,comb,mixed,1.1102230246251565e-16,0.0
matching_048,quadratic_matching,0,comb,balanced,0.2499999999999999,0.25
matching_048,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_048,quadratic_matching,0,comb,mixed,-1.1102230246251565e-16,0.0
matching_048,quadratic_matching,1,comb,balanced,0.2500000000000001,0.0
matching_048,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_048,quadratic_matching,1,comb,mixed,0.2500000000000001,0.0
matching_048,quadratic_matching,2,comb,balanced,0.25,0.0
matching_048,quadratic_matching,2,mixed,balanced,0.0,-0.25
matching_048,quadratic_matching,2,comb,mixed,0.25,0.25
matching_048,quadratic_matching,3,comb,balanced,0.25,0.25
matching_048,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_048,quadratic_matching,3,comb,mixed,0.0,0.0
matching_049,quadratic_matching,0,comb,balanced,0.25,0.25
matching_049,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_049,quadratic_matching,0,comb,mixed,0.0,0.0
matching_049,quadratic_matching,1,comb,balanced,0.5,1.1102230246251565e-16
matching_049,quadratic_matching,1,mixed,balanced,0.25,0.0
matching_049,quadratic_matching,1,comb,mixed,0.25,1.1102230246251565e-16
matching_049,quadratic_matching,2,comb,balanced,0.25,0.2499999999999999
matching_049,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,0.0
matching_049,quadratic_matching,2,comb,mixed,0.2500000000000001,0.2499999999999999
matching_049,quadratic_matching,3,comb,balanced,0.25,0.25
matching_049,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_049,quadratic_matching,3,comb,mixed,0.0,0.0
matching_050,quadratic_matching,0,comb,balanced,0.2500000000000001,0.25
matching_050,quadratic_matching,0,mixed,balanced,0.2500000000000001,0.25
matching_050,quadratic_matching,0,comb,mixed,0.0,0.0
matching_050,quadratic_matching,1,comb,balanced,0.2499999999999999,0.0
matching_050,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_050,quadratic_matching,1,comb,mixed,0.2499999999999999,0.0
matching_050,quadratic_matching,2,comb,balanced,0.2499999999999999,0.0
matching_050,quadratic_matching,2,mixed,balanced,-0.25,-0.25
matching_050,quadratic_matching,2,comb,mixed,0.4999999999999999,0.25
matching_050,quadratic_matching,3,comb,balanced,0.25,0.25
matching_050,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_050,quadratic_matching,3,comb,mixed,0.0,0.0
matching_051,quadratic_matching,0,comb,balanced,0.25,0.25
matching_051,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_051,quadratic_matching,0,comb,mixed,0.0,0.0
matching_051,quadratic_matching,1,comb,balanced,0.2500000000000001,0.0
matching_051,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_051,quadratic_matching,1,comb,mixed,0.2500000000000001,0.0
matching_051,quadratic_matching,2,comb,balanced,0.25,0.0
matching_051,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_051,quadratic_matching,2,comb,mixed,0.25,0.0
matching_051,quadratic_matching,3,comb,balanced,0.2499999999999999,0.25
matching_051,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_051,quadratic_matching,3,comb,mixed,-1.1102230246251565e-16,0.0
matching_052,quadratic_matching,0,comb,balanced,0.0,0.0
matching_052,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_052,quadratic_matching,0,comb,mixed,0.0,0.0
matching_052,quadratic_matching,1,comb,balanced,0.75,0.2500000000000001
matching_052,quadratic_matching,1,mixed,balanced,0.4999999999999999,0.25
matching_052,quadratic_matching,1,comb,mixed,0.2500000000000001,1.1102230246251565e-16
matching_052,quadratic_matching,2,comb,balanced,0.25,0.0
matching_052,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,0.0
matching_052,quadratic_matching,2,comb,mixed,0.2500000000000001,0.0
matching_052,quadratic_matching,3,comb,balanced,0.25,0.25
matching_052,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_052,quadratic_matching,3,comb,mixed,0.0,0.0
matching_053,quadratic_matching,0,comb,balanced,0.0,0.0
matching_053,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_053,quadratic_matching,0,comb,mixed,0.0,0.0
matching_053,quadratic_matching,1,comb,balanced,0.2500000000000001,0.0
matching_053,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_053,quadratic_matching,1,comb,mixed,0.2500000000000001,0.0
matching_053,quadratic_matching,2,comb,balanced,0.25,0.0
matching_053,quadratic_matching,2,mixed,balanced,-0.25,-0.25
matching_053,quadratic_matching,2,comb,mixed,0.5,0.25
matching_053,quadratic_matching,3,comb,balanced,0.25,0.2499999999999999
matching_053,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_053,quadratic_matching,3,comb,mixed,0.25,0.2499999999999999
matching_054,quadratic_matching,0,comb,balanced,0.25,0.25
matching_054,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_054,quadratic_matching,0,comb,mixed,0.0,0.0
matching_054,quadratic_matching,1,comb,balanced,0.25,0.0
matching_054,quadratic_matching,1,mixed,balanced,-0.25,-0.25
matching_054,quadratic_matching,1,comb,mixed,0.5,0.25
matching_054,quadratic_matching,2,comb,balanced,0.5000000000000001,0.2499999999999999
matching_054,quadratic_matching,2,mixed,balanced,0.25,0.0
matching_054,quadratic_matching,2,comb,mixed,0.2500000000000001,0.2499999999999999
matching_054,quadratic_matching,3,comb,balanced,0.25,0.25
matching_054,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_054,quadratic_matching,3,comb,mixed,0.0,0.0
matching_055,quadratic_matching,0,comb,balanced,0.0,0.0
matching_055,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_055,quadratic_matching,0,comb,mixed,0.0,0.0
matching_055,quadratic_matching,1,comb,balanced,0.25,0.0
matching_055,quadratic_matching,1,mixed,balanced,-0.25,-0.25
matching_055,quadratic_matching,1,comb,mixed,0.5,0.25
matching_055,quadratic_matching,2,comb,balanced,0.25,0.0
matching_055,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,-0.25
matching_055,quadratic_matching,2,comb,mixed,0.2500000000000001,0.25
matching_055,quadratic_matching,3,comb,balanced,0.25,0.25
matching_055,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_055,quadratic_matching,3,comb,mixed,0.0,0.0
matching_056,quadratic_matching,0,comb,balanced,0.0,0.0
matching_056,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_056,quadratic_matching,0,comb,mixed,0.0,0.0
matching_056,quadratic_matching,1,comb,balanced,0.25,0.0
matching_056,quadratic_matching,1,mixed,balanced,-0.25,-0.25
matching_056,quadratic_matching,1,comb,mixed,0.5,0.25
matching_056,quadratic_matching,2,comb,balanced,0.25,0.0
matching_056,quadratic_matching,2,mixed,balanced,-0.25,-0.25
matching_056,quadratic_matching,2,comb,mixed,0.5,0.25
matching_056,quadratic_matching,3,comb,balanced,0.2499999999999999,0.25
matching_056,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_056,quadratic_matching,3,comb,mixed,-1.1102230246251565e-16,0.0
matching_057,quadratic_matching,0,comb,balanced,0.25,0.25
matching_057,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_057,quadratic_matching,0,comb,mixed,0.0,0.0
matching_057,quadratic_matching,1,comb,balanced,0.25,0.0
matching_057,quadratic_matching,1,mixed,balanced,-1.1102230246251565e-16,0.0
matching_057,quadratic_matching,1,comb,mixed,0.2500000000000001,0.0
matching_057,quadratic_matching,2,comb,balanced,0.25,0.0
matching_057,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_057,quadratic_matching,2,comb,mixed,0.25,0.0
matching_057,quadratic_matching,3,comb,balanced,0.25,0.25
matching_057,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_057,quadratic_matching,3,comb,mixed,0.0,0.0
matching_058,quadratic_matching,0,comb,balanced,0.0,0.0
matching_058,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_058,quadratic_matching,0,comb,mixed,0.0,0.0
matching_058,quadratic_matching,1,comb,balanced,0.25,0.0
matching_058,quadratic_matching,1,mixed,balanced,-1.1102230246251565e-16,0.0
matching_058,quadratic_matching,1,comb,mixed,0.2500000000000001,0.0
matching_058,quadratic_matching,2,comb,balanced,0.25,0.0
matching_058,quadratic_matching,2,mixed,balanced,0.0,-0.25
matching_058,quadratic_matching,2,comb,mixed,0.25,0.25
matching_058,quadratic_matching,3,comb,balanced,0.5,0.2499999999999999
matching_058,quadratic_matching,3,mixed,balanced,0.2499999999999999,0.0
matching_058,quadratic_matching,3,comb,mixed,0.2500000000000001,0.2499999999999999
matching_059,quadratic_matching,0,comb,balanced,0.0,0.0
matching_059,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_059,quadratic_matching,0,comb,mixed,0.0,0.0
matching_059,quadratic_matching,1,comb,balanced,0.5,1.1102230246251565e-16
matching_059,quadratic_matching,1,mixed,balanced,0.2499999999999999,0.0
matching_059,quadratic_matching,1,comb,mixed,0.2500000000000001,1.1102230246251565e-16
matching_059,quadratic_matching,2,comb,balanced,0.2499999999999999,0.0
matching_059,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,0.0
matching_059,quadratic_matching,2,comb,mixed,0.25,0.0
matching_059,quadratic_matching,3,comb,balanced,0.25,0.25
matching_059,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_059,quadratic_matching,3,comb,mixed,0.0,0.0
matching_060,quadratic_matching,0,comb,balanced,0.25,0.0
matching_060,quadratic_matching,0,mixed,balanced,-0.25,-0.25
matching_060,quadratic_matching,0,comb,mixed,0.5,0.25
matching_060,quadratic_matching,1,comb,balanced,0.0,0.0
matching_060,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_060,quadratic_matching,1,comb,mixed,0.0,0.0
matching_060,quadratic_matching,2,comb,balanced,0.25,0.0
matching_060,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_060,quadratic_matching,2,comb,mixed,0.25,0.0
matching_060,quadratic_matching,3,comb,balanced,0.25,0.25
matching_060,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_060,quadratic_matching,3,comb,mixed,0.0,0.0
matching_061,quadratic_matching,0,comb,balanced,0.25,0.0
matching_061,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_061,quadratic_matching,0,comb,mixed,0.25,0.0
matching_061,quadratic_matching,1,comb,balanced,0.0,0.0
matching_061,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_061,quadratic_matching,1,comb,mixed,0.0,0.0
matching_061,quadratic_matching,2,comb,balanced,0.5,1.1102230246251565e-16
matching_061,quadratic_matching,2,mixed,balanced,0.25,0.0
matching_061,quadratic_matching,2,comb,mixed,0.25,1.1102230246251565e-16
matching_061,quadratic_matching,3,comb,balanced,0.25,0.0
matching_061,quadratic_matching,3,mixed,balanced,-0.25,-0.25
matching_061,quadratic_matching,3,comb,mixed,0.5,0.25
matching_062,quadratic_matching,0,comb,balanced,0.25,0.0
matching_062,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_062,quadratic_matching,0,comb,mixed,0.25,0.0
matching_062,quadratic_matching,1,comb,balanced,0.25,0.25
matching_062,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_062,quadratic_matching,1,comb,mixed,0.0,0.0
matching_062,quadratic_matching,2,comb,balanced,0.25,0.0
matching_062,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_062,quadratic_matching,2,comb,mixed,0.25,0.0
matching_062,quadratic_matching,3,comb,balanced,0.25,0.25
matching_062,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_062,quadratic_matching,3,comb,mixed,0.0,0.0
matching_063,quadratic_matching,0,comb,balanced,0.25,0.25
matching_063,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_063,quadratic_matching,0,comb,mixed,0.0,0.0
matching_063,quadratic_matching,1,comb,balanced,0.25,0.0
matching_063,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_063,quadratic_matching,1,comb,mixed,0.25,0.0
matching_063,quadratic_matching,2,comb,balanced,0.25,0.0
matching_063,quadratic_matching,2,mixed,balanced,0.0,-0.25
matching_063,quadratic_matching,2,comb,mixed,0.25,0.25
matching_063,quadratic_matching,3,comb,balanced,0.0,0.0
matching_063,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_063,quadratic_matching,3,comb,mixed,0.0,0.0
matching_064,quadratic_matching,0,comb,balanced,0.25,0.25
matching_064,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_064,quadratic_matching,0,comb,mixed,0.0,0.0
matching_064,quadratic_matching,1,comb,balanced,0.25,0.25
matching_064,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_064,quadratic_matching,1,comb,mixed,0.0,0.0
matching_064,quadratic_matching,2,comb,balanced,0.5000000000000001,1.1102230246251565e-16
matching_064,quadratic_matching,2,mixed,balanced,0.2500000000000001,0.0
matching_064,quadratic_matching,2,comb,mixed,0.25,1.1102230246251565e-16
matching_064,quadratic_matching,3,comb,balanced,0.0,0.0
matching_064,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_064,quadratic_matching,3,comb,mixed,0.0,0.0
matching_065,quadratic_matching,0,comb,balanced,0.2500000000000001,0.25
matching_065,quadratic_matching,0,mixed,balanced,0.2500000000000001,0.25
matching_065,quadratic_matching,0,comb,mixed,0.0,0.0
matching_065,quadratic_matching,1,comb,balanced,0.25,0.25
matching_065,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_065,quadratic_matching,1,comb,mixed,0.0,0.0
matching_065,quadratic_matching,2,comb,balanced,0.2499999999999999,0.0
matching_065,quadratic_matching,2,mixed,balanced,-0.25,-0.25
matching_065,quadratic_matching,2,comb,mixed,0.4999999999999999,0.25
matching_065,quadratic_matching,3,comb,balanced,0.25,0.25
matching_065,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_065,quadratic_matching,3,comb,mixed,0.0,0.0
matching_066,quadratic_matching,0,comb,balanced,0.25,0.25
matching_066,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_066,quadratic_matching,0,comb,mixed,0.0,0.0
matching_066,quadratic_matching,1,comb,balanced,0.0,0.0
matching_066,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_066,quadratic_matching,1,comb,mixed,0.0,0.0
matching_066,quadratic_matching,2,comb,balanced,0.25,0.0
matching_066,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_066,quadratic_matching,2,comb,mixed,0.25,0.0
matching_066,quadratic_matching,3,comb,balanced,0.0,0.0
matching_066,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_066,quadratic_matching,3,comb,mixed,0.0,0.0
matching_067,quadratic_matching,0,comb,balanced,0.0,0.0
matching_067,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_067,quadratic_matching,0,comb,mixed,0.0,0.0
matching_067,quadratic_matching,1,comb,balanced,0.25,0.25
matching_067,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_067,quadratic_matching,1,comb,mixed,0.0,0.0
matching_067,quadratic_matching,2,comb,balanced,0.25,0.0
matching_067,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,0.0
matching_067,quadratic_matching,2,comb,mixed,0.2500000000000001,0.0
matching_067,quadratic_matching,3,comb,balanced,0.0,0.0
matching_067,quadratic_matching,3,mixed,balanced,-1.1102230246251565e-16,0.0
matching_067,quadratic_matching,3,comb,mixed,1.1102230246251565e-16,0.0
matching_068,quadratic_matching,0,comb,balanced,0.0,0.0
matching_068,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_068,quadratic_matching,0,comb,mixed,0.0,0.0
matching_068,quadratic_matching,1,comb,balanced,0.0,0.0
matching_068,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_068,quadratic_matching,1,comb,mixed,0.0,0.0
matching_068,quadratic_matching,2,comb,balanced,0.2499999999999999,0.0
matching_068,quadratic_matching,2,mixed,balanced,-0.25,-0.25
matching_068,quadratic_matching,2,comb,mixed,0.4999999999999999,0.25
matching_068,quadratic_matching,3,comb,balanced,0.25,0.0
matching_068,quadratic_matching,3,mixed,balanced,-1.1102230246251565e-16,0.0
matching_068,quadratic_matching,3,comb,mixed,0.2500000000000001,0.0
matching_069,quadratic_matching,0,comb,balanced,0.25,0.25
matching_069,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_069,quadratic_matching,0,comb,mixed,0.0,0.0
matching_069,quadratic_matching,1,comb,balanced,0.0,0.0
matching_069,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_069,quadratic_matching,1,comb,mixed,0.0,0.0
matching_069,quadratic_matching,2,comb,balanced,0.75,0.2500000000000001
matching_069,quadratic_matching,2,mixed,balanced,0.5,0.25
matching_069,quadratic_matching,2,comb,mixed,0.25,1.1102230246251565e-16
matching_069,quadratic_matching,3,comb,balanced,0.0,0.0
matching_069,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_069,quadratic_matching,3,comb,mixed,0.0,0.0
matching_070,quadratic_matching,0,comb,balanced,0.0,0.0
matching_070,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_070,quadratic_matching,0,comb,mixed,0.0,0.0
matching_070,quadratic_matching,1,comb,balanced,0.25,0.0
matching_070,quadratic_matching,1,mixed,balanced,-0.25,-0.25
matching_070,quadratic_matching,1,comb,mixed,0.5,0.25
matching_070,quadratic_matching,2,comb,balanced,0.25,0.0
matching_070,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,-0.25
matching_070,quadratic_matching,2,comb,mixed,0.2500000000000001,0.25
matching_070,quadratic_matching,3,comb,balanced,0.0,0.0
matching_070,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_070,quadratic_matching,3,comb,mixed,0.0,0.0
matching_071,quadratic_matching,0,comb,balanced,0.0,0.0
matching_071,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_071,quadratic_matching,0,comb,mixed,0.0,0.0
matching_071,quadratic_matching,1,comb,balanced,0.0,0.0
matching_071,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_071,quadratic_matching,1,comb,mixed,0.0,0.0
matching_071,quadratic_matching,2,comb,balanced,0.25,0.0
matching_071,quadratic_matching,2,mixed,balanced,-0.25,-0.25
matching_071,quadratic_matching,2,comb,mixed,0.5,0.25
matching_071,quadratic_matching,3,comb,balanced,0.25,0.25
matching_071,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_071,quadratic_matching,3,comb,mixed,0.0,0.0
matching_072,quadratic_matching,0,comb,balanced,0.2499999999999999,0.25
matching_072,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_072,quadratic_matching,0,comb,mixed,-1.1102230246251565e-16,0.0
matching_072,quadratic_matching,1,comb,balanced,0.25,0.25
matching_072,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_072,quadratic_matching,1,comb,mixed,0.0,0.0
