cohort,architecture,seed,checkpoint,checkpoint_sha256,forward_max_difference,coordinate,basis,n_fields,mean_capture,ensemble_energy_capture
fresh,additive,50309,initial,ac2661ffeb28b74beeccbe4a090f952c6391624c7b4d8c232d407b91ed7d3e89,0.0,activation,broadcast_k1,262144,0.84903358766288,0.8827771316036889
fresh,additive,50309,initial,ac2661ffeb28b74beeccbe4a090f952c6391624c7b4d8c232d407b91ed7d3e89,0.0,activation,exact_k12,262144,1.0,1.0
fresh,additive,50309,initial,ac2661ffeb28b74beeccbe4a090f952c6391624c7b4d8c232d407b91ed7d3e89,0.0,activation,subtrees_k3,262144,0.8914016671318752,0.9181835392413051
fresh,additive,50309,initial,ac2661ffeb28b74beeccbe4a090f952c6391624c7b4d8c232d407b91ed7d3e89,0.0,voltage,broadcast_k1,262144,0.6424835594272738,0.6836094258049956
fresh,additive,50309,initial,ac2661ffeb28b74beeccbe4a090f952c6391624c7b4d8c232d407b91ed7d3e89,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,additive,50309,initial,ac2661ffeb28b74beeccbe4a090f952c6391624c7b4d8c232d407b91ed7d3e89,0.0,voltage,subtrees_k3,262144,0.7659478556470882,0.7781927413109488
fresh,additive,50309,trained,7ae4129ac11cd4ef247d5435da764f59f0611935a7647eadd8669e2d221fa523,0.0,activation,broadcast_k1,262144,0.7634087282433771,0.8373196015233416
fresh,additive,50309,trained,7ae4129ac11cd4ef247d5435da764f59f0611935a7647eadd8669e2d221fa523,0.0,activation,exact_k12,262144,1.0,1.0
fresh,additive,50309,trained,7ae4129ac11cd4ef247d5435da764f59f0611935a7647eadd8669e2d221fa523,0.0,activation,subtrees_k3,262144,0.8595213897348649,0.9360309012409858
fresh,additive,50309,trained,7ae4129ac11cd4ef247d5435da764f59f0611935a7647eadd8669e2d221fa523,0.0,voltage,broadcast_k1,262144,0.5109617238066732,0.5627423426182494
fresh,additive,50309,trained,7ae4129ac11cd4ef247d5435da764f59f0611935a7647eadd8669e2d221fa523,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,additive,50309,trained,7ae4129ac11cd4ef247d5435da764f59f0611935a7647eadd8669e2d221fa523,0.0,voltage,subtrees_k3,262144,0.7108746241196021,0.7262403793059949
