cohort,architecture,seed,checkpoint,checkpoint_sha256,forward_max_difference,coordinate,basis,n_fields,mean_capture,ensemble_energy_capture
fresh,shunting,50304,initial,b5767469df215148599e93d7b8e60b61de0cfd2fd5405fbc4e6ddfd6c27924c2,0.0,activation,broadcast_k1,262144,0.5330594931482603,0.5334313301046164
fresh,shunting,50304,initial,b5767469df215148599e93d7b8e60b61de0cfd2fd5405fbc4e6ddfd6c27924c2,0.0,activation,exact_k12,262144,1.0,1.0
fresh,shunting,50304,initial,b5767469df215148599e93d7b8e60b61de0cfd2fd5405fbc4e6ddfd6c27924c2,0.0,activation,subtrees_k3,262144,0.5331505372744659,0.5335229615309631
fresh,shunting,50304,initial,b5767469df215148599e93d7b8e60b61de0cfd2fd5405fbc4e6ddfd6c27924c2,0.0,voltage,broadcast_k1,262144,0.520730614622979,0.5213199820187155
fresh,shunting,50304,initial,b5767469df215148599e93d7b8e60b61de0cfd2fd5405fbc4e6ddfd6c27924c2,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,shunting,50304,initial,b5767469df215148599e93d7b8e60b61de0cfd2fd5405fbc4e6ddfd6c27924c2,0.0,voltage,subtrees_k3,262144,0.5211764602470421,0.5217520547154726
fresh,shunting,50304,trained,449bd334866ab281f7ef29bdf2725c58666e87db26bf29159a448b627cce8a4a,0.0,activation,broadcast_k1,262144,0.610581084430429,0.7363575156078026
fresh,shunting,50304,trained,449bd334866ab281f7ef29bdf2725c58666e87db26bf29159a448b627cce8a4a,0.0,activation,exact_k12,262144,1.0,1.0
fresh,shunting,50304,trained,449bd334866ab281f7ef29bdf2725c58666e87db26bf29159a448b627cce8a4a,0.0,activation,subtrees_k3,262144,0.6438419957686466,0.804587429137354
fresh,shunting,50304,trained,449bd334866ab281f7ef29bdf2725c58666e87db26bf29159a448b627cce8a4a,0.0,voltage,broadcast_k1,262144,0.47739892493194824,0.4991887584919517
fresh,shunting,50304,trained,449bd334866ab281f7ef29bdf2725c58666e87db26bf29159a448b627cce8a4a,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,shunting,50304,trained,449bd334866ab281f7ef29bdf2725c58666e87db26bf29159a448b627cce8a4a,0.0,voltage,subtrees_k3,262144,0.6250594475095965,0.6641588437289034
