cohort,architecture,seed,checkpoint,checkpoint_sha256,forward_max_difference,coordinate,basis,n_fields,mean_capture,ensemble_energy_capture
fresh,additive,50306,initial,2056f9ddde9196759c5af70427f86da470c38fcb0d2a18192c8ae9e1fb3aab3f,0.0,activation,broadcast_k1,262144,0.8521227811459331,0.889517084507483
fresh,additive,50306,initial,2056f9ddde9196759c5af70427f86da470c38fcb0d2a18192c8ae9e1fb3aab3f,0.0,activation,exact_k12,262144,1.0,1.0
fresh,additive,50306,initial,2056f9ddde9196759c5af70427f86da470c38fcb0d2a18192c8ae9e1fb3aab3f,0.0,activation,subtrees_k3,262144,0.8930206570558515,0.9222745295970651
fresh,additive,50306,initial,2056f9ddde9196759c5af70427f86da470c38fcb0d2a18192c8ae9e1fb3aab3f,0.0,voltage,broadcast_k1,262144,0.6478227494722868,0.6936964582294141
fresh,additive,50306,initial,2056f9ddde9196759c5af70427f86da470c38fcb0d2a18192c8ae9e1fb3aab3f,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,additive,50306,initial,2056f9ddde9196759c5af70427f86da470c38fcb0d2a18192c8ae9e1fb3aab3f,0.0,voltage,subtrees_k3,262144,0.7678751461189226,0.7816308573470674
fresh,additive,50306,trained,168f255cea6b151586eef1a3c2886c18697a8a3fa04adf634239b3a3e335b992,0.0,activation,broadcast_k1,262144,0.7723533443869518,0.8443391524158332
fresh,additive,50306,trained,168f255cea6b151586eef1a3c2886c18697a8a3fa04adf634239b3a3e335b992,0.0,activation,exact_k12,262144,1.0,1.0
fresh,additive,50306,trained,168f255cea6b151586eef1a3c2886c18697a8a3fa04adf634239b3a3e335b992,0.0,activation,subtrees_k3,262144,0.8640853387086753,0.9406417495622372
fresh,additive,50306,trained,168f255cea6b151586eef1a3c2886c18697a8a3fa04adf634239b3a3e335b992,0.0,voltage,broadcast_k1,262144,0.5219196230509874,0.5665009566345718
fresh,additive,50306,trained,168f255cea6b151586eef1a3c2886c18697a8a3fa04adf634239b3a3e335b992,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,additive,50306,trained,168f255cea6b151586eef1a3c2886c18697a8a3fa04adf634239b3a3e335b992,0.0,voltage,subtrees_k3,262144,0.7132830620930268,0.7299326279831804
