cohort,architecture,seed,checkpoint,checkpoint_sha256,forward_max_difference,coordinate,basis,n_fields,mean_capture,ensemble_energy_capture
fresh,shunting,50306,initial,da98c345e228a534d2254ab97a2caedf839eafcc9192c86afe3e557f9cbc60be,0.0,activation,broadcast_k1,262144,0.5326806347503168,0.532931627902384
fresh,shunting,50306,initial,da98c345e228a534d2254ab97a2caedf839eafcc9192c86afe3e557f9cbc60be,0.0,activation,exact_k12,262144,1.0,1.0
fresh,shunting,50306,initial,da98c345e228a534d2254ab97a2caedf839eafcc9192c86afe3e557f9cbc60be,0.0,activation,subtrees_k3,262144,0.5327725552956998,0.5330224232293523
fresh,shunting,50306,initial,da98c345e228a534d2254ab97a2caedf839eafcc9192c86afe3e557f9cbc60be,0.0,voltage,broadcast_k1,262144,0.5203081026910654,0.5203406324585752
fresh,shunting,50306,initial,da98c345e228a534d2254ab97a2caedf839eafcc9192c86afe3e557f9cbc60be,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,shunting,50306,initial,da98c345e228a534d2254ab97a2caedf839eafcc9192c86afe3e557f9cbc60be,0.0,voltage,subtrees_k3,262144,0.5207530368883835,0.5207804092505447
fresh,shunting,50306,trained,00831e4e49b30cb8ef2327b19c02462e65ceef8b5513ca6646182a7a785272bb,0.0,activation,broadcast_k1,262144,0.6246349142806531,0.7599048971812465
fresh,shunting,50306,trained,00831e4e49b30cb8ef2327b19c02462e65ceef8b5513ca6646182a7a785272bb,0.0,activation,exact_k12,262144,1.0,1.0
fresh,shunting,50306,trained,00831e4e49b30cb8ef2327b19c02462e65ceef8b5513ca6646182a7a785272bb,0.0,activation,subtrees_k3,262144,0.6586440548982856,0.8197826542370235
fresh,shunting,50306,trained,00831e4e49b30cb8ef2327b19c02462e65ceef8b5513ca6646182a7a785272bb,0.0,voltage,broadcast_k1,262144,0.4869518892742734,0.5441598095774904
fresh,shunting,50306,trained,00831e4e49b30cb8ef2327b19c02462e65ceef8b5513ca6646182a7a785272bb,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,shunting,50306,trained,00831e4e49b30cb8ef2327b19c02462e65ceef8b5513ca6646182a7a785272bb,0.0,voltage,subtrees_k3,262144,0.6312748576752035,0.6769421618279784
