cohort,architecture,seed,checkpoint,checkpoint_sha256,forward_max_difference,coordinate,basis,n_fields,mean_capture,ensemble_energy_capture
fresh,shunting,50303,initial,a4cd9015f1260765c6676da104ab40aad65dc187c8cc18f6098ba24b45e075d6,0.0,activation,broadcast_k1,262144,0.5319834043613242,0.5318088341937393
fresh,shunting,50303,initial,a4cd9015f1260765c6676da104ab40aad65dc187c8cc18f6098ba24b45e075d6,0.0,activation,exact_k12,262144,1.0,1.0
fresh,shunting,50303,initial,a4cd9015f1260765c6676da104ab40aad65dc187c8cc18f6098ba24b45e075d6,0.0,activation,subtrees_k3,262144,0.5320750205251109,0.5318990493447873
fresh,shunting,50303,initial,a4cd9015f1260765c6676da104ab40aad65dc187c8cc18f6098ba24b45e075d6,0.0,voltage,broadcast_k1,262144,0.5198350424451156,0.5200184286327334
fresh,shunting,50303,initial,a4cd9015f1260765c6676da104ab40aad65dc187c8cc18f6098ba24b45e075d6,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,shunting,50303,initial,a4cd9015f1260765c6676da104ab40aad65dc187c8cc18f6098ba24b45e075d6,0.0,voltage,subtrees_k3,262144,0.5202851039562137,0.5204440440681893
fresh,shunting,50303,trained,18f2bfe88efc3d819075e4b6fd3894258421a4d359c0fdaf43f4fe89fcbb3107,0.0,activation,broadcast_k1,262144,0.622356995072868,0.751230251686323
fresh,shunting,50303,trained,18f2bfe88efc3d819075e4b6fd3894258421a4d359c0fdaf43f4fe89fcbb3107,0.0,activation,exact_k12,262144,1.0,1.0
fresh,shunting,50303,trained,18f2bfe88efc3d819075e4b6fd3894258421a4d359c0fdaf43f4fe89fcbb3107,0.0,activation,subtrees_k3,262144,0.6534374962213176,0.8041789723227357
fresh,shunting,50303,trained,18f2bfe88efc3d819075e4b6fd3894258421a4d359c0fdaf43f4fe89fcbb3107,0.0,voltage,broadcast_k1,262144,0.48850657410925163,0.5245861121249207
fresh,shunting,50303,trained,18f2bfe88efc3d819075e4b6fd3894258421a4d359c0fdaf43f4fe89fcbb3107,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,shunting,50303,trained,18f2bfe88efc3d819075e4b6fd3894258421a4d359c0fdaf43f4fe89fcbb3107,0.0,voltage,subtrees_k3,262144,0.6227960437600198,0.6583160474249203
