cohort,architecture,seed,checkpoint,checkpoint_sha256,forward_max_difference,coordinate,basis,n_fields,mean_capture,ensemble_energy_capture
fresh,shunting,50307,initial,060af9a142fa502700e03aee079ef95a7d286c4964c025ca7c76a632a9068dd6,0.0,activation,broadcast_k1,262144,0.532442737419132,0.532633392084844
fresh,shunting,50307,initial,060af9a142fa502700e03aee079ef95a7d286c4964c025ca7c76a632a9068dd6,0.0,activation,exact_k12,262144,1.0,1.0
fresh,shunting,50307,initial,060af9a142fa502700e03aee079ef95a7d286c4964c025ca7c76a632a9068dd6,0.0,activation,subtrees_k3,262144,0.5325349997136883,0.5327263361772299
fresh,shunting,50307,initial,060af9a142fa502700e03aee079ef95a7d286c4964c025ca7c76a632a9068dd6,0.0,voltage,broadcast_k1,262144,0.5202364441118069,0.5204955815310185
fresh,shunting,50307,initial,060af9a142fa502700e03aee079ef95a7d286c4964c025ca7c76a632a9068dd6,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,shunting,50307,initial,060af9a142fa502700e03aee079ef95a7d286c4964c025ca7c76a632a9068dd6,0.0,voltage,subtrees_k3,262144,0.5206938841042085,0.5209327650672076
fresh,shunting,50307,trained,34521444c6dbe3bf59dbacfa4cfffdde781ce3d04314aff8f20a03024390a400,0.0,activation,broadcast_k1,262144,0.6231867688833694,0.7548500150718305
fresh,shunting,50307,trained,34521444c6dbe3bf59dbacfa4cfffdde781ce3d04314aff8f20a03024390a400,0.0,activation,exact_k12,262144,1.0,1.0
fresh,shunting,50307,trained,34521444c6dbe3bf59dbacfa4cfffdde781ce3d04314aff8f20a03024390a400,0.0,activation,subtrees_k3,262144,0.6571584754189873,0.8136396180005515
fresh,shunting,50307,trained,34521444c6dbe3bf59dbacfa4cfffdde781ce3d04314aff8f20a03024390a400,0.0,voltage,broadcast_k1,262144,0.486663839250237,0.527094725229057
fresh,shunting,50307,trained,34521444c6dbe3bf59dbacfa4cfffdde781ce3d04314aff8f20a03024390a400,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,shunting,50307,trained,34521444c6dbe3bf59dbacfa4cfffdde781ce3d04314aff8f20a03024390a400,0.0,voltage,subtrees_k3,262144,0.6269918147487743,0.6514264634880536
