cohort,architecture,seed,checkpoint,checkpoint_sha256,forward_max_difference,coordinate,basis,n_fields,mean_capture,ensemble_energy_capture
fresh,shunting,50309,initial,43175c7e33291931374e9b6e1709b75be2e7bb3ddac4f2f4ecde9594a9fe8fa0,0.0,activation,broadcast_k1,262144,0.5319007621550398,0.5317901174393567
fresh,shunting,50309,initial,43175c7e33291931374e9b6e1709b75be2e7bb3ddac4f2f4ecde9594a9fe8fa0,0.0,activation,exact_k12,262144,1.0,1.0
fresh,shunting,50309,initial,43175c7e33291931374e9b6e1709b75be2e7bb3ddac4f2f4ecde9594a9fe8fa0,0.0,activation,subtrees_k3,262144,0.5320000888602642,0.5318896355820378
fresh,shunting,50309,initial,43175c7e33291931374e9b6e1709b75be2e7bb3ddac4f2f4ecde9594a9fe8fa0,0.0,voltage,broadcast_k1,262144,0.5198764530863711,0.5200110790158454
fresh,shunting,50309,initial,43175c7e33291931374e9b6e1709b75be2e7bb3ddac4f2f4ecde9594a9fe8fa0,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,shunting,50309,initial,43175c7e33291931374e9b6e1709b75be2e7bb3ddac4f2f4ecde9594a9fe8fa0,0.0,voltage,subtrees_k3,262144,0.5203448633042362,0.5204735010935813
fresh,shunting,50309,trained,d48c3d9443dc328ddd3174abf0355730f9179118155dcbe4f4d003e3768a583c,0.0,activation,broadcast_k1,262144,0.6215746476338506,0.7193084367443331
fresh,shunting,50309,trained,d48c3d9443dc328ddd3174abf0355730f9179118155dcbe4f4d003e3768a583c,0.0,activation,exact_k12,262144,1.0,1.0
fresh,shunting,50309,trained,d48c3d9443dc328ddd3174abf0355730f9179118155dcbe4f4d003e3768a583c,0.0,activation,subtrees_k3,262144,0.6556725571563911,0.7960500295808935
fresh,shunting,50309,trained,d48c3d9443dc328ddd3174abf0355730f9179118155dcbe4f4d003e3768a583c,0.0,voltage,broadcast_k1,262144,0.4853256442119909,0.47534001283309174
fresh,shunting,50309,trained,d48c3d9443dc328ddd3174abf0355730f9179118155dcbe4f4d003e3768a583c,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,shunting,50309,trained,d48c3d9443dc328ddd3174abf0355730f9179118155dcbe4f4d003e3768a583c,0.0,voltage,subtrees_k3,262144,0.6219003249311121,0.6325400031745193
