cohort,architecture,seed,checkpoint,checkpoint_sha256,forward_max_difference,coordinate,basis,n_fields,mean_capture,ensemble_energy_capture
fresh,additive,50303,initial,784155a94cfacaee650e95a3fb77edfca324a2a82ec44187d81f32b66d39dc8d,0.0,activation,broadcast_k1,262144,0.8521655346368374,0.8866935875652475
fresh,additive,50303,initial,784155a94cfacaee650e95a3fb77edfca324a2a82ec44187d81f32b66d39dc8d,0.0,activation,exact_k12,262144,1.0,1.0
fresh,additive,50303,initial,784155a94cfacaee650e95a3fb77edfca324a2a82ec44187d81f32b66d39dc8d,0.0,activation,subtrees_k3,262144,0.8938574081729189,0.9208314144383215
fresh,additive,50303,initial,784155a94cfacaee650e95a3fb77edfca324a2a82ec44187d81f32b66d39dc8d,0.0,voltage,broadcast_k1,262144,0.6466592365171749,0.6880977694247348
fresh,additive,50303,initial,784155a94cfacaee650e95a3fb77edfca324a2a82ec44187d81f32b66d39dc8d,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,additive,50303,initial,784155a94cfacaee650e95a3fb77edfca324a2a82ec44187d81f32b66d39dc8d,0.0,voltage,subtrees_k3,262144,0.7679160701863897,0.7791947083041599
fresh,additive,50303,trained,1a8555a7123e4546cd3f45afd7c6dc8cbf617249f05bdf4456d9d9e75899034f,0.0,activation,broadcast_k1,262144,0.7634976976138278,0.8414440341653477
fresh,additive,50303,trained,1a8555a7123e4546cd3f45afd7c6dc8cbf617249f05bdf4456d9d9e75899034f,0.0,activation,exact_k12,262144,1.0,1.0
fresh,additive,50303,trained,1a8555a7123e4546cd3f45afd7c6dc8cbf617249f05bdf4456d9d9e75899034f,0.0,activation,subtrees_k3,262144,0.8581044315350937,0.9411346611528869
fresh,additive,50303,trained,1a8555a7123e4546cd3f45afd7c6dc8cbf617249f05bdf4456d9d9e75899034f,0.0,voltage,broadcast_k1,262144,0.5124609461494724,0.5609184783549078
fresh,additive,50303,trained,1a8555a7123e4546cd3f45afd7c6dc8cbf617249f05bdf4456d9d9e75899034f,0.0,voltage,exact_k12,262144,1.0,1.0
fresh,additive,50303,trained,1a8555a7123e4546cd3f45afd7c6dc8cbf617249f05bdf4456d9d9e75899034f,0.0,voltage,subtrees_k3,262144,0.7106946377303252,0.7287506398734955
