arm,regime,checkpoint,method,rank,n_seed_blocks,n_tasks,mean_regret,ci95_low,ci95_high,mean_test_loss,mean_selected_k,mean_population_regret
feedback_only,fixed_cache,16,gaussian_plugin_sgd,1,5,30,0.00010350786754573978,0.0,0.00031052360263721936,0.14534668606094223,1.3333333333333333,0.00014591213314373852
feedback_only,fixed_cache,16,gaussian_plugin_sgd,2,5,30,0.0002493094925665111,0.0,0.0007374308170890317,0.168090812315939,3.066666666666667,0.0004164378296783233
feedback_only,fixed_cache,16,gaussian_plugin_sgd,4,5,30,2.7175283185580196e-05,0.0,8.152584955674058e-05,0.18902392264682602,6.666666666666667,4.04779931698999e-06
feedback_only,fixed_cache,16,gaussian_plugin_sgd,8,5,30,0.0,0.0,0.0,0.27876967247086787,8.0,0.0
feedback_only,fixed_cache,64,empirical_split_fullbatch,all,5,120,0.0002461151805599782,6.6257268316666e-05,0.0004259730928032904,0.1506025427183868,4.2,0.00022821495818784232
feedback_only,fixed_cache,64,empirical_split_fullbatch,1,5,30,0.00027990000982482295,6.889927249546328e-07,0.000807480270898058,0.14643474929827224,1.3333333333333333,0.0002674507080546385
feedback_only,fixed_cache,64,empirical_split_fullbatch,2,5,30,0.0003209947054557164,0.0,0.0008181441006876788,0.14952236067785626,2.4,0.0002819915087123537
feedback_only,fixed_cache,64,empirical_split_fullbatch,4,5,30,0.00038356600695937335,0.0,0.00115069802087812,0.14888724280876703,5.066666666666666,0.00036341761598437705
feedback_only,fixed_cache,64,empirical_split_fullbatch,8,5,30,0.0,0.0,0.0,0.15756581808865158,8.0,0.0
feedback_only,fixed_cache,64,gaussian_oracle_fullbatch,all,5,120,0.0002129382811450125,5.00800840106494e-05,0.00037579647827937554,0.150568104359134,4.2,0.00020485828307289844
feedback_only,fixed_cache,64,gaussian_oracle_fullbatch,1,5,30,0.0004176621723502907,1.5076390200773523e-05,0.0009308550359477068,0.1465740904216748,1.3333333333333333,0.00039340893416128683
feedback_only,fixed_cache,64,gaussian_oracle_fullbatch,2,5,30,5.052494527038598e-05,0.0,0.00011985843542052971,0.14924526611744268,2.4,6.260658214592984e-05
feedback_only,fixed_cache,64,gaussian_oracle_fullbatch,4,5,30,0.00038356600695937335,0.0,0.00115069802087812,0.14888724280876703,5.066666666666666,0.00036341761598437705
feedback_only,fixed_cache,64,gaussian_oracle_fullbatch,8,5,30,0.0,0.0,0.0,0.15756581808865158,8.0,0.0
feedback_only,fixed_cache,64,gaussian_oracle_sgd,all,5,120,2.4442985300579188e-05,2.7411339716906563e-06,5.8256351611233455e-05,0.15070923525628951,4.166666666666667,1.98547987108417e-05
feedback_only,fixed_cache,64,gaussian_oracle_sgd,1,5,30,1.5765382925728157e-05,0.0,4.5918163327275203e-05,0.14616398987114493,1.3333333333333333,2.0358845371149768e-05
feedback_only,fixed_cache,64,gaussian_oracle_sgd,2,5,30,7.242000783973524e-05,0.0,0.0002172600235192057,0.14930625066549805,2.4,3.280584481681892e-05
feedback_only,fixed_cache,64,gaussian_oracle_sgd,4,5,30,9.586550436853359e-06,0.0,2.8759651310560074e-05,0.14980088239986353,4.933333333333334,2.6254504655398118e-05
feedback_only,fixed_cache,64,gaussian_oracle_sgd,8,5,30,0.0,0.0,0.0,0.15756581808865158,8.0,0.0
feedback_only,fixed_cache,64,gaussian_plugin_fullbatch,all,5,120,0.0002129382811450125,5.00800840106494e-05,0.00037579647827937554,0.150568104359134,4.2,0.00020485828307289844
feedback_only,fixed_cache,64,gaussian_plugin_fullbatch,1,5,30,0.0004176621723502907,1.5076390200773523e-05,0.0009308550359477068,0.1465740904216748,1.3333333333333333,0.00039340893416128683
feedback_only,fixed_cache,64,gaussian_plugin_fullbatch,2,5,30,5.052494527038598e-05,0.0,0.00011985843542052971,0.14924526611744268,2.4,6.260658214592984e-05
feedback_only,fixed_cache,64,gaussian_plugin_fullbatch,4,5,30,0.00038356600695937335,0.0,0.00115069802087812,0.14888724280876703,5.066666666666666,0.00036341761598437705
feedback_only,fixed_cache,64,gaussian_plugin_fullbatch,8,5,30,0.0,0.0,0.0,0.15756581808865158,8.0,0.0
feedback_only,fixed_cache,64,gaussian_plugin_sgd,all,5,120,0.00011793784943120919,4.1135939126706975e-06,0.0003057795071794638,0.1504808253585154,4.2,0.00010414557654308644
feedback_only,fixed_cache,64,gaussian_plugin_sgd,1,5,30,1.5765382925728157e-05,0.0,4.5918163327275203e-05,0.14616398987114493,1.3333333333333333,2.0358845371149768e-05
feedback_only,fixed_cache,64,gaussian_plugin_sgd,2,5,30,7.242000783973524e-05,0.0,0.0002172600235192057,0.14930625066549805,2.4,3.280584481681892e-05
feedback_only,fixed_cache,64,gaussian_plugin_sgd,4,5,30,0.00038356600695937335,0.0,0.00115069802087812,0.14888724280876703,5.066666666666666,0.00036341761598437705
feedback_only,fixed_cache,64,gaussian_plugin_sgd,8,5,30,0.0,0.0,0.0,0.15756581808865158,8.0,0.0
feedback_only,fixed_cache,256,development_best,all,5,120,0.0433701664651718,0.04235933608897866,0.04404630055838289,0.15164691323812343,8.0,0.04327312766299027
feedback_only,fixed_cache,256,development_best,1,5,30,0.06902770750036072,0.0684877448607982,0.06976511458576277,0.14521214367165244,8.0,0.06917208146959725
feedback_only,fixed_cache,256,development_best,2,5,30,0.06336554791964137,0.059853498122240535,0.06621330639967662,0.15522154712131947,8.0,0.06281990493003954
feedback_only,fixed_cache,256,development_best,4,5,30,0.041087410440685104,0.040211200909677405,0.04204931778218609,0.15165786845138596,8.0,0.04110052425232431
feedback_only,fixed_cache,256,development_best,8,5,30,0.0,0.0,0.0,0.1544960937081359,8.0,0.0
feedback_only,fixed_cache,256,empirical_split_fullbatch,all,5,120,0.0006247254240246261,0.0002468506431640274,0.0010355812414332814,0.1500475002925102,3.8666666666666667,0.0005447431402701902
feedback_only,fixed_cache,256,empirical_split_fullbatch,1,5,30,0.0005816498028317019,4.947508369077166e-05,0.0014450605031147163,0.14326976989861773,1.3333333333333333,0.000557663165037096
feedback_only,fixed_cache,256,empirical_split_fullbatch,2,5,30,0.0015489575944511353,0.0005192312631667047,0.002642487009737739,0.15189584555259572,2.1333333333333333,0.0012891631369324882
feedback_only,fixed_cache,256,empirical_split_fullbatch,4,5,30,0.00036829429881566716,0.0,0.0009314154424195883,0.15052829201069143,4.0,0.0003321462591111768
feedback_only,fixed_cache,256,empirical_split_fullbatch,8,5,30,0.0,0.0,0.0,0.1544960937081359,8.0,0.0
feedback_only,fixed_cache,256,gaussian_oracle_fullbatch,all,5,120,0.00028595144321717596,0.00011906940676563171,0.0004981785847967596,0.1497746612124914,3.8666666666666667,0.00021628159816251501
feedback_only,fixed_cache,256,gaussian_oracle_fullbatch,1,5,30,7.573182715403712e-05,0.0,0.00022719548146211133,0.14284865569414038,1.3333333333333333,8.381130363863121e-05
feedback_only,fixed_cache,256,gaussian_oracle_fullbatch,2,5,30,0.00092534879877784,0.00018708742536565812,0.0019118017151100862,0.15136983569615053,2.1333333333333333,0.0006619248611442419
feedback_only,fixed_cache,256,gaussian_oracle_fullbatch,4,5,30,0.00014272514693682662,0.0,0.00042817544081047985,0.15038405975153876,4.0,0.00011939022786718693
feedback_only,fixed_cache,256,gaussian_oracle_fullbatch,8,5,30,0.0,0.0,0.0,0.1544960937081359,8.0,0.0
feedback_only,fixed_cache,256,gaussian_oracle_sgd,all,5,120,7.917352904661528e-05,1.8759476894703955e-05,0.00013958758119852663,0.1493178894870467,3.8666666666666667,3.563453667165216e-05
feedback_only,fixed_cache,256,gaussian_oracle_sgd,1,5,30,4.947508369077166e-05,0.0,0.00014842525107231497,0.14277005986473457,1.3333333333333333,1.893970001875337e-05
feedback_only,fixed_cache,256,gaussian_oracle_sgd,2,5,30,0.00018048530548198292,4.28850484062345e-06,0.0004774647541479901,0.14971800449006378,2.1333333333333333,6.977113879472752e-05
feedback_only,fixed_cache,256,gaussian_oracle_sgd,4,5,30,8.67337270137066e-05,0.0,0.00026020118104111976,0.15028739988525255,4.0,5.3827307873127726e-05
feedback_only,fixed_cache,256,gaussian_oracle_sgd,8,5,30,0.0,0.0,0.0,0.1544960937081359,8.0,0.0
feedback_only,fixed_cache,256,gaussian_plugin_fullbatch,all,5,120,0.00028595144321717596,0.00011906940676563171,0.0004981785847967596,0.1497746612124914,3.8666666666666667,0.00021628159816251501
feedback_only,fixed_cache,256,gaussian_plugin_fullbatch,1,5,30,7.573182715403712e-05,0.0,0.00022719548146211133,0.14284865569414038,1.3333333333333333,8.381130363863121e-05
feedback_only,fixed_cache,256,gaussian_plugin_fullbatch,2,5,30,0.00092534879877784,0.00018708742536565812,0.0019118017151100862,0.15136983569615053,2.1333333333333333,0.0006619248611442419
feedback_only,fixed_cache,256,gaussian_plugin_fullbatch,4,5,30,0.00014272514693682662,0.0,0.00042817544081047985,0.15038405975153876,4.0,0.00011939022786718693
feedback_only,fixed_cache,256,gaussian_plugin_fullbatch,8,5,30,0.0,0.0,0.0,0.1544960937081359,8.0,0.0
feedback_only,fixed_cache,256,gaussian_plugin_sgd,all,5,120,7.917352904661528e-05,1.8759476894703955e-05,0.00013958758119852663,0.1493178894870467,3.8666666666666667,3.563453667165216e-05
feedback_only,fixed_cache,256,gaussian_plugin_sgd,1,5,30,4.947508369077166e-05,0.0,0.00014842525107231497,0.14277005986473457,1.3333333333333333,1.893970001875337e-05
feedback_only,fixed_cache,256,gaussian_plugin_sgd,2,5,30,0.00018048530548198292,4.28850484062345e-06,0.0004774647541479901,0.14971800449006378,2.1333333333333333,6.977113879472752e-05
feedback_only,fixed_cache,256,gaussian_plugin_sgd,4,5,30,8.67337270137066e-05,0.0,0.00026020118104111976,0.15028739988525255,4.0,5.3827307873127726e-05
feedback_only,fixed_cache,256,gaussian_plugin_sgd,8,5,30,0.0,0.0,0.0,0.1544960937081359,8.0,0.0
feedback_only,fixed_cache,256,maximum_budget,all,5,120,0.0433701664651718,0.04235933608897866,0.04404630055838289,0.15164691323812343,8.0,0.04327312766299027
feedback_only,fixed_cache,256,maximum_budget,1,5,30,0.06902770750036072,0.0684877448607982,0.06976511458576277,0.14521214367165244,8.0,0.06917208146959725
feedback_only,fixed_cache,256,maximum_budget,2,5,30,0.06336554791964137,0.059853498122240535,0.06621330639967662,0.15522154712131947,8.0,0.06281990493003954
feedback_only,fixed_cache,256,maximum_budget,4,5,30,0.041087410440685104,0.040211200909677405,0.04204931778218609,0.15165786845138596,8.0,0.04110052425232431
feedback_only,fixed_cache,256,maximum_budget,8,5,30,0.0,0.0,0.0,0.1544960937081359,8.0,0.0
feedback_only,fixed_cache,256,original_scalar,all,5,120,0.06996868872276586,0.05988459406187727,0.08005278338365446,0.20277912368048062,5.516666666666667,0.06889007074679035
feedback_only,fixed_cache,256,original_scalar,1,5,30,0.036923789146671424,0.031049492646703536,0.0427980856466393,0.14513670971434467,4.733333333333333,0.0370675145591917
feedback_only,fixed_cache,256,original_scalar,2,5,30,0.04196301112550638,0.0356458877398355,0.04621330639967663,0.1551066293748035,5.866666666666666,0.04142776800211337
feedback_only,fixed_cache,256,original_scalar,4,5,30,0.027754077107351775,0.026877867576344073,0.02871598444885276,0.15165786845138596,6.666666666666667,0.02776719091899098
feedback_only,fixed_cache,256,original_scalar,8,5,30,0.1732338775115339,0.12609149577093107,0.22037625925213672,0.3592152871813884,4.8,0.16929780950686538
feedback_only,fixed_cache,256,pilot16,all,5,120,0.011070295047036152,0.009085794690828349,0.012998931775662918,0.1507141769461914,4.833333333333333,0.010994079195880642
feedback_only,fixed_cache,256,pilot16,1,5,30,0.0019091939365135275,0.001184533069298796,0.0026785680228218717,0.14377402556226057,1.3333333333333333,0.001945060722325705
feedback_only,fixed_cache,256,pilot16,2,5,30,0.014617909144279306,0.006706209254323541,0.022529609034235072,0.15292872006298328,3.3333333333333335,0.014264065142205887
feedback_only,fixed_cache,256,pilot16,4,5,30,0.027754077107351775,0.026877867576344073,0.02871598444885276,0.15165786845138596,6.666666666666667,0.02776719091899098
feedback_only,fixed_cache,256,pilot16,8,5,30,0.0,0.0,0.0,0.1544960937081359,8.0,0.0
feedback_only,fixed_cache,256,rank_only,all,5,120,0.008604097734487798,0.0073020004321662415,0.009985582827345919,0.1515758311597162,4.5,0.008428056385429868
feedback_only,fixed_cache,256,rank_only,1,5,30,0.009076623450802072,0.007889289268658475,0.011041776109922888,0.14404100623120084,2.0,0.009201568530884188
feedback_only,fixed_cache,256,rank_only,2,5,30,0.020005630281016085,0.017211353721831142,0.02185924874437841,0.1518616294826942,4.0,0.01961069782656581
feedback_only,fixed_cache,256,rank_only,4,5,30,0.005334137206133037,0.0022239388319486965,0.008454077280055754,0.1559045952168339,4.0,0.004899959184269481
feedback_only,fixed_cache,256,rank_only,8,5,30,0.0,0.0,0.0,0.1544960937081359,8.0,0.0
feedback_only,fresh_iid,16,empirical_split_fullbatch,all,5,120,0.0002837958580775296,4.26800997949441e-05,0.0005996518386830027,0.19115590783201733,4.733333333333333,0.0002545162774644815
feedback_only,fresh_iid,16,empirical_split_fullbatch,1,5,30,5.871183372878249e-05,0.0,0.00013929244372052526,0.14392588517047486,1.3333333333333333,4.5790487976897036e-05
feedback_only,fresh_iid,16,empirical_split_fullbatch,2,5,30,0.0006675710914385073,0.0,0.0020027132743155223,0.16049235005232013,3.066666666666667,0.0005298124850126022
feedback_only,fresh_iid,16,empirical_split_fullbatch,4,5,30,0.00040890050714282867,0.0,0.0011201080579840632,0.1812906633025218,6.533333333333333,0.0004424621368684267
feedback_only,fresh_iid,16,empirical_split_fullbatch,8,5,30,0.0,0.0,0.0,0.27891473280275253,8.0,0.0
feedback_only,fresh_iid,16,gaussian_oracle_fullbatch,all,5,120,9.972585469687676e-05,1.4536408189523104e-05,0.00023561572157178813,0.19093474806256328,4.733333333333333,9.882969535515521e-05
feedback_only,fresh_iid,16,gaussian_oracle_fullbatch,1,5,30,5.871183372878249e-05,0.0,0.00013929244372052526,0.14392588517047486,1.3333333333333333,4.5790487976897036e-05
feedback_only,fresh_iid,16,gaussian_oracle_fullbatch,2,5,30,0.0002868948533365131,0.0,0.0008428292322473182,0.16129664808325792,2.933333333333333,0.00016159796595197434
feedback_only,fresh_iid,16,gaussian_oracle_fullbatch,4,5,30,5.329673172221142e-05,0.0,0.00015989019516663428,0.17960172619376782,6.666666666666667,0.0001879303274917495
feedback_only,fresh_iid,16,gaussian_oracle_fullbatch,8,5,30,0.0,0.0,0.0,0.27891473280275253,8.0,0.0
feedback_only,fresh_iid,16,gaussian_oracle_sgd,all,5,120,0.00012190667895717749,3.346933542848855e-05,0.00024893990450234097,0.19065942385972584,4.766666666666667,0.00011557461919766652
feedback_only,fresh_iid,16,gaussian_oracle_sgd,1,5,30,5.871183372878249e-05,0.0,0.00013929244372052526,0.14392588517047486,1.3333333333333333,4.5790487976897036e-05
feedback_only,fresh_iid,16,gaussian_oracle_sgd,2,5,30,0.0003756181503777161,0.0,0.0009315525292885211,0.16019535127190818,3.066666666666667,0.00022857766132201954
feedback_only,fresh_iid,16,gaussian_oracle_sgd,4,5,30,5.329673172221142e-05,0.0,0.00015989019516663428,0.17960172619376782,6.666666666666667,0.0001879303274917495
feedback_only,fresh_iid,16,gaussian_oracle_sgd,8,5,30,0.0,0.0,0.0,0.27891473280275253,8.0,0.0
feedback_only,fresh_iid,16,gaussian_plugin_fullbatch,all,5,120,9.972585469687676e-05,1.4536408189523104e-05,0.00023561572157178813,0.19093474806256328,4.733333333333333,9.882969535515521e-05
feedback_only,fresh_iid,16,gaussian_plugin_fullbatch,1,5,30,5.871183372878249e-05,0.0,0.00013929244372052526,0.14392588517047486,1.3333333333333333,4.5790487976897036e-05
feedback_only,fresh_iid,16,gaussian_plugin_fullbatch,2,5,30,0.0002868948533365131,0.0,0.0008428292322473182,0.16129664808325792,2.933333333333333,0.00016159796595197434
feedback_only,fresh_iid,16,gaussian_plugin_fullbatch,4,5,30,5.329673172221142e-05,0.0,0.00015989019516663428,0.17960172619376782,6.666666666666667,0.0001879303274917495
feedback_only,fresh_iid,16,gaussian_plugin_fullbatch,8,5,30,0.0,0.0,0.0,0.27891473280275253,8.0,0.0
feedback_only,fresh_iid,16,gaussian_plugin_sgd,all,5,120,0.00012190667895717749,3.346933542848855e-05,0.00024893990450234097,0.19065942385972584,4.766666666666667,0.00011557461919766652
feedback_only,fresh_iid,16,gaussian_plugin_sgd,1,5,30,5.871183372878249e-05,0.0,0.00013929244372052526,0.14392588517047486,1.3333333333333333,4.5790487976897036e-05
feedback_only,fresh_iid,16,gaussian_plugin_sgd,2,5,30,0.0003756181503777161,0.0,0.0009315525292885211,0.16019535127190818,3.066666666666667,0.00022857766132201954
feedback_only,fresh_iid,16,gaussian_plugin_sgd,4,5,30,5.329673172221142e-05,0.0,0.00015989019516663428,0.17960172619376782,6.666666666666667,0.0001879303274917495
feedback_only,fresh_iid,16,gaussian_plugin_sgd,8,5,30,0.0,0.0,0.0,0.27891473280275253,8.0,0.0
feedback_only,fresh_iid,64,empirical_split_fullbatch,all,5,120,0.00022465147150244383,3.215478928924274e-05,0.0004529873682810326,0.14772566891127312,4.2,0.00016088795388371628
feedback_only,fresh_iid,64,empirical_split_fullbatch,1,5,30,0.0002490053567171413,0.0,0.0007470160701514239,0.14261062336347624,1.3333333333333333,0.00020021175283843802
feedback_only,fresh_iid,64,empirical_split_fullbatch,2,5,30,0.000649600529292634,0.0,0.0016915632735639602,0.1498479562198394,2.4,0.00044334006269642717
feedback_only,fresh_iid,64,empirical_split_fullbatch,4,5,30,0.0,0.0,0.0,0.14751646393700663,5.066666666666666,0.0
feedback_only,fresh_iid,64,empirical_split_fullbatch,8,5,30,0.0,0.0,0.0,0.1509276321247703,8.0,0.0
feedback_only,fresh_iid,64,gaussian_oracle_fullbatch,all,5,120,0.000271780809897038,1.3904466724998695e-05,0.0005296571530690774,0.14777153678982993,4.2,0.0002222448412070116
feedback_only,fresh_iid,64,gaussian_oracle_fullbatch,1,5,30,0.0003046232236171361,0.0,0.0008026339370514187,0.14266782019125332,1.3333333333333333,0.00025781870061609334
feedback_only,fresh_iid,64,gaussian_oracle_fullbatch,2,5,30,0.0007825000159710161,0.0,0.0018244627602423424,0.1499742309062895,2.4,0.0006311606642119531
feedback_only,fresh_iid,64,gaussian_oracle_fullbatch,4,5,30,0.0,0.0,0.0,0.14751646393700663,5.066666666666666,0.0
feedback_only,fresh_iid,64,gaussian_oracle_fullbatch,8,5,30,0.0,0.0,0.0,0.1509276321247703,8.0,0.0
feedback_only,fresh_iid,64,gaussian_oracle_sgd,all,5,120,0.00017932699707996443,0.0,0.0005009489719053188,0.1480087091700128,4.166666666666667,0.00013577785152373242
feedback_only,fresh_iid,64,gaussian_oracle_sgd,1,5,30,0.0,0.0,0.0,0.14235499320653083,1.3333333333333333,0.0
feedback_only,fresh_iid,64,gaussian_oracle_sgd,2,5,30,0.000595045410804812,0.0,0.0016370081550761378,0.14982586578660934,2.4,0.0003987349810414986
feedback_only,fresh_iid,64,gaussian_oracle_sgd,4,5,30,0.0001222625775150458,0.0,0.00036678773254513743,0.1489263455621407,4.933333333333334,0.0001443764250534311
feedback_only,fresh_iid,64,gaussian_oracle_sgd,8,5,30,0.0,0.0,0.0,0.1509276321247703,8.0,0.0
feedback_only,fresh_iid,64,gaussian_plugin_fullbatch,all,5,120,0.000271780809897038,1.3904466724998695e-05,0.0005296571530690774,0.14777153678982993,4.2,0.0002222448412070116
feedback_only,fresh_iid,64,gaussian_plugin_fullbatch,1,5,30,0.0003046232236171361,0.0,0.0008026339370514187,0.14266782019125332,1.3333333333333333,0.00025781870061609334
feedback_only,fresh_iid,64,gaussian_plugin_fullbatch,2,5,30,0.0007825000159710161,0.0,0.0018244627602423424,0.1499742309062895,2.4,0.0006311606642119531
feedback_only,fresh_iid,64,gaussian_plugin_fullbatch,4,5,30,0.0,0.0,0.0,0.14751646393700663,5.066666666666666,0.0
feedback_only,fresh_iid,64,gaussian_plugin_fullbatch,8,5,30,0.0,0.0,0.0,0.1509276321247703,8.0,0.0
feedback_only,fresh_iid,64,gaussian_plugin_sgd,all,5,120,0.000148761352701203,0.0,0.00040925203876903446,0.14765623876372927,4.2,9.968374526037465e-05
feedback_only,fresh_iid,64,gaussian_plugin_sgd,1,5,30,0.0,0.0,0.0,0.14235499320653083,1.3333333333333333,0.0
feedback_only,fresh_iid,64,gaussian_plugin_sgd,2,5,30,0.000595045410804812,0.0,0.0016370081550761378,0.14982586578660934,2.4,0.0003987349810414986
feedback_only,fresh_iid,64,gaussian_plugin_sgd,4,5,30,0.0,0.0,0.0,0.14751646393700663,5.066666666666666,0.0
feedback_only,fresh_iid,64,gaussian_plugin_sgd,8,5,30,0.0,0.0,0.0,0.1509276321247703,8.0,0.0
feedback_only,fresh_iid,256,development_best,all,5,120,0.04348411189469485,0.04225016805707749,0.04490479766831113,0.14950539547327593,8.0,0.04339340201741928
feedback_only,fresh_iid,256,development_best,1,5,30,0.07139018676161554,0.06936198783827824,0.07341838568495283,0.14869886890078995,8.0,0.07112083983002643
feedback_only,fresh_iid,256,development_best,2,5,30,0.06190297102399772,0.058065194328110456,0.06572401883101721,0.15025044403449167,8.0,0.061984437943860396
feedback_only,fresh_iid,256,development_best,4,5,30,0.04064328979316615,0.03950281669070379,0.04194753061407387,0.1484971665980421,8.0,0.040468330295790354
feedback_only,fresh_iid,256,development_best,8,5,30,0.0,0.0,0.0,0.15057510235978,8.0,0.0
feedback_only,fresh_iid,256,empirical_split_fullbatch,all,5,120,0.0006390449230226291,0.0003735662808409491,0.000906416925545356,0.14780635659713762,3.8666666666666667,0.0005732870759727883
feedback_only,fresh_iid,256,empirical_split_fullbatch,1,5,30,0.0007310441927140125,0.0,0.0020323075325851146,0.14454341025638273,1.3333333333333333,0.0006392413130472137
feedback_only,fresh_iid,256,empirical_split_fullbatch,2,5,30,0.0014257377632516896,0.00044134861373392316,0.0027628137816080784,0.14826409953021216,2.1333333333333333,0.0013435435757518657
feedback_only,fresh_iid,256,empirical_split_fullbatch,4,5,30,0.0003993977361248143,0.0,0.0009931410395388658,0.14784281424217569,4.0,0.00031036341509207423
feedback_only,fresh_iid,256,empirical_split_fullbatch,8,5,30,0.0,0.0,0.0,0.15057510235978,8.0,0.0
feedback_only,fresh_iid,256,gaussian_oracle_fullbatch,all,5,120,0.0003299774456130816,8.81333065960584e-05,0.0006091708167771067,0.14756322402051672,3.8666666666666667,0.00030717375603189447
feedback_only,fresh_iid,256,gaussian_oracle_fullbatch,1,5,30,0.0001156006963640488,0.0,0.00027642574192097145,0.14401277053123307,1.3333333333333333,0.00011676620803663385
feedback_only,fresh_iid,256,gaussian_oracle_fullbatch,2,5,30,0.0010866277840676478,0.00025247051232066416,0.0020288009961758413,0.1480225884902562,2.1333333333333333,0.0010412458907245424
feedback_only,fresh_iid,256,gaussian_oracle_fullbatch,4,5,30,0.00011768130202062983,0.0,0.0003530439060618895,0.14764243470079771,4.0,7.068292536640171e-05
feedback_only,fresh_iid,256,gaussian_oracle_fullbatch,8,5,30,0.0,0.0,0.0,0.15057510235978,8.0,0.0
feedback_only,fresh_iid,256,gaussian_oracle_sgd,all,5,120,6.426729327425208e-05,2.672882265846987e-06,0.000133520190816321,0.14704752005690377,3.8666666666666667,2.4222871553818658e-05
feedback_only,fresh_iid,256,gaussian_oracle_sgd,1,5,30,0.0,0.0,0.0,0.14384483074892648,1.3333333333333333,0.0
feedback_only,fresh_iid,256,gaussian_oracle_sgd,2,5,30,0.0001545430886792198,0.0,0.00044224620791088353,0.14618353608207685,2.1333333333333333,5.700381248257026e-05
feedback_only,fresh_iid,256,gaussian_oracle_sgd,4,5,30,0.0001025260844177885,0.0,0.0003075782532533655,0.14758661103683177,4.0,3.988767373270437e-05
feedback_only,fresh_iid,256,gaussian_oracle_sgd,8,5,30,0.0,0.0,0.0,0.15057510235978,8.0,0.0
feedback_only,fresh_iid,256,gaussian_plugin_fullbatch,all,5,120,0.0003299774456130816,8.81333065960584e-05,0.0006091708167771067,0.14756322402051672,3.8666666666666667,0.00030717375603189447
