method,count,mean,median,sum
candidate_training,480,0.15725405808940798,0.15874938119668508,75.48194788291583
empirical_split_fullbatch,240,0.010719217085958565,0.010507456492632551,2.5726121006300553
gaussian_oracle_fullbatch,240,0.0006716641631403763,0.00068636296782635,0.1611993991536903
gaussian_oracle_sgd,240,0.04661174208498167,0.04328430350869885,11.186818100395602
gaussian_plugin_fullbatch,240,0.0011019219232062962,0.00065741606522345,0.2644612615695111
gaussian_plugin_sgd,240,0.046678119712547976,0.0430644764564931,11.202748731011514
original_scalar,240,0.03007893616935078,0.029785141930915353,7.218944680644188
