method,median_seconds_per_20_candidates,mean_seconds_per_20_candidates,n_measurements
candidate_training,0.15874938119668508,0.157254058089408,480
pilot16,0.01497445290442545,0.014902502927967872,480
empirical_split_fullbatch,0.010507456492632551,0.010719217085958565,240
gaussian_oracle_fullbatch,0.00068636296782635,0.0006716641631403763,240
gaussian_oracle_sgd,0.04328430350869885,0.04661174208498167,240
gaussian_plugin_fullbatch,0.0039568609790876005,0.006153860245831218,240
gaussian_plugin_sgd,0.052455248543992604,0.051730058035172895,240
original_scalar,0.029785141930915353,0.030078936169350787,240
observed_count_cheapest,0.0009434525272808969,0.001019418690702878,120
