arm,regime,reference,comparator,reference_regret_reduction,ci95_low,ci95_high,positive_seeds,n_seed_blocks
feedback_only,fixed_cache,gaussian_plugin_sgd,development_best,0.04329099293612514,0.042227601129518934,0.04400078944245568,5,5
feedback_only,fixed_cache,gaussian_plugin_sgd,empirical_split_fullbatch,0.000545551894978009,0.00013401470099796333,0.0009751671892813656,4,5
feedback_only,fixed_cache,gaussian_plugin_sgd,gaussian_oracle_fullbatch,0.0002067779141705593,3.941121980060799e-07,0.00045919095188281416,4,5
feedback_only,fixed_cache,gaussian_plugin_sgd,gaussian_oracle_sgd,0.0,0.0,0.0,0,5
feedback_only,fixed_cache,gaussian_plugin_sgd,gaussian_plugin_fullbatch,0.0002067779141705593,3.941121980060799e-07,0.00045919095188281416,4,5
feedback_only,fixed_cache,gaussian_plugin_sgd,maximum_budget,0.04329099293612514,0.042227601129518934,0.04400078944245568,5,5
feedback_only,fixed_cache,gaussian_plugin_sgd,observed_count_cheapest,0.04996265662873605,0.0417925406107478,0.06500168438093172,5,5
feedback_only,fixed_cache,gaussian_plugin_sgd,observed_count_conditioning,0.0446506640310851,0.039785121546682095,0.05260441275486055,5,5
feedback_only,fixed_cache,gaussian_plugin_sgd,original_scalar,0.06988951519371922,0.059847075108087844,0.07993195527935058,5,5
feedback_only,fixed_cache,gaussian_plugin_sgd,pilot16,0.01099112151798952,0.00897266896476552,0.012976176217699318,5,5
feedback_only,fixed_cache,gaussian_plugin_sgd,rank_only,0.00852492420544116,0.007189024949601238,0.00994007171141872,5,5
feedback_only,fixed_cache,observed_count_cheapest,development_best,-0.006671663692610906,-0.022830100558228927,0.0021382187193675884,3,5
feedback_only,fixed_cache,observed_count_cheapest,empirical_split_fullbatch,-0.049417104733758044,-0.06488829953725875,-0.04109557835759036,0,5
feedback_only,fixed_cache,observed_count_cheapest,gaussian_oracle_fullbatch,-0.04975587871456549,-0.06495106441689383,-0.041524736515586406,0,5
feedback_only,fixed_cache,observed_count_cheapest,gaussian_oracle_sgd,-0.04996265662873605,-0.06500168438093172,-0.0417925406107478,0,5
feedback_only,fixed_cache,observed_count_cheapest,gaussian_plugin_fullbatch,-0.04975587871456549,-0.06495106441689383,-0.041524736515586406,0,5
feedback_only,fixed_cache,observed_count_cheapest,gaussian_plugin_sgd,-0.04996265662873605,-0.06500168438093172,-0.0417925406107478,0,5
feedback_only,fixed_cache,observed_count_cheapest,maximum_budget,-0.006671663692610906,-0.022830100558228927,0.0021382187193675884,3,5
feedback_only,fixed_cache,observed_count_cheapest,observed_count_conditioning,-0.005311992597650942,-0.012546958306685086,-0.0013581723665561814,0,5
feedback_only,fixed_cache,observed_count_cheapest,original_scalar,0.01992685856498317,0.009045713260536443,0.0308080038694299,5,5
feedback_only,fixed_cache,observed_count_cheapest,pilot16,-0.03897153511074654,-0.055987676018295705,-0.029234740650905,0,5
feedback_only,fixed_cache,observed_count_cheapest,rank_only,-0.04143773242329489,-0.057741798981423495,-0.03199981699312551,0,5
feedback_only,fresh_iid,gaussian_plugin_sgd,development_best,0.04341984460142055,0.042242149410279914,0.04479194021509378,5,5
feedback_only,fresh_iid,gaussian_plugin_sgd,empirical_split_fullbatch,0.0005747776297483733,0.0003588128550241775,0.0007923156652796791,5,5
feedback_only,fresh_iid,gaussian_plugin_sgd,gaussian_oracle_fullbatch,0.00026571015233882754,1.3534644522295822e-05,0.00053227625346376,4,5
feedback_only,fresh_iid,gaussian_plugin_sgd,gaussian_oracle_sgd,0.0,0.0,0.0,0,5
feedback_only,fresh_iid,gaussian_plugin_sgd,gaussian_plugin_fullbatch,0.00026571015233882754,1.3534644522295822e-05,0.00053227625346376,4,5
feedback_only,fresh_iid,gaussian_plugin_sgd,maximum_budget,0.04341984460142055,0.042242149410279914,0.04479194021509378,5,5
feedback_only,fresh_iid,gaussian_plugin_sgd,observed_count_cheapest,0.049874170140208215,0.04160537236527323,0.0652041388206735,5,5
feedback_only,fresh_iid,gaussian_plugin_sgd,observed_count_conditioning,0.044663810860973506,0.039816500952669455,0.052599033782790496,5,5
feedback_only,fresh_iid,gaussian_plugin_sgd,original_scalar,0.06956457096735494,0.05913337515971484,0.07999576677499502,5,5
feedback_only,fresh_iid,gaussian_plugin_sgd,pilot16,0.010130869360042,0.008567069391074229,0.011497078874296431,5,5
feedback_only,fresh_iid,gaussian_plugin_sgd,rank_only,0.008323849494348529,0.006715354957873324,0.010076033959460075,5,5
feedback_only,fresh_iid,observed_count_cheapest,development_best,-0.006454325538787652,-0.022652621496009082,0.0023331935499826878,3,5
feedback_only,fresh_iid,observed_count_cheapest,empirical_split_fullbatch,-0.04929939251045983,-0.06484315847266572,-0.04092975038724718,0,5
feedback_only,fresh_iid,observed_count_cheapest,gaussian_oracle_fullbatch,-0.04960845998786938,-0.06497191391395273,-0.04131587717694188,0,5
feedback_only,fresh_iid,observed_count_cheapest,gaussian_oracle_sgd,-0.049874170140208215,-0.0652041388206735,-0.04160537236527323,0,5
feedback_only,fresh_iid,observed_count_cheapest,gaussian_plugin_fullbatch,-0.04960845998786938,-0.06497191391395273,-0.04131587717694188,0,5
feedback_only,fresh_iid,observed_count_cheapest,gaussian_plugin_sgd,-0.049874170140208215,-0.0652041388206735,-0.04160537236527323,0,5
feedback_only,fresh_iid,observed_count_cheapest,maximum_budget,-0.006454325538787652,-0.022652621496009082,0.0023331935499826878,3,5
feedback_only,fresh_iid,observed_count_cheapest,observed_count_conditioning,-0.005210359279234704,-0.012593768712524772,-0.0008915741227604745,0,5
feedback_only,fresh_iid,observed_count_cheapest,original_scalar,0.019690400827146726,0.008792995007509722,0.030759969408225812,5,5
feedback_only,fresh_iid,observed_count_cheapest,pilot16,-0.039743300780166205,-0.05664653325569731,-0.03018795813653257,0,5
feedback_only,fresh_iid,observed_count_cheapest,rank_only,-0.04155032064585968,-0.057932351977029464,-0.03204542250170687,0,5
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,development_best,0.03990575423238392,0.03872789146615108,0.041057088143803835,5,5
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,empirical_split_fullbatch,0.000495181950099327,0.00019992860222580122,0.0008733975961378552,5,5
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,gaussian_oracle_fullbatch,5.541780531931334e-05,-9.990165202713333e-06,0.00012172598210261832,2,5
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,gaussian_oracle_sgd,4.217712449058417e-05,0.0,0.0001265313734717525,1,5
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,gaussian_plugin_fullbatch,6.0412887920670004e-05,0.0,0.00012172598210261835,2,5
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,maximum_budget,0.03990575423238392,0.03872789146615108,0.041057088143803835,5,5
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,observed_count_cheapest,0.05388568272646186,0.04512146544795399,0.06927733350465386,5,5
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,observed_count_conditioning,0.040660765926514464,0.03428150998314058,0.04970400850382418,5,5
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,original_scalar,0.09238731884783183,0.08642526863470863,0.09786390154464922,5,5
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,pilot16,0.016022267253676656,0.014493271259171246,0.01727077953431801,5,5
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,rank_only,0.01117816788617131,0.008660415463031496,0.01352040067813653,5,5
joint_forward_feedback,fixed_cache,observed_count_cheapest,development_best,-0.013979928494077943,-0.030290969822953095,-0.004447736430035441,0,5
