arm,regime,method,rank,budget_k,tree_id,n_tasks
feedback_only,fixed_cache,gaussian_plugin_fullbatch,4,4,balanced_interleaved,2
feedback_only,fixed_cache,gaussian_plugin_fullbatch,4,4,balanced_permutation_a,2
feedback_only,fixed_cache,gaussian_plugin_fullbatch,4,4,balanced_permutation_b,4
feedback_only,fixed_cache,gaussian_plugin_fullbatch,8,8,balanced_contiguous,30
feedback_only,fixed_cache,gaussian_plugin_sgd,1,1,balanced_contiguous,20
feedback_only,fixed_cache,gaussian_plugin_sgd,1,2,balanced_contiguous,7
feedback_only,fixed_cache,gaussian_plugin_sgd,1,2,balanced_interleaved,2
feedback_only,fixed_cache,gaussian_plugin_sgd,1,2,balanced_permutation_b,1
feedback_only,fixed_cache,gaussian_plugin_sgd,2,2,balanced_contiguous,16
feedback_only,fixed_cache,gaussian_plugin_sgd,2,2,balanced_interleaved,4
feedback_only,fixed_cache,gaussian_plugin_sgd,2,2,balanced_permutation_a,1
feedback_only,fixed_cache,gaussian_plugin_sgd,2,2,balanced_permutation_b,2
feedback_only,fixed_cache,gaussian_plugin_sgd,2,2,comb_contiguous,5
feedback_only,fixed_cache,gaussian_plugin_sgd,2,4,balanced_contiguous,2
feedback_only,fixed_cache,gaussian_plugin_sgd,4,4,balanced_contiguous,21
feedback_only,fixed_cache,gaussian_plugin_sgd,4,4,balanced_interleaved,2
feedback_only,fixed_cache,gaussian_plugin_sgd,4,4,balanced_permutation_a,3
feedback_only,fixed_cache,gaussian_plugin_sgd,4,4,balanced_permutation_b,4
feedback_only,fixed_cache,gaussian_plugin_sgd,8,8,balanced_contiguous,30
feedback_only,fixed_cache,maximum_budget,1,8,balanced_contiguous,30
feedback_only,fixed_cache,maximum_budget,2,8,balanced_contiguous,30
feedback_only,fixed_cache,maximum_budget,4,8,balanced_contiguous,30
feedback_only,fixed_cache,maximum_budget,8,8,balanced_contiguous,30
feedback_only,fixed_cache,observed_count_cheapest,1,1,balanced_contiguous,30
feedback_only,fixed_cache,observed_count_cheapest,2,2,balanced_contiguous,30
feedback_only,fixed_cache,observed_count_cheapest,4,4,balanced_contiguous,30
feedback_only,fixed_cache,observed_count_cheapest,8,8,balanced_contiguous,30
feedback_only,fixed_cache,observed_count_conditioning,1,1,balanced_contiguous,30
feedback_only,fixed_cache,observed_count_conditioning,2,2,balanced_contiguous,16
feedback_only,fixed_cache,observed_count_conditioning,2,2,balanced_interleaved,4
feedback_only,fixed_cache,observed_count_conditioning,2,2,balanced_permutation_a,1
feedback_only,fixed_cache,observed_count_conditioning,2,2,balanced_permutation_b,4
feedback_only,fixed_cache,observed_count_conditioning,2,2,comb_contiguous,5
feedback_only,fixed_cache,observed_count_conditioning,4,4,balanced_contiguous,21
feedback_only,fixed_cache,observed_count_conditioning,4,4,balanced_interleaved,2
feedback_only,fixed_cache,observed_count_conditioning,4,4,balanced_permutation_a,3
feedback_only,fixed_cache,observed_count_conditioning,4,4,balanced_permutation_b,4
feedback_only,fixed_cache,observed_count_conditioning,8,8,balanced_contiguous,30
feedback_only,fixed_cache,original_scalar,1,1,balanced_contiguous,10
feedback_only,fixed_cache,original_scalar,1,2,comb_contiguous,2
feedback_only,fixed_cache,original_scalar,1,4,balanced_interleaved,2
feedback_only,fixed_cache,original_scalar,1,4,comb_contiguous,2
feedback_only,fixed_cache,original_scalar,1,8,balanced_contiguous,14
feedback_only,fixed_cache,original_scalar,2,2,balanced_contiguous,10
feedback_only,fixed_cache,original_scalar,2,4,balanced_interleaved,1
feedback_only,fixed_cache,original_scalar,2,8,balanced_contiguous,19
feedback_only,fixed_cache,original_scalar,4,4,balanced_contiguous,10
feedback_only,fixed_cache,original_scalar,4,8,balanced_contiguous,20
feedback_only,fixed_cache,original_scalar,8,1,balanced_contiguous,4
feedback_only,fixed_cache,original_scalar,8,4,balanced_contiguous,7
feedback_only,fixed_cache,original_scalar,8,4,balanced_interleaved,3
feedback_only,fixed_cache,original_scalar,8,4,balanced_permutation_a,4
feedback_only,fixed_cache,original_scalar,8,4,balanced_permutation_b,2
feedback_only,fixed_cache,original_scalar,8,4,comb_contiguous,1
feedback_only,fixed_cache,original_scalar,8,8,balanced_contiguous,9
feedback_only,fixed_cache,pilot16,1,1,balanced_contiguous,20
feedback_only,fixed_cache,pilot16,1,2,balanced_interleaved,1
feedback_only,fixed_cache,pilot16,1,2,balanced_permutation_a,2
feedback_only,fixed_cache,pilot16,1,2,balanced_permutation_b,1
feedback_only,fixed_cache,pilot16,1,2,comb_contiguous,6
feedback_only,fixed_cache,pilot16,2,2,balanced_contiguous,20
feedback_only,fixed_cache,pilot16,2,4,balanced_interleaved,2
feedback_only,fixed_cache,pilot16,2,4,balanced_permutation_a,2
feedback_only,fixed_cache,pilot16,2,4,balanced_permutation_b,1
feedback_only,fixed_cache,pilot16,2,8,balanced_contiguous,5
feedback_only,fixed_cache,pilot16,4,4,balanced_contiguous,10
feedback_only,fixed_cache,pilot16,4,8,balanced_contiguous,20
feedback_only,fixed_cache,pilot16,8,8,balanced_contiguous,30
feedback_only,fixed_cache,rank_only,1,2,balanced_permutation_a,30
feedback_only,fixed_cache,rank_only,2,4,balanced_contiguous,30
feedback_only,fixed_cache,rank_only,4,4,balanced_contiguous,30
feedback_only,fixed_cache,rank_only,8,8,balanced_contiguous,30
feedback_only,fresh_iid,development_best,1,8,balanced_contiguous,30
feedback_only,fresh_iid,development_best,2,8,balanced_contiguous,30
feedback_only,fresh_iid,development_best,4,8,balanced_contiguous,30
feedback_only,fresh_iid,development_best,8,8,balanced_contiguous,30
feedback_only,fresh_iid,empirical_split_fullbatch,1,1,balanced_contiguous,20
feedback_only,fresh_iid,empirical_split_fullbatch,1,2,balanced_contiguous,6
feedback_only,fresh_iid,empirical_split_fullbatch,1,2,balanced_interleaved,1
feedback_only,fresh_iid,empirical_split_fullbatch,1,2,balanced_permutation_b,3
feedback_only,fresh_iid,empirical_split_fullbatch,2,2,balanced_contiguous,26
feedback_only,fresh_iid,empirical_split_fullbatch,2,2,balanced_permutation_b,1
feedback_only,fresh_iid,empirical_split_fullbatch,2,2,comb_contiguous,1
feedback_only,fresh_iid,empirical_split_fullbatch,2,4,balanced_contiguous,2
feedback_only,fresh_iid,empirical_split_fullbatch,4,4,balanced_contiguous,20
feedback_only,fresh_iid,empirical_split_fullbatch,4,4,balanced_interleaved,2
feedback_only,fresh_iid,empirical_split_fullbatch,4,4,balanced_permutation_a,4
feedback_only,fresh_iid,empirical_split_fullbatch,4,4,balanced_permutation_b,4
feedback_only,fresh_iid,empirical_split_fullbatch,8,8,balanced_contiguous,30
feedback_only,fresh_iid,gaussian_oracle_fullbatch,1,1,balanced_contiguous,20
feedback_only,fresh_iid,gaussian_oracle_fullbatch,1,2,balanced_contiguous,8
feedback_only,fresh_iid,gaussian_oracle_fullbatch,1,2,balanced_permutation_b,2
feedback_only,fresh_iid,gaussian_oracle_fullbatch,2,2,balanced_contiguous,26
feedback_only,fresh_iid,gaussian_oracle_fullbatch,2,2,balanced_permutation_b,2
feedback_only,fresh_iid,gaussian_oracle_fullbatch,2,4,balanced_contiguous,2
feedback_only,fresh_iid,gaussian_oracle_fullbatch,4,4,balanced_contiguous,22
feedback_only,fresh_iid,gaussian_oracle_fullbatch,4,4,balanced_interleaved,2
feedback_only,fresh_iid,gaussian_oracle_fullbatch,4,4,balanced_permutation_a,2
feedback_only,fresh_iid,gaussian_oracle_fullbatch,4,4,balanced_permutation_b,4
feedback_only,fresh_iid,gaussian_oracle_fullbatch,8,8,balanced_contiguous,30
feedback_only,fresh_iid,gaussian_oracle_sgd,1,1,balanced_contiguous,20
feedback_only,fresh_iid,gaussian_oracle_sgd,1,2,balanced_contiguous,7
feedback_only,fresh_iid,gaussian_oracle_sgd,1,2,balanced_interleaved,2
feedback_only,fresh_iid,gaussian_oracle_sgd,1,2,balanced_permutation_b,1
feedback_only,fresh_iid,gaussian_oracle_sgd,2,2,balanced_contiguous,16
feedback_only,fresh_iid,gaussian_oracle_sgd,2,2,balanced_interleaved,4
feedback_only,fresh_iid,gaussian_oracle_sgd,2,2,balanced_permutation_a,1
feedback_only,fresh_iid,gaussian_oracle_sgd,2,2,balanced_permutation_b,2
feedback_only,fresh_iid,gaussian_oracle_sgd,2,2,comb_contiguous,5
feedback_only,fresh_iid,gaussian_oracle_sgd,2,4,balanced_contiguous,2
feedback_only,fresh_iid,gaussian_oracle_sgd,4,4,balanced_contiguous,21
feedback_only,fresh_iid,gaussian_oracle_sgd,4,4,balanced_interleaved,2
feedback_only,fresh_iid,gaussian_oracle_sgd,4,4,balanced_permutation_a,3
feedback_only,fresh_iid,gaussian_oracle_sgd,4,4,balanced_permutation_b,4
feedback_only,fresh_iid,gaussian_oracle_sgd,8,8,balanced_contiguous,30
feedback_only,fresh_iid,gaussian_plugin_fullbatch,1,1,balanced_contiguous,20
feedback_only,fresh_iid,gaussian_plugin_fullbatch,1,2,balanced_contiguous,8
feedback_only,fresh_iid,gaussian_plugin_fullbatch,1,2,balanced_permutation_b,2
feedback_only,fresh_iid,gaussian_plugin_fullbatch,2,2,balanced_contiguous,26
feedback_only,fresh_iid,gaussian_plugin_fullbatch,2,2,balanced_permutation_b,2
feedback_only,fresh_iid,gaussian_plugin_fullbatch,2,4,balanced_contiguous,2
feedback_only,fresh_iid,gaussian_plugin_fullbatch,4,4,balanced_contiguous,22
feedback_only,fresh_iid,gaussian_plugin_fullbatch,4,4,balanced_interleaved,2
feedback_only,fresh_iid,gaussian_plugin_fullbatch,4,4,balanced_permutation_a,2
feedback_only,fresh_iid,gaussian_plugin_fullbatch,4,4,balanced_permutation_b,4
feedback_only,fresh_iid,gaussian_plugin_fullbatch,8,8,balanced_contiguous,30
feedback_only,fresh_iid,gaussian_plugin_sgd,1,1,balanced_contiguous,20
feedback_only,fresh_iid,gaussian_plugin_sgd,1,2,balanced_contiguous,7
feedback_only,fresh_iid,gaussian_plugin_sgd,1,2,balanced_interleaved,2
feedback_only,fresh_iid,gaussian_plugin_sgd,1,2,balanced_permutation_b,1
feedback_only,fresh_iid,gaussian_plugin_sgd,2,2,balanced_contiguous,16
feedback_only,fresh_iid,gaussian_plugin_sgd,2,2,balanced_interleaved,4
feedback_only,fresh_iid,gaussian_plugin_sgd,2,2,balanced_permutation_a,1
feedback_only,fresh_iid,gaussian_plugin_sgd,2,2,balanced_permutation_b,2
feedback_only,fresh_iid,gaussian_plugin_sgd,2,2,comb_contiguous,5
feedback_only,fresh_iid,gaussian_plugin_sgd,2,4,balanced_contiguous,2
feedback_only,fresh_iid,gaussian_plugin_sgd,4,4,balanced_contiguous,21
feedback_only,fresh_iid,gaussian_plugin_sgd,4,4,balanced_interleaved,2
feedback_only,fresh_iid,gaussian_plugin_sgd,4,4,balanced_permutation_a,3
feedback_only,fresh_iid,gaussian_plugin_sgd,4,4,balanced_permutation_b,4
feedback_only,fresh_iid,gaussian_plugin_sgd,8,8,balanced_contiguous,30
feedback_only,fresh_iid,maximum_budget,1,8,balanced_contiguous,30
feedback_only,fresh_iid,maximum_budget,2,8,balanced_contiguous,30
feedback_only,fresh_iid,maximum_budget,4,8,balanced_contiguous,30
feedback_only,fresh_iid,maximum_budget,8,8,balanced_contiguous,30
feedback_only,fresh_iid,observed_count_cheapest,1,1,balanced_contiguous,30
feedback_only,fresh_iid,observed_count_cheapest,2,2,balanced_contiguous,30
feedback_only,fresh_iid,observed_count_cheapest,4,4,balanced_contiguous,30
feedback_only,fresh_iid,observed_count_cheapest,8,8,balanced_contiguous,30
feedback_only,fresh_iid,observed_count_conditioning,1,1,balanced_contiguous,30
feedback_only,fresh_iid,observed_count_conditioning,2,2,balanced_contiguous,16
feedback_only,fresh_iid,observed_count_conditioning,2,2,balanced_interleaved,4
feedback_only,fresh_iid,observed_count_conditioning,2,2,balanced_permutation_a,1
feedback_only,fresh_iid,observed_count_conditioning,2,2,balanced_permutation_b,4
feedback_only,fresh_iid,observed_count_conditioning,2,2,comb_contiguous,5
feedback_only,fresh_iid,observed_count_conditioning,4,4,balanced_contiguous,21
feedback_only,fresh_iid,observed_count_conditioning,4,4,balanced_interleaved,2
feedback_only,fresh_iid,observed_count_conditioning,4,4,balanced_permutation_a,3
feedback_only,fresh_iid,observed_count_conditioning,4,4,balanced_permutation_b,4
feedback_only,fresh_iid,observed_count_conditioning,8,8,balanced_contiguous,30
feedback_only,fresh_iid,original_scalar,1,1,balanced_contiguous,10
feedback_only,fresh_iid,original_scalar,1,2,comb_contiguous,2
feedback_only,fresh_iid,original_scalar,1,4,balanced_interleaved,2
feedback_only,fresh_iid,original_scalar,1,4,comb_contiguous,2
feedback_only,fresh_iid,original_scalar,1,8,balanced_contiguous,14
feedback_only,fresh_iid,original_scalar,2,2,balanced_contiguous,10
feedback_only,fresh_iid,original_scalar,2,4,balanced_interleaved,1
feedback_only,fresh_iid,original_scalar,2,8,balanced_contiguous,19
feedback_only,fresh_iid,original_scalar,4,4,balanced_contiguous,10
feedback_only,fresh_iid,original_scalar,4,8,balanced_contiguous,20
feedback_only,fresh_iid,original_scalar,8,1,balanced_contiguous,4
feedback_only,fresh_iid,original_scalar,8,4,balanced_contiguous,7
feedback_only,fresh_iid,original_scalar,8,4,balanced_interleaved,3
feedback_only,fresh_iid,original_scalar,8,4,balanced_permutation_a,4
feedback_only,fresh_iid,original_scalar,8,4,balanced_permutation_b,2
feedback_only,fresh_iid,original_scalar,8,4,comb_contiguous,1
feedback_only,fresh_iid,original_scalar,8,8,balanced_contiguous,9
feedback_only,fresh_iid,pilot16,1,1,balanced_contiguous,20
feedback_only,fresh_iid,pilot16,1,2,balanced_permutation_a,3
feedback_only,fresh_iid,pilot16,1,2,balanced_permutation_b,3
feedback_only,fresh_iid,pilot16,1,2,comb_contiguous,4
feedback_only,fresh_iid,pilot16,2,2,balanced_contiguous,20
feedback_only,fresh_iid,pilot16,2,4,balanced_interleaved,3
feedback_only,fresh_iid,pilot16,2,4,balanced_permutation_a,2
feedback_only,fresh_iid,pilot16,2,4,comb_contiguous,2
feedback_only,fresh_iid,pilot16,2,8,balanced_contiguous,3
feedback_only,fresh_iid,pilot16,4,4,balanced_contiguous,10
feedback_only,fresh_iid,pilot16,4,8,balanced_contiguous,20
feedback_only,fresh_iid,pilot16,8,8,balanced_contiguous,30
feedback_only,fresh_iid,rank_only,1,2,balanced_permutation_a,30
feedback_only,fresh_iid,rank_only,2,4,balanced_contiguous,30
feedback_only,fresh_iid,rank_only,4,4,balanced_contiguous,30
feedback_only,fresh_iid,rank_only,8,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,development_best,1,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,development_best,2,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,development_best,4,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,development_best,8,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,1,1,balanced_contiguous,20
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,1,2,balanced_contiguous,5
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,1,2,balanced_interleaved,1
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,1,2,balanced_permutation_b,4
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,2,2,balanced_contiguous,24
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,2,2,comb_contiguous,2
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,2,4,balanced_contiguous,2
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,2,4,balanced_interleaved,1
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,2,4,balanced_permutation_a,1
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,4,4,balanced_contiguous,19
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,4,4,balanced_interleaved,2
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,4,4,balanced_permutation_a,2
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,4,4,balanced_permutation_b,5
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,4,4,comb_contiguous,1
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,4,8,balanced_contiguous,1
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,8,8,balanced_contiguous,8
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,8,8,balanced_interleaved,10
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,8,8,balanced_permutation_a,3
joint_forward_feedback,fixed_cache,empirical_split_fullbatch,8,8,balanced_permutation_b,9
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,1,1,balanced_contiguous,20
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,1,2,balanced_contiguous,6
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,1,2,balanced_permutation_b,4
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,2,2,balanced_contiguous,24
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,2,2,balanced_permutation_b,2
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,2,2,comb_contiguous,2
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,2,4,balanced_interleaved,2
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,4,4,balanced_contiguous,20
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,4,4,balanced_interleaved,2
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,4,4,balanced_permutation_a,2
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,4,4,balanced_permutation_b,4
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,4,4,comb_contiguous,2
joint_forward_feedback,fixed_cache,gaussian_oracle_fullbatch,8,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,1,1,balanced_contiguous,20
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,1,2,balanced_contiguous,6
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,1,2,balanced_interleaved,2
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,1,2,balanced_permutation_b,2
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,2,2,balanced_contiguous,24
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,2,2,balanced_permutation_b,1
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,2,2,comb_contiguous,2
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,2,4,balanced_contiguous,1
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,2,4,balanced_interleaved,1
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,2,4,balanced_permutation_a,1
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,4,4,balanced_contiguous,20
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,4,4,balanced_interleaved,2
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,4,4,balanced_permutation_a,2
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,4,4,balanced_permutation_b,3
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,4,4,comb_contiguous,3
joint_forward_feedback,fixed_cache,gaussian_oracle_sgd,8,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,1,1,balanced_contiguous,20
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,1,2,balanced_contiguous,6
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,1,2,balanced_permutation_b,4
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,2,2,balanced_contiguous,24
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,2,2,balanced_permutation_b,2
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,2,2,comb_contiguous,2
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,2,4,balanced_interleaved,2
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,4,4,balanced_contiguous,20
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,4,4,balanced_interleaved,2
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,4,4,balanced_permutation_a,2
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,4,4,balanced_permutation_b,3
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,4,4,comb_contiguous,3
joint_forward_feedback,fixed_cache,gaussian_plugin_fullbatch,8,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,1,1,balanced_contiguous,20
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,1,2,balanced_contiguous,6
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,1,2,balanced_interleaved,2
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,1,2,balanced_permutation_b,2
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,2,2,balanced_contiguous,24
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,2,2,balanced_permutation_b,2
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,2,2,comb_contiguous,2
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,2,4,balanced_interleaved,1
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,2,4,balanced_permutation_a,1
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,4,4,balanced_contiguous,20
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,4,4,balanced_interleaved,2
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,4,4,balanced_permutation_a,2
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,4,4,balanced_permutation_b,3
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,4,4,comb_contiguous,3
joint_forward_feedback,fixed_cache,gaussian_plugin_sgd,8,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,maximum_budget,1,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,maximum_budget,2,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,maximum_budget,4,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,maximum_budget,8,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,observed_count_cheapest,1,1,balanced_contiguous,30
joint_forward_feedback,fixed_cache,observed_count_cheapest,2,2,balanced_contiguous,30
joint_forward_feedback,fixed_cache,observed_count_cheapest,4,4,balanced_contiguous,30
joint_forward_feedback,fixed_cache,observed_count_cheapest,8,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,observed_count_conditioning,1,1,balanced_contiguous,20
joint_forward_feedback,fixed_cache,observed_count_conditioning,1,1,balanced_permutation_a,2
joint_forward_feedback,fixed_cache,observed_count_conditioning,1,1,balanced_permutation_b,2
joint_forward_feedback,fixed_cache,observed_count_conditioning,1,1,comb_contiguous,6
joint_forward_feedback,fixed_cache,observed_count_conditioning,2,2,balanced_contiguous,24
joint_forward_feedback,fixed_cache,observed_count_conditioning,2,2,balanced_permutation_b,3
joint_forward_feedback,fixed_cache,observed_count_conditioning,2,2,comb_contiguous,3
joint_forward_feedback,fixed_cache,observed_count_conditioning,4,4,balanced_contiguous,20
joint_forward_feedback,fixed_cache,observed_count_conditioning,4,4,balanced_interleaved,2
joint_forward_feedback,fixed_cache,observed_count_conditioning,4,4,balanced_permutation_a,2
joint_forward_feedback,fixed_cache,observed_count_conditioning,4,4,balanced_permutation_b,3
joint_forward_feedback,fixed_cache,observed_count_conditioning,4,4,comb_contiguous,3
joint_forward_feedback,fixed_cache,observed_count_conditioning,8,8,balanced_contiguous,30
joint_forward_feedback,fixed_cache,original_scalar,1,1,comb_contiguous,10
joint_forward_feedback,fixed_cache,original_scalar,1,2,comb_contiguous,2
