task_id,arm,regime,checkpoint,method,split,seed,rank,noise_sd,angle_pi,candidate_id,tree_id,shape,budget_k,resource_cost,channel_cost,cable_cost,parameter_count,decoder_coefficients,encoder_coefficients,test_loss,population_loss,predicted_loss,predicted_objective,observed_objective,population_objective,oracle_objective,oracle_population_objective,regret,population_regret
s6100_r1_n000_a000,feedback_only,fixed_cache,16,empirical_split_fullbatch,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.7094936073397066e-06,4.833139009129153e-06,2.4249019839469244e-05,0.013923596278415334,0.013904056752183204,0.013904180397584995,0.013904056752183204,0.013904180397584995,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,16,gaussian_oracle_fullbatch,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.7094936073397066e-06,4.833139009129153e-06,5.154629049088296e-07,0.013899862721480773,0.013904056752183204,0.013904180397584995,0.013904056752183204,0.013904180397584995,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,16,gaussian_oracle_sgd,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.7094936073397066e-06,4.833139009129153e-06,1.806826417725345e-06,0.013901154084993591,0.013904056752183204,0.013904180397584995,0.013904056752183204,0.013904180397584995,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,16,gaussian_plugin_fullbatch,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.7094936073397066e-06,4.833139009129153e-06,5.154629049088296e-07,0.013899862721480773,0.013904056752183204,0.013904180397584995,0.013904056752183204,0.013904180397584995,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,16,gaussian_plugin_sgd,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,4.7094936073397066e-06,4.833139009129153e-06,1.806826417725346e-06,0.013901154084993591,0.013904056752183204,0.013904180397584995,0.013904056752183204,0.013904180397584995,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,64,empirical_split_fullbatch,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,1.2565170950621435e-20,1.2323616852753431e-20,2.9757198700565897e-18,0.013899347258575868,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,64,gaussian_oracle_fullbatch,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,1.2565170950621435e-20,1.2323616852753431e-20,5.6500291064402405e-25,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,64,gaussian_oracle_sgd,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,1.2565170950621435e-20,1.2323616852753431e-20,8.526229813909061e-23,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,64,gaussian_plugin_fullbatch,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,1.2565170950621435e-20,1.2323616852753431e-20,5.65003327046937e-25,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,64,gaussian_plugin_sgd,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,1.2565170950621435e-20,1.2323616852753431e-20,8.526229899657436e-23,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,256,empirical_split_fullbatch,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,6.227857317680625e-32,1.7429665996704484e-32,4.593834274002201e-31,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,256,gaussian_oracle_fullbatch,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,6.227857317680625e-32,1.7429665996704484e-32,1.4757438198867195e-32,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,256,gaussian_oracle_sgd,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,6.227857317680625e-32,1.7429665996704484e-32,6.47254287726179e-32,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,256,gaussian_plugin_fullbatch,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,6.227857317680625e-32,1.7429665996704484e-32,4.311603511709022e-31,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,256,gaussian_plugin_sgd,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,6.227857317680625e-32,1.7429665996704484e-32,5.046112854772148e-31,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,256,original_scalar,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,6.227857317680625e-32,1.7429665996704484e-32,0.0412347264066982,0.055134073665274064,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
s6100_r1_n000_a000,feedback_only,fixed_cache,256,pilot16,development,6100,1,0.0,0.0,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,6.227857317680625e-32,1.7429665996704484e-32,4.732555630630144e-06,0.013904079814206495,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.013899347258575865,0.0,0.0
