model,epoch,heldout_loss,heldout_accuracy,gradient_cosine_own_state,seed,calibration_samples,cue_noise_sd,cue_delay_trials,method,coefficient_group_accuracy,coefficient_target_mse,maximum_route_norm_error
0,0,0.695677110424,0.49072265625,0.974674790329,52000,16,0,0,oracle_context,1,0,0
1,0,0.695677110424,0.49072265625,-0.914581240154,52000,16,0,0,learned_local_cue,1,0.121504601024,1.11022302463e-16
2,0,0.695677110424,0.49072265625,-0.959662951778,52000,16,0,0,frozen_profile,0.25,0.1875,0
3,0,0.695677110424,0.49072265625,-0.961915187408,52000,16,0,0,mismatched_encoder,0,0.219004744256,1.11022302463e-16
4,0,0.695677110424,0.49072265625,0.974674790329,52000,16,0,1,oracle_context,1,0,0
5,0,0.695677110424,0.49072265625,-0.957369465853,52000,16,0,1,learned_local_cue,0.25244140625,0.194391670989,1.11022302463e-16
6,0,0.695677110424,0.49072265625,-0.959662951778,52000,16,0,1,frozen_profile,0.25,0.1875,0
7,0,0.695677110424,0.49072265625,-0.957006079153,52000,16,0,1,mismatched_encoder,0.2470703125,0.194915353399,1.11022302463e-16
8,0,0.695677110424,0.49072265625,0.974674790329,52000,16,0,4,oracle_context,1,0,0
9,0,0.695677110424,0.49072265625,-0.957834075712,52000,16,0,4,learned_local_cue,0.24951171875,0.194677315939,1.11022302463e-16
10,0,0.695677110424,0.49072265625,-0.959662951778,52000,16,0,4,frozen_profile,0.25,0.1875,0
11,0,0.695677110424,0.49072265625,-0.960061431536,52000,16,0,4,mismatched_encoder,0.2578125,0.193867988579,1.11022302463e-16
12,0,0.695677110424,0.49072265625,0.974674790329,52000,64,0,0,oracle_context,1,0,0
13,0,0.695677110424,0.49072265625,0.80735942424,52000,64,0,0,learned_local_cue,1,0.0298300677281,2.22044604925e-16
14,0,0.695677110424,0.49072265625,-0.959662951778,52000,64,0,0,frozen_profile,0.25,0.1875,0
15,0,0.695677110424,0.49072265625,-0.951796024567,52000,64,0,0,mismatched_encoder,0,0.330398933299,2.22044604925e-16
16,0,0.695677110424,0.49072265625,0.974674790329,52000,64,0,1,oracle_context,1,0,0
17,0,0.695677110424,0.49072265625,-0.940474167306,52000,64,0,1,learned_local_cue,0.25244140625,0.254525181728,2.22044604925e-16
18,0,0.695677110424,0.49072265625,-0.959662951778,52000,64,0,1,frozen_profile,0.25,0.1875,0
19,0,0.695677110424,0.49072265625,-0.941543875755,52000,64,0,1,mismatched_encoder,0.2470703125,0.256138222214,2.22044604925e-16
20,0,0.695677110424,0.49072265625,0.974674790329,52000,64,0,4,oracle_context,1,0,0
21,0,0.695677110424,0.49072265625,-0.945095229277,52000,64,0,4,learned_local_cue,0.24951171875,0.255405127873,2.22044604925e-16
22,0,0.695677110424,0.49072265625,-0.959662951778,52000,64,0,4,frozen_profile,0.25,0.1875,0
23,0,0.695677110424,0.49072265625,-0.950056647816,52000,64,0,4,mismatched_encoder,0.2578125,0.25290878371,2.22044604925e-16
24,0,0.695677110424,0.49072265625,0.974674790329,52000,256,0,0,oracle_context,1,0,0
25,0,0.695677110424,0.49072265625,0.965960326673,52000,256,0,0,learned_local_cue,1,0.00226962814223,1.11022302463e-16
26,0,0.695677110424,0.49072265625,-0.959662951778,52000,256,0,0,frozen_profile,0.25,0.1875,0
27,0,0.695677110424,0.49072265625,-0.940289837712,52000,256,0,0,mismatched_encoder,0,0.447258980867,1.11022302463e-16
28,0,0.695677110424,0.49072265625,0.974674790329,52000,256,0,1,oracle_context,1,0,0
29,0,0.695677110424,0.49072265625,-0.919084748779,52000,256,0,1,learned_local_cue,0.25244140625,0.334925077189,1.11022302463e-16
30,0,0.695677110424,0.49072265625,-0.959662951778,52000,256,0,1,frozen_profile,0.25,0.1875,0
31,0,0.695677110424,0.49072265625,-0.923987326755,52000,256,0,1,mismatched_encoder,0.2470703125,0.337315607806,1.11022302463e-16
32,0,0.695677110424,0.49072265625,0.974674790329,52000,256,0,4,oracle_context,1,0,0
33,0,0.695677110424,0.49072265625,-0.929499696924,52000,256,0,4,learned_local_cue,0.24951171875,0.336229295306,1.11022302463e-16
34,0,0.695677110424,0.49072265625,-0.959662951778,52000,256,0,4,frozen_profile,0.25,0.1875,0
35,0,0.695677110424,0.49072265625,-0.934992820445,52000,256,0,4,mismatched_encoder,0.2578125,0.332535682775,1.11022302463e-16
36,0,0.695677110424,0.49072265625,0.974674790329,52000,16,0.5,0,oracle_context,1,0,0
37,0,0.695677110424,0.49072265625,-0.933826275246,52000,16,0.5,0,learned_local_cue,0.54833984375,0.148538531831,2.22044604925e-16
38,0,0.695677110424,0.49072265625,-0.959662951778,52000,16,0.5,0,frozen_profile,0.25,0.1875,0
39,0,0.695677110424,0.49072265625,-0.959008748511,52000,16,0.5,0,mismatched_encoder,0.1025390625,0.240433161288,2.22044604925e-16
40,0,0.695677110424,0.49072265625,0.974674790329,52000,16,0.5,1,oracle_context,1,0,0
41,0,0.695677110424,0.49072265625,-0.952522252115,52000,16,0.5,1,learned_local_cue,0.2607421875,0.206289717967,2.22044604925e-16
42,0,0.695677110424,0.49072265625,-0.959662951778,52000,16,0.5,1,frozen_profile,0.25,0.1875,0
43,0,0.695677110424,0.49072265625,-0.956584912808,52000,16,0.5,1,mismatched_encoder,0.2548828125,0.208325640572,2.22044604925e-16
44,0,0.695677110424,0.49072265625,0.974674790329,52000,16,0.5,4,oracle_context,1,0,0
45,0,0.695677110424,0.49072265625,-0.948860779931,52000,16,0.5,4,learned_local_cue,0.26025390625,0.206779713245,2.22044604925e-16
46,0,0.695677110424,0.49072265625,-0.959662951778,52000,16,0.5,4,frozen_profile,0.25,0.1875,0
47,0,0.695677110424,0.49072265625,-0.953793313304,52000,16,0.5,4,mismatched_encoder,0.259765625,0.205419175548,2.22044604925e-16
48,0,0.695677110424,0.49072265625,0.974674790329,52000,64,0.5,0,oracle_context,1,0,0
49,0,0.695677110424,0.49072265625,-0.879450812822,52000,64,0.5,0,learned_local_cue,0.62451171875,0.122087696098,2.22044604925e-16
50,0,0.695677110424,0.49072265625,-0.959662951778,52000,64,0.5,0,frozen_profile,0.25,0.1875,0
51,0,0.695677110424,0.49072265625,-0.951912330957,52000,64,0.5,0,mismatched_encoder,0.099609375,0.288364957015,3.33066907388e-16
52,0,0.695677110424,0.49072265625,0.974674790329,52000,64,0.5,1,oracle_context,1,0,0
53,0,0.695677110424,0.49072265625,-0.943419343456,52000,64,0.5,1,learned_local_cue,0.2529296875,0.239754892332,2.22044604925e-16
54,0,0.695677110424,0.49072265625,-0.959662951778,52000,64,0.5,1,frozen_profile,0.25,0.1875,0
55,0,0.695677110424,0.49072265625,-0.954206718672,52000,64,0.5,1,mismatched_encoder,0.2529296875,0.240932485729,3.33066907388e-16
56,0,0.695677110424,0.49072265625,0.974674790329,52000,64,0.5,4,oracle_context,1,0,0
57,0,0.695677110424,0.49072265625,-0.939537496646,52000,64,0.5,4,learned_local_cue,0.2470703125,0.239769603475,2.22044604925e-16
58,0,0.695677110424,0.49072265625,-0.959662951778,52000,64,0.5,4,frozen_profile,0.25,0.1875,0
59,0,0.695677110424,0.49072265625,-0.947880798087,52000,64,0.5,4,mismatched_encoder,0.2783203125,0.234150889534,3.33066907388e-16
60,0,0.695677110424,0.49072265625,0.974674790329,52000,256,0.5,0,oracle_context,1,0,0
61,0,0.695677110424,0.49072265625,-0.711791750264,52000,256,0.5,0,learned_local_cue,0.66162109375,0.113229976197,2.22044604925e-16
62,0,0.695677110424,0.49072265625,-0.959662951778,52000,256,0.5,0,frozen_profile,0.25,0.1875,0
63,0,0.695677110424,0.49072265625,-0.946577379645,52000,256,0.5,0,mismatched_encoder,0.1025390625,0.323585334371,2.22044604925e-16
64,0,0.695677110424,0.49072265625,0.974674790329,52000,256,0.5,1,oracle_context,1,0,0
65,0,0.695677110424,0.49072265625,-0.940953032323,52000,256,0.5,1,learned_local_cue,0.26416015625,0.265084698007,2.22044604925e-16
66,0,0.695677110424,0.49072265625,-0.959662951778,52000,256,0.5,1,frozen_profile,0.25,0.1875,0
67,0,0.695677110424,0.49072265625,-0.950575589321,52000,256,0.5,1,mismatched_encoder,0.2431640625,0.268720802945,2.22044604925e-16
68,0,0.695677110424,0.49072265625,0.974674790329,52000,256,0.5,4,oracle_context,1,0,0
69,0,0.695677110424,0.49072265625,-0.936091801437,52000,256,0.5,4,learned_local_cue,0.2529296875,0.267675624554,2.22044604925e-16
70,0,0.695677110424,0.49072265625,-0.959662951778,52000,256,0.5,4,frozen_profile,0.25,0.1875,0
71,0,0.695677110424,0.49072265625,-0.940971494086,52000,256,0.5,4,mismatched_encoder,0.27197265625,0.259888974147,2.22044604925e-16
72,0,0.695677110424,0.49072265625,0.974674790329,52000,16,1,0,oracle_context,1,0,0
73,0,0.695677110424,0.49072265625,-0.93744304516,52000,16,1,0,learned_local_cue,0.31884765625,0.209559408608,2.22044604925e-16
74,0,0.695677110424,0.49072265625,-0.959662951778,52000,16,1,0,frozen_profile,0.25,0.1875,0
75,0,0.695677110424,0.49072265625,-0.958287594085,52000,16,1,0,mismatched_encoder,0.25146484375,0.228001257711,2.22044604925e-16
76,0,0.695677110424,0.49072265625,0.974674790329,52000,16,1,1,oracle_context,1,0,0
77,0,0.695677110424,0.49072265625,-0.94922843054,52000,16,1,1,learned_local_cue,0.2470703125,0.228269747654,2.22044604925e-16
78,0,0.695677110424,0.49072265625,-0.959662951778,52000,16,1,1,frozen_profile,0.25,0.1875,0
79,0,0.695677110424,0.49072265625,-0.950186978294,52000,16,1,1,mismatched_encoder,0.24853515625,0.227271530794,2.22044604925e-16
80,0,0.695677110424,0.49072265625,0.974674790329,52000,16,1,4,oracle_context,1,0,0
81,0,0.695677110424,0.49072265625,-0.942157976746,52000,16,1,4,learned_local_cue,0.2548828125,0.226521838701,2.22044604925e-16
82,0,0.695677110424,0.49072265625,-0.959662951778,52000,16,1,4,frozen_profile,0.25,0.1875,0
83,0,0.695677110424,0.49072265625,-0.937857476562,52000,16,1,4,mismatched_encoder,0.24267578125,0.229723185683,2.22044604925e-16
84,0,0.695677110424,0.49072265625,0.974674790329,52000,64,1,0,oracle_context,1,0,0
85,0,0.695677110424,0.49072265625,-0.905931204525,52000,64,1,0,learned_local_cue,0.38916015625,0.190806957358,2.22044604925e-16
86,0,0.695677110424,0.49072265625,-0.959662951778,52000,64,1,0,frozen_profile,0.25,0.1875,0
87,0,0.695677110424,0.49072265625,-0.940386911127,52000,64,1,0,mismatched_encoder,0.20458984375,0.251341973935,2.22044604925e-16
88,0,0.695677110424,0.49072265625,0.974674790329,52000,64,1,1,oracle_context,1,0,0
89,0,0.695677110424,0.49072265625,-0.94640602905,52000,64,1,1,learned_local_cue,0.25537109375,0.234973708355,2.22044604925e-16
90,0,0.695677110424,0.49072265625,-0.959662951778,52000,64,1,1,frozen_profile,0.25,0.1875,0
91,0,0.695677110424,0.49072265625,-0.937911524742,52000,64,1,1,mismatched_encoder,0.2607421875,0.234200597191,2.22044604925e-16
92,0,0.695677110424,0.49072265625,0.974674790329,52000,64,1,4,oracle_context,1,0,0
93,0,0.695677110424,0.49072265625,-0.93573840991,52000,64,1,4,learned_local_cue,0.2421875,0.239959865312,2.22044604925e-16
94,0,0.695677110424,0.49072265625,-0.959662951778,52000,64,1,4,frozen_profile,0.25,0.1875,0
95,0,0.695677110424,0.49072265625,-0.937659131313,52000,64,1,4,mismatched_encoder,0.25,0.238257723993,2.22044604925e-16
96,0,0.695677110424,0.49072265625,0.974674790329,52000,256,1,0,oracle_context,1,0,0
97,0,0.695677110424,0.49072265625,-0.914255903595,52000,256,1,0,learned_local_cue,0.44189453125,0.170901570035,2.22044604925e-16
98,0,0.695677110424,0.49072265625,-0.959662951778,52000,256,1,0,frozen_profile,0.25,0.1875,0
