target_root_id,target_nucleus_id,method,heldout_credit_capture,heldout_credit_capture_sd,heldout_normalized_mse,heldout_normalized_mse_sd,train_mse
864691135060651419,256550,dense PCA oracle,0.9999541143143977,8.371731159596799e-05,0.827733282577435,0.1363565677726498,0.691246118996071
864691135060651419,256550,depth-only bins,0.4720537344239685,0.16383364629108846,0.8484441810050113,0.153760399471539,0.7567333410885609
864691135060651419,256550,exact backprop,1.0,0.0,0.8214829329011912,0.132043428470718,0.691358421106757
864691135060651419,256550,morphology-aware paths,0.06612731204280263,0.02781301951310768,0.8925789146748565,0.11513877754806941,0.8256510520360237
864691135060651419,256550,random nonempty paths,0.48113296649183146,0.3027893220112615,0.907454827642997,0.12807407256206085,0.864538495181949
864691135060651419,256550,scalar broadcast,0.22015246401954275,0.19707034893240014,0.8537920406315379,0.14569559411805855,0.7503248744281746
864691135060651419,256550,shuffled ancestry,0.24818793801534395,0.1664262011497711,0.9162408153883055,0.1103817888029968,0.8643467992044771
864691135196576298,264888,dense PCA oracle,0.9993426975840259,0.0005360495467791558,0.7441074497404546,0.06993287239621593,0.6718054981462263
864691135196576298,264888,depth-only bins,0.8445066767819697,0.08522326231815332,0.7319087036240968,0.07428590735170784,0.6736676854193032
864691135196576298,264888,exact backprop,1.0,0.0,0.7469889384996571,0.06723618262276788,0.6700826408561327
864691135196576298,264888,morphology-aware paths,0.8761898227432761,0.02716564870465424,0.787954537475596,0.07211843007335234,0.7150879109548683
864691135196576298,264888,random nonempty paths,0.6147054331678127,0.27082524929631924,0.7668442742768252,0.06992141407747299,0.7378375069920083
864691135196576298,264888,scalar broadcast,0.18496570907422913,0.19195480572750354,0.7384660881814187,0.06911905109125044,0.7367809745318825
864691135196576298,264888,shuffled ancestry,0.457638620728149,0.19982615938083267,0.8144213638905899,0.0626373897452675,0.7447169470586152
864691135277186789,258209,dense PCA oracle,0.998727822183635,0.0015250038904860144,0.9038034130804464,0.3089136850476491,0.6123433254159852
864691135277186789,258209,depth-only bins,0.4145384629581801,0.11982093305624562,0.8915208618144446,0.1644484389007894,0.7063514023272364
864691135277186789,258209,exact backprop,1.0,0.0,0.906044253125649,0.2883645757277453,0.6022999960685568
864691135277186789,258209,morphology-aware paths,0.15661491303865294,0.054923852200043775,0.9290864168254135,0.2054021167855973,0.7540863585202557
864691135277186789,258209,random nonempty paths,0.39000633705548754,0.2342376170408692,0.9733035151233326,0.3429911967888619,0.7703973138815157
864691135277186789,258209,scalar broadcast,0.1146218059780791,0.11788827077182987,0.8688290371118255,0.10436737761226107,0.7316610637761508
864691135277186789,258209,shuffled ancestry,0.20456377111564814,0.147229134093964,0.8838882760914311,0.11060563240642782,0.8292016225704819
864691135324623260,264889,dense PCA oracle,1.0,0.0,0.7489374275782388,0.16486033231710076,0.6339081903108241
864691135324623260,264889,depth-only bins,0.7549136589553067,0.16359155634485123,0.7469653907235246,0.17104507324290047,0.6364029358079948
864691135324623260,264889,exact backprop,1.0,0.0,0.7489327111223302,0.16483978373284475,0.6339080935067232
864691135324623260,264889,morphology-aware paths,0.9468972165498517,0.09143247530948635,0.7396303064250631,0.1687210527869102,0.6378879597814046
864691135324623260,264889,random nonempty paths,0.951280516342407,0.09375425992249387,0.7449218537127253,0.1704562132185902,0.6370738110407459
864691135324623260,264889,scalar broadcast,0.5039814178311599,0.16482992036106897,0.7689450052928712,0.18813593487704638,0.6918052769594791
864691135324623260,264889,shuffled ancestry,0.8266683814325082,0.17832021902726672,0.7769668872608224,0.1636083929070332,0.6528251886865651
864691135409937097,291111,dense PCA oracle,0.9959179333840803,0.005554987956352455,0.8485276546089257,0.05761917221763469,0.8087558409878263
864691135409937097,291111,depth-only bins,0.4138818499563353,0.2867487891634182,0.8669543217541363,0.05550963571312038,0.8436086777381169
864691135409937097,291111,exact backprop,1.0,0.0,0.8384195527144112,0.059106248486358204,0.794869887246752
864691135409937097,291111,morphology-aware paths,0.2784887703436452,0.12441565075559864,0.9613191136244165,0.03104693722532815,0.9197941465274477
864691135409937097,291111,random nonempty paths,0.28843922902999775,0.2779032772409007,0.9086730133032395,0.08011719063536088,0.8870819665829602
