cohort,run_dir,config_index,family,task,core,strategy,feedback,depth,seed,transfer_output_activation,input_convention_valid,publication_included,exclusion_reason,test_accuracy,status,epochs_recorded,resolved_config_path,resolved_config_available_for_recheck,input_validity_status,validity_evidence_level,execution_lineage_status,validity_audit_sha256,outcome_source_sha256
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_backprop_20260803233113,0,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,1,42,,True,True,,0.9261999726295472,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_backprop_20260803233113/results/config_0/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052,24,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,1,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive,0.9420999884605408,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052/results/config_24/config.json,False,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052,25,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,1,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive,0.9401999711990356,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052/results/config_25/config.json,False,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052,26,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,1,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive,0.9409999847412108,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052/results/config_26/config.json,False,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052,27,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,1,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive,0.94159996509552,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052/results/config_27/config.json,False,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052,28,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,1,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive,0.9454999566078186,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052/results/config_28/config.json,False,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052,29,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,1,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive,0.9418999552726746,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_local3f_20260803233052/results/config_29/config.json,False,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121,0,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,2,42,,True,True,,0.9203999638557434,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121/results/config_0/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121,1,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,2,43,,True,True,,0.91839998960495,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121/results/config_1/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121,2,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,2,44,,True,True,,0.9185000061988832,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121/results/config_2/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121,3,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,2,45,,True,True,,0.9196999669075012,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121/results/config_3/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121,4,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,2,46,,True,True,,0.9240999817848206,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121/results/config_4/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121,5,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,2,47,,True,True,,0.9174999594688416,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121/results/config_5/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121,6,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,2,48,,True,True,,0.9217999577522278,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121/results/config_6/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121,7,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,2,49,,True,True,,0.9192000031471252,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121/results/config_7/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121,8,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,2,50,,True,True,,0.9194999933242798,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121/results/config_8/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121,9,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,2,51,,True,True,,0.918899953365326,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_backprop_20260803233121/results/config_9/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,0,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,2,42,,True,True,,0.7651000022888184,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_0/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,1,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,2,43,,True,True,,0.7821999788284302,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_1/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,2,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,2,44,,True,True,,0.7770000100135803,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_2/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,3,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,2,45,,True,True,,0.7929999828338623,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_3/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,4,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,2,46,,True,True,,0.7700999975204468,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_4/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,5,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,2,47,,True,True,,0.7859999537467957,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_5/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,6,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,2,48,,True,True,,0.7734999656677246,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_6/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,7,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,2,49,,True,True,,0.7834999561309814,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_7/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,8,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,2,50,,True,True,,0.7813999652862549,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_8/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,9,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,2,51,,True,True,,0.7623999714851379,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_9/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,10,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,42,,True,True,,0.920699954032898,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_10/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,11,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,43,,True,True,,0.9186999797821044,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_11/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,12,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,44,,True,True,,0.9179999828338624,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_12/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,13,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,45,,True,True,,0.916700005531311,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_13/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,14,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,46,,True,True,,0.918999969959259,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_14/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,15,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,47,,True,True,,0.920699954032898,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_15/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,16,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,48,,True,True,,0.9182999730110168,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_16/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,17,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,49,,True,True,,0.9160999655723572,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_17/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,18,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,50,,True,True,,0.9182999730110168,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_18/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,19,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,51,,True,True,,0.9174999594688416,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_19/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,20,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,2,42,,True,True,,0.9203999638557434,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_20/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,21,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,2,43,,True,True,,0.91839998960495,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_21/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,22,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,2,44,,True,True,,0.9185000061988832,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_22/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,23,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,2,45,,True,True,,0.9196999669075012,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_23/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,24,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,2,46,,True,True,,0.9240999817848206,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_24/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057,25,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,2,47,,True,True,,0.9174999594688416,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_additive_local3f_20260803233057/results/config_25/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
