seed,task,teacher_rank_one_capture
201,aligned_strong,0.8863979814672063
201,opposed_ungated,1.0
201,opposed_strong,0.8863979814672063
201,opposed_moderate,0.978711501085149
202,aligned_strong,0.8815327150711504
202,opposed_ungated,1.0000000000000033
202,opposed_strong,0.8815327150711504
202,opposed_moderate,0.9753547191310641
203,aligned_strong,0.8770882187866336
203,opposed_ungated,0.9999999999999999
203,opposed_strong,0.8770882187866336
203,opposed_moderate,0.969606348922313
