left,right,functional_similarity,tree_distance_um,shared_path_um,shared_path_fraction,lca_depth,euclidean_distance_um,path_depth_difference_um,same_major_branch
0,1,-0.028928851030747396,163.6782380848264,0.0,0.0,0.0,110.56163269416746,11.43836600902668,False
0,2,0.10185464585623723,196.5512203482249,0.0,0.0,0.0,63.48003679898122,44.31134827242518,False
0,3,0.1358921447414393,172.49932029020937,0.0,0.0,0.0,70.12823819261398,20.25944821440966,False
0,4,0.1984403366094577,288.62928428434117,0.0,0.0,0.0,71.81521690808685,136.38941220854144,False
0,5,0.05755216664347967,179.3999646778537,0.0,0.0,0.0,62.63775730340291,27.16009260205398,False
0,6,0.12455510792581452,170.59338791580234,0.0,0.0,0.0,71.74683045264095,18.353515840002615,False
0,7,0.14982012865714986,220.58365262879803,0.0,0.0,0.0,130.96445856796421,68.34378055299831,False
0,8,0.06479890816121227,171.01240823971068,0.0,0.0,0.0,69.6307536653166,18.772536163910942,False
0,9,0.1739515685213006,170.59338791580234,0.0,0.0,0.0,72.19786013449429,18.353515840002615,False
1,2,-0.0640021202111479,207.9895863572516,0.0,0.0,0.0,136.67275321731108,32.8729822633985,False
1,3,0.05426059349762465,183.93768629923608,0.0,0.0,0.0,107.79099569073476,8.821082205382979,False
1,4,0.04175278949880399,263.3966615190965,18.33549438713567,0.20940897617348533,1.0,104.02218570200422,124.95104619951476,True
1,5,0.4673090340634412,190.8383306868804,0.0,0.0,0.0,86.69646433390464,15.721726593027299,False
1,6,-0.0012144812951596418,145.36076515055768,18.33549438713567,0.20940897617348533,1.0,59.82065837150235,6.915149830975935,True
1,7,0.16901754051387116,145.60030041440695,43.21085911170889,0.4935095599335651,4.0,26.780776389044476,56.90541454397163,True
1,8,0.3065641841486825,145.779785474466,18.33549438713567,0.20940897617348533,1.0,66.53641938066698,7.334170154884262,True
1,9,0.14327625071934383,145.36076515055768,18.33549438713567,0.20940897617348533,1.0,59.43406161453209,6.915149830975935,True
2,3,0.402604770058958,216.81066856263456,0.0,0.0,0.0,50.867656364334316,24.05190005801552,False
2,4,0.22833152090412417,332.94063255676633,0.0,0.0,0.0,41.64479041715642,92.07806393611627,False
2,5,0.15061859177725037,223.71131295027888,0.0,0.0,0.0,111.02574029476236,17.1512556703712,False
2,6,0.1611638458972808,214.9047361882275,0.0,0.0,0.0,81.687115067188,25.957832432422563,False
2,7,0.14627685975109614,264.8950009012232,0.0,0.0,0.0,155.9457844252291,24.032432280573133,False
2,8,-0.14602041517160555,215.32375651213584,0.0,0.0,0.0,105.16371389409947,25.538812108514236,False
2,9,0.03432902662785851,214.9047361882275,0.0,0.0,0.0,82.04164600981633,25.957832432422563,False
3,4,0.27842220374779225,308.8887324987508,0.0,0.0,0.0,45.31606494635454,116.12996399413178,False
3,5,0.2344312150829066,199.65941289226336,0.0,0.0,0.0,84.68544337724168,6.90064438764432,False
3,6,0.09056132171734199,190.85283613021198,0.0,0.0,0.0,68.87099128079979,1.905932374407044,False
3,7,0.05208279640190204,240.8431008432077,0.0,0.0,0.0,131.04335355904172,48.08433233858865,False
3,8,-0.1147199093736137,191.27185645412032,0.0,0.0,0.0,102.37001123375927,1.4869120504987166,False
3,9,0.15088401753029862,190.85283613021198,0.0,0.0,0.0,68.94316128522104,1.905932374407044,False
4,5,0.2449428465332145,315.78937688639513,0.0,0.0,0.0,105.43264280520012,109.22931960648746,False
4,6,0.26619990885407163,203.80789369519238,51.5874532145757,0.5460523796806678,3.0,47.808742668633016,118.03589636853883,True
4,7,0.5242015598793051,320.30207606306817,18.33549438713567,0.1269211039271496,1.0,120.80724143122492,68.04563165554313,True
4,8,0.138773334433108,248.63420118183612,29.383809633208006,0.3096537475672099,2.0,82.98075968694333,117.6168760446305,True
4,9,0.49915766195036554,203.80789369519238,51.5874532145757,0.5460523796806678,3.0,48.01849636222384,118.03589636853883,True
5,6,0.47975980861604306,197.7534805178563,0.0,0.0,0.0,85.59983177553566,8.806576762051364,False
5,7,0.1968914467121626,247.74374523085203,0.0,0.0,0.0,111.01423360992955,41.18368795094433,False
5,8,0.32291542873598145,198.17250084176464,0.0,0.0,0.0,83.79643371886424,8.387556438143037,False
5,9,0.32930250075588613,197.7534805178563,0.0,0.0,0.0,85.70341902164698,8.806576762051364,False
6,7,0.16094763350513386,202.2661796945293,18.33549438713567,0.19408091927065893,1.0,75.04665258357632,49.990264712995696,True
6,8,0.1794466537739797,130.5983048132973,29.383809633208006,0.3110271621194032,2.0,44.43699071719416,0.41902032390832744,True
6,9,0.3968527515858034,0.0,94.47345187790248,1.0,4.0,0.5590277273981484,0.0,True
7,8,0.18899025366258143,202.68520001843763,18.33549438713567,0.19322390872208492,1.0,75.39074829181634,49.57124438908737,True
7,9,0.43750873249369243,202.2661796945293,18.33549438713567,0.19408091927065893,1.0,74.66534960743174,49.990264712995696,True
8,9,0.13404800930282854,130.5983048132973,29.383809633208006,0.3110271621194032,2.0,44.719803219602795,0.41902032390832744,True
