run_dir,factorization_weighted_cosine,factorization_weighted_relative_l2,factorization_weighted_scaled_relative_l2,factorization_weighted_scale_mismatch,factorization_weighted_r2,path_factor_scalar_weighted_cosine,path_factor_scalar_weighted_relative_l2,path_factor_scalar_weighted_scaled_relative_l2,path_factor_scalar_weighted_scale_mismatch,path_factor_scalar_weighted_r2,path_transport_weighted_cosine,path_transport_weighted_relative_l2,path_transport_weighted_scaled_relative_l2,path_transport_weighted_scale_mismatch,path_transport_weighted_r2,per_soma_weighted_cosine,per_soma_weighted_relative_l2,per_soma_weighted_scaled_relative_l2,per_soma_weighted_scale_mismatch,per_soma_weighted_r2,scalar_weighted_cosine,scalar_weighted_relative_l2,scalar_weighted_scaled_relative_l2,scalar_weighted_scale_mismatch,scalar_weighted_r2,path_gain_cv_mean,path_gain_mean
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_18,1.0000020997246182,1.2080735074988465e-07,1.2081074285332802e-07,1.028792804995211e-08,0.9999999999999851,0.17865010981376356,6.023098158081469,0.9836464631482678,0.7862185169600078,-35.37476261192727,1.000003640468304,63.000009346512606,3.6543037993200116e-07,1.8061800041007874,-3969.272288890921,0.18566216069918412,18.26403617216723,0.9165873286254267,1.20958103214634,-504.06875321332814,0.12308849050448491,13.80260115282611,0.9921601358919732,1.1250099401920257,-200.04847682221737,0.2106620110288834,0.19664227618620947
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_19,1.0000015933985464,1.0395394786873095e-07,1.1627269540731033e-07,9.92982029336469e-09,0.9999999999999892,0.23929563279335314,8.893969612562698,0.9687133885011481,0.9567474661891502,-78.60591094697261,1.0000028701928945,62.999993205859056,3.641395651082513e-07,1.8061799836575871,-3968.0804701761012,0.17258445574687079,23.750678217685067,0.9179369750260593,1.3436037557511225,-703.6609807934728,0.13023624053368202,19.55500016385778,0.9866518527334823,1.277540094648554,-403.81266469807275,0.22026354313188418,0.19521505385637283
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_2,1.0000002382667201,7.133879716467577e-08,0.7434980330692229,0.0,0.9999999999999849,0.5863065421581268,3.0130763874028776,0.7347665340547205,0.5310394694475886,-5.025359101920049,1.0000002292486339,62.99999949675198,0.00016876012403668983,1.806180014372236,-3968.0429714311113,0.14938497364234465,7990784.679500769,0.9194071659713129,5.183522350799939,-1008.610225944598,0.07825614103617576,7990779.998122413,0.9961116684590909,5.0672561668048015,-17.4936676522334,0.4322023192116347,0.15229390550707825
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_20,1.0000003425652544,9.204149858916262e-08,1.1817083408848906e-07,1.8800061916693178e-08,0.9999999999999915,0.5553961854714614,12.717335336462243,0.8308386631818532,1.1205342340237856,-161.8523002453515,1.0000007427655733,62.99999917157835,6.955898089969176e-07,1.806179964424103,-3968.449561126338,0.2628335585960975,35.7351276244615,0.9021201150110684,1.5416807302147864,-1368.7873500249696,0.23096967660463774,31.608389048957008,0.9644645013032166,1.479341160586074,-1070.2047790528138,0.1839063777526297,0.2179810473552117
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_21,0.999999992554168,7.61385747302439e-08,8.824171693573272e-08,1.0248225876310812e-08,0.9999999999999932,0.28112424222322613,14.01226527758553,0.9409612561016808,1.1539727364368693,-195.5467414049351,1.0000002567584698,62.99999652110136,5.782921878274532e-07,1.806179967422477,-3968.8698387575973,0.27185215858312756,32.17920222563346,0.8905286579074101,1.4996109934803787,-1114.61439391132,0.21668226214555594,28.305260583589867,0.9643117581281809,1.4460654118057077,-821.5133045394906,0.2792746815651564,0.21638331562280655
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_22,1.0000002084832955,9.172681265812158e-08,9.430688544622948e-08,1.5387154660274316e-08,0.9999999999999907,0.35494246735022617,9.604770868299187,0.924940083310789,0.9959807803256024,-91.40661247692873,1.0000006327262292,62.99999902810119,1.9241309026236225e-06,1.8061799905012694,-3968.139443669038,0.1980020942596289,27.72699310801435,0.914870341021113,1.425931834712166,-876.1073481391613,0.12679172937686628,23.715900707828517,0.9915809130289942,1.3667483567120062,-579.8539634060518,0.25715790358084395,0.2159455670760228
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_23,1.0000000073508597,6.851815403525363e-08,1.0315925890767966e-07,3.9153098237479345e-09,0.999999999999994,0.5962167634413793,11.197967003839896,0.790331136877009,1.0659583096994707,-128.04470441071624,1.000000467667213,62.99999687230673,6.42361855357591e-07,1.8061799502960303,-3968.651336176954,0.2596579366005384,26.990892894249633,0.9018483043280976,1.4095942806531654,-853.8526852932548,0.2078463056912789,23.158143616374655,0.9745570701812978,1.357523751193041,-561.7325553541098,0.23269257859316475,0.21767480957966584
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_24,1.000000148973623,6.908572634539166e-08,7.066201432301142e-08,1.275895240028713e-08,0.9999999999999948,0.18203836306929588,18.9161991946132,0.9601948347492273,1.280338352312222,-357.25544440725236,1.0000002796833332,62.99999866286876,4.551467137852513e-07,1.8061800019906422,-3969.2300790425516,0.15586734362519705,27.48273158588019,0.9137395735838003,1.4203359713577919,-866.5400160506366,0.1091780739908035,23.986157120444872,0.984471956209091,1.3777974515541724,-584.4803603859319,0.2760294033043142,0.21591710127316988
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_25,1.0000013998733956,1.1113063036435661e-07,1.3823318405106915e-07,1.8437974430297145e-08,0.999999999999987,0.508066366498287,8.096609192705328,0.8547981912265568,0.931884008295883,-64.76104938110015,1.0000022466366107,63.00000224339132,5.502424655084679e-07,1.8061800095606306,-3968.3289711861867,0.25989892734931064,23.25510579812237,0.9044132224370235,1.3379939728110795,-678.6317237752396,0.19676519586489752,19.102356005948202,0.9800902189583526,1.2729747688305746,-379.4764916679569,0.20322349205057874,0.1977081551001622
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_26,1.0000019358688286,9.560933730099661e-08,9.561202345685863e-08,4.2497694644985944e-09,0.9999999999999907,0.16651642609101075,8.554351789850395,0.9853273701405387,0.9371774815775323,-72.36615776804607,1.000003117781419,62.99999803222927,5.237523118782733e-07,1.8061799488262955,-3970.187856043046,0.18420116832623115,21.77678039570213,0.9167178765120636,1.3002974078502103,-624.3138195774984,0.11421488397396527,17.513522944182874,0.9933274875230504,1.229124612600633,-323.20726586038916,0.21255377508454007,0.19752488973049018
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_27,1.0000024125065448,1.144889827070215e-07,1.1997494539634527e-07,1.4206991395987972e-08,0.9999999999999861,0.4018382395689304,11.280955377721616,0.9143359722594717,1.0639945655330332,-127.36229853827025,1.000002044897813,62.99998614304944,9.74470522946448e-07,1.8061799535704117,-3968.4330761626657,0.2664292821517357,28.209468384178738,0.903327688411221,1.4346598876664547,-902.7795266814277,0.2086462894311318,23.997593234265416,0.9778314491836497,1.3669696124015724,-602.663154190102,0.20902882138514947,0.196989323084171
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_28,1.0000018614579949,9.779587548647632e-08,9.779587548647632e-08,3.4838939598007045e-11,0.9999999999999898,0.4960668006768593,9.653430516189546,0.8518526039631021,1.004194838818424,-92.4373135692674,1.0000019715382502,63.000004018822516,4.5504449622600314e-07,1.8061799806326522,-3968.157573873842,0.3027313844515727,20.361805688188692,0.8950014793820625,1.275331144842252,-565.1180374416415,0.22747388711342445,16.186522467153278,0.9719065075684892,1.2086091589106245,-265.65921226000376,0.22504063290703938,0.1967769402724046
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_29,1.0000013699950954,1.1579518582536793e-07,1.196058136791672e-07,3.773607592715855e-08,0.9999999999999861,0.1560466094658925,7.511312121422563,0.9873028877960061,0.8807763851095414,-55.46266560764994,1.0000024208655725,62.999989896575315,4.0180520600975083e-07,1.8061799702439556,-3968.137186126932,0.17835495105156532,18.78235459152263,0.9173258859247931,1.2277021582819945,-516.3213928886053,0.10735607720338382,14.48373842439258,0.9940204677203297,1.1543633761945362,-214.81482773742374,0.21657691387188477,0.1964968557541187
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_3,1.000000505842221,8.967352532845911e-08,0.7224779182209474,2.3692251803323802e-08,0.9999999999999911,-0.2132793630544956,2.5135331677188284,0.971003985451634,0.3223530306771869,-5.4490729771623165,1.000001228772677,63.000001324529926,6.103755458013842e-05,1.8061799534600536,-3968.011969109652,0.06179576997573559,7946964.047244047,0.9223270921286483,5.16939670106186,-1004.6765666443894,-0.024206577585293695,7946959.41816046,0.9987124429385972,5.061381713025549,-14.416200291750453,0.4472984338336258,0.15228410652461832
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_30,1.0000000447509698,6.547567882390971e-08,8.060614144483899e-08,0.0,0.999999999999995,0.6952643188146445,29.442366871458123,0.7020500017712656,1.4532932149882176,-946.9152190656957,1.0000006327262292,62.999994343246904,1.1242955695289116e-06,1.806179973983887,-3968.077801140447,0.272932856128766,36.404917356639594,0.9019024942288583,1.5561378395301033,-1388.9911652231094,0.23259097681595728,32.75937294292583,0.969570527947034,1.5099478305882386,-1102.4196258618078,0.24091012641802928,0.21681405431949174
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_31,1.0000004319152382,1.0296770268422267e-07,1.1746414810282417e-07,4.611558340657963e-12,0.9999999999999893,0.43442726822999805,9.85124130915268,0.8799984908831819,0.9969646343047256,-99.6441134394272,1.0000016139103816,62.99999658591923,6.13967447873344e-07,1.8061799630848265,-3968.2028663308747,0.2731451472410789,25.59497895715416,0.9018235321927901,1.3798980209250375,-790.6391242803146,0.18325594182197863,21.091527879112803,0.9776459796758051,1.2887131855341158,-486.7277851530989,0.20399209304386495,0.21699389127584603
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_32,1.0000003276735905,9.018616088289358e-08,1.1316503517358884e-07,1.6619103900700446e-08,0.9999999999999919,0.4449702976987912,12.409555433226025,0.8876260074166766,1.107406610691911,-153.31785794575086,1.0000004768371582,63.00000625432895,8.468513021113747e-07,1.8061800133117711,-3968.9713019615856,0.16479053491583237,37.797794732045254,0.9171034112009013,1.5721704156936431,-1486.0603043243043,0.09287850931286812,33.808138525374815,0.9938630433883747,1.5138075280105037,-1190.2889216166175,0.2834640004934866,0.21533284049767715
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_33,1.0000001935821343,1.0744210349236467e-07,1.0760877563446272e-07,2.5667405682582742e-08,0.9999999999999885,0.45082544134213376,19.670526209819528,0.8899248257151122,1.3030148923271172,-386.3462450428156,1.0000006694060106,63.000014347290666,1.2208573668282123e-06,1.8061800161846313,-3968.567265021035,0.33044949173927307,62.78659556851971,0.8872893477428221,1.794678243703792,-4027.17836138805,0.2733827829360962,59.471143412619455,0.9616053151258974,1.756043280575041,-3752.139866675955,0.2625501204626901,0.2163771688938141
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_34,1.0000001935916314,9.496241961259976e-08,1.084828718114296e-07,2.4086668306998598e-08,0.9999999999999909,0.29619435049020326,12.40776109836721,0.9500813922424458,1.1013153973846408,-153.83563814305614,1.0000010820535512,62.99999757149151,6.866947236598048e-07,1.8061799826741978,-3968.083436107204,0.22188563415637383,32.527005896846575,0.9093864670895061,1.4960405523659903,-1163.405852863881,0.14944118719834548,28.44583134261382,0.9861789739035639,1.4338683887156305,-865.702803762591,0.213295145102682,0.21626745794828123
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_35,1.0000027401801352,1.0117041597162248e-07,1.011867727479293e-07,5.8657624067523495e-09,0.9999999999999898,-0.045612021134449884,5.627673114905847,0.9867362035534621,0.7234575221434374,-32.72542584579679,1.0000026776240423,62.99999579675359,4.249519823201823e-07,1.8061799460456807,-3968.018017145989,0.10734428443874304,12.289341236667097,0.9213524592711685,0.9709545255803407,-365.2772864976701,0.04237819269586068,7.651494140335488,0.9973405278062552,0.8649115230172513,-60.53203188384055,0.20133092698284588,0.1972762059706908
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_36,1.0000032464017377,1.0088620850082499e-07,1.0906983212815089e-07,1.4511395098417878e-08,0.9999999999999896,0.4005129901835552,7.534973359465869,0.9062327840994345,0.89545831565206,-55.94692156596154,1.0000021274273212,62.99999834972785,5.804482339739413e-07,1.8061800111938653,-3968.5063110654637,0.23742953401345473,19.84160821677506,0.9090094089261596,1.2517646794756403,-556.4742417024264,0.16259905609946984,15.504462090828683,0.9859039608110428,1.1757089817055915,-254.52760014771195,0.19930801078957497,0.19767430596626723
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_37,1.000002427331728,9.104954218835501e-08,1.1148610636561726e-07,2.156685051422466e-08,0.9999999999999917,0.443861634685443,9.261524910615368,0.8865296215948218,0.9842605534531252,-84.97247970563701,1.0000014855311468,62.99999579998523,2.6728710050979433e-06,1.806179973983887,-3968.662853425284,0.26852569098655993,23.428932441402313,0.9018002510310575,1.346149446144111,-678.750590932198,0.19274999086673444,19.181137916650524,0.9787147519023212,1.2755299774961688,-377.79701513367934,0.22088190704686325,0.1968342810869217
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_38,1.000002993319428,1.0058120601811257e-07,1.0424521916399621e-07,3.423095283521568e-09,0.9999999999999898,0.18892203729886275,7.010358956614065,0.9787545230562504,0.8523828742107991,-48.25517377405446,1.0000024758852446,63.000011618562795,6.64784466855831e-07,1.8061800001935675,-3968.0574814027723,0.1994050254042332,19.127286193516564,0.9141355285479086,1.2335649436489138,-531.1627253700324,0.11942378546182926,14.736691745172523,0.990997750272453,1.1533395769998118,-228.55288297704794,0.19879101393130552,0.1964740277482913
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_39,1.0000026209518513,1.0986401022782995e-07,1.311933094619811e-07,1.821121680056276e-08,0.999999999999987,0.6314975986113915,7.489117153055054,0.7661350875054312,0.9066497633956037,-55.45180664809339,1.0000019348584688,62.999986625537375,4.1770527945820467e-07,1.806180017173896,-3968.6311209895057,0.25751517025324017,16.549050106632365,0.90209952021124,1.1615815897509862,-453.4632173383877,0.20295356443295112,12.381220658716895,0.9757005989270636,1.0962583003889206,-153.68311553858982,0.21637996922103045,0.19645675329061654
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_4,1.0000004168149013,1.162694270193385e-07,0.7474593774954085,3.033292988311902e-08,0.9999999999999877,0.18416568579582068,1.4048980570707998,0.9880134779356953,0.09372976076655934,-1.0985496874116325,1.00000183398907,63.00000351751418,0.0006488551349370567,1.806180045208953,-3968.4217794713313,0.12641588054024255,4383964.5581234405,0.9212933139169655,4.907213200044317,-994.3689802729141,0.04032743464295681,4383959.812096504,0.9976683921324254,4.779133156061823,-2.339695375836947,0.4097907069045951,0.15229192236941677
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_40,1.0000003276735905,1.0694220279651786e-07,1.1447054453352209e-07,3.959887234891749e-09,0.9999999999999872,0.03982357462294973,10.48339841686315,0.994101271887904,1.0111068507857697,-112.19992898419201,1.0000014396814199,63.00000199602328,7.806245433757875e-07,1.8061800196682312,-3968.097495245623,0.12563828436227945,20.14663356763575,0.9203836667405577,1.2640897960327773,-559.3084772687888,0.040428405770888694,15.708488977325517,0.9968589876958929,1.17959698015912,-256.1633538047021,0.20792818217971443,0.2171492874622345
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_41,1.0000005063165747,9.780063988007544e-08,1.1874944904087561e-07,3.427089043345933e-08,0.9999999999999901,-0.030264130005469687,12.45870469031316,0.99130593269467,1.0748533442735122,-165.2418865237191,1.0000009353344257,62.999998087574504,6.196965065021794e-07,1.8061800072332632,-3968.1234724275077,0.13168601863659346,21.751775813779318,0.9210273173614503,1.291866572754277,-630.5626255402371,0.07263120378439243,17.400304797833044,0.9958462745826254,1.2159167109280804,-328.34033948272656,0.1968321992993978,0.21618964293828377
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_42,1.0000002977952902,7.885709164176643e-08,9.734881675191893e-08,1.664669761242403e-11,0.9999999999999934,0.5554464321870071,16.556195591604162,0.8278053383135143,1.2315587766820653,-274.5605841331401,1.0000005593666663,63.00000069306399,1.8544085023263066e-06,1.806179973983887,-3968.066487187215,0.2680908693717076,43.22436379507454,0.9027316849934646,1.6341165666620436,-1907.8482713763656,0.21565255064230698,39.55986898516647,0.9756538193072757,1.5870666222396772,-1620.681669276197,0.24355326315990575,0.21539154648780823
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_43,1.0000002531582872,8.803788585133686e-08,1.023613960383918e-07,3.0371861453449904e-08,0.9999999999999921,0.21280747537429517,12.09959282283831,0.9688106637720488,1.08824887338811,-145.76907108912584,1.0000009720142071,63.00000523049386,1.1786687879280542e-06,1.8061799316227352,-3968.3540086657454,0.160956860663226,27.43357062851033,0.9108343428893637,1.4219112004324623,-857.110248152447,0.09622992453380273,23.441716584997092,0.9867842984073184,1.3637443954450914,-561.2726673994032,0.21700268986922813,0.21600694839770979
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_44,1.0000004169380992,1.0295660026256222e-07,1.064777775746216e-07,9.614251068086239e-09,0.9999999999999888,0.5585995362355158,13.415253158746765,0.8285360700712374,1.1442248275897138,-179.33720849256963,1.00000104537377,62.99999242478239,6.667912589080599e-07,1.8061799410024915,-3969.0531969185977,0.28872863948345184,29.438624714002973,0.898442382823098,1.4579539558150003,-960.2771692318394,0.24838792704618895,25.770157139935314,0.9661097812923636,1.4111371778264528,-672.5481973068012,0.20626533002672545,0.21554505137296823
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_45,1.000003618626856,1.0547498953445666e-07,1.0549499735343427e-07,3.3154243705482995e-09,0.9999999999999885,-0.03616205889445085,7.848297128831617,0.946159216050249,0.886198737447095,-61.048940930739846,1.0000014763612013,62.99999867775596,3.3185061346771634e-07,1.8061799660267328,-3969.0553996197114,0.22983252830230272,12.907797995251233,0.9084523158794832,1.0057429413071657,-377.15587239086557,0.17313991429714057,8.59809207202338,0.9826674212792192,0.932614067306946,-75.06842320165096,0.21063794892399762,0.19497505202889442
drafts/dendritic-local-learning/local_sweep_runs/gradient_fidelity_vs_ie_nonnegativeinput_fix_20260409164042/results/config_46,1.0000039314942575,8.37235361662304e-08,9.239116717739193e-08,4.68503144589627e-09,0.999999999999993,0.2608947020310622,6.5887290976336885,0.9645428444245462,0.8182540738804172,-44.61342227452765,1.0000021274273212,62.99999187318521,3.885045163292603e-07,1.8061799375427183,-3968.4840837050047,0.19391826482919547,14.784679734008943,0.9156302031829282,1.0900068201533635,-413.5267149687349,0.14597881298798782,10.1945834932176,0.9868840001229149,0.9936206901646962,-109.03451306755326,0.21640219940720512,0.19385437180216497
