left,right,functional_similarity,tree_distance_um,shared_path_um,shared_path_fraction,lca_depth,euclidean_distance_um,path_depth_difference_um,same_major_branch
0,1,0.039898549084510716,245.89258861245594,28.181457320317836,0.19169045162521112,2.0,130.44493213613168,8.224610411150877,True
0,2,0.05990950381762579,277.15800532131175,0.0,0.0,0.0,194.49294074593044,16.872887520629007,False
0,3,-0.16574548996695998,291.24786381515815,0.0,0.0,0.0,43.87776038040228,2.7830290267825717,False
0,4,0.3594788204638585,288.24529737632963,0.0,0.0,0.0,172.82609802920388,5.785595465611124,False
0,5,0.22290332262741347,222.47958376681726,0.0,0.0,0.0,90.47928876820379,71.55130907512346,False
0,6,-0.027945408685751006,288.4881810806443,0.0,0.0,0.0,80.11761673939131,5.5427117612964025,False
0,7,0.1025612462936338,288.4881810806443,0.0,0.0,0.0,74.20166035878171,5.5427117612964025,False
0,8,0.08560498570324836,269.395504248086,0.0,0.0,0.0,116.61859364612492,24.635388593854685,False
0,9,0.003795001247354863,264.41827828677185,0.0,0.0,0.0,141.41367402058404,29.612614555168847,False
0,10,0.0609533086609488,285.38694684111636,0.0,0.0,0.0,77.60333394899989,8.6439460008244,False
0,11,0.35556991313013625,287.29399191256067,0.0,0.0,0.0,119.23772503700332,6.736900929380056,False
0,12,0.20518889558999773,285.40225596537323,0.0,0.0,0.0,124.66805486571134,8.62863687656747,False
0,13,0.21416156805117603,265.4499225584353,0.0,0.0,0.0,116.98106157835976,28.580970283505437,False
0,14,0.027438724074498173,276.92689050395035,0.0,0.0,0.0,163.62485464011883,17.10400233799038,False
0,15,0.020750901239537822,228.45352945967198,28.181457320317836,0.2045083692782548,2.0,73.1523788266657,9.214448741633106,True
0,16,-0.0770138544519395,249.40519828855855,28.181457320317836,0.19169045162521112,2.0,139.32423903973066,11.737220087253519,True
1,2,0.25194567258948175,285.38261573246257,0.0,0.0,0.0,162.43033608288812,25.097497931779884,False
