seed,task,budget,rule,rate,optimizer,primary_rate,path_rank,rank_one_capture,three_profile_capture
2026090801,aligned_strong,4096,exact,0.01,adam,False,2,0.8918190872032182,0.8967087493717053
2026090801,aligned_strong,4096,unit_broadcast,0.01,adam,False,2,0.9261244611968548,0.9675223587289467
2026090801,aligned_strong,4096,calibrated_broadcast,0.01,adam,False,2,0.9261184455727488,0.9675181806112305
2026090801,aligned_strong,4096,ancestry_three_oracle,0.01,adam,False,2,0.8923414250366523,0.8920876906539335
2026090801,aligned_strong,4096,hard_distal_unit_proximal,0.01,adam,False,2,0.8953918314968133,0.9048770400553506
2026090801,aligned_strong,4096,swapped_distal_unit_proximal,0.01,adam,False,2,0.9997259366483014,0.9853483089324203
2026090801,aligned_strong,4096,hard_distal_and_proximal,0.01,adam,False,2,0.9348328928022183,0.7980311725264254
2026090801,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.01,adam,False,2,0.8924792906353834,0.8953025712992716
2026090801,aligned_strong,4096,shunt_proportional_unit_proximal,0.01,adam,False,2,0.8955173320555594,0.905559184166428
2026090801,aligned_strong,4096,exact,0.03,adam,True,2,0.8885902779856809,0.8955165348492787
2026090801,aligned_strong,4096,unit_broadcast,0.03,adam,True,2,0.9709587790398289,0.8985810561789874
2026090801,aligned_strong,4096,calibrated_broadcast,0.03,adam,True,2,0.970959675106014,0.8985797917761248
2026090801,aligned_strong,4096,ancestry_three_oracle,0.03,adam,True,2,0.8881976770558468,0.8917313030801562
2026090801,aligned_strong,4096,hard_distal_unit_proximal,0.03,adam,True,2,0.8900066678989371,0.8987852153619706
2026090801,aligned_strong,4096,swapped_distal_unit_proximal,0.03,adam,True,2,0.9997078008326361,0.9601310002127179
2026090801,aligned_strong,4096,hard_distal_and_proximal,0.03,adam,True,2,0.9374219473537493,0.8029059205057695
2026090801,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.03,adam,True,2,0.8881445955895795,0.89297751853671
2026090801,aligned_strong,4096,shunt_proportional_unit_proximal,0.03,adam,True,2,0.8900762806393527,0.8992647023686551
2026090801,aligned_strong,4096,exact,0.1,adam,False,2,0.8873446852095523,0.8830535288224319
2026090801,aligned_strong,4096,unit_broadcast,0.1,adam,False,2,0.984501936131421,0.8586327466693828
2026090801,aligned_strong,4096,calibrated_broadcast,0.1,adam,False,2,0.9844960041714022,0.8586151488123654
2026090801,aligned_strong,4096,ancestry_three_oracle,0.1,adam,False,2,0.8822249826019201,0.8842721620192996
2026090801,aligned_strong,4096,hard_distal_unit_proximal,0.1,adam,False,2,0.8816859284140146,0.8710231894177967
2026090801,aligned_strong,4096,swapped_distal_unit_proximal,0.1,adam,False,2,0.9997539822156599,0.9659508230079492
2026090801,aligned_strong,4096,hard_distal_and_proximal,0.1,adam,False,2,0.9496518837384081,0.8056241993189205
2026090801,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.1,adam,False,2,0.8815782711358455,0.8761860295796686
2026090801,aligned_strong,4096,shunt_proportional_unit_proximal,0.1,adam,False,2,0.8816695332667942,0.872506405772861
2026090801,aligned_strong,16384,exact,0.01,adam,False,2,0.8871360558625916,0.8909441840890815
2026090801,aligned_strong,16384,unit_broadcast,0.01,adam,False,2,0.9568145535203968,0.8256726939762934
