cohort,run_dir,config_index,seed,alignment_alpha,depth,branch_factors,test_accuracy,test_auc,trainable_parameters,active_synapses,candidate_synapse_slots,persistent_state_scalars,fallback_mentions,nonfinite_alert,config_sha256,final_sha256
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,20,10200,0.75,1,8,0.590999960899353,0.6302345395088196,66178,14336,21760,2944,0,False,ded707474e913c625b07aa0d175d5cf2835bd62e0194b79b94bdb07164cc1c24,87d274b024b18a4ff00f1dab501d1717ad4706d58fa0f09726d73da032d546ed
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,21,10201,0.75,1,8,0.6011999845504761,0.6378474235534668,66178,14336,21760,2944,0,False,d080ca44a63d861a7d59abe241fcdde2c6940fa64ea99b708da786be748699ee,05e2bc9c73691a3915c0798f00d38f94e6b5a6609453b0519208c295e50077de
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,22,10202,0.75,1,8,0.6043999791145325,0.6411852836608887,66178,14336,21760,2944,0,False,17d8caf9b5a9842112d197977d2569149ab745cad628be155c30a6768bb45d23,a2868ab15271773115a2dbd90c17532eb6f3b5d0b6730a99b22b119681d91dc5
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,23,10203,0.75,1,8,0.5936999917030334,0.6321523785591125,66178,14336,21760,2944,0,False,16633032658ccb327dc9ad736c9255fbce95a49e14c3bfbc890d547c4f825bf6,df1922fc1ba31ba81dc4155574a791847040ca958aa6271f0d218872f1da02fb
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,24,10204,0.75,1,8,0.5842999815940857,0.6243443489074707,66178,14336,21760,2944,0,False,657cc009124fd3136e3adb519d58855644cf60a1b7214c81d8aeb20ccb755014,e9996d56893a063fc95aab9d65b14e4c85302f51638d86c7406c78ba37113611
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,25,10205,0.75,1,8,0.6003999710083008,0.6367846131324768,66178,14336,21760,2944,0,False,fce3fab05332a65552aa49bbc48efaf8b89971ecc3c5e8d0f995894448f29aa5,a15bc8e7eb900e69dca4c2f8747942326f907ce2714779bdd9bf7516b26e7e46
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,26,10206,0.75,1,8,0.593999981880188,0.634423553943634,66178,14336,21760,2944,0,False,d65e2d8ebb532e34c6ae0441aaee081a7f7eea6f330cc716f9bc14e3d50fe42d,ab085ad2327ca26339d51a6e3103c30a79c88ec24c78e3d92fdc1958e3fb41f5
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,27,10207,0.75,1,8,0.5931000113487244,0.6281051635742188,66178,14336,21760,2944,0,False,8471d5c113f6c25bebc7cc8c7b5dc88486d93e104503260f253d99176926ae87,db797db277ad753ce6775aca21bf888b776982dffef4abf90fa5fbcbd850b285
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,28,10208,0.75,1,8,0.5906000137329102,0.6290069818496704,66178,14336,21760,2944,0,False,9d33aa7f2aa9eeed68185a761e30717ed28204d021f0ac9426a76d80ad6ff68c,8b3031db26f979091528ad1327ae8eff30d32618d2e89e66b2a86826181578f6
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,29,10209,0.75,1,8,0.5891000032424927,0.6308047771453857,66178,14336,21760,2944,0,False,11ed8919073c5b5e057fa6899c95c982a06bbee92db69659bb2d93a624711241,13bc4c80dfc7f67f7b6abd04676c06237188e5cdc862c8ab87fb1b41fe286d0b
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,30,10200,0.25,2,2x3,0.5823000073432922,0.614437460899353,66178,14336,21760,2944,0,False,30da0c2ae547219051b843184af66e37e44e0c794023dab078c70d2af9dc5ba1,990a301e678dd6b59715d3822f614eea870ac2f07718976a0ef669116b7d1eb2
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,31,10201,0.25,2,2x3,0.5870000123977661,0.623113214969635,66178,14336,21760,2944,0,False,7512baed41431c9219d79e0170a4ca6c7b30061e5049f6c100b02d0710a5d518,d8ab6ead386535841903353e89c21f58fc3682e6e8e933596784930a7e252357
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,32,10202,0.25,2,2x3,0.5946999788284302,0.6287358999252319,66178,14336,21760,2944,0,False,88209889e39d66a76d3fe5439d3c272653efe4e42206f185b49950ad831bacaf,b726a31cd824b7eb83aff9b88ce9ba8848848da4f4166a66225b112257e472c9
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,33,10203,0.25,2,2x3,0.5866999626159668,0.6174349188804626,66178,14336,21760,2944,0,False,ca7648cc5e004d207d33bda3929c15f00572af686c1c790d3ad7cd3366f904e0,5a275b25a2c9eacce9374a1c45de2de16f4097a180c83ac72db3df90fe771a2a
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,34,10204,0.25,2,2x3,0.5726000070571899,0.6105160713195801,66178,14336,21760,2944,0,False,68c3e76b1aa7e83f890eb402372a920d270579f4e931cfe51698b9ccc69c2a5a,b0d853586c6f3d271d1be47396dd4b29d42edf823183bcf4edb886e9122ec5ed
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,35,10205,0.25,2,2x3,0.5888999700546265,0.6222832202911377,66178,14336,21760,2944,0,False,e4e16f9baf026ec3c2ac4fd05584519a90bca6f56f97f3f02c3d167b51575ebd,76ce24be1b32fa9a6cc51daae9fe3548f9e3ad4941308eb3ea0928c56fa5cee5
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,36,10206,0.25,2,2x3,0.5841000080108643,0.6190447211265564,66178,14336,21760,2944,0,False,428507141fcc9141fd358e071eb579acc8097fdbdb4c5da76b80b667d9e47f72,a3b48fe6b32008e7ab402b8aec81035661cad2d2685c1a42ed418557724e833b
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,37,10207,0.25,2,2x3,0.5812000036239624,0.6115205883979797,66178,14336,21760,2944,0,False,152e8a87fc46e2d98775870d27dfefc845b355c0fad6b3052b1dcb113987760f,9b4ff351f034ad2ab0abac52c505759c55510ac3fceaea406fd5d7ce3937a629
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,38,10208,0.25,2,2x3,0.5791000127792358,0.6080886125564575,66178,14336,21760,2944,0,False,05e20bc54b6e495f1df292be9704e24e33c6ecb244f6226dfd9c190857bf48b5,1107ec38aa57a620c053514f7c2857a63a0d6e75abf77630f61172a88baf10e0
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,39,10209,0.25,2,2x3,0.5777999758720398,0.6150087714195251,66178,14336,21760,2944,0,False,48cff45c68714507e8fa46f514e626ca846bacfba19fb5615b4ede7b6028936f,94ddecfcad200e3b0478b0444108ca9f4ffb886e651081f404eec88c4740baf3
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,40,10200,0.5,2,2x3,0.590499997138977,0.6254068613052368,66178,14336,21760,2944,0,False,31cc39e577c50ca4d7d57bd1098c753a3df9274e9d34c905059bfca647482394,c2759e22b13683764686e1201c875be92a1e8d28bc2148b1d4baf3d45edb4891
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,41,10201,0.5,2,2x3,0.5968999862670898,0.6329478621482849,66178,14336,21760,2944,0,False,b053f69287722483b13ff70626f593ecdca0d679141d28eb65dd0660423e7205,f99dedfe9254fa65b2bb8ca0a8e5726b6ca46220aa319ffb7d5285d5356c85f8
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,42,10202,0.5,2,2x3,0.6031999588012695,0.6398726105690002,66178,14336,21760,2944,0,False,d3abfd548b6a570dacaca5b8fb0485d5e8e8b1f8abfa28da20bbdde4442722cc,b23635ddc2ece349c33569f1778e5798ff564fec36c523298e1baf6580273fa9
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,43,10203,0.5,2,2x3,0.5916999578475952,0.629165768623352,66178,14336,21760,2944,0,False,edea10af37bb8ee97c89127e93b55c085c6a84cade998cd1ea26e4dc6598b17c,25dd8a1aa928556a12058abd3d94aeac7c62a7fedebe61c5e96825c9f62955a0
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,44,10204,0.5,2,2x3,0.5848000049591064,0.6224768161773682,66178,14336,21760,2944,0,False,4b05277c5501dc4f8a34592326ef6e6ba212b5fc25210247dd779a4f98ec679a,f3ffb2ca254e10a39f1b85cf6f51d40e4c2fef20f86f6c9ab0f08644b6195380
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,45,10205,0.5,2,2x3,0.5977999567985535,0.6335934400558472,66178,14336,21760,2944,0,False,0289926ac03878ea4850d772be029bd7f5a9c5693f1c292d49da853f4051d2ea,180dddc16c298ae0e5286ce8d63586f02413bc71b004c8a0a80f90c00a085c4c
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,46,10206,0.5,2,2x3,0.5938000082969666,0.6309605240821838,66178,14336,21760,2944,0,False,4dda812656600a31be5897c8371dc4fad739cd9d87b266c56a6882e4b774300a,2fe117083b087b8ea9197aec1af51c822d42e917d592cd621f628f0855c92325
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,47,10207,0.5,2,2x3,0.5898999571800232,0.624895453453064,66178,14336,21760,2944,0,False,50dd1a14a5c7d2652582b7df74ccc7c465a3d36fd6bc33dfe1233f32788d87e2,4251c1333621d0dabc6c57c38e770b099a0b19f207bd20504810ca6ce24102b0
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,48,10208,0.5,2,2x3,0.5888999700546265,0.620563805103302,66178,14336,21760,2944,0,False,12af13d287a5e7846fb366c1dd4735ce40aaeea9f706bfcc688f6268c91ed606,dce7f46a2d5dd2b567c636bdc921b6664337cc603fb34dba81d0df35585bd9a2
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,49,10209,0.5,2,2x3,0.5931000113487244,0.6290121078491211,66178,14336,21760,2944,0,False,39cd8cfd8f54b9d3f5bba5c6da16be477b4e50fec013e803534fa2ce82c2f0aa,709f4727fa96f273800c70baa94d6ebe05bb9f39fea8f656ec3907b6ffb6436f
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,50,10200,0.75,2,2x3,0.613599956035614,0.6524354815483093,66178,14336,21760,2944,0,False,f45826791ae2ed631254b0126f2f261ad7480754ccb396cab8017cc83ec2c5bb,ef840a5e2ecbb0d1b0f7f81a73c518e7b13837e1cd06c48f0f0e229278ba4245
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,51,10201,0.75,2,2x3,0.6196999549865723,0.6574408411979675,66178,14336,21760,2944,0,False,253f22813d3fbe226da5595c2670b01e44843bc41937afe780c0273aa8468e36,4d4191c67efce4d07b853d02ca579af684d638cd1e120d03ff6b36d129f08020
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,52,10202,0.75,2,2x3,0.6190999746322632,0.6639786958694458,66178,14336,21760,2944,0,False,f4aedaacf33ae5f224f44109a4a3dde46444e7901e338cf808c89d32de446f96,02bab97af21c33186d96af356a479fadd83fb6fa61f2f37559ac5320c908cfd0
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,53,10203,0.75,2,2x3,0.6096999645233154,0.6569264531135559,66178,14336,21760,2944,0,False,b53f958c858fde3d651a313cd489d76b2aec585e51065abf1f865fc764b95497,de08634b6d02ca09324fbb897b35e309217e36c946141067193610eacaf56688
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,54,10204,0.75,2,2x3,0.6039999723434448,0.6487406492233276,66178,14336,21760,2944,0,False,fe2c8d52a7ffd6c7387e79be45a1bcb9c13437484ff40063b7340d0f62f4cbd7,1365e9998fc299f964ccbdc49d3ad319d2955593bcab03218cf4c7321d661229
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,55,10205,0.75,2,2x3,0.6132999658584595,0.65980464220047,66178,14336,21760,2944,0,False,c5e761ab4f0cb6a41afcda6c58abb4d52b0dd73c1eed9cf5129591f8fe70b39f,d5db74d8978798b78b794ac9b1ee2589b5358432f1c5072065614eb04dbfc7e3
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,56,10206,0.75,2,2x3,0.6123999953269958,0.6561514139175415,66178,14336,21760,2944,0,False,1b0b101b45a003f40477b2a355ce462b3b9cc141fd8c0c2399409ae3c71d652b,8992779a36d56ae6d856efddf432f94fb64fc18daf692cc5497fda64509cc354
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,57,10207,0.75,2,2x3,0.6096000075340271,0.6530596613883972,66178,14336,21760,2944,0,False,6c528c40c3ea1ebb78bc2b96766f40879d6beebc6040c14838c9d6d5374bf139,c16ad77a04a601586ed3fb4ad93358d99d48f46198d7c07217bc468c9188ae34
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,58,10208,0.75,2,2x3,0.6069999933242798,0.6480652689933777,66178,14336,21760,2944,0,False,a06d14864583b440428a348ebb403a56144b56b3aced942a7073660291d3d2fb,a28f5f4b8d97180d710ad604486b8dd82648fb76e8a7ba843fb43a49e11268b2
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,59,10209,0.75,2,2x3,0.6144999861717224,0.6564428806304932,66178,14336,21760,2944,0,False,68b1b4add25f9aff3a231b221be6da3140c8c982155c0ee353f03106dc5d8a09,d347c0c8daab15cfdb6390eb6f33056bf394dcdfb1a5f82c9f49c63458d89f80
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,60,10200,0.25,3,2x1x2,0.583299994468689,0.6146467924118042,66178,14336,21760,2944,0,False,1703b1b4deb04265616fc449f108f463b852697b829b8946b421525d1de2ae9a,140e767d827e1e4a463d9cd1ad26d81f2ee613d5ea4ab6a8ba7fa833c2dd399b
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,61,10201,0.25,3,2x1x2,0.5837000012397766,0.6223595142364502,66178,14336,21760,2944,0,False,682c04b3267acd5b6c5990c98c3476ffafbadc5940002aea6e762a1d971a9431,1841998ed37f367e785220f61b909933bb5a66fc4278d43322cf5045227cb923
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,62,10202,0.25,3,2x1x2,0.5949000120162964,0.6284112930297852,66178,14336,21760,2944,0,False,b9acb8a85916bb6ce691d5871cbe4e29cc932ed87e207ff5229e829f7ca1495a,fc1d58c38d8f6f012deb88c74bec081fd02aa6df001b956d2e40973a2421175c
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813014213,63,10203,0.25,3,2x1x2,0.5856999754905701,0.6171687841415405,66178,14336,21760,2944,0,False,52e7634249416881e2bd01de294a3a0e5f67429d414a509141fdd672795a2024,b1b04d8b1c2e59f420f2c00e03abfd44f8ecf40d29a694106fb3a90085539f3d
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,64,10204,0.25,3,2x1x2,0.5748999714851379,0.610906720161438,66178,14336,21760,2944,0,False,410a4e6c71850e6cbafdf75017aede9077db9f362f8fa9d2ac001593d7d052fc,50b6e6ee47b6e395902e0614a7d599e3effebf467e32fab99f972e38bc9f7378
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,65,10205,0.25,3,2x1x2,0.5898999571800232,0.6217873692512512,66178,14336,21760,2944,0,False,202ab5440b839aaf70fff20683433dba8b7ec5c4a89c3a9690e203e1bb26f0b7,3aa14c7d04c6a41bdad6669503e8b99519f8202de7fad4168213583209f67b72
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,66,10206,0.25,3,2x1x2,0.5856999754905701,0.6197484135627747,66178,14336,21760,2944,0,False,bd674a360f3bae7bcc618936a09744ea27a841b6890a461d1f493a8841254b91,dd8ef6215d57b3bc3a4a82a51fe167682fd8bc999119932844d722a296c31608
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,67,10207,0.25,3,2x1x2,0.5821999907493591,0.6138235330581665,66178,14336,21760,2944,0,False,83bb5b4122aadbfe40ccb37edc47999b974d9f4d68ed9c73eca33998c4bc4080,8c1b411078e8109202346eab8122da564bf7e8fda764e03d071cd66ce4b44bc8
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,68,10208,0.25,3,2x1x2,0.582099974155426,0.6082806587219238,66178,14336,21760,2944,0,False,a96b095a1c002d5e370be85f33161cde60f59bf68c918a0e077f7b3c70a906f2,0cc4e8342b03f97517177093248ea256ae5b7645eedf864de6673786ca345764
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,69,10209,0.25,3,2x1x2,0.5809999704360962,0.6157608032226562,66178,14336,21760,2944,0,False,b67e17121e9a8094c4b69745c60a8404ebee816c26e0e5b03c89e9598959772a,31a9df05d9b1b84d7b8c6e426bb71abbd6815f7640a6145429809a6261e7b8d4
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,70,10200,0.5,3,2x1x2,0.5949000120162964,0.6283679604530334,66178,14336,21760,2944,0,False,8acb8e8777ea68674c5dd74831bbfb37bc12c4dc9cd979b13b3f67e1ac06ff4e,4b15997832c6396f0e3c89aa595c757f12cce84dde3eab7e48fb082511ffa84c
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,71,10201,0.5,3,2x1x2,0.5968999862670898,0.6372734308242798,66178,14336,21760,2944,0,False,797688c3c4438e22fbacc3f9745ba57a2d5e933c7f729e198a2f5ffb90a683f9,7bd66f3dfaf6df3b77ef5eea0b6d89c13e78e9fde960db47cfd03cb3f6c544e3
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,72,10202,0.5,3,2x1x2,0.6031000018119812,0.6407614946365356,66178,14336,21760,2944,0,False,52bdd3b16353310d4797921ef45fc66dd60781f34980e616ac44d5fcd58d5387,296bab3ab3104d059e722f5d15414b1fe56975cb20855449032ba33e40dd0333
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,73,10203,0.5,3,2x1x2,0.5911999940872192,0.6321319937705994,66178,14336,21760,2944,0,False,76e130974d520d3ac62bed0815085a8a20451a78572e8c6a12eb319c29dc2985,7df83052337926d2400fd79df7e3a15716a7bb28af8f65e28fed52ccda13f1a7
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,74,10204,0.5,3,2x1x2,0.5856999754905701,0.6258493065834045,66178,14336,21760,2944,0,False,96ebfae3149986236eb16f0f7afe7a113bb7fe157a0b2ab12dea3564960e6e20,fe0851f0101e727e97cb3b84f69f312d01704bc16d7e17641351df5ca6e3d1e1
