depth,n_cells,mean,ci95_low,ci95_high,bootstrap_draws
2,8,0.05273351021705945,0.03202266559132967,0.07782686581794679,10000
3,8,0.09795014745433502,0.041657502415993274,0.16729512716879616,10000
4,8,0.1013357429086483,0.07876630235195123,0.12159293486532859,10000
5,7,0.16650938491435205,0.0586590300334182,0.2846581673745665,10000
6,5,0.15794841490774103,0.10497380356680128,0.20976159504158542,10000
7,4,0.10955985189460246,0.08460934607281696,0.14376857151741682,10000
8,5,0.13522773357234566,0.09545056953124806,0.1753465578037366,10000
9,3,0.14571601754153438,0.09183549996867323,0.20751300622955127,10000
13,1,0.06661848180325357,0.06661848180325357,0.06661848180325357,10000
