architecture,feedback_family,budget_k,n_seeds,mean_heldout_accuracy,ci95_low_heldout_accuracy,ci95_high_heldout_accuracy,mean_heldout_loss,ci95_low_heldout_loss,ci95_high_heldout_loss,mean_retained_context_forgetting,ci95_low_retained_context_forgetting,ci95_high_retained_context_forgetting,mean_initial_gradient_capture,ci95_low_initial_gradient_capture,ci95_high_initial_gradient_capture,mean_initial_gradient_cosine,ci95_low_initial_gradient_cosine,ci95_high_initial_gradient_cosine,mean_norm_matched_one_step_progress,ci95_low_norm_matched_one_step_progress,ci95_high_norm_matched_one_step_progress
dendritic_tree,within_neuron_route_derangement,1,20,0.1866455078,0.1826904297,0.1907226563,19.87260017,19.57720528,20.20226469,0.0015625,-0.000439453125,0.0033203125,0.1312853816,0.1306528889,0.1319037135,0.3623277802,0.3614424698,0.3631795485,-1.097266085,-1.101669794,-1.09267101
dendritic_tree,within_neuron_route_derangement,2,20,0.1846923828,0.1805908203,0.1887695313,31.54877673,31.06853756,32.04380451,0.001220703125,-0.0001953125,0.00263671875,0,0,0,0,0,0,-1.118474582,-1.121901269,-1.115079651
dendritic_tree,within_neuron_route_derangement,4,20,0.1904785156,0.1864501953,0.1944335937,17.67565771,17.36332667,18.00859898,0.00048828125,-0.000732421875,0.001708984375,0,0,0,0,0,0,-1.069668828,-1.076473685,-1.063270919
dendritic_tree,within_neuron_route_derangement,8,20,0.2512939453,0.2431152344,0.260010376,7.039099034,6.771945606,7.308644593,0.001220703125,0.000341796875,0.0021484375,0,0,0,0,0,0,-0.8780041035,-0.8932592901,-0.8625079038
flat_compartment,backpropagation,8,20,0.8100097656,0.8052001953,0.8149414062,0.4138553991,0.4072327864,0.4205992448,0,0,0,1,1,1,1,1,1,1,1,1
flat_compartment,correct_ancestry_subtrees,1,20,0.1866455078,0.1827880859,0.1907714844,19.87260017,19.58002402,20.20032882,0.0015625,-0.000439453125,0.003369140625,0.1312853816,0.1306507435,0.1319149655,0.3623277802,0.3614409625,0.3631804134,-1.097266085,-1.101579106,-1.092691736
flat_compartment,correct_ancestry_subtrees,2,20,0.4486328125,0.4290527344,0.4686767578,0.8416249512,0.8130212898,0.8717515105,0,0,0,0.2651939017,0.2641686899,0.2662259123,0.5149647929,0.5139846714,0.515951148,-0.08484231529,-0.1583209488,-0.01524243775
flat_compartment,correct_ancestry_subtrees,4,20,0.8010498047,0.795458374,0.8069335937,0.4310751209,0.4253451193,0.4368265995,0,0,0,0.5228728922,0.5211190864,0.5245889652,0.7230943012,0.7219036464,0.7242717173,0.9759261825,0.9740366933,0.9776758895
flat_compartment,correct_ancestry_subtrees,8,20,0.8100097656,0.8051269531,0.8149414062,0.4138553991,0.4072004909,0.4205804887,0,0,0,1,1,1,1,1,1,1,1,1
flat_compartment,depth_interleaved_bins,1,20,0.1866455078,0.1827392578,0.1907470703,19.87260017,19.57633226,20.20081979,0.0015625,-0.000390625,0.003369140625,0.1312853816,0.13066231,0.1319139235,0.3623277802,0.3614587142,0.3631926144,-1.097266085,-1.101646551,-1.092660123
flat_compartment,depth_interleaved_bins,2,20,0.2017822266,0.1969720459,0.2066894531,6.038518305,5.82991728,6.251836929,0.0146484375,0.01123046875,0.01831054688,0.2598412968,0.2585755278,0.2610808604,0.5097385233,0.5084941268,0.5109530377,-1.005592003,-1.013495211,-0.9974344507
flat_compartment,depth_interleaved_bins,4,20,0.7299316406,0.7187249756,0.7413580322,0.5669703328,0.557887616,0.5757766326,0.5301757812,0.5133789063,0.5476074219,0.5109406136,0.5090177617,0.5128595992,0.7147944327,0.7134310923,0.7161153844,0.763779601,0.7376640105,0.7892984441
flat_compartment,depth_interleaved_bins,8,20,0.8100097656,0.8051025391,0.8149414062,0.4138553991,0.4071524164,0.4205528123,0,0,0,1,1,1,1,1,1,1,1,1
flat_compartment,exact_compartment_transport,8,20,0.8100097656,0.8051269531,0.8149658203,0.4138553991,0.4071432296,0.4205636401,0,0,0,1,1,1,1,1,1,1,1,1
flat_compartment,learned_rank_k_upper_bound,1,20,0.5629882812,0.5458984375,0.5806640625,0.6547088865,0.6519533477,0.6573601317,0,0,0,0.1329633476,0.1307911951,0.1351298827,0.364576888,0.3615468427,0.3675742986,0.3279823046,0.3215347889,0.3343302312
flat_compartment,learned_rank_k_upper_bound,2,20,0.6167236328,0.6004882812,0.6331054687,0.6188148542,0.6150697442,0.6222401146,0,0,0,0.2612405622,0.2584903976,0.2643188345,0.5110759061,0.5084198428,0.5140833339,0.4864395346,0.4796649543,0.4939782067
flat_compartment,learned_rank_k_upper_bound,4,20,0.7030517578,0.6891845703,0.7167236328,0.5490466551,0.5435950706,0.554281717,0,0,0,0.5120672,0.5097136183,0.5147282475,0.7155776071,0.7139344827,0.7173962115,0.7013929122,0.6934573309,0.7100924875
flat_compartment,learned_rank_k_upper_bound,8,20,0.8100097656,0.8052001953,0.8149414062,0.4138553991,0.4072695328,0.4204673904,0,0,0,1,1,1,1,1,1,1,1,1
flat_compartment,neuron_indexed_shared,1,20,0.1866455078,0.1827636719,0.1908203125,19.87260017,19.5810065,20.19997813,0.0015625,-0.000439453125,0.003369140625,0.1312853816,0.1306478132,0.131912838,0.3623277802,0.3614477419,0.3632008325,-1.097266085,-1.101674197,-1.09272707
flat_compartment,random_rank_k,1,20,0.5449707031,0.463425293,0.6281982422,2.479407811,1.394968934,3.752683171,0.05234375,0.0302734375,0.0763671875,0.08716051588,0.08151373504,0.09290487659,0.2944112112,0.2847775094,0.3040428695,0.4026899947,0.1895956982,0.5823026119
flat_compartment,random_rank_k,2,20,0.6026367188,0.5328125,0.6717041016,1.253939264,0.8414947879,1.745870944,0.09765625,0.06069213867,0.1371594238,0.2126831604,0.2058058742,0.219272631,0.4608705917,0.4532914204,0.4680533697,0.5671772981,0.4179936889,0.6941270068
flat_compartment,random_rank_k,4,20,0.7779052734,0.7588867188,0.7937744141,0.5109353542,0.4911777062,0.5324123492,0.1343261719,0.08422851562,0.1897473145,0.4863481712,0.4786772038,0.4927207509,0.6972893951,0.6917388693,0.7019693209,0.8441996579,0.8110919568,0.8771272429
flat_compartment,random_rank_k,8,20,0.8100097656,0.8051025391,0.8149902344,0.4138553991,0.4071899577,0.4206091759,0,0,0,1,1,1,1,1,1,1,1,1
flat_compartment,random_sparse_matched,1,20,0.1866455078,0.1827874756,0.1907226563,19.87260017,19.57821843,20.20042679,0.0015625,-0.000439453125,0.003369140625,0.1312853816,0.1306499856,0.13191085,0.3623277802,0.3614622906,0.3631950659,-1.097266085,-1.101718709,-1.092729053
flat_compartment,random_sparse_matched,2,20,0.2166748047,0.2092773438,0.2247070312,4.569508823,4.111416487,5.074105643,0.0220703125,0.01704101562,0.02739257813,0.260357731,0.2594003851,0.2613058151,0.5102481933,0.5092944957,0.5111591136,-0.9186494262,-0.9524190252,-0.8819837378
flat_compartment,random_sparse_matched,4,20,0.7633789063,0.7525390625,0.7734863281,0.5094402496,0.4955696156,0.5242293885,0.25390625,0.1845202637,0.3220715332,0.5145068271,0.5123526774,0.5165707109,0.7172834062,0.7157798595,0.7187082236,0.8365714408,0.8084612478,0.8635478859
flat_compartment,random_sparse_matched,8,20,0.8100097656,0.805078125,0.8149420166,0.4138553991,0.4071622724,0.4204907916,0,0,0,1,1,1,1,1,1,1,1,1
flat_compartment,within_neuron_route_derangement,1,20,0.1866455078,0.1827386475,0.1906982422,19.87260017,19.57467723,20.19655985,0.0015625,-0.000439453125,0.003369140625,0.1312853816,0.1306531078,0.1319095061,0.3623277802,0.3614504451,0.3631689931,-1.097266085,-1.101636688,-1.092687339
flat_compartment,within_neuron_route_derangement,2,20,0.1846923828,0.1805419922,0.1887695313,31.54877673,31.06716639,32.04537741,0.001220703125,-0.0001953125,0.00263671875,0,0,0,0,0,0,-1.118474582,-1.121865656,-1.114978033
flat_compartment,within_neuron_route_derangement,4,20,0.1904785156,0.1863769531,0.1943847656,17.67565771,17.36192197,18.01244197,0.00048828125,-0.000732421875,0.0017578125,0,0,0,0,0,0,-1.069668828,-1.076447078,-1.063334854
flat_compartment,within_neuron_route_derangement,8,20,0.2512939453,0.2431396484,0.2600830078,7.039099034,6.767279772,7.31413605,0.001220703125,0.000341796875,0.0021484375,0,0,0,0,0,0,-0.8780041035,-0.8935008492,-0.8625685869
grouped_point_subunits,backpropagation,8,20,0.8100097656,0.8050292969,0.8150146484,0.4138553991,0.4071705584,0.4205418683,0,0,0,1,1,1,1,1,1,1,1,1
grouped_point_subunits,correct_ancestry_subtrees,1,20,0.1866455078,0.1827148437,0.1907470703,19.87260017,19.58231809,20.19632268,0.0015625,-0.000390625,0.003369140625,0.1312853816,0.130655782,0.1319112365,0.3623277802,0.3614581343,0.3631854446,-1.097266085,-1.101616478,-1.09269364
grouped_point_subunits,correct_ancestry_subtrees,2,20,0.4486328125,0.4291992188,0.468359375,0.8416249512,0.8128463255,0.8718580317,0,0,0,0.2651939017,0.2641937026,0.2662205026,0.5149647929,0.513980038,0.5159518975,-0.08484231529,-0.1570865611,-0.01552944037
grouped_point_subunits,correct_ancestry_subtrees,4,20,0.8010498047,0.7955078125,0.8069091797,0.4310751209,0.4252770364,0.4367903175,0,0,0,0.5228728922,0.5211374116,0.5245992229,0.7230943012,0.7218872846,0.724274321,0.9759261825,0.9740746555,0.9776977166
grouped_point_subunits,correct_ancestry_subtrees,8,20,0.8100097656,0.8051513672,0.8149169922,0.4138553991,0.4070427405,0.4204940887,0,0,0,1,1,1,1,1,1,1,1,1
grouped_point_subunits,depth_interleaved_bins,1,20,0.1866455078,0.1827636719,0.1907226563,19.87260017,19.58280224,20.20354379,0.0015625,-0.000439453125,0.003369140625,0.1312853816,0.1306485236,0.1319042259,0.3623277802,0.3614409041,0.363191203,-1.097266085,-1.101677501,-1.092695529
grouped_point_subunits,depth_interleaved_bins,2,20,0.2017822266,0.1968994141,0.2066650391,6.038518305,5.825397639,6.255004852,0.0146484375,0.0111328125,0.01826171875,0.2598412968,0.2585933361,0.2610578207,0.5097385233,0.5084921818,0.5109430309,-1.005592003,-1.013557767,-0.9974683332
grouped_point_subunits,depth_interleaved_bins,4,20,0.7299316406,0.7187744141,0.7411383057,0.5669703328,0.5577468653,0.5759207831,0.5301757812,0.5131835938,0.5474133301,0.5109406136,0.5089892654,0.5128522237,0.7147944327,0.7134012244,0.7161084844,0.763779601,0.738119258,0.7889218954
grouped_point_subunits,depth_interleaved_bins,8,20,0.8100097656,0.8051269531,0.8148681641,0.4138553991,0.4073301672,0.4204864792,0,0,0,1,1,1,1,1,1,1,1,1
grouped_point_subunits,exact_compartment_transport,8,20,0.8100097656,0.8051757812,0.8149902344,0.4138553991,0.4072322039,0.4205598543,0,0,0,1,1,1,1,1,1,1,1,1
grouped_point_subunits,learned_rank_k_upper_bound,1,20,0.5629882812,0.5462640381,0.5805175781,0.6547088865,0.6519524002,0.6573965776,0,0,0,0.1329633476,0.1307468719,0.1351785275,0.364576888,0.3615054712,0.3675320166,0.3279823046,0.3214871538,0.3342526694
grouped_point_subunits,learned_rank_k_upper_bound,2,20,0.6167236328,0.6005615234,0.6335699463,0.6188148542,0.6151416877,0.6221873983,0,0,0,0.2612405622,0.2584962995,0.2643026331,0.5110759061,0.5083939306,0.5140977381,0.4864395346,0.479606126,0.4939257505
grouped_point_subunits,learned_rank_k_upper_bound,4,20,0.7030517578,0.6891601563,0.7167236328,0.5490466551,0.5434503506,0.5542675887,0,0,0,0.5120672,0.50972003,0.5146840865,0.7155776071,0.713936968,0.7174388347,0.7013929122,0.6934995826,0.7101105255
grouped_point_subunits,learned_rank_k_upper_bound,8,20,0.8100097656,0.8051513672,0.8148925781,0.4138553991,0.4072140349,0.4205304294,0,0,0,1,1,1,1,1,1,1,1,1
