seed,condition_id,architecture,feedback_family,budget_k,train_loss,train_accuracy,heldout_loss,heldout_accuracy,retained_context_loss_before_switch,retained_context_accuracy_before_switch,retained_context_accuracy_after_switch,retained_context_forgetting,initial_gradient_cosine,initial_gradient_capture,norm_matched_one_step_progress
4200,dendritic_tree__depth_interleaved_bins__k8,dendritic_tree,depth_interleaved_bins,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,dendritic_tree__random_sparse_matched__k8,dendritic_tree,random_sparse_matched,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,dendritic_tree__random_rank_k__k8,dendritic_tree,random_rank_k,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,dendritic_tree__learned_rank_k_upper_bound__k8,dendritic_tree,learned_rank_k_upper_bound,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,dendritic_tree__neuron_indexed_shared__k1,dendritic_tree,neuron_indexed_shared,1,19.58214346,0.1743164062,19.88165147,0.181640625,20.45119427,0.1669921875,0.1630859375,0.00390625,0.3650433197,0.1332566252,-1.101647598
4200,dendritic_tree__exact_compartment_transport__k8,dendritic_tree,exact_compartment_transport,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,dendritic_tree__backpropagation__k8,dendritic_tree,backpropagation,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,point_neuron_explicit_gating__correct_ancestry_subtrees__k1,point_neuron_explicit_gating,correct_ancestry_subtrees,1,19.58214346,0.1743164062,19.88165147,0.181640625,20.45119427,0.1669921875,0.1630859375,0.00390625,0.3650433197,0.1332566252,-1.101647598
4200,point_neuron_explicit_gating__within_neuron_route_derangement__k1,point_neuron_explicit_gating,within_neuron_route_derangement,1,19.58214346,0.1743164062,19.88165147,0.181640625,20.45119427,0.1669921875,0.1630859375,0.00390625,0.3650433197,0.1332566252,-1.101647598
4200,point_neuron_explicit_gating__depth_interleaved_bins__k1,point_neuron_explicit_gating,depth_interleaved_bins,1,19.58214346,0.1743164062,19.88165147,0.181640625,20.45119427,0.1669921875,0.1630859375,0.00390625,0.3650433197,0.1332566252,-1.101647598
4200,point_neuron_explicit_gating__random_sparse_matched__k1,point_neuron_explicit_gating,random_sparse_matched,1,19.58214346,0.1743164062,19.88165147,0.181640625,20.45119427,0.1669921875,0.1630859375,0.00390625,0.3650433197,0.1332566252,-1.101647598
4200,point_neuron_explicit_gating__random_rank_k__k1,point_neuron_explicit_gating,random_rank_k,1,0.4910470635,0.7958984375,0.5498406751,0.7758789062,0.5462496002,0.810546875,0.673828125,0.13671875,0.3036180859,0.09218394208,0.7495149794
4200,point_neuron_explicit_gating__learned_rank_k_upper_bound__k1,point_neuron_explicit_gating,learned_rank_k_upper_bound,1,0.6448883883,0.5986328125,0.6548356944,0.5815429688,0.687362646,0.556640625,0.556640625,0,0.3709812197,0.1376270654,0.3273518779
4200,point_neuron_explicit_gating__correct_ancestry_subtrees__k2,point_neuron_explicit_gating,correct_ancestry_subtrees,2,0.8278135081,0.4790039062,0.8974996298,0.4423828125,0.8145044422,0.4716796875,0.4716796875,0,0.5179838795,0.2683072994,0.1301562303
4200,point_neuron_explicit_gating__within_neuron_route_derangement__k2,point_neuron_explicit_gating,within_neuron_route_derangement,2,31.50242808,0.1704101562,31.51988955,0.1831054688,32.17651672,0.166015625,0.1591796875,0.0068359375,0,0,-1.122279754
4200,point_neuron_explicit_gating__depth_interleaved_bins__k2,point_neuron_explicit_gating,depth_interleaved_bins,2,5.678515012,0.1977539062,5.913975362,0.2055664062,5.68316442,0.19921875,0.16796875,0.03125,0.5133126086,0.2634898342,-0.9901853531
4200,point_neuron_explicit_gating__random_sparse_matched__k2,point_neuron_explicit_gating,random_sparse_matched,2,5.466411068,0.2026367188,5.785445531,0.208984375,5.746677085,0.1865234375,0.1669921875,0.01953125,0.5121182101,0.2622650611,-1.012977789
4200,point_neuron_explicit_gating__random_rank_k__k2,point_neuron_explicit_gating,random_rank_k,2,0.5126597148,0.7470703125,0.5246781884,0.724609375,0.5569756906,0.671875,0.3759765625,0.2958984375,0.4277344062,0.1829567222,0.5255138341
4200,point_neuron_explicit_gating__learned_rank_k_upper_bound__k2,point_neuron_explicit_gating,learned_rank_k_upper_bound,2,0.6122877471,0.6396484375,0.6213765541,0.6274414062,0.687362646,0.556640625,0.556640625,0,0.5142426846,0.2644455386,0.4809297611
4200,point_neuron_explicit_gating__correct_ancestry_subtrees__k4,point_neuron_explicit_gating,correct_ancestry_subtrees,4,0.3865267463,0.8310546875,0.4263004694,0.7998046875,0.3958541505,0.8291015625,0.8291015625,0,0.7253833826,0.5261810518,0.9809770007
4200,point_neuron_explicit_gating__within_neuron_route_derangement__k4,point_neuron_explicit_gating,within_neuron_route_derangement,4,17.21972401,0.1840820312,17.21032127,0.197265625,17.65945571,0.1767578125,0.1748046875,0.001953125,0,0,-1.056968429
4200,point_neuron_explicit_gating__depth_interleaved_bins__k4,point_neuron_explicit_gating,depth_interleaved_bins,4,0.5248074597,0.7875976562,0.5549636485,0.73046875,0.5328090054,0.7685546875,0.19140625,0.5771484375,0.716459245,0.5133138497,0.773467426
4200,point_neuron_explicit_gating__random_sparse_matched__k4,point_neuron_explicit_gating,random_sparse_matched,4,0.4599688026,0.8022460938,0.491309885,0.7690429688,0.4657833795,0.787109375,0.501953125,0.28515625,0.7210248103,0.5198767771,0.8458811256
4200,point_neuron_explicit_gating__random_rank_k__k4,point_neuron_explicit_gating,random_rank_k,4,0.4190649691,0.833984375,0.4695485127,0.8129882812,0.409433752,0.8310546875,0.8232421875,0.0078125,0.7044718024,0.4962805204,0.9209871522
4200,point_neuron_explicit_gating__learned_rank_k_upper_bound__k4,point_neuron_explicit_gating,learned_rank_k_upper_bound,4,0.5275889926,0.7265625,0.5558968017,0.7133789062,0.6115140409,0.6591796875,0.6591796875,0,0.714659246,0.5107378378,0.6763665352
4200,point_neuron_explicit_gating__correct_ancestry_subtrees__k8,point_neuron_explicit_gating,correct_ancestry_subtrees,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,point_neuron_explicit_gating__within_neuron_route_derangement__k8,point_neuron_explicit_gating,within_neuron_route_derangement,8,6.711361121,0.2514648438,6.98274369,0.2641601562,7.453702203,0.248046875,0.248046875,0,0,0,-0.9059845451
4200,point_neuron_explicit_gating__depth_interleaved_bins__k8,point_neuron_explicit_gating,depth_interleaved_bins,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,point_neuron_explicit_gating__random_sparse_matched__k8,point_neuron_explicit_gating,random_sparse_matched,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,point_neuron_explicit_gating__random_rank_k__k8,point_neuron_explicit_gating,random_rank_k,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,point_neuron_explicit_gating__learned_rank_k_upper_bound__k8,point_neuron_explicit_gating,learned_rank_k_upper_bound,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,point_neuron_explicit_gating__neuron_indexed_shared__k1,point_neuron_explicit_gating,neuron_indexed_shared,1,19.58214346,0.1743164062,19.88165147,0.181640625,20.45119427,0.1669921875,0.1630859375,0.00390625,0.3650433197,0.1332566252,-1.101647598
4200,point_neuron_explicit_gating__exact_compartment_transport__k8,point_neuron_explicit_gating,exact_compartment_transport,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,point_neuron_explicit_gating__backpropagation__k8,point_neuron_explicit_gating,backpropagation,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
4200,flat_compartment__correct_ancestry_subtrees__k1,flat_compartment,correct_ancestry_subtrees,1,19.58214346,0.1743164062,19.88165147,0.181640625,20.45119427,0.1669921875,0.1630859375,0.00390625,0.3650433197,0.1332566252,-1.101647598
4200,flat_compartment__within_neuron_route_derangement__k1,flat_compartment,within_neuron_route_derangement,1,19.58214346,0.1743164062,19.88165147,0.181640625,20.45119427,0.1669921875,0.1630859375,0.00390625,0.3650433197,0.1332566252,-1.101647598
4200,flat_compartment__depth_interleaved_bins__k1,flat_compartment,depth_interleaved_bins,1,19.58214346,0.1743164062,19.88165147,0.181640625,20.45119427,0.1669921875,0.1630859375,0.00390625,0.3650433197,0.1332566252,-1.101647598
4200,flat_compartment__random_sparse_matched__k1,flat_compartment,random_sparse_matched,1,19.58214346,0.1743164062,19.88165147,0.181640625,20.45119427,0.1669921875,0.1630859375,0.00390625,0.3650433197,0.1332566252,-1.101647598
4200,flat_compartment__random_rank_k__k1,flat_compartment,random_rank_k,1,0.4910470635,0.7958984375,0.5498406751,0.7758789062,0.5462496002,0.810546875,0.673828125,0.13671875,0.3036180859,0.09218394208,0.7495149794
4200,flat_compartment__learned_rank_k_upper_bound__k1,flat_compartment,learned_rank_k_upper_bound,1,0.6448883883,0.5986328125,0.6548356944,0.5815429688,0.687362646,0.556640625,0.556640625,0,0.3709812197,0.1376270654,0.3273518779
4200,flat_compartment__correct_ancestry_subtrees__k2,flat_compartment,correct_ancestry_subtrees,2,0.8278135081,0.4790039062,0.8974996298,0.4423828125,0.8145044422,0.4716796875,0.4716796875,0,0.5179838795,0.2683072994,0.1301562303
4200,flat_compartment__within_neuron_route_derangement__k2,flat_compartment,within_neuron_route_derangement,2,31.50242808,0.1704101562,31.51988955,0.1831054688,32.17651672,0.166015625,0.1591796875,0.0068359375,0,0,-1.122279754
4200,flat_compartment__depth_interleaved_bins__k2,flat_compartment,depth_interleaved_bins,2,5.678515012,0.1977539062,5.913975362,0.2055664062,5.68316442,0.19921875,0.16796875,0.03125,0.5133126086,0.2634898342,-0.9901853531
4200,flat_compartment__random_sparse_matched__k2,flat_compartment,random_sparse_matched,2,5.466411068,0.2026367188,5.785445531,0.208984375,5.746677085,0.1865234375,0.1669921875,0.01953125,0.5121182101,0.2622650611,-1.012977789
4200,flat_compartment__random_rank_k__k2,flat_compartment,random_rank_k,2,0.5126597148,0.7470703125,0.5246781884,0.724609375,0.5569756906,0.671875,0.3759765625,0.2958984375,0.4277344062,0.1829567222,0.5255138341
4200,flat_compartment__learned_rank_k_upper_bound__k2,flat_compartment,learned_rank_k_upper_bound,2,0.6122877471,0.6396484375,0.6213765541,0.6274414062,0.687362646,0.556640625,0.556640625,0,0.5142426846,0.2644455386,0.4809297611
4200,flat_compartment__correct_ancestry_subtrees__k4,flat_compartment,correct_ancestry_subtrees,4,0.3865267463,0.8310546875,0.4263004694,0.7998046875,0.3958541505,0.8291015625,0.8291015625,0,0.7253833826,0.5261810518,0.9809770007
4200,flat_compartment__within_neuron_route_derangement__k4,flat_compartment,within_neuron_route_derangement,4,17.21972401,0.1840820312,17.21032127,0.197265625,17.65945571,0.1767578125,0.1748046875,0.001953125,0,0,-1.056968429
4200,flat_compartment__depth_interleaved_bins__k4,flat_compartment,depth_interleaved_bins,4,0.5248074597,0.7875976562,0.5549636485,0.73046875,0.5328090054,0.7685546875,0.19140625,0.5771484375,0.716459245,0.5133138497,0.773467426
4200,flat_compartment__random_sparse_matched__k4,flat_compartment,random_sparse_matched,4,0.4599688026,0.8022460938,0.491309885,0.7690429688,0.4657833795,0.787109375,0.501953125,0.28515625,0.7210248103,0.5198767771,0.8458811256
4200,flat_compartment__random_rank_k__k4,flat_compartment,random_rank_k,4,0.4190649691,0.833984375,0.4695485127,0.8129882812,0.409433752,0.8310546875,0.8232421875,0.0078125,0.7044718024,0.4962805204,0.9209871522
4200,flat_compartment__learned_rank_k_upper_bound__k4,flat_compartment,learned_rank_k_upper_bound,4,0.5275889926,0.7265625,0.5558968017,0.7133789062,0.6115140409,0.6591796875,0.6591796875,0,0.714659246,0.5107378378,0.6763665352
4200,flat_compartment__correct_ancestry_subtrees__k8,flat_compartment,correct_ancestry_subtrees,8,0.367931116,0.8374023438,0.4111300619,0.8095703125,0.3827171658,0.826171875,0.826171875,0,1,1,1
