cohort,root_id,mode,scale,support_fraction,support_count,split_balance,split_segment_id,power,energy_fraction
public_v661_47,864691134941194851,28,intermediate,0.14497757046769227,11,0.40538220364287847,10882,0.0005306486428875752,0.009559640213659681
public_v661_47,864691134941194851,29,fine,0.058771326994983795,5,0.14657950464966393,10893,6.893432074861993e-37,1.24185242638873e-35
public_v661_47,864691134941194851,30,fine,0.05015665499645565,3,0.09472434998381703,10908,4.218126946274957e-36,7.598959598295761e-35
public_v661_47,864691134941194851,31,fine,0.04540559845455382,2,0.08485281849600762,11120,1.554793716013419e-36,2.8009623186195964e-35
public_v661_47,864691134941194851,32,fine,0.008614671998528146,2,0.16331658291457288,10890,4.19425151994888e-37,7.555947995668636e-36
public_v661_47,864691134941194851,33,intermediate,0.08620624347270849,6,0.4164208147636683,10866,0.0016826427153769216,0.030312824093185618
public_v661_47,864691134941194851,34,fine,0.03589807414462043,5,0.3736810370817003,10958,0.0004360971380604779,0.007856293978967331
public_v661_47,864691134941194851,35,fine,0.022483644569022895,4,0.40481347773766546,9855,0.0007907214711934233,0.014244854622998196
public_v661_47,864691134941194851,36,fine,0.013381962218819161,2,0.1362717347351395,9931,3.162217650246503e-05,0.0005696738024079983
public_v661_47,864691134941194851,37,fine,0.009101682350203732,2,0.054102259215219974,11225,5.599977269681569e-06,0.0001008836423504618
public_v661_47,864691134941194851,38,intermediate,0.21510706110897668,13,0.3724089353994768,9031,0.004379662296661613,0.07889965681545284
public_v661_47,864691134941194851,39,intermediate,0.0801077916245042,4,0.40522831667116993,9125,0.0025902109756596667,0.04666267470324025
public_v661_47,864691134941194851,40,fine,0.03246194555224268,3,0.49108184697449575,9375,0.000509636585894834,0.009181107812433744
public_v661_47,864691134941194851,41,fine,0.015941472178180854,2,0.3526816021724372,9059,0.0007885465068676691,0.014205672620536805
public_v661_47,864691134941194851,42,intermediate,0.1349992694844725,9,0.497675164341831,9195,0.0024251978300663096,0.04368996135790349
public_v661_47,864691134941194851,43,intermediate,0.06718578362671197,5,0.4040753865979381,9206,0.0047693149288070575,0.08591925259043932
public_v661_47,864691134941194851,44,fine,0.040037662133862915,3,0.4723611298824165,9226,0.0027623837247906656,0.049764368372581726
public_v661_47,864691134941194851,45,fine,0.021125426810460982,2,0.21746926229508196,9283,0.0005960217245461871,0.010737336884876698
public_v661_47,864691134941194851,46,fine,0.027148121492849064,2,0.14450867052023122,10466,4.325189309863126e-05,0.0007791832545403956
public_v661_47,864691134941194851,47,intermediate,0.06781348585776051,4,0.28750398978614744,10078,0.0004496526918274978,0.008100497405559497
public_v661_47,864691134941194851,48,fine,0.019496647745412633,3,0.3222314737718568,9769,0.0003091917450812095,0.005570092149724313
public_v661_47,864691134941194851,49,fine,0.006282433536615062,2,0.1843238587424634,9558,2.081768145840927e-05,0.0003750307241756756
public_v661_47,864691135082534135,1,coarse,1.0,19,0.23598710501686151,6,0.0010295062719959758,0.021269006906126858
public_v661_47,864691135082534135,2,coarse,0.7640128949831385,18,0.234716496849965,2045,0.006541311500356183,0.13513972984979206
public_v661_47,864691135082534135,3,intermediate,0.17932643025864245,2,0.4494242399138431,2229,0.009216156115183342,0.190400479719024
public_v661_47,864691135082534135,4,coarse,0.584686464724496,16,0.27377594837004854,1459,0.003056865997091362,0.06315309170209182
public_v661_47,864691135082534135,5,intermediate,0.16007309137907982,4,0.40983758700696055,1494,0.00211773407712325,0.043751166881526936
public_v661_47,864691135082534135,6,intermediate,0.09446912186353305,3,0.4731876081144834,1847,0.0030844629219523856,0.06372322828253149
public_v661_47,864691135082534135,7,fine,0.0497675040482522,2,0.22776119402985073,1532,0.0016808840841987843,0.03472609751654083
public_v661_47,864691135082534135,8,coarse,0.4246133733454162,12,0.24910783010286194,191,0.003203184887312707,0.0661759557401914
public_v661_47,864691135082534135,9,intermediate,0.10577451606673302,4,0.11601123595505618,1334,0.0005162326216463634,0.01066506877483831
public_v661_47,864691135082534135,10,fine,0.012271032341449646,3,0.31113801452784506,197,0.0003201140653598303,0.006613372304849046
public_v661_47,864691135082534135,11,fine,0.003817984638925616,2,0.4669260700389105,1602,0.0004323457918772299,0.008932015164359904
public_v661_47,864691135082534135,12,coarse,0.31883885727868316,8,0.3113409747460628,405,0.0016956227727018152,0.035030590336143044
public_v661_47,864691135082534135,13,intermediate,0.09926760061206602,2,0.12316671655193057,407,1.7792125596686085e-05,0.0003675750721332876
public_v661_47,864691135082534135,14,intermediate,0.21957125666661714,6,0.40385656292286876,1615,0.004362310229795005,0.09012281802256032
public_v661_47,864691135082534135,15,intermediate,0.08867529303403503,2,0.26754900318311275,2820,0.00278907589883858,0.05762070243545016
public_v661_47,864691135082534135,16,intermediate,0.13089596363258213,4,0.48416751787538304,2645,0.007666217488814395,0.15837963997765836
public_v661_47,864691135082534135,17,intermediate,0.06752038982068842,3,0.35555555555555557,2454,0.0004980075187660803,0.010288548641285273
public_v661_47,864691135082534135,18,fine,0.02400724971402255,2,0.3756188118811881,2434,0.00017623495300371516,0.00364091267289687
public_v661_47,864691135334986985,1,coarse,1.0,48,0.2904299625693822,4267,0.00349701479468875,0.04599978602661628
public_v661_47,864691135334986985,2,coarse,0.2904299625693822,11,0.46707984337318154,4272,0.0030878585092413186,0.04061773799793411
public_v661_47,864691135334986985,3,intermediate,0.135653981427786,4,0.4333777481678881,5292,0.002194657411279087,0.028868557111595222
public_v661_47,864691135334986985,4,intermediate,0.07686456442660361,3,0.42151675485008816,4344,0.00022738750585072108,0.0029910587253292116
public_v661_47,864691135334986985,5,fine,0.03239970176006748,2,0.4174802417480242,5641,0.00018951093475347207,0.0024928297305472644
public_v661_47,864691135334986985,6,intermediate,0.1547759811415962,7,0.3357987445866381,4512,0.002536943675553015,0.03337099586031429
public_v661_47,864691135334986985,7,intermediate,0.10280240098208301,5,0.4657875457875458,5250,0.0017629424267635672,0.023189771610784834
public_v661_47,864691135334986985,8,fine,0.05491832292757138,4,0.34626988480526605,5131,0.00025118347876762655,0.003304071316564255
public_v661_47,864691135334986985,9,fine,0.035901761573742835,3,0.48227396685546464,4525,0.0006608169056910004,0.008692395671509362
public_v661_47,864691135334986985,10,fine,0.017314484971268047,2,0.24619399739016964,4522,1.0857167793702515e-06,1.4281535100277908e-05
public_v661_47,864691135334986985,11,fine,0.05197358015951318,2,0.3919721779452253,4829,1.487610489744373e-35,1.9568051105509136e-34
public_v661_47,864691135334986985,12,coarse,0.7095700374306178,37,0.380848263564575,1675,0.003547918611440991,0.04666937560973658
public_v661_47,864691135334986985,13,coarse,0.27023851663290127,17,0.45259461568474446,1681,0.0016380564857585425,0.02154702003515844
public_v661_47,864691135334986985,14,intermediate,0.1479300190542179,11,0.48757763975155277,1699,0.0022166557483642543,0.029157923573640495
public_v661_47,864691135334986985,15,intermediate,0.07580264951536012,7,0.4144063586686538,1750,2.416728735120113e-05,0.00031789686697563643
public_v661_47,864691135334986985,16,fine,0.044389549552263534,4,0.4502884289107567,1760,4.990942066256812e-06,6.565092817672375e-05
public_v661_47,864691135334986985,17,fine,0.024401449024318605,2,0.3685185185185185,1859,1.899297708518955e-05,0.0002498339106983693
public_v661_47,864691135334986985,18,fine,0.019988100527944933,2,0.4585531273549359,3562,9.209460612345444e-36,1.2114138557030217e-34
public_v661_47,864691135334986985,19,fine,0.031413099963096575,3,0.446415727643251,1741,2.9803243066537044e-05,0.0003920323145450002
public_v661_47,864691135334986985,20,fine,0.017389798085540635,2,0.34863577306193155,5086,5.5800198962227086e-05,0.0007339966695032293
public_v661_47,864691135334986985,21,intermediate,0.0721273695388578,4,0.4887751905607184,1683,0.002574867627305413,0.03386984810095782
public_v661_47,864691135334986985,22,fine,0.03525406879099858,3,0.434949797051912,3207,0.0005702714616297979,0.00750135951723682
public_v661_47,864691135334986985,23,fine,0.015333750065898976,2,0.19548133595284872,3220,9.074161277639686e-06,0.00011936165605487061
public_v661_47,864691135334986985,24,intermediate,0.12230849757868338,6,0.46798029556650245,2866,0.0008595794299330621,0.011306920951508568
public_v661_47,864691135334986985,25,fine,0.057237966847167095,3,0.2542105263157895,2873,0.00040705076870810813,0.005354352029331117
public_v661_47,864691135334986985,26,fine,0.014550493677464056,2,0.2919254658385093,2951,1.3931460705754808e-05,0.0001832546469280728
public_v661_47,864691135334986985,27,intermediate,0.06507053073151628,3,0.29282407407407407,2860,0.001044239313901031,0.013735939885922996
public_v661_47,864691135334986985,28,fine,0.019054217910964837,2,0.20553359683794467,2807,0.00036426294258400837,0.004791520310906022
public_v661_47,864691135334986985,29,coarse,0.4393315207977165,20,0.3342647512599856,4107,0.006424504222136863,0.08450802667298743
public_v661_47,864691135334986985,30,intermediate,0.1468530415201199,4,0.3920201035950562,5197,0.0009266623148060549,0.012189330243826261
public_v661_47,864691135334986985,31,intermediate,0.08928369697015341,3,0.4588781105018979,6009,0.0022737128042817334,0.02990845295873174
public_v661_47,864691135334986985,32,fine,0.04831336280586539,2,0.42977396726422445,4182,0.0038033216142094113,0.05002895060946097
public_v661_47,864691135334986985,33,coarse,0.2924784792775966,16,0.3759237800952749,4912,0.008283803566665356,0.10896527865191448
public_v661_47,864691135334986985,34,intermediate,0.10994961552655164,3,0.1819302691965203,4982,0.0012362761158012149,0.016261994911501
public_v661_47,864691135334986985,35,fine,0.02000316315079945,2,0.4420180722891566,4923,0.001068855355793383,0.014059739676987707
public_v661_47,864691135334986985,36,intermediate,0.18252886375104496,13,0.4836606700775706,4352,0.0034979205145125843,0.04601169987901397
public_v661_47,864691135334986985,37,intermediate,0.08828203255032799,6,0.44480464084627197,4436,0.005532003794595765,0.07276806241607095
public_v661_47,864691135334986985,38,fine,0.03926825778172753,2,0.2752205600306866,4496,0.0018923642874277384,0.024892188742894308
public_v661_47,864691135334986985,39,fine,0.04901377476860046,4,0.47203441917639827,4424,0.0038263907140436404,0.05033240190106342
public_v661_47,864691135334986985,40,fine,0.02313618870453912,3,0.4215494791666667,4997,0.002355109359592516,0.030979144490630987
public_v661_47,864691135334986985,41,fine,0.009753048298300183,2,0.4586872586872587,5043,0.0008537740753814612,0.011230557229059388
public_v661_47,864691135334986985,42,intermediate,0.09424683120071697,7,0.47986255393958765,4032,0.0013305932199102948,0.01750264353965584
public_v661_47,864691135334986985,43,fine,0.04522552512068927,2,0.17851790174854287,4697,0.00021389005901648593,0.0028135131034967174
public_v661_47,864691135334986985,44,fine,0.049021306080027714,5,0.45659855584575204,4021,0.0019243507693676109,0.025312939414928376
public_v661_47,864691135334986985,45,fine,0.02238305756181324,2,0.34825033647375503,5545,0.0014990261370597898,0.019718212704671383
public_v661_47,864691135334986985,46,fine,0.026638248518214478,3,0.47186881538026576,4222,0.0009721993426438718,0.012788325003587946
public_v661_47,864691135334986985,47,fine,0.012569758772094985,2,0.237866986219293,4191,0.0003185920928548408,0.004190765255941366
public_v661_47,864691135342193329,1,coarse,1.0,20,0.3846614325512859,215,0.00230108361353156,0.13331721452951345
public_v661_47,864691135342193329,2,coarse,0.3846614325512859,4,0.4166317511621875,805,0.0021225140999100536,0.12297148436311907
public_v661_47,864691135342193329,3,intermediate,0.16026216624839792,3,0.19586246528110335,335,0.00048375967761480005,0.02802744426236644
public_v661_47,864691135342193329,4,fine,0.03138934297270125,2,0.23300733496332518,1270,0.0007707067221322925,0.04465221203159887
public_v661_47,864691135342193329,5,coarse,0.6153385674487141,16,0.2630646810845868,636,0.0010410609830154972,0.060315648503521724
public_v661_47,864691135342193329,6,intermediate,0.16187384400494248,4,0.33875402996396736,1009,0.001107052858324489,0.06413900066075662
public_v661_47,864691135342193329,7,fine,0.054835417002432864,3,0.44394681595521346,720,0.00036639703630657783,0.02122783892120051
public_v661_47,864691135342193329,8,fine,0.024344008779806445,2,0.25504413619167715,857,0.00034253929401947,0.019845599819597968
public_v661_47,864691135342193329,9,coarse,0.45346472344377164,12,0.3013742680161121,432,0.0013131114518275802,0.07607735768270785
public_v661_47,864691135342193329,10,intermediate,0.1366625990989954,5,0.38282697815465827,1108,0.0009730148262494365,0.05637327803678014
public_v661_47,864691135342193329,11,fine,0.05231812983982993,3,0.47146838785389467,1312,0.00077743633703451,0.04504210378014034
public_v661_47,864691135342193329,12,fine,0.027651785508714572,2,0.2650568970302526,1161,1.2436285478806033e-05,0.0007205174681087342
public_v661_47,864691135342193329,13,intermediate,0.08434446925916546,2,0.499909008189263,528,0.0014174965380781717,0.082125086177021
public_v661_47,864691135342193329,14,coarse,0.3168021243447762,7,0.4150778846386783,11,0.000779891729691227,0.045184361152990585
public_v661_47,864691135342193329,15,intermediate,0.13149755562206925,3,0.4937551068051827,428,0.0002872515937659263,0.01664241235078936
public_v661_47,864691135342193329,16,intermediate,0.06656996600127399,2,0.04427023287987088,208,0.00012494821254695323,0.007239088383944524
public_v661_47,864691135342193329,17,intermediate,0.185304568722707,4,0.3981362600952578,1376,0.001634477377479255,0.09469624219461234
public_v661_47,864691135342193329,18,intermediate,0.11152810075288375,3,0.4149463253509496,1088,0.0009494284841919169,0.055006762971635294
public_v661_47,864691135342193329,19,fine,0.04627817558077959,2,0.45223880597014926,626,0.0004556065852778557,0.026396346709595078
public_v661_47,864691135367232761,1,coarse,1.0,26,0.462922426459564,269,0.0033723818724241024,0.09198474154426027
public_v661_47,864691135367232761,2,coarse,0.462922426459564,11,0.44497344215571966,277,0.0022757408794965156,0.06207287446712656
public_v661_47,864691135367232761,3,coarse,0.2569342409067738,6,0.49862869813853067,300,0.001156317015312962,0.031539584133850794
public_v661_47,864691135367232761,4,intermediate,0.12811478605055623,3,0.42445874780573434,386,0.00026670362299854275,0.007274580625356184
public_v661_47,864691135367232761,5,fine,0.05437944166241866,2,0.0658946787979046,968,4.472163475020997e-06,0.00012198227156813346
public_v661_47,864691135367232761,6,intermediate,0.12881945485621757,3,0.22398743016759776,915,8.276446760013695e-05,0.0022574751167709693
public_v661_47,864691135367232761,7,fine,0.028853938648835047,2,0.20187061574434917,857,4.838339767336964e-06,0.00013197005850405015
public_v661_47,864691135367232761,8,intermediate,0.2059881855527902,5,0.47132251255549895,1046,0.003005551477554157,0.08197911337427008
public_v661_47,864691135367232761,9,intermediate,0.0970868691714894,4,0.23581190641649294,1522,0.0001811916019420935,0.004942163522737016
public_v661_47,864691135367232761,10,intermediate,0.07419262946415185,3,0.30241487319389715,273,0.0004987258690086301,0.013603195574414561
public_v661_47,864691135367232761,11,fine,0.05175567483282857,2,0.3512456546929316,1197,2.3245660660937416e-08,6.340462524147402e-07
public_v661_47,864691135367232761,12,coarse,0.537077573540436,15,0.32784322483390094,148,0.0024350582488496223,0.06641839866866753
public_v661_47,864691135367232761,13,intermediate,0.17607724369546313,2,0.24088896457765668,747,0.00015393050109177957,0.004198592536179184
public_v661_47,864691135367232761,14,coarse,0.3610003298449729,13,0.4484176426613506,8,0.00750780737234488,0.20478218269297677
public_v661_47,864691135367232761,15,intermediate,0.16187891690905273,6,0.45781235528387515,137,0.004356459920700357,0.1188263533054469
public_v661_47,864691135367232761,16,intermediate,0.08776874868811659,5,0.4395285275025623,1079,0.003660048403293749,0.09983110429141796
public_v661_47,864691135367232761,17,fine,0.049191879816486254,2,0.26516306004266993,1685,0.0006470225180877468,0.017648119741800476
public_v661_47,864691135367232761,18,fine,0.03857686887163033,3,0.14205207928488145,18,0.0008482328519983858,0.023136312141405713
public_v661_47,864691135367232761,19,fine,0.005479924435515308,2,0.08207934336525308,1051,2.18440639945222e-05,0.0005958164457123255
public_v661_47,864691135367232761,20,intermediate,0.19912141293592012,7,0.48422558542278443,392,0.0014647750897559377,0.03995305488782629
public_v661_47,864691135367232761,21,intermediate,0.09641968274910792,4,0.44285492147410976,400,0.0021831840356009227,0.05954830350038467
public_v661_47,864691135367232761,22,fine,0.05371975171669315,2,0.4387384873011443,493,0.0018650675658855285,0.050871391349060206
public_v661_47,864691135367232761,23,fine,0.04269993103241476,2,0.008075842696629214,1495,1.7088597061525183e-05,0.0004661068181251101
public_v661_47,864691135367232761,24,intermediate,0.1027017301868122,3,0.48532846715328465,663,0.00022535712045563318,0.006146817669070683
public_v661_47,864691135367232761,25,fine,0.04984407328555579,2,0.4687922995939239,512,0.0004278184177273557,0.011669131216815022
public_v661_47,864691135404231406,1,coarse,1.0,34,0.46846344658435296,2097,0.00427967994144875,0.08305912903386606
public_v661_47,864691135404231406,2,coarse,0.46846344658435296,8,0.4325916230366492,2108,0.003939015315816297,0.07644758156190694
public_v661_47,864691135404231406,3,coarse,0.2658100838930851,6,0.42025794274929223,2204,0.0005688621683161837,0.011040357430248397
public_v661_47,864691135404231406,4,intermediate,0.11170879901892472,2,0.3105455755156354,2220,0.000490680044042688,0.009523015190404221
public_v661_47,864691135404231406,5,intermediate,0.15410128487416036,4,0.48272743714957494,2128,0.0005431682818825093,0.01054169588128368
public_v661_47,864691135404231406,6,intermediate,0.07971236656540037,2,0.08065268065268065,2153,4.0886148693911514e-05,0.0007935097826301078
public_v661_47,864691135404231406,7,intermediate,0.07438891830876,2,0.03534407393530661,2117,8.713290064907617e-05,0.0016910570269553216
public_v661_47,864691135404231406,8,intermediate,0.20265336269126788,2,0.38495392655755745,2102,0.007436223976184793,0.14432067238971533
public_v661_47,864691135404231406,9,coarse,0.531536553415647,26,0.2928180658242008,3611,0.003123357331092636,0.06061746278490984
public_v661_47,864691135404231406,10,intermediate,0.15564350548603176,5,0.4384289381006387,5075,0.0018280210075629802,0.03547784760100375
public_v661_47,864691135404231406,11,intermediate,0.06823861683250183,4,0.21034717494894487,4969,0.0009837561641763222,0.019092532922104905
public_v661_47,864691135404231406,12,fine,0.014353800273140278,3,0.16310679611650486,4887,8.206631514192014e-05,0.0015927258000511127
public_v661_47,864691135404231406,13,fine,0.002341202374648123,2,0.40476190476190477,4889,2.3875225289410626e-05,0.00046336535562387836
public_v661_47,864691135404231406,14,coarse,0.37589304792961525,21,0.34750370736529906,2609,0.009620584319823345,0.1867142789493023
public_v661_47,864691135404231406,15,intermediate,0.13062422772838336,6,0.2776671408250356,2737,0.0036849785534530037,0.07151728945755495
public_v661_47,864691135404231406,16,fine,0.036270055835818535,5,0.48719262295081966,2613,0.002016304160330947,0.03913200746683794
public_v661_47,864691135404231406,17,fine,0.017670503637225117,3,0.09674027339642481,4262,0.00010034029478458566,0.0019473833571273522
public_v661_47,864691135404231406,18,fine,0.001709449352917677,2,0.4673913043478261,2622,6.088499166943998e-05,0.001181643124832828
public_v661_47,864691135404231406,19,fine,0.01859955219859342,2,0.43656343656343655,3610,0.00020363663349793587,0.003952136993684038
public_v661_47,864691135404231406,20,intermediate,0.24526882020123192,15,0.4127272727272727,4072,0.00412366647866632,0.08003125253058728
public_v661_47,864691135404231406,21,intermediate,0.10122913124669027,3,0.4692547723935389,4629,0.0028945992554638015,0.05617777412100423
public_v661_47,864691135404231406,22,fine,0.05372687830392894,2,0.24381808749783848,4080,0.0005617761718182522,0.010902833899164905
public_v661_47,864691135404231406,23,intermediate,0.14403968895454167,12,0.47213622291021673,2291,0.0009732502480859765,0.018888636310184063
public_v661_47,864691135404231406,24,intermediate,0.06800635469215977,5,0.44371584699453553,2294,0.0003156999251485818,0.006127037810687628
public_v661_47,864691135404231406,25,fine,0.037830857418917285,3,0.44081532416502944,4451,0.00024620235526730835,0.004778243577641606
public_v661_47,864691135404231406,26,fine,0.021154435742356252,2,0.45454545454545453,2295,0.0006403195225117722,0.01242718674546604
public_v661_47,864691135404231406,27,fine,0.030175497273242473,2,0.025554187192118227,2949,8.312370448006944e-06,0.00016132473901414796
public_v661_47,864691135404231406,28,intermediate,0.07603333426238189,7,0.39503910068426196,4476,0.001497493459074474,0.029063038392196233
public_v661_47,864691135404231406,29,fine,0.045997194273344665,3,0.27832761058372046,4825,4.700211898787058e-36,9.122072489741155e-35
public_v661_47,864691135404231406,30,fine,0.03319490509768946,2,0.3428491463755947,4524,3.192702723456636e-35,6.196330358867699e-34
public_v661_47,864691135404231406,31,fine,0.030036139989037227,4,0.411073306526446,3808,0.000896583873172479,0.017400711415421183
public_v661_47,864691135404231406,32,fine,0.012347055380584743,3,0.326561324303988,3429,0.0002543446925437121,0.00493626834858958
public_v661_47,864691135404231406,33,fine,0.00831498462424631,2,0.05921787709497207,4337,3.068401120226119e-37,5.955088419211227e-36
public_v661_47,864691135404277230,1,coarse,1.0,30,0.37711244439643743,2448,0.01323340995462728,0.22886396501016473
public_v661_47,864691135404277230,2,coarse,0.37711244439643743,5,0.43833975627538796,2952,0.014953048244212886,0.2586040878271295
public_v661_47,864691135404277230,3,intermediate,0.21180906743128725,2,0.23648585999072785,3020,0.0001681181000216352,0.0029075026839528286
public_v661_47,864691135404277230,4,intermediate,0.16530337696515018,3,0.2923844600213853,2542,0.0007988060168840395,0.013814875600837303
public_v661_47,864691135404277230,5,fine,0.04833213861366694,2,0.2828118650954896,2450,0.0002522148418997329,0.004361905884386279
public_v661_47,864691135404277230,6,coarse,0.6228875556035626,25,0.30460485866977755,2858,0.0027910777374100947,0.048270031671762324
public_v661_47,864691135404277230,7,intermediate,0.18973457584178638,2,0.4120173895041921,2860,0.001699356075002465,0.02938935396263321
public_v661_47,864691135404277230,8,coarse,0.4331529797617762,23,0.3917843621772347,3226,0.006409860606906129,0.11085473197677533
public_v661_47,864691135404277230,9,intermediate,0.16970256390113614,4,0.46956370790417773,3492,0.001241404902129757,0.02146936043382582
public_v661_47,864691135404277230,10,intermediate,0.07968616514626314,3,0.22476894639556377,3233,0.0029289191060284155,0.050653916269351305
public_v661_47,864691135404277230,11,fine,0.017910975382228463,2,0.11403508771929824,3229,0.0003822263587551156,0.006610377846377032
public_v661_47,864691135404277230,12,coarse,0.26345041586064005,19,0.36717730813671773,3301,0.0016593770836558666,0.028697941053333124
public_v661_47,864691135404277230,13,intermediate,0.09673301452320866,6,0.36849050857780935,4053,0.0014975504917216355,0.025899246264829295
public_v661_47,864691135404277230,14,fine,0.035645197717921774,5,0.47878787878787876,4207,0.0008586068036961028,0.014849094689300646
public_v661_47,864691135404277230,15,fine,0.01857870911358347,4,0.38847780126849896,3553,0.0011028400980320925,0.019072964449315465
public_v661_47,864691135404277230,16,fine,0.00721741606685193,3,0.3442176870748299,3325,0.0006462651746508218,0.011176772338021284
public_v661_47,864691135404277230,17,fine,0.004733053801663442,2,0.09336099585062241,4421,1.247624398481303e-06,2.1576922929075458e-05
public_v661_47,864691135404277230,18,intermediate,0.16671740133743138,13,0.480386382377194,1781,0.0023446473331920513,0.04054928299392771
public_v661_47,864691135404277230,19,intermediate,0.08662863202961596,8,0.3601224212196781,2284,0.000287272429776442,0.0049682060438059165
public_v661_47,864691135404277230,20,fine,0.0554317193161621,3,0.49052258635961027,2321,0.00014283010223062762,0.0024701617822909267
public_v661_47,864691135404277230,21,fine,0.0282412089908383,2,0.2868567454798331,2341,5.2406953489927565e-37,9.063471328200023e-36
public_v661_47,864691135404277230,22,fine,0.031196912713453852,5,0.48536355051935787,2097,0.00025633920924013104,0.004433234367817104
public_v661_47,864691135404277230,23,fine,0.015141844319844458,2,0.3236057068741894,2106,4.1990474798486934e-05,0.0007262003208538692
public_v661_47,864691135404277230,24,fine,0.016055068393609394,3,0.42385321100917434,3090,0.0004675814759784788,0.008086543900978526
public_v661_47,864691135404277230,25,fine,0.009250076102006148,2,0.29936305732484075,2077,3.7886580790241095e-36,6.552259115422177e-35
public_v661_47,864691135404277230,26,intermediate,0.08008876930781543,5,0.407184894556155,4269,0.002790152960917383,0.048254038211603845
public_v661_47,864691135404277230,27,fine,0.03261093708573505,4,0.35501355013550134,3832,0.0003035346314510743,0.005249451162623526
public_v661_47,864691135404277230,28,fine,0.021033612537682767,3,0.42436974789915966,4208,0.00040260331615836736,0.006962785221508695
public_v661_47,864691135404277230,29,fine,0.012107583687657728,2,0.47769667477696676,2808,0.00016088387792580872,0.002782391109665351
public_v661_47,864691135416557754,1,coarse,1.0,16,0.2549820878863706,1266,0.001306495336841807,0.07049696528212251
public_v661_47,864691135416557754,2,coarse,0.2549820878863706,3,0.3587969500141203,2524,5.097221033005784e-07,2.7504010467250743e-05
public_v661_47,864691135416557754,3,intermediate,0.16349529244450844,2,0.02499449460471262,1270,5.541756408905219e-05,0.002990267153229611
public_v661_47,864691135416557754,4,coarse,0.7450179121136294,13,0.33016793524223753,1183,0.0036605601837137397,0.1975195600836911
