seed,effective_sample_size,parameterization,optimizer,route_rank,address_residual,checkpoint,population_loss,field_estimation_error,coefficient_norm,gram_condition_number,gram_lambda_max
9110,4,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,80,0.2319915013,0.4639830025,0.06581326045,388.5198166,807.7404929
9110,4,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,1,0.3961451199,0.7922902399,0.1285422537,388.5198166,807.7404929
9110,4,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,5,0.3814714979,0.7629429957,0.1078704566,388.5198166,807.7404929
9110,4,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,20,0.3878518764,0.7757037527,0.2941958654,388.5198166,807.7404929
9110,4,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,80,0.404463622,0.8089272439,0.4796754729,388.5198166,807.7404929
9110,16,tree_haar,vanilla_local,8,8.455133382e-32,1,0.3952333147,0.7904666294,0.3498933823,1,1
9110,16,tree_haar,vanilla_local,8,8.455133382e-32,5,0.1097556864,0.2195113728,0.87604461,1,1
9110,16,tree_haar,vanilla_local,8,8.455133382e-32,20,0.09092354215,0.1818470843,0.8356120695,1,1
9110,16,tree_haar,vanilla_local,8,8.455133382e-32,80,0.1669751038,0.3339502075,1.025957074,1,1
9110,16,tree_haar,gram_preconditioned_control,8,8.455133382e-32,1,0.3952333147,0.7904666294,0.3498933823,1,1
9110,16,tree_haar,gram_preconditioned_control,8,8.455133382e-32,5,0.1097556864,0.2195113728,0.87604461,1,1
9110,16,tree_haar,gram_preconditioned_control,8,8.455133382e-32,20,0.09092354215,0.1818470843,0.8356120695,1,1
9110,16,tree_haar,gram_preconditioned_control,8,8.455133382e-32,80,0.1669751038,0.3339502075,1.025957074,1,1
9110,16,raw_nested_indicators,vanilla_local,8,2.080606193e-31,1,0.4608978095,0.9217956189,0.0344116613,15,30
9110,16,raw_nested_indicators,vanilla_local,8,2.080606193e-31,5,0.4125856274,0.8251712548,0.07405509286,15,30
9110,16,raw_nested_indicators,vanilla_local,8,2.080606193e-31,20,0.2411005176,0.4822010352,0.1844036485,15,30
9110,16,raw_nested_indicators,vanilla_local,8,2.080606193e-31,80,0.09589439536,0.1917887907,0.4135338649,15,30
9110,16,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,1,0.3952333147,0.7904666294,0.1447041758,15,30
9110,16,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,5,0.1097556864,0.2195113728,0.5767225281,15,30
9110,16,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,20,0.09092354215,0.1818470843,0.516917508,15,30
9110,16,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,80,0.1669751038,0.3339502075,0.5790072328,15,30
9110,16,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,1,0.4869033368,0.9738066736,0.002207269629,388.5198166,807.7404929
9110,16,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,5,0.39517461,0.7903492199,0.01335293271,388.5198166,807.7404929
9110,16,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,20,0.2852924354,0.5705848708,0.03214642207,388.5198166,807.7404929
9110,16,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,80,0.2444757068,0.4889514136,0.05894440061,388.5198166,807.7404929
9110,16,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,1,0.3952333147,0.7904666294,0.1716390022,388.5198166,807.7404929
9110,16,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,5,0.1097556864,0.2195113728,0.3323898292,388.5198166,807.7404929
9110,16,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,20,0.09092354215,0.1818470843,0.1805375227,388.5198166,807.7404929
9110,16,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,80,0.1669751038,0.3339502075,0.2341086696,388.5198166,807.7404929
9110,64,tree_haar,vanilla_local,8,8.455133382e-32,1,0.3436034873,0.6872069746,0.2119896502,1,1
9110,64,tree_haar,vanilla_local,8,8.455133382e-32,5,0.05920229056,0.1184045811,0.6775893073,1,1
9110,64,tree_haar,vanilla_local,8,8.455133382e-32,20,0.006580703504,0.01316140701,1.063596564,1,1
9110,64,tree_haar,vanilla_local,8,8.455133382e-32,80,0.0547022033,0.1094044066,0.9871900723,1,1
9110,64,tree_haar,gram_preconditioned_control,8,8.455133382e-32,1,0.3436034873,0.6872069746,0.2119896502,1,1
9110,64,tree_haar,gram_preconditioned_control,8,8.455133382e-32,5,0.05920229056,0.1184045811,0.6775893073,1,1
9110,64,tree_haar,gram_preconditioned_control,8,8.455133382e-32,20,0.006580703504,0.01316140701,1.063596564,1,1
9110,64,tree_haar,gram_preconditioned_control,8,8.455133382e-32,80,0.0547022033,0.1094044066,0.9871900723,1,1
9110,64,raw_nested_indicators,vanilla_local,8,2.080606193e-31,1,0.4723615533,0.9447231067,0.01602219368,15,30
9110,64,raw_nested_indicators,vanilla_local,8,2.080606193e-31,5,0.3821304512,0.7642609024,0.06598084819,15,30
9110,64,raw_nested_indicators,vanilla_local,8,2.080606193e-31,20,0.232166483,0.464332966,0.1829119164,15,30
9110,64,raw_nested_indicators,vanilla_local,8,2.080606193e-31,80,0.06590724859,0.1318144972,0.4387848203,15,30
9110,64,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,1,0.3436034873,0.6872069746,0.137614882,15,30
9110,64,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,5,0.05920229056,0.1184045811,0.4330205171,15,30
9110,64,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,20,0.006580703504,0.01316140701,0.6878542907,15,30
9110,64,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,80,0.0547022033,0.1094044066,0.6230431035,15,30
9110,64,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,1,0.446526203,0.893052406,0.005014461629,388.5198166,807.7404929
9110,64,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,5,0.3655162512,0.7310325025,0.01334905229,388.5198166,807.7404929
9110,64,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,20,0.2756753849,0.5513507699,0.02973627067,388.5198166,807.7404929
9110,64,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,80,0.2018436087,0.4036872175,0.05975185478,388.5198166,807.7404929
9110,64,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,1,0.3436034873,0.6872069746,0.06896402127,388.5198166,807.7404929
9110,64,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,5,0.05920229056,0.1184045811,0.1845797865,388.5198166,807.7404929
9110,64,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,20,0.006580703504,0.01316140701,0.3219376092,388.5198166,807.7404929
9110,64,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,80,0.0547022033,0.1094044066,0.313144786,388.5198166,807.7404929
9110,256,tree_haar,vanilla_local,8,8.455133382e-32,1,0.2697927252,0.5395854504,0.2753964859,1,1
9110,256,tree_haar,vanilla_local,8,8.455133382e-32,5,0.0372776192,0.0745552384,0.7565913723,1,1
9110,256,tree_haar,vanilla_local,8,8.455133382e-32,20,0.009853894928,0.01970778986,1.018372727,1,1
9110,256,tree_haar,vanilla_local,8,8.455133382e-32,80,0.01083310023,0.02166620045,0.9923217965,1,1
9110,256,tree_haar,gram_preconditioned_control,8,8.455133382e-32,1,0.2697927252,0.5395854504,0.2753964859,1,1
9110,256,tree_haar,gram_preconditioned_control,8,8.455133382e-32,5,0.0372776192,0.0745552384,0.7565913723,1,1
9110,256,tree_haar,gram_preconditioned_control,8,8.455133382e-32,20,0.009853894928,0.01970778986,1.018372727,1,1
9110,256,tree_haar,gram_preconditioned_control,8,8.455133382e-32,80,0.01083310023,0.02166620045,0.9923217965,1,1
9110,256,raw_nested_indicators,vanilla_local,8,2.080606193e-31,1,0.4605235109,0.9210470217,0.0183259016,15,30
9110,256,raw_nested_indicators,vanilla_local,8,2.080606193e-31,5,0.3770978948,0.7541957896,0.06565414202,15,30
9110,256,raw_nested_indicators,vanilla_local,8,2.080606193e-31,20,0.2354225776,0.4708451552,0.1812316322,15,30
9110,256,raw_nested_indicators,vanilla_local,8,2.080606193e-31,80,0.04688758443,0.09377516885,0.4378643063,15,30
9110,256,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,1,0.2697927252,0.5395854504,0.185225379,15,30
9110,256,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,5,0.0372776192,0.0745552384,0.4959002389,15,30
9110,256,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,20,0.009853894928,0.01970778986,0.6584785144,15,30
9110,256,raw_nested_indicators,gram_preconditioned_control,8,2.080606193e-31,80,0.01083310023,0.02166620045,0.6416115115,15,30
9110,256,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,1,0.43139692,0.86279384,0.005643094452,388.5198166,807.7404929
9110,256,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,5,0.3544424598,0.7088849197,0.01440043542,388.5198166,807.7404929
9110,256,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,20,0.2756396271,0.5512792543,0.02926640759,388.5198166,807.7404929
9110,256,static_gain_scaled_nested,vanilla_local,8,5.355288952e-31,80,0.1938145162,0.3876290325,0.05768926579,388.5198166,807.7404929
9110,256,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,1,0.2697927252,0.5395854504,0.06123649805,388.5198166,807.7404929
9110,256,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,5,0.0372776192,0.0745552384,0.2290164737,388.5198166,807.7404929
9110,256,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,20,0.009853894928,0.01970778986,0.2972036754,388.5198166,807.7404929
9110,256,static_gain_scaled_nested,gram_preconditioned_control,8,5.355288952e-31,80,0.01083310023,0.02166620045,0.274764959,388.5198166,807.7404929
9111,4,tree_haar,vanilla_local,8,2.539338632e-31,1,0.2878705171,0.5757410343,0.5621901716,1,1
9111,4,tree_haar,vanilla_local,8,2.539338632e-31,5,0.2358018916,0.4716037833,1.224763193,1,1
9111,4,tree_haar,vanilla_local,8,2.539338632e-31,20,0.4334959401,0.8669918803,1.317383307,1,1
9111,4,tree_haar,vanilla_local,8,2.539338632e-31,80,0.3479319759,0.6958639518,1.379352778,1,1
9111,4,tree_haar,gram_preconditioned_control,8,2.539338632e-31,1,0.2878705171,0.5757410343,0.5621901716,1,1
9111,4,tree_haar,gram_preconditioned_control,8,2.539338632e-31,5,0.2358018916,0.4716037833,1.224763193,1,1
9111,4,tree_haar,gram_preconditioned_control,8,2.539338632e-31,20,0.4334959401,0.8669918803,1.317383307,1,1
9111,4,tree_haar,gram_preconditioned_control,8,2.539338632e-31,80,0.3479319759,0.6958639518,1.379352778,1,1
9111,4,raw_nested_indicators,vanilla_local,8,4.703030646e-31,1,0.4755607154,0.9511214309,0.02891162673,15,30
9111,4,raw_nested_indicators,vanilla_local,8,4.703030646e-31,5,0.4360583708,0.8721167416,0.1514541423,15,30
9111,4,raw_nested_indicators,vanilla_local,8,4.703030646e-31,20,0.228798212,0.457596424,0.2157300153,15,30
9111,4,raw_nested_indicators,vanilla_local,8,4.703030646e-31,80,0.1490749811,0.2981499622,0.4386507616,15,30
9111,4,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,1,0.2878705171,0.5757410343,0.3922238684,15,30
9111,4,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,5,0.2358018916,0.4716037833,0.7068773108,15,30
9111,4,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,20,0.4334959401,0.8669918803,0.8071290934,15,30
9111,4,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,80,0.3479319759,0.6958639518,0.8473151566,15,30
9111,4,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,1,0.4862172847,0.9724345694,0.006212073342,388.5198166,807.7404929
9111,4,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,5,0.387536093,0.775072186,0.01953896703,388.5198166,807.7404929
9111,4,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,20,0.6420569323,1.284113865,0.0318271419,388.5198166,807.7404929
9111,4,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,80,0.4491759735,0.898351947,0.04885461277,388.5198166,807.7404929
9111,4,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,1,0.2878705171,0.5757410343,0.2518272862,388.5198166,807.7404929
9111,4,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,5,0.2358018916,0.4716037833,0.6066244891,388.5198166,807.7404929
9111,4,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,20,0.4334959401,0.8669918803,0.5940723173,388.5198166,807.7404929
9111,4,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,80,0.3479319759,0.6958639518,0.6640359359,388.5198166,807.7404929
9111,16,tree_haar,vanilla_local,8,2.539338632e-31,1,0.3866516212,0.7733032424,0.2414228175,1,1
9111,16,tree_haar,vanilla_local,8,2.539338632e-31,5,0.1706875163,0.3413750326,0.7164444121,1,1
9111,16,tree_haar,vanilla_local,8,2.539338632e-31,20,0.1421722923,0.2843445847,0.9895651296,1,1
9111,16,tree_haar,vanilla_local,8,2.539338632e-31,80,0.1165314431,0.2330628861,1.194223197,1,1
9111,16,tree_haar,gram_preconditioned_control,8,2.539338632e-31,1,0.3866516212,0.7733032424,0.2414228175,1,1
9111,16,tree_haar,gram_preconditioned_control,8,2.539338632e-31,5,0.1706875163,0.3413750326,0.7164444121,1,1
9111,16,tree_haar,gram_preconditioned_control,8,2.539338632e-31,20,0.1421722923,0.2843445847,0.9895651296,1,1
9111,16,tree_haar,gram_preconditioned_control,8,2.539338632e-31,80,0.1165314431,0.2330628861,1.194223197,1,1
9111,16,raw_nested_indicators,vanilla_local,8,4.703030646e-31,1,0.4443784749,0.8887569499,0.03097093977,15,30
9111,16,raw_nested_indicators,vanilla_local,8,4.703030646e-31,5,0.3940892274,0.7881784548,0.07434581716,15,30
9111,16,raw_nested_indicators,vanilla_local,8,4.703030646e-31,20,0.2487505707,0.4975011414,0.174518795,15,30
9111,16,raw_nested_indicators,vanilla_local,8,4.703030646e-31,80,0.1198840368,0.2397680735,0.4219943191,15,30
9111,16,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,1,0.3866516212,0.7733032424,0.09991729836,15,30
9111,16,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,5,0.1706875163,0.3413750326,0.424891887,15,30
9111,16,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,20,0.1421722923,0.2843445847,0.6260778566,15,30
9111,16,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,80,0.1165314431,0.2330628861,0.6047073998,15,30
9111,16,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,1,0.5018585591,1.003717118,0.004681679454,388.5198166,807.7404929
9111,16,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,5,0.4769635078,0.9539270157,0.003798746864,388.5198166,807.7404929
9111,16,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,20,0.407296038,0.8145920759,0.01525887795,388.5198166,807.7404929
9111,16,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,80,0.3183987061,0.6367974121,0.05116149227,388.5198166,807.7404929
9111,16,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,1,0.3866516212,0.7733032424,0.1057791918,388.5198166,807.7404929
9111,16,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,5,0.1706875163,0.3413750326,0.473941878,388.5198166,807.7404929
9111,16,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,20,0.1421722923,0.2843445847,0.6160313831,388.5198166,807.7404929
9111,16,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,80,0.1165314431,0.2330628861,0.5915788409,388.5198166,807.7404929
9111,64,tree_haar,vanilla_local,8,2.539338632e-31,1,0.3397411607,0.6794823213,0.2023002854,1,1
9111,64,tree_haar,vanilla_local,8,2.539338632e-31,5,0.07834690337,0.1566938067,0.6883708737,1,1
9111,64,tree_haar,vanilla_local,8,2.539338632e-31,20,0.01957515035,0.0391503007,1.009903422,1,1
9111,64,tree_haar,vanilla_local,8,2.539338632e-31,80,0.0365104118,0.0730208236,1.183814409,1,1
9111,64,tree_haar,gram_preconditioned_control,8,2.539338632e-31,1,0.3397411607,0.6794823213,0.2023002854,1,1
9111,64,tree_haar,gram_preconditioned_control,8,2.539338632e-31,5,0.07834690337,0.1566938067,0.6883708737,1,1
9111,64,tree_haar,gram_preconditioned_control,8,2.539338632e-31,20,0.01957515035,0.0391503007,1.009903422,1,1
9111,64,tree_haar,gram_preconditioned_control,8,2.539338632e-31,80,0.0365104118,0.0730208236,1.183814409,1,1
9111,64,raw_nested_indicators,vanilla_local,8,4.703030646e-31,1,0.4638187419,0.9276374838,0.01628624868,15,30
9111,64,raw_nested_indicators,vanilla_local,8,4.703030646e-31,5,0.358027504,0.7160550079,0.07577590733,15,30
9111,64,raw_nested_indicators,vanilla_local,8,4.703030646e-31,20,0.2098507638,0.4197015276,0.1836874885,15,30
9111,64,raw_nested_indicators,vanilla_local,8,4.703030646e-31,80,0.0339806129,0.06796122581,0.4315599299,15,30
9111,64,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,1,0.3397411607,0.6794823213,0.1187206007,15,30
9111,64,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,5,0.07834690337,0.1566938067,0.3968502229,15,30
9111,64,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,20,0.01957515035,0.0391503007,0.609701859,15,30
9111,64,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,80,0.0365104118,0.0730208236,0.7137768304,15,30
9111,64,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,1,0.4792687736,0.9585375471,0.002474019453,388.5198166,807.7404929
9111,64,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,5,0.4459431754,0.8918863508,0.008868849625,388.5198166,807.7404929
9111,64,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,20,0.3636144221,0.7272288442,0.02455239891,388.5198166,807.7404929
9111,64,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,80,0.3027806346,0.6055612692,0.04699189163,388.5198166,807.7404929
9111,64,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,1,0.3397411607,0.6794823213,0.07489942093,388.5198166,807.7404929
9111,64,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,5,0.07834690337,0.1566938067,0.3824727737,388.5198166,807.7404929
9111,64,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,20,0.01957515035,0.0391503007,0.5189773319,388.5198166,807.7404929
9111,64,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,80,0.0365104118,0.0730208236,0.6699854364,388.5198166,807.7404929
9111,256,tree_haar,vanilla_local,8,2.539338632e-31,1,0.3241448584,0.6482897167,0.2009334827,1,1
9111,256,tree_haar,vanilla_local,8,2.539338632e-31,5,0.05979942125,0.1195988425,0.6797591527,1,1
9111,256,tree_haar,vanilla_local,8,2.539338632e-31,20,0.002834739536,0.005669479072,1.008167132,1,1
9111,256,tree_haar,vanilla_local,8,2.539338632e-31,80,0.02780849822,0.05561699643,1.090618148,1,1
9111,256,tree_haar,gram_preconditioned_control,8,2.539338632e-31,1,0.3241448584,0.6482897167,0.2009334827,1,1
9111,256,tree_haar,gram_preconditioned_control,8,2.539338632e-31,5,0.05979942125,0.1195988425,0.6797591527,1,1
9111,256,tree_haar,gram_preconditioned_control,8,2.539338632e-31,20,0.002834739536,0.005669479072,1.008167132,1,1
9111,256,tree_haar,gram_preconditioned_control,8,2.539338632e-31,80,0.02780849822,0.05561699643,1.090618148,1,1
9111,256,raw_nested_indicators,vanilla_local,8,4.703030646e-31,1,0.4593232508,0.9186465016,0.01734504976,15,30
9111,256,raw_nested_indicators,vanilla_local,8,4.703030646e-31,5,0.3597560717,0.7195121434,0.07215818254,15,30
9111,256,raw_nested_indicators,vanilla_local,8,4.703030646e-31,20,0.1963026579,0.3926053159,0.193157876,15,30
9111,256,raw_nested_indicators,vanilla_local,8,4.703030646e-31,80,0.03304247649,0.06608495299,0.4252391684,15,30
9111,256,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,1,0.3241448584,0.6482897167,0.1109940651,15,30
9111,256,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,5,0.05979942125,0.1195988425,0.3977245751,15,30
9111,256,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,20,0.002834739536,0.005669479072,0.592551283,15,30
9111,256,raw_nested_indicators,gram_preconditioned_control,8,4.703030646e-31,80,0.02780849822,0.05561699643,0.6500317981,15,30
9111,256,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,1,0.4809731596,0.9619463192,0.002212651426,388.5198166,807.7404929
9111,256,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,5,0.4247995282,0.8495990563,0.01050767972,388.5198166,807.7404929
9111,256,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,20,0.3555271823,0.7110543646,0.02557455018,388.5198166,807.7404929
9111,256,static_gain_scaled_nested,vanilla_local,8,5.113825485e-31,80,0.296491909,0.592983818,0.05094093186,388.5198166,807.7404929
9111,256,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,1,0.3241448584,0.6482897167,0.1001348767,388.5198166,807.7404929
9111,256,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,5,0.05979942125,0.1195988425,0.3516779853,388.5198166,807.7404929
9111,256,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,20,0.002834739536,0.005669479072,0.5491386654,388.5198166,807.7404929
9111,256,static_gain_scaled_nested,gram_preconditioned_control,8,5.113825485e-31,80,0.02780849822,0.05561699643,0.5557297912,388.5198166,807.7404929
9112,4,tree_haar,vanilla_local,8,1.247031234e-31,1,0.752098593,1.504197186,0.7692665115,1,1
9112,4,tree_haar,vanilla_local,8,1.247031234e-31,5,0.6445026635,1.289005327,1.185510661,1,1
9112,4,tree_haar,vanilla_local,8,1.247031234e-31,20,0.4344062452,0.8688124905,1.661843545,1,1
9112,4,tree_haar,vanilla_local,8,1.247031234e-31,80,0.4894468404,0.9788936807,0.8560945803,1,1
9112,4,tree_haar,gram_preconditioned_control,8,1.247031234e-31,1,0.752098593,1.504197186,0.7692665115,1,1
9112,4,tree_haar,gram_preconditioned_control,8,1.247031234e-31,5,0.6445026635,1.289005327,1.185510661,1,1
9112,4,tree_haar,gram_preconditioned_control,8,1.247031234e-31,20,0.4344062452,0.8688124905,1.661843545,1,1
9112,4,tree_haar,gram_preconditioned_control,8,1.247031234e-31,80,0.4894468404,0.9788936807,0.8560945803,1,1
9112,4,raw_nested_indicators,vanilla_local,8,3.518078415e-31,1,0.4774261209,0.9548522418,0.05690796579,15,30
9112,4,raw_nested_indicators,vanilla_local,8,3.518078415e-31,5,0.4227477007,0.8454954015,0.1511601365,15,30
9112,4,raw_nested_indicators,vanilla_local,8,3.518078415e-31,20,0.1620636867,0.3241273734,0.2630906453,15,30
9112,4,raw_nested_indicators,vanilla_local,8,3.518078415e-31,80,0.4208346013,0.8416692025,0.3956289647,15,30
9112,4,raw_nested_indicators,gram_preconditioned_control,8,3.518078415e-31,1,0.752098593,1.504197186,0.4777066891,15,30
9112,4,raw_nested_indicators,gram_preconditioned_control,8,3.518078415e-31,5,0.6445026635,1.289005327,0.5805163694,15,30
9112,4,raw_nested_indicators,gram_preconditioned_control,8,3.518078415e-31,20,0.4344062452,0.8688124905,0.9845030641,15,30
9112,4,raw_nested_indicators,gram_preconditioned_control,8,3.518078415e-31,80,0.4894468404,0.9788936807,0.51360903,15,30
9112,4,static_gain_scaled_nested,vanilla_local,8,7.589659709e-31,1,0.5826252861,1.165250572,0.01056697233,388.5198166,807.7404929
9112,4,static_gain_scaled_nested,vanilla_local,8,7.589659709e-31,5,0.4804593319,0.9609186638,0.02530008249,388.5198166,807.7404929
9112,4,static_gain_scaled_nested,vanilla_local,8,7.589659709e-31,20,0.1944750941,0.3889501883,0.05134726887,388.5198166,807.7404929
9112,4,static_gain_scaled_nested,vanilla_local,8,7.589659709e-31,80,0.1360219226,0.2720438453,0.05906271684,388.5198166,807.7404929
9112,4,static_gain_scaled_nested,gram_preconditioned_control,8,7.589659709e-31,1,0.752098593,1.504197186,0.2835630415,388.5198166,807.7404929
9112,4,static_gain_scaled_nested,gram_preconditioned_control,8,7.589659709e-31,5,0.6445026635,1.289005327,0.5380831435,388.5198166,807.7404929
9112,4,static_gain_scaled_nested,gram_preconditioned_control,8,7.589659709e-31,20,0.4344062452,0.8688124905,0.2587721801,388.5198166,807.7404929
9112,4,static_gain_scaled_nested,gram_preconditioned_control,8,7.589659709e-31,80,0.4894468404,0.9788936807,0.2861547745,388.5198166,807.7404929
9112,16,tree_haar,vanilla_local,8,1.247031234e-31,1,0.4121267042,0.8242534083,0.2853136808,1,1
9112,16,tree_haar,vanilla_local,8,1.247031234e-31,5,0.161056537,0.3221130741,0.7804336125,1,1
9112,16,tree_haar,vanilla_local,8,1.247031234e-31,20,0.07092276322,0.1418455264,1.134554499,1,1
9112,16,tree_haar,vanilla_local,8,1.247031234e-31,80,0.04762977397,0.09525954793,1.199237634,1,1
9112,16,tree_haar,gram_preconditioned_control,8,1.247031234e-31,1,0.4121267042,0.8242534083,0.2853136808,1,1
9112,16,tree_haar,gram_preconditioned_control,8,1.247031234e-31,5,0.161056537,0.3221130741,0.7804336125,1,1
9112,16,tree_haar,gram_preconditioned_control,8,1.247031234e-31,20,0.07092276322,0.1418455264,1.134554499,1,1
9112,16,tree_haar,gram_preconditioned_control,8,1.247031234e-31,80,0.04762977397,0.09525954793,1.199237634,1,1
9112,16,raw_nested_indicators,vanilla_local,8,3.518078415e-31,1,0.4768811283,0.9537622566,0.02860917793,15,30
9112,16,raw_nested_indicators,vanilla_local,8,3.518078415e-31,5,0.3219282206,0.6438564412,0.08392020403,15,30
9112,16,raw_nested_indicators,vanilla_local,8,3.518078415e-31,20,0.1768724308,0.3537448615,0.2047012113,15,30
9112,16,raw_nested_indicators,vanilla_local,8,3.518078415e-31,80,0.06997704547,0.1399540909,0.3989296168,15,30
9112,16,raw_nested_indicators,gram_preconditioned_control,8,3.518078415e-31,1,0.4121267042,0.8242534083,0.1206782678,15,30
9112,16,raw_nested_indicators,gram_preconditioned_control,8,3.518078415e-31,5,0.161056537,0.3221130741,0.4149824475,15,30
9112,16,raw_nested_indicators,gram_preconditioned_control,8,3.518078415e-31,20,0.07092276322,0.1418455264,0.6200153491,15,30
9112,16,raw_nested_indicators,gram_preconditioned_control,8,3.518078415e-31,80,0.04762977397,0.09525954793,0.6260360504,15,30
9112,16,static_gain_scaled_nested,vanilla_local,8,7.589659709e-31,1,0.4780544895,0.9561089789,0.006897891862,388.5198166,807.7404929
9112,16,static_gain_scaled_nested,vanilla_local,8,7.589659709e-31,5,0.3580267682,0.7160535364,0.01155741995,388.5198166,807.7404929
9112,16,static_gain_scaled_nested,vanilla_local,8,7.589659709e-31,20,0.213035507,0.426071014,0.03802085642,388.5198166,807.7404929
9112,16,static_gain_scaled_nested,vanilla_local,8,7.589659709e-31,80,0.09856256656,0.1971251331,0.06509412702,388.5198166,807.7404929
9112,16,static_gain_scaled_nested,gram_preconditioned_control,8,7.589659709e-31,1,0.4121267042,0.8242534083,0.05921499809,388.5198166,807.7404929
