run_dir,factorization_weighted_cosine,factorization_weighted_relative_l2,factorization_weighted_scaled_relative_l2,factorization_weighted_scale_mismatch,factorization_weighted_r2,path_factor_scalar_weighted_cosine,path_factor_scalar_weighted_relative_l2,path_factor_scalar_weighted_scaled_relative_l2,path_factor_scalar_weighted_scale_mismatch,path_factor_scalar_weighted_r2,path_transport_weighted_cosine,path_transport_weighted_relative_l2,path_transport_weighted_scaled_relative_l2,path_transport_weighted_scale_mismatch,path_transport_weighted_r2,per_soma_weighted_cosine,per_soma_weighted_relative_l2,per_soma_weighted_scaled_relative_l2,per_soma_weighted_scale_mismatch,per_soma_weighted_r2,scalar_weighted_cosine,scalar_weighted_relative_l2,scalar_weighted_scaled_relative_l2,scalar_weighted_scale_mismatch,scalar_weighted_r2,path_gain_cv_mean,path_gain_mean
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_0,1.0000011607150363,1.1172264667875577e-07,1.1825102176282171e-07,6.485608846250968e-09,0.9999999999999875,0.009229192653527627,1.7570641380680965,0.9999485441564891,0.1562655600836919,-2.124095825304142,0.3177561645324414,38.23551331749733,0.9325353771866209,1.5802583801757764,-1499.2930316411685,0.058382554624516234,12.843290271090714,0.9804630397036469,1.0705559678770846,-188.73363451224498,0.00731825133642325,10.995728567882214,0.999966389038224,0.9622055646330203,-139.18182277190877,0.16182622155185036,0.2194705192859356
